===== BACKTEST REPORT FOR: signals_2025-08-24_15-50-50.json =====
Signal Generation Time (UTC): 2025-08-24 10:20:50

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    TRUMPUSDT     Buy           68            Inconclusive  180           No            8.40%         70            25            True          False         True          28.62         -199.78       -0.029        29.02         -0.00597    
    ETCUSDT       Buy           68            Fail          49            No            5.60%         70            25            True          False         True          27.10         -216.59       -0.061        16.28         -0.01894    
    OPUSDT        Buy           68            Inconclusive  180           No            8.40%         70            25            True          False         True          24.66         -199.18       -0.018        27.86         -0.00084    
    1000BONKUSDT  Buy           68            Fail          17            No            5.60%         70            25            True          False         True          28.17         -252.56       -0.100        18.43         -0.00003    
    TRXUSDT       Buy           49            Inconclusive  180           No            5.60%         55            25            False         False         True          37.90         -288.73       -0.125        17.84         -0.00009    
    PENDLEUSDT    Buy           68            Inconclusive  180           No            8.40%         70            25            True          False         True          28.69         -231.37       -0.059        29.03         -0.01193    
    UMAUSDT       Buy           41            Success       163           No            8.40%         35            25            False         False         True          23.43         -167.94       0.030         30.08         -0.00213    
    WLDUSDT       Buy           49            Fail          18            No            5.60%         55            25            False         False         True          30.88         -216.61       -0.020        22.17         -0.00110    
    ONDOUSDT      Buy           41            Fail          56            No            8.40%         35            25            False         False         True          29.53         -197.26       0.027         28.96         -0.00068    
    1000SHIBUSDT  Buy           68            Inconclusive  180           No            8.40%         70            25            True          False         True          28.37         -209.55       -0.007        33.47         -0.00001    
    WCTUSDT       Buy           49            Success       162           No            5.60%         55            25            False         False         True          31.86         -200.05       -0.003        32.87         -0.00021    
    APTUSDT       Buy           68            Inconclusive  180           No            8.40%         70            25            True          False         True          27.02         -230.03       -0.052        26.94         -0.00420    
    NEARUSDT      Buy           68            Inconclusive  180           No            8.40%         70            25            True          False         True          22.65         -197.35       -0.042        27.26         -0.00275    
    ETHFIUSDT     Buy           68            Fail          58            Yes           8.40%         70            25            True          False         True          24.96         -257.32       -0.122        24.23         -0.00192    
    TIAUSDT       Buy           68            Inconclusive  180           No            8.40%         70            25            True          False         True          27.45         -200.18       -0.007        26.90         -0.00239    
    SEIUSDT       Buy           68            Fail          6             No            8.40%         70            25            True          False         True          24.08         -198.13       -0.005        27.80         -0.00037    
    HBARUSDT      Buy           49            Fail          49            No            5.60%         55            25            False         False         True          31.91         -201.83       -0.013        22.08         -0.00014    

--- SELL SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    FHEUSDT       Sell          43            Fail          2             Yes           11.20%        20            25            False         True          True          31.73         -141.35       0.112         16.74         -0.00028    
    XNYUSDT       Sell          43            Fail          100           No            11.20%        5             25            False         True          True          44.22         -110.96       0.184         21.45         -0.00002    
    BOMEUSDT      Sell          45            Fail          0             Yes           7.63%         15            30            False         True          True          35.42         -122.20       0.172         35.15         0.00000     
    XPLUSDT       Sell          43            Fail          6             No            11.20%        5             25            False         True          True          45.11         -116.62       0.217         10.97         -0.00058    
    PUMPUSDT      Sell          43            Inconclusive  180           No            5.60%         20            25            False         True          True          35.35         -173.75       0.061         19.07         -0.00000    
    DOLOUSDT      Sell          43            Fail          3             Yes           11.20%        20            25            False         True          True          35.94         -120.20       0.149         26.70         -0.00115    
    LDOUSDT       Sell          43            Success       37            No            5.60%         20            25            False         True          True          31.44         -202.52       0.003         46.37         -0.00049    
    API3USDT      Sell          43            Inconclusive  180           No            5.60%         5             25            False         True          True          40.44         -199.31       0.047         16.29         -0.00093    
    DOGSUSDT      Sell          43            Inconclusive  180           No            5.60%         20            25            False         True          True          39.13         -124.64       0.175         21.04         -0.00000    
    HAEDALUSDT    Sell          43            Success       35            No            11.20%        20            25            False         True          True          35.12         -146.47       0.083         34.38         -0.00013    
    FILUSDT       Sell          43            Success       9             No            5.60%         20            25            False         True          True          31.50         -191.60       0.051         34.74         -0.00214    
    BANDUSDT      Sell          43            Fail          24            No            8.73%         20            25            False         True          True          39.85         -114.89       0.167         21.08         -0.00160    
    XLMUSDT       Sell          43            Success       48            No            5.60%         20            25            False         True          True          32.95         -167.96       0.077         26.94         -0.00022    

