===== BACKTEST REPORT FOR: signals_2025-08-20_00-03-59_STRONG.json =====
Signal Generation Time (UTC): 2025-08-19 18:33:59

--- STRONG BUY SIGNALS ---
(None)

--- BUY SIGNALS ---
(None)

--- STRONG SELL SIGNALS ---
  Coin             Signal           Confidence       POP              Outcome          Duration(min)    MaxProfitPrice   MaxDrawdownPrice  Did_TP_Hit_Later  Buy_Score        Sell_Score       Base_Score_OK    Num_Conf         Confluence_OK    Vol_Profile_OK   Min_Profit_OK    Profit_Ceiling_OK  Regime           RegimeScore      MACD_Hist        ADX15m           RSI              CCI              %B               Overshoot_OK     BB_Touch         RSI_Extreme      CCI_Extreme      Initial_Signal   Aligned          Vetoes_Passed    Downgrade_Reason
  API3USDT         Sell             70               91               Success          38               1.2919           1.3682           Yes              -5               50               True             2                True             True             True             True             Bearish          -7               0.0055           51.0677          54.0675          105.8549         0.8314           False            False            False            True             Sell             True             base_ok,vol_ok,profit_window  N/A            
  SUIUSDT          Sell             31               100              Success          10               3.4182           3.4800           Yes              0                20               False            1                False            True             False            True             Bearish          -7               -0.0000          51.0677          44.3006          -58.2162         0.3718           False            False            False            False            Sell             True             vol_ok           N/A            
  AIOTUSDT         Sell             31               80               Fail             105              1.6848           2.1320           Yes              5                20               False            1                False            False            True             True             Bearish          -7               -0.0049          51.0677          46.4320          -50.8904         0.3160           False            False            False            False            Sell             True             profit_window    N/A            
  ENAUSDT          Sell             59               89               Success          10               0.6301           0.6446           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0005           51.0677          52.9832          73.6561          0.7193           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  1000PEPEUSDT     Sell             59               100              Success          9                0.0102           0.0104           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0000           51.0677          47.5949          -26.5987         0.6734           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  BNBUSDT          Sell             59               89               Success          11               825.1800         835.9100         Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.1491           51.0677          50.4366          22.5717          0.5767           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  FARTCOINUSDT     Sell             59               89               Success          16               0.8514           0.8874           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0008           51.0677          52.8808          53.9714          0.6517           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  AVAXUSDT         Sell             31               100              Success          10               22.3380          22.7360          Yes              0                20               False            1                False            True             False            True             Bearish          -7               -0.0013          51.0677          44.1796          -92.2337         0.3219           False            False            False            False            Sell             True             vol_ok           N/A            
  MYXUSDT          Sell             59               89               Inconclusive     0                1.1356           1.1744           No               -5               40               True             2                True             False            True             True             Bearish          -7               0.0006           51.0677          55.7023          88.7832          0.6794           False            False            False            False            Sell             True             base_ok,profit_window  N/A            
  BIOUSDT          Sell             63               100              Success          58               0.1257           0.1311           Yes              0                50               True             2                True             True             False            True             Bearish          -7               0.0003           51.0677          52.7304          106.8464         0.9067           False            False            False            True             Sell             True             base_ok,vol_ok   N/A            
  ARBUSDT          Sell             59               100              Success          10               0.4756           0.4865           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0001           51.0677          48.5500          -15.9704         0.5683           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PENGUUSDT        Sell             59               80               Success          8                0.0297           0.0308           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0000           51.0677          42.0855          -75.6844         0.4173           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  HYPEUSDT         Sell             60               92               Success          20               42.5330          43.7150          Yes              -5               60               True             2                True             False            False            True             Bearish          -7               0.0908           51.0677          69.3424          102.6782         0.7914           False            False            False            True             Sell             True             base_ok          N/A            
  LTCUSDT          Sell             59               89               Success          10               112.1800         114.5300         Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0129           51.0677          49.3028          -23.3100         0.5811           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PUMPUSDT         Sell             95               94               Success          31               0.0028           0.0029           Yes              -5               85               True             3                True             True             False            True             Bearish          -7               0.0000           51.0677          59.7851          214.6609         0.6234           True             True             False            True             Sell             True             base_ok,vol_ok   N/A            
  WIFUSDT          Sell             24               67               Success          16               0.8126           0.8364           Yes              10               20               False            1                False            False            False            True             Bearish          -7               -0.0001          51.0677          45.9589          -64.0132         0.3873           False            False            False            False            Sell             True                              N/A            
  TRUMPUSDT        Sell             59               100              Success          16               8.6000           8.7400           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0008           51.0677          47.9881          -14.4928         0.4984           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  UNIUSDT          Sell             59               80               Success          10               9.9150           10.1140          Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0061           51.0677          45.4307          -5.0046          0.5841           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  AAVEUSDT         Sell             59               100              Success          16               275.6700         281.2600         Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.1373           51.0677          48.5973          28.2909          0.6016           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TRXUSDT          Sell             31               80               Success          18               0.3468           0.3504           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0000          51.0677          48.9189          -5.5271          0.4534           False            False            False            False            Sell             True             vol_ok           N/A            
  1000BONKUSDT     Sell             59               89               Success          16               0.0213           0.0218           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           51.0677          51.7880          85.7118          0.9886           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XNYUSDT          Sell             38               80               Success          75               0.0114           0.0121           Yes              5                20               False            1                False            True             True             True             Bearish          -7               -0.0000          51.0677          52.0508          -6.3448          0.3835           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  CRVUSDT          Sell             31               57               Success          18               0.8210           0.8450           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0005          51.0677          40.1791          -157.4285        0.1409           False            False            False            True             Sell             True             vol_ok           N/A            
  PROVEUSDT        Sell             31               67               Success          12               1.1571           1.2048           Yes              10               20               False            1                False            True             False            True             Bearish          -7               -0.0018          51.0677          40.6236          -98.9601         0.1720           False            False            False            False            Sell             True             vol_ok           N/A            
  DOTUSDT          Sell             59               89               Success          16               3.7180           3.7970           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0008           51.0677          50.6670          39.9037          0.6052           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  OPUSDT           Sell             59               100              Success          16               0.6846           0.6992           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0002           51.0677          46.6741          1.6777           0.5588           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  LDOUSDT          Sell             24               80               Inconclusive     0                1.2725           1.3007           No               5                20               False            1                False            False            False            True             Bearish          -7               -0.0010          51.0677          47.3421          -45.3689         0.3766           False            False            False            False            Sell             True                              N/A            
  NEARUSDT         Sell             59               100              Success          17               2.4300           2.4710           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0004           51.0677          47.8707          -8.1633          0.5228           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  SEIUSDT          Sell             59               80               Success          17               0.3020           0.3073           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0002           51.0677          48.1705          26.0614          0.5990           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XLMUSDT          Sell             59               100              Success          16               0.3921           0.3983           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0001           51.0677          48.0864          29.2529          0.5603           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  WLDUSDT          Sell             59               80               Success          11               0.8959           0.9130           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0002           51.0677          42.9923          -57.2448         0.3352           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  APTUSDT          Sell             59               89               Success          16               4.3005           4.3627           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0010           51.0677          50.1568          45.0385          0.6139           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PLUMEUSDT        Sell             31               57               Success          19               0.0812           0.0853           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0001          51.0677          40.6518          -119.3955        0.1201           False            False            False            True             Sell             True             vol_ok           N/A            
  HBARUSDT         Sell             59               100              Success          10               0.2316           0.2355           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0001           51.0677          49.0090          42.3196          0.5985           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ETCUSDT          Sell             59               80               Success          17               20.5620          20.9220          Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0040           51.0677          44.1631          -30.3263         0.4215           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  INJUSDT          Sell             59               100              Success          8                13.2230          13.5870          Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0008           51.0677          46.0694          -48.8610         0.4008           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  1000SHIBUSDT     Sell             59               100              Success          8                0.0121           0.0123           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0000           51.0677          48.3139          42.7385          0.2582           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  FILUSDT          Sell             59               100              Success          16               2.3480           2.3900           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0007           51.0677          48.2341          27.7551          0.5826           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ONDOUSDT         Sell             59               100              Success          10               0.9060           0.9235           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0004           51.0677          49.1831          42.1831          0.6490           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  MEMEUSDT         Sell             96               95               Fail             139              0.0020           0.0021           No               -5               95               True             3                True             True             False            True             Bearish          -7               0.0000           51.0677          64.1796          200.0671         2.2956           True             True             False            True             Sell             True             base_ok,vol_ok   N/A            
  TIAUSDT          Sell             59               80               Success          11               1.6382           1.6779           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0005           51.0677          44.4702          -32.2981         0.4037           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ETHFIUSDT        Sell             31               67               Success          18               1.0512           1.0743           Yes              10               20               False            1                False            True             False            True             Bearish          -7               -0.0000          51.0677          46.3504          -29.8196         0.3882           False            False            False            False            Sell             True             vol_ok           N/A            
  BCHUSDT          Sell             59               100              Success          10               549.2600         556.4500         Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.2753           51.0677          50.6437          64.1593          0.6862           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  VIRTUALUSDT      Sell             59               100              Success          10               1.1482           1.1876           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0004           51.0677          46.9428          -34.1947         0.5020           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TAOUSDT          Sell             59               89               Success          10               340.6200         348.4800         Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.2101           51.0677          50.8480          84.7627          0.6672           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XCNUSDT          Sell             52               100              Success          27               0.0126           0.0132           Yes              0                40               True             2                True             False            False            True             Bearish          -7               0.0000           51.0677          48.9094          27.8986          0.5391           False            False            False            False            Sell             True             base_ok          N/A            
  SKLUSDT          Sell             59               100              Success          27               0.0312           0.0320           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0000           51.0677          47.2532          -7.4522          0.5047           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  POLUSDT          Sell             59               100              Success          6                0.2329           0.2433           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0002           51.0677          49.0307          73.2906          0.7156           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  VINEUSDT         Sell             59               89               Inconclusive     0                0.0701           0.0732           No               -5               40               True             2                True             False            True             True             Bearish          -7               0.0000           51.0677          57.8844          53.8034          0.6538           False            False            False            False            Sell             True             base_ok,profit_window  N/A            
  TONUSDT          Sell             52               89               Success          18               3.1835           3.2380           Yes              -5               40               True             2                True             False            False            True             Bearish          -7               0.0010           51.0677          53.7988          93.8379          0.7393           False            False            False            False            Sell             True             base_ok          N/A            
  BROCCOLIF3BUSDT  Sell             66               53               Fail             106              0.0114           0.0123           No               35               40               True             2                True             True             True             True             Bearish          -7               0.0000           51.0677          25.7878          -149.2012        0.0425           False            False            True             True             Sell             True             base_ok,vol_ok,profit_window  N/A            
  CFXUSDT          Sell             31               100              Success          18               0.1655           0.1695           Yes              0                20               False            1                False            True             False            True             Bearish          -7               -0.0000          51.0677          43.5045          -55.7031         0.3839           False            False            False            False            Sell             True             vol_ok           N/A            

