===== BACKTEST REPORT FOR: signals_2025-08-20_04-07-52.json =====
Signal Generation Time (UTC): 2025-08-19 22:37:52

--- STRONG BUY SIGNALS ---
(None)

--- BUY SIGNALS ---
(None)

--- STRONG SELL SIGNALS ---
(None)

--- SELL SIGNALS ---
  Coin             Signal           Confidence       POP              Outcome          Duration(min)    MaxProfitPrice   MaxDrawdownPrice  Did_TP_Hit_Later  Buy_Score        Sell_Score       Base_Score_OK    Num_Conf         Confluence_OK    Vol_Profile_OK   Min_Profit_OK    Profit_Ceiling_OK  Regime           RegimeScore      MACD_Hist        ADX15m           RSI              CCI              %B               Overshoot_OK     BB_Touch         RSI_Extreme      CCI_Extreme      Initial_Signal   Aligned          Vetoes_Passed    Downgrade_Reason
  WIFUSDT          Sell             56               91               Success          34               0.8227           0.8383           Yes              -5               50               True             2                True             False            False            True             Bearish          -7               0.0001           42.0684          58.0895          167.8784         0.8699           False            False            False            True             Sell             True             base_ok          N/A            
  PUMPUSDT         Sell             31               80               Success          175              0.0028           0.0029           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0000          42.0684          53.8456          3.4175           2.0443           False            False            False            False            Sell             True             vol_ok           N/A            
  TRUMPUSDT        Sell             52               89               Success          28               8.5830           8.6880           Yes              -5               40               True             2                True             False            False            True             Bearish          -7               0.0005           42.0684          52.1079          66.9557          0.6171           False            False            False            False            Sell             True             base_ok          N/A            
  UNIUSDT          Sell             59               89               Success          26               9.9160           10.0910          Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0007           42.0684          54.4105          91.7906          0.6841           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TRXUSDT          Sell             24               80               Success          1                0.3459           0.3505           Yes              5                20               False            1                False            False            False            True             Bearish          -7               -0.0000          42.0684          59.5334          72.4821          0.6601           False            False            False            False            Sell             True                              N/A            
  AAVEUSDT         Sell             56               91               Success          40               276.1700         281.3700         Yes              -5               50               True             2                True             False            False            True             Bearish          -7               0.0461           42.0684          59.2718          175.9680         0.8919           False            False            False            True             Sell             True             base_ok          N/A            
  1000BONKUSDT     Sell             31               80               Success          27               0.0213           0.0218           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0000          42.0684          53.7296          45.6601          0.4101           False            False            False            False            Sell             True             vol_ok           N/A            
  DOTUSDT          Sell             59               89               Success          25               3.7040           3.7700           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           42.0684          53.0268          69.7901          0.6039           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  CRVUSDT          Sell             59               89               Success          63               0.8170           0.8360           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0004           42.0684          51.6600          79.7034          0.6728           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PROVEUSDT        Sell             31               100              Success          33               1.1405           1.1716           Yes              0                20               False            1                False            True             False            True             Bearish          -7               -0.0000          42.0684          40.1432          -59.6728         0.3087           False            False            False            False            Sell             True             vol_ok           N/A            
  DAMUSDT          Sell             38               67               Success          11               0.0681           0.0754           Yes              10               20               False            1                False            True             True             True             Bearish          -7               -0.0000          42.0684          45.4678          -34.1073         0.4231           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  OPUSDT           Sell             31               80               Success          32               0.6841           0.6956           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0001          42.0684          51.1073          41.8876          0.5153           False            False            False            False            Sell             True             vol_ok           N/A            
  LDOUSDT          Sell             56               91               Success          23               1.2704           1.2931           Yes              -5               50               True             2                True             False            False            True             Bearish          -7               0.0008           42.0684          58.7032          136.6782         0.9190           False            False            False            True             Sell             True             base_ok          N/A            
  WLDUSDT          Sell             63               91               Success          26               0.8970           0.9106           Yes              -5               50               True             2                True             True             False            True             Bearish          -7               0.0001           42.0684          54.6514          124.7662         0.7469           False            False            False            True             Sell             True             base_ok,vol_ok   N/A            
  NEARUSDT         Sell             59               89               Success          28               2.4160           2.4550           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           42.0684          51.1078          37.1901          0.5533           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  SEIUSDT          Sell             31               67               Success          27               0.2968           0.3041           Yes              10               20               False            1                False            True             False            True             Bearish          -7               -0.0001          42.0684          44.4294          -62.6924         0.2654           False            False            False            False            Sell             True             vol_ok           N/A            
  XLMUSDT          Sell             31               67               Success          38               0.3896           0.3960           Yes              10               20               False            1                False            True             False            True             Bearish          -7               -0.0000          42.0684          48.1119          -30.0468         0.3873           False            False            False            False            Sell             True             vol_ok           N/A            
  APTUSDT          Sell             31               67               Success          33               4.2772           4.3376           Yes              10               20               False            1                False            True             False            True             Bearish          -7               -0.0012          42.0684          46.1373          -56.6248         0.3134           False            False            False            False            Sell             True             vol_ok           N/A            
  ETCUSDT          Sell             31               80               Success          33               20.4630          20.7830          Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0017          42.0684          48.4326          -19.8524         0.4153           False            False            False            False            Sell             True             vol_ok           N/A            
  INJUSDT          Sell             59               89               Success          34               13.1620          13.4090          Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0019           42.0684          51.8952          44.2181          0.5832           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  HBARUSDT         Sell             31               80               Success          25               0.2303           0.2341           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0001          42.0684          49.5727          -26.7601         0.3939           False            False            False            False            Sell             True             vol_ok           N/A            
  FILUSDT          Sell             63               91               Success          34               2.3520           2.3890           Yes              -5               50               True             2                True             True             False            True             Bearish          -7               0.0003           42.0684          55.2858          150.4178         0.7875           False            False            False            True             Sell             True             base_ok,vol_ok   N/A            
  ONDOUSDT         Sell             24               80               Success          25               0.9072           0.9208           Yes              5                20               False            1                False            False            False            True             Bearish          -7               -0.0001          42.0684          54.3307          71.7976          0.6526           False            False            False            False            Sell             True                              N/A            
  TIAUSDT          Sell             63               91               Success          32               1.6417           1.6713           Yes              -5               50               True             2                True             True             False            True             Bearish          -7               0.0001           42.0684          54.0864          106.3590         0.6773           False            False            False            True             Sell             True             base_ok,vol_ok   N/A            
  1000SHIBUSDT     Sell             31               80               Success          11               0.0121           0.0122           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0000          42.0684          50.3788          -16.2874         0.0231           False            False            False            False            Sell             True             vol_ok           N/A            
  BCHUSDT          Sell             31               100              Success          27               547.3000         553.1200         Yes              0                20               False            1                False            True             False            True             Bearish          -7               -0.2401          42.0684          40.9043          -92.6843         0.1832           False            False            False            False            Sell             True             vol_ok           N/A            
  ETHFIUSDT        Sell             31               80               Success          30               1.0451           1.0678           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0001          42.0684          50.9952          29.8715          0.4904           False            False            False            False            Sell             True             vol_ok           N/A            
  PLUMEUSDT        Sell             59               67               Fail             95               0.0804           0.0831           No               20               40               True             2                True             True             False            True             Bearish          -7               0.0000           42.0684          36.5391          -117.9510        0.1928           False            False            False            True             Sell             True             base_ok,vol_ok   N/A            
  VIRTUALUSDT      Sell             56               91               Success          47               1.1626           1.1848           Yes              -5               50               True             2                True             False            False            True             Bearish          -7               0.0001           42.0684          57.7190          150.3030         0.8169           False            False            False            True             Sell             True             base_ok          N/A            
  TAOUSDT          Sell             67               92               Success          32               341.0300         347.9300         Yes              -5               60               True             2                True             True             False            True             Bearish          -7               0.1826           42.0684          60.2430          280.9289         0.9970           False            False            False            True             Sell             True             base_ok,vol_ok   N/A            
  VINEUSDT         Sell             59               89               Success          9                0.0664           0.0730           Yes              -5               40               True             2                True             False            True             True             Bearish          -7               0.0001           42.0684          56.6697          96.0584          0.7331           False            False            False            False            Sell             True             base_ok,profit_window  N/A            
  ZORAUSDT         Sell             31               57               Success          29               0.0864           0.0954           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0000          42.0684          38.6479          -66.7707         0.2795           False            False            False            False            Sell             True             vol_ok           N/A            
  POLUSDT          Sell             59               100              Success          27               0.2314           0.2374           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0001           42.0684          51.9462          65.3832          0.6271           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XCNUSDT          Sell             59               80               Fail             4                0.0123           0.0127           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0000           42.0684          44.3148          -22.4033         0.4004           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  UMAUSDT          Sell             90               94               Fail             14               1.3660           1.5090           Yes              -5               85               True             3                True             True             False            True             Bearish          -7               0.0019           42.0684          61.1335          234.3150         1.0001           False            True             False            True             Sell             True             base_ok,vol_ok   N/A            
  SKLUSDT          Sell             31               67               Success          25               0.0304           0.0313           Yes              10               20               False            1                False            True             False            True             Bearish          -7               -0.0000          42.0684          46.6332          -9.1168          0.5177           False            False            False            False            Sell             True             vol_ok           N/A            
  TONUSDT          Sell             56               91               Success          29               3.2078           3.2569           Yes              -5               50               True             2                True             False            False            True             Bearish          -7               0.0021           42.0684          59.9412          142.0204         0.8492           False            False            False            True             Sell             True             base_ok          N/A            
  MEMEUSDT         Sell             39               89               Success          25               0.0021           0.0021           Yes              5                40               True             1                False            False            False            True             Bearish          -7               -0.0000          42.0684          63.4644          140.9043         0.1982           False            False            False            True             Sell             True             base_ok          N/A            
  CFXUSDT          Sell             31               67               Success          28               0.1642           0.1681           Yes              10               20               False            1                False            True             False            True             Bearish          -7               -0.0001          42.0684          44.3505          -89.1441         0.1328           False            False            False            False            Sell             True             vol_ok           N/A            
  USELESSUSDT      Sell             67               92               Success          61               0.2671           0.2770           Yes              -5               60               True             2                True             False            True             True             Bearish          -7               0.0005           42.0684          64.2153          161.6853         0.9489           False            False            False            True             Sell             True             base_ok,profit_window  N/A            
  EPICUSDT         Sell             38               67               Fail             6                2.9317           3.0370           No               10               20               False            1                False            True             True             True             Bearish          -7               -0.0008          42.0684          41.2863          -64.5031         0.0655           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            

