===== BACKTEST REPORT FOR: signals_2025-08-16_16-57-34.json =====
Signal Generation Time (UTC): 2025-08-16 11:27:34

--- BUY SIGNALS ---
   Coin Signal  POP  EMA_Boost_Applied Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later  Buy_Score  Sell_Score  Base_Score_OK  Confluence_OK  Vol_Profile_OK  Market_Trend_OK MACD_Conflict_OK  Profit_Ceiling_OK Downgrade_Reason
ADAUSDT    Buy   57              False    Fail             25          0.9183            0.9004              Yes         20          15           True           True           False            False             None               True              N/A

--- SELL SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later  Buy_Score  Sell_Score  Base_Score_OK  Confluence_OK  Vol_Profile_OK  Market_Trend_OK MACD_Conflict_OK  Profit_Ceiling_OK Downgrade_Reason
     ETHUSDT   Sell   60              False Success             25     4373.000000       4426.740000               No        -10          15          False          False           False             True            False               True              N/A
     SOLUSDT   Sell   60              False Success             25      185.090000        188.410000               No        -10          15          False          False            True             True            False               True              N/A
     XRPUSDT   Sell   89              False Success             25        3.096700          3.125800               No          5          40           True          False            True             True             True               True              N/A
    DOGEUSDT   Sell   75              False Success             24        0.225140          0.230390               No          5          15          False          False            True             True             True               True              N/A
     ENAUSDT   Sell   60              False Success             14        0.704700          0.720900               No        -10          15          False          False            True             True            False               True              N/A
     XNYUSDT   Sell   60              False Success              5        0.022523          0.025300               No        -10          15          False          False            True             True            False              False              N/A
     SUIUSDT   Sell   60              False Success             25        3.665000          3.740700               No        -10          15          False          False            True             True            False               True              N/A
1000PEPEUSDT   Sell   60              False    Fail              9        0.010811          0.011050               No        -10          15          False          False           False             True            False               True              N/A
     MYXUSDT   Sell   60              False    Fail             75        1.946100          2.150000               No        -10          15          False          False            True             True             True              False              N/A
  ALPINEUSDT   Sell   60              False    Fail             99        2.101800          2.224800               No        -10          15          False          False           False             True             True              False              N/A
     BNBUSDT   Sell   60              False Success             14      825.400000        833.580000               No        -10          15          False          False            True             True            False               True              N/A
    LINKUSDT   Sell   60              False Success             15       21.390000         21.937000               No        -10          15          False          False            True             True            False               True              N/A
    AVAXUSDT   Sell   60              False Success             26       23.560000         23.939000               No        -10          15          False          False            True             True            False               True              N/A
   TRUMPUSDT   Sell   60              False Success             14        9.011000          9.112000               No        -10          15          False          False            True             True            False               True              N/A
    HYPEUSDT   Sell   60              False Success             26       46.139000         47.133000               No        -10          15          False          False            True             True            False               True              N/A
     SKLUSDT   Sell   67              False Success             31        0.034700          0.036920               No         15          30           True          False           False             True            False              False              N/A
     LTCUSDT   Sell   60              False Success              2      117.090000        118.830000               No        -10          15          False          False            True             True            False               True              N/A
    PUMPUSDT   Sell   60              False    Fail              0        0.003333          0.003430              Yes        -10          15          False          False            True             True            False               True              N/A
   MAGICUSDT   Sell   60              False    Fail             17        0.242700          0.248900              Yes        -10          15          False          False            True             True            False               True              N/A
1000BONKUSDT   Sell   60              False Success             16        0.023534          0.024132               No        -10          15          False          False            True             True            False               True              N/A
    AAVEUSDT   Sell   89              False Success             54      290.040000        294.250000               No          5          40           True          False            True             True            False               True              N/A
      LAUSDT   Sell   75              False Success            149        0.359500          0.377000               No          5          15          False          False            True             True            False              False              N/A
     DOTUSDT   Sell   60              False Success             25        3.890000          3.954000               No        -10          15          False          False           False             True            False               True              N/A
     TRXUSDT   Sell   75              False Success              9        0.345370          0.351200               No          5          15          False          False            True             True             True               True              N/A
     LDOUSDT   Sell   60              False Success             54        1.355500          1.384900               No        -10          15          False          False            True             True            False               True              N/A
     XLMUSDT   Sell   75              False Success             30        0.422180          0.427850               No          5          15          False          False            True             True             True               True              N/A
     AIOUSDT   Sell   89              False Success             10        0.075830          0.082750               No          5          40           True          False            True             True            False              False              N/A
    NEARUSDT   Sell   60              False Success             29        2.680000          2.726000               No        -10          15          False          False            True             True            False               True              N/A
 USELESSUSDT   Sell   60              False    Fail             44        0.311400          0.342200               No        -10          15          False          False            True             True            False              False              N/A
1000SHIBUSDT   Sell   60              False    Fail             10        0.012774          0.012987              Yes        -10          15          False          False            True             True            False               True              N/A
    HBARUSDT   Sell   60              False Success             25        0.246980          0.251680               No        -10          15          False          False            True             True            False               True              N/A
     CRVUSDT   Sell   67              False Success             27        0.851000          0.867000               No         15          30           True          False            True             True            False               True              N/A
     WLDUSDT   Sell   60              False Success             25        0.971300          0.987900               No        -10          15          False          False            True             True            False               True              N/A
    ONDOUSDT   Sell   60              False Success             25        0.976100          0.993700               No        -10          15          False          False            True             True            False               True              N/A
     BCHUSDT   Sell   60              False Success             25      584.800000        591.120000               No        -10          15          False          False            True             True            False               True              N/A
     TAOUSDT   Sell   60              False Success             25      363.620000        369.590000               No        -10          15          False          False            True             True            False               True              N/A
     SEIUSDT   Sell   60              False Success             25        0.316400          0.322000               No        -10          15          False          False            True             True            False               True              N/A
     APTUSDT   Sell   60              False Success             25        4.610200          4.683600               No        -10          15          False          False            True             True            False               True              N/A
    SOONUSDT   Sell   60              False Success             58        0.293480          0.303520               No        -10          15          False          False            True             True            False              False              N/A
     ETCUSDT   Sell   60              False Success             25       21.961000         22.207000               No        -10          15          False          False            True             True            False               True              N/A
     FILUSDT   Sell   60              False Success             25        2.462000          2.502000               No        -10          15          False          False           False             True            False               True              N/A
   ETHFIUSDT   Sell   60              False Success             30        1.124300          1.148200               No        -10          15          False          False            True             True            False               True              N/A
     TONUSDT   Sell   60              False Success             28        3.453400          3.502900               No        -10          15          False          False           False             True            False               True              N/A
    CTSIUSDT   Sell   60              False    Fail              9        0.086600          0.111500               No        -10          15          False          False            True             True             True              False              N/A
    ZORAUSDT   Sell   89              False Success             30        0.093250          0.096930               No          5          40           True          False            True             True            False               True              N/A
  PENDLEUSDT   Sell   60              False Success             25        5.280200          5.383800               No        -10          15          False          False            True             True            False               True              N/A
      INUSDT   Sell   75              False Success             14        0.075510          0.085090               No          5          15          False          False            True             True            False               True              N/A
    BERAUSDT   Sell   67              False Success             27        2.207000          2.315000               No         15          30           True          False           False             True            False               True              N/A
 VIRTUALUSDT   Sell   60              False Success             25        1.175100          1.197600               No        -10          15          False          False            True             True            False               True              N/A

