===== BACKTEST REPORT FOR: signals_2025-08-23_10-14-53.json =====
Signal Generation Time (UTC): 2025-08-23 04:44:53

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    SOLUSDT       Buy           47            Success       25            No            6.97%         35            60            False         True          True          79.45         277.96        1.139         33.53         0.56541     
    XRPUSDT       Buy           41            Success       50            No            5.60%         35            10            False         False         True          62.12         173.28        0.994         23.44         0.00426     
    DOGEUSDT      Buy           47            Success       31            No            6.03%         35            45            False         True          True          61.17         199.00        1.024         23.52         0.00047     
    ADAUSDT       Buy           47            Success       37            No            5.73%         35            -5            False         True          True          59.39         182.51        0.969         20.83         0.00156     
    ENAUSDT       Buy           47            Fail          123           No            9.92%         35            45            False         True          True          64.19         221.80        1.150         11.60         0.00098     
    1000PEPEUSDT  Buy           41            Success       47            No            7.15%         35            45            False         False         True          60.89         178.64        1.018         26.54         0.00002     
    SUIUSDT       Buy           41            Success       28            No            5.60%         35            45            False         False         True          65.13         178.36        1.027         27.78         0.00840     
    AVAXUSDT      Buy           47            Success       33            No            5.60%         35            10            False         True          True          65.03         167.85        0.966         17.86         0.02806     
    ARBUSDT       Buy           47            Success       112           No            8.55%         35            -5            False         True          True          58.29         105.96        0.840         16.44         0.00032     
    FARTCOINUSDT  Buy           41            Success       31            No            9.15%         35            45            False         False         True          62.16         242.96        1.124         31.12         0.00298     
    PENGUUSDT     Buy           47            Success       41            No            9.36%         35            30            False         True          True          59.59         209.44        1.052         25.39         0.00010     
    AAVEUSDT      Buy           47            Success       78            No            7.64%         35            30            False         True          True          59.71         206.00        1.075         16.00         0.39182     
    WIFUSDT       Buy           41            Success       32            No            7.54%         35            45            False         False         True          64.74         201.45        1.070         25.43         0.00285     
    XPLUSDT       Buy           59            Success       10            No            11.20%        65            15            False         True          True          34.68         -241.58       -0.064        13.98         -0.00302    
    ETCUSDT       Buy           41            Fail          166           No            6.52%         35            -5            False         False         True          54.33         125.32        0.803         13.43         0.03226     
    LTCUSDT       Buy           41            Success       44            No            5.60%         35            -5            False         False         True          57.40         158.64        0.926         17.08         0.14938     
    TRUMPUSDT     Buy           41            Success       32            No            5.60%         35            45            False         False         True          61.51         213.43        1.036         19.19         0.01267     
    DOTUSDT       Buy           47            Success       38            No            5.95%         35            45            False         True          True          63.75         184.68        1.016         24.40         0.00806     
    1000BONKUSDT  Buy           41            Success       33            No            7.79%         35            45            False         False         True          66.79         285.96        1.174         31.27         0.00007     
    NEARUSDT      Buy           41            Success       37            No            6.04%         35            45            False         False         True          63.58         241.62        1.096         18.61         0.00456     
    OPUSDT        Buy           47            Success       79            No            6.47%         35            45            False         True          True          60.77         200.77        1.037         19.67         0.00119     
    1000SHIBUSDT  Buy           47            Success       51            No            5.60%         35            45            False         True          True          61.42         226.03        1.072         24.60         0.00002     
    FILUSDT       Buy           41            Inconclusive  180           No            6.01%         35            10            False         False         True          62.72         160.73        0.951         19.08         0.00404     
    ONDOUSDT      Buy           41            Success       30            No            6.16%         35            45            False         False         True          62.95         191.43        1.026         20.94         0.00192     
    XLMUSDT       Buy           41            Success       50            No            5.60%         35            -5            False         False         True          59.33         182.86        0.984         31.29         0.00076     
    WLDUSDT       Buy           41            Success       37            No            6.72%         35            45            False         False         True          65.32         212.14        1.067         19.58         0.00217     
    FHEUSDT       Buy           47            Success       1             No            11.20%        35            25            False         True          True          71.23         104.91        0.842         47.65         0.00062     
    MYXUSDT       Buy           47            Fail          176           No            11.20%        35            10            False         True          True          60.69         102.19        0.843         25.83         0.00391     
    SEIUSDT       Buy           41            Success       26            No            6.87%         35            10            False         False         True          64.00         159.81        0.977         23.91         0.00073     
    CRVUSDT       Buy           47            Success       59            No            7.95%         35            30            False         True          True          57.04         191.52        1.017         27.43         0.00153     
    HBARUSDT      Buy           41            Success       35            No            5.60%         35            -5            False         False         True          59.85         182.31        0.973         28.26         0.00052     
    TIAUSDT       Buy           47            Success       45            No            6.77%         35            45            False         True          True          68.50         175.14        1.021         24.99         0.00473     
