===== BACKTEST REPORT FOR: signals_2025-08-23_11-08-13.json =====
Signal Generation Time (UTC): 2025-08-23 05:38:13

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    BTCUSDT       Buy           41            Inconclusive  180           No            5.60%         35            -5            False         False         True          56.97         121.67        0.863         19.76         34.47201    
    XRPUSDT       Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          73.05         146.04        0.976         33.64         0.00310     
    DOGEUSDT      Buy           47            Inconclusive  180           No            5.86%         35            25            False         True          True          75.77         141.28        0.934         33.28         0.00041     
    LINKUSDT      Buy           47            Fail          61            No            5.60%         35            30            False         True          True          57.93         198.40        1.034         18.40         0.02073     
    ADAUSDT       Buy           47            Fail          1             No            6.89%         35            60            False         True          True          83.02         279.86        1.239         32.76         0.00263     
    ENAUSDT       Buy           47            Fail          4             No            9.78%         35            10            False         True          True          65.81         128.24        0.913         29.26         0.00087     
    1000PEPEUSDT  Buy           47            Success       94            No            6.55%         35            25            False         True          True          74.31         141.45        0.942         31.66         0.00002     
    SUIUSDT       Buy           47            Fail          104           No            6.26%         35            60            False         True          True          84.01         180.43        1.029         40.90         0.01011     
    BNBUSDT       Buy           41            Fail          167           No            5.60%         35            10            False         False         True          69.77         175.22        0.986         29.38         0.66024     
    AVAXUSDT      Buy           47            Fail          63            No            5.60%         35            25            False         True          True          75.53         145.04        0.943         33.96         0.02966     
    ARBUSDT       Buy           47            Success       57            No            7.42%         35            -5            False         True          True          57.33         110.39        0.807         16.63         0.00009     
    FARTCOINUSDT  Buy           47            Fail          47            No            8.39%         35            25            False         True          True          72.38         107.28        0.829         40.42         0.00234     
    PENGUUSDT     Buy           47            Fail          62            No            8.32%         35            25            False         True          True          70.68         120.88        0.878         32.09         0.00008     
    WIFUSDT       Buy           47            Fail          129           No            6.82%         35            25            False         True          True          70.62         100.76        0.825         37.99         0.00151     
    LTCUSDT       Buy           47            Fail          166           No            5.60%         35            25            False         True          True          75.45         165.27        0.985         25.82         0.15354     
    TRUMPUSDT     Buy           47            Fail          111           No            5.60%         35            25            False         True          True          74.60         140.12        0.939         34.69         0.01168     
    UNIUSDT       Buy           41            Fail          23            No            5.67%         35            10            False         False         True          68.04         136.19        0.911         29.70         0.01569     
    HYPEUSDT      Buy           47            Fail          50            No            5.60%         35            45            False         True          True          62.41         168.43        1.001         20.88         0.04869     
    PUMPUSDT      Buy           47            Fail          1             No            11.20%        35            10            False         True          True          61.34         115.31        0.841         21.01         0.00001     
    DOTUSDT       Buy           47            Fail          167           No            5.60%         35            25            False         True          True          76.81         145.20        0.959         34.02         0.00528     
    API3USDT      Buy           41            Fail          22            No            7.73%         35            45            False         False         True          64.20         198.93        1.027         18.33         0.00283     
    NEARUSDT      Buy           47            Fail          111           No            5.60%         35            25            False         True          True          79.51         138.27        0.934         33.96         0.00409     
    OPUSDT        Buy           47            Fail          127           No            5.62%         35            10            False         True          True          67.36         124.34        0.908         24.81         0.00073     
    1000SHIBUSDT  Buy           47            Inconclusive  180           No            5.60%         35            25            False         True          True          77.22         148.60        0.945         32.15         0.00002     
    ONDOUSDT      Buy           47            Fail          104           No            5.79%         35            25            False         True          True          80.14         148.39        0.928         35.88         0.00208     
    FILUSDT       Buy           41            Fail          113           No            5.60%         35            10            False         False         True          68.90         137.18        0.927         27.78         0.00157     
    XLMUSDT       Buy           41            Fail          166           No            5.60%         35            60            False         False         True          72.78         169.34        1.001         30.17         0.00058     
    WLDUSDT       Buy           47            Fail          63            No            5.97%         35            25            False         True          True          72.67         128.99        0.872         38.12         0.00153     
    SEIUSDT       Buy           47            Fail          57            No            8.15%         35            25            False         True          True          72.12         113.69        0.891         41.12         0.00044     
    CRVUSDT       Buy           47            Fail          65            No            7.00%         35            10            False         True          True          63.88         150.89        0.908         23.56         0.00124     
    HBARUSDT      Buy           47            Fail          101           No            5.60%         35            25            False         True          True          72.18         178.13        1.000         35.15         0.00045     
    TIAUSDT       Buy           47            Success       30            No            6.09%         35            25            False         True          True          76.22         125.81        0.884         37.06         0.00234     
    MYXUSDT       Buy           41            Fail          53            No            11.20%        35            -5            False         False         True          58.39         119.06        0.751         24.90         0.00101     
    APTUSDT       Buy           47            Fail          104           No            5.60%         35            25            False         True          True          70.81         151.80        0.940         32.48         0.00638     
