===== BACKTEST REPORT FOR: signals_2025-08-23_11-08-13.json =====
Signal Generation Time (UTC): 2025-08-23 05:38:13

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    INJUSDT       Buy           47            Fail          61            No            6.00%         35            25            False         True          True          72.30         145.50        0.935         26.81         0.02068     
    AIOTUSDT      Buy           47            Fail          7             No            11.20%        35            60            False         True          True          88.71         222.45        1.077         35.80         0.03040     
    PENDLEUSDT    Buy           47            Success       47            No            6.97%         35            -5            False         True          True          55.29         107.37        0.771         18.13         0.00387     
    TAOUSDT       Buy           47            Fail          54            No            5.80%         35            25            False         True          True          77.31         164.18        0.968         37.12         0.77034     
    VIRTUALUSDT   Buy           41            Fail          82            No            7.17%         35            60            False         False         True          70.17         184.28        1.072         26.55         0.00234     
    GALAUSDT      Buy           47            Fail          33            No            7.45%         35            25            False         True          True          74.29         129.76        0.891         37.59         0.00003     
    FETUSDT       Buy           47            Fail          115           No            5.60%         35            10            False         True          True          67.46         141.90        0.917         31.40         0.00074     
    ZORAUSDT      Buy           47            Fail          104           No            11.20%        35            10            False         True          True          63.79         174.75        0.967         21.85         0.00032     
    ENSUSDT       Buy           41            Fail          73            No            5.69%         35            10            False         False         True          62.50         130.95        0.908         19.05         0.02834     
    1000FLOKIUSDT  Buy           47            Success       43            No            6.22%         35            25            False         True          True          71.83         162.31        0.986         31.74         0.00018     
    PNUTUSDT      Buy           47            Success       13            No            6.88%         35            25            False         True          True          72.49         128.66        0.896         32.49         0.00034     

--- SELL SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   

