===== BACKTEST REPORT FOR: signals_2025-08-20_03-14-26_STRONG.json =====
Signal Generation Time (UTC): 2025-08-19 21:44:26

--- STRONG BUY SIGNALS ---
(None)

--- BUY SIGNALS ---
(None)

--- STRONG SELL SIGNALS ---
  Coin             Signal           Confidence       POP              Outcome          Duration(min)    MaxProfitPrice   MaxDrawdownPrice  Did_TP_Hit_Later  Buy_Score        Sell_Score       Base_Score_OK    Num_Conf         Confluence_OK    Vol_Profile_OK   Min_Profit_OK    Profit_Ceiling_OK  Regime           RegimeScore      MACD_Hist        ADX15m           RSI              CCI              %B               Overshoot_OK     BB_Touch         RSI_Extreme      CCI_Extreme      Initial_Signal   Aligned          Vetoes_Passed    Downgrade_Reason
  ADAUSDT          Sell             59               89               Success          18               0.8433           0.8617           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0006           43.0650          55.9311          96.8584          0.7666           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  API3USDT         Sell             66               89               Fail             3                1.2935           1.3870           Yes              -5               40               True             2                True             True             True             True             Bearish          -7               0.0019           43.0650          54.9821          52.4186          0.6959           False            False            False            False            Sell             True             base_ok,vol_ok,profit_window  N/A            
  AIOTUSDT         Sell             31               67               Success          123              1.5700           1.8273           Yes              10               20               False            1                False            False            True             True             Bearish          -7               -0.0251          43.0650          40.1538          -82.3156         0.2291           False            False            False            False            Sell             True             profit_window    N/A            
  SUIUSDT          Sell             59               89               Success          21               3.4130           3.4698           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0012           43.0650          55.8885          74.6015          0.7149           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  1000PEPEUSDT     Sell             59               89               Success          34               0.0102           0.0104           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           43.0650          57.3526          80.4292          0.8754           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ENAUSDT          Sell             63               91               Success          81               0.6341           0.6497           Yes              -5               50               True             2                True             True             False            True             Bearish          -7               0.0001           43.0650          60.2900          71.9136          0.7400           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  BNBUSDT          Sell             63               91               Success          35               823.2500         837.3500         Yes              -5               50               True             2                True             True             False            True             Bearish          -7               0.1165           43.0650          62.1720          85.5581          0.7875           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  FARTCOINUSDT     Sell             31               80               Success          100              0.8499           0.8766           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0001          43.0650          49.7165          3.1228           0.5205           False            False            False            False            Sell             True             vol_ok           N/A            
  AVAXUSDT         Sell             59               89               Success          80               22.2960          22.6810          Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0056           43.0650          55.4454          70.9537          0.7054           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  BIOUSDT          Sell             59               89               Fail             14               0.1267           0.1301           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           43.0650          51.5676          57.6952          0.6487           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PENGUUSDT        Sell             31               80               Success          34               0.0294           0.0306           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0000          43.0650          49.8917          -16.4491         0.4821           False            False            False            False            Sell             True             vol_ok           N/A            
  HYPEUSDT         Sell             24               67               Success          18               40.9390          42.6710          Yes              10               20               False            1                False            False            False            True             Bearish          -7               -0.0161          43.0650          43.8053          -79.7790         0.2937           False            False            False            False            Sell             True                              N/A            
  ARBUSDT          Sell             59               89               Success          100              0.4716           0.4840           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           43.0650          50.2429          30.0181          0.5956           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  LTCUSDT          Sell             86               94               Success          13               112.2800         115.2100         Yes              -5               75               True             3                True             True             False            True             Bearish          -7               0.1122           43.0650          71.3991          128.8146         0.8840           False            False            True             True             Sell             True             base_ok,vol_ok   N/A            
  WIFUSDT          Sell             52               89               Success          100              0.8227           0.8379           Yes              -5               40               True             2                True             False            False            True             Bearish          -7               0.0002           43.0650          57.2104          82.2472          0.7278           False            False            False            False            Sell             True             base_ok          N/A            
  PUMPUSDT         Sell             59               89               Inconclusive     0                0.0028           0.0029           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           43.0650          54.3036          63.4351          1.2387           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TRUMPUSDT        Sell             24               80               Success          82               8.5880           8.7020           Yes              5                20               False            1                False            False            False            True             Bearish          -7               -0.0003          43.0650          52.0941          25.5818          0.5996           False            False            False            False            Sell             True                              N/A            
  UNIUSDT          Sell             59               89               Success          36               9.9160           10.1060          Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0031           43.0650          56.0603          81.8137          0.7446           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TRXUSDT          Sell             60               92               Success          54               0.3471           0.3511           Yes              -5               60               True             2                True             False            False            True             Bearish          -7               0.0001           43.0650          65.2897          118.5325         0.8731           False            False            False            True             Sell             True             base_ok          N/A            
  AAVEUSDT         Sell             59               89               Success          36               276.1700         281.4200         Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0207           43.0650          57.6312          73.7677          0.7194           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  1000BONKUSDT     Sell             59               89               Success          37               0.0214           0.0218           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           43.0650          56.6828          94.2065          0.8557           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XNYUSDT          Sell             59               100              Success          36               0.0106           0.0117           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0000           43.0650          47.3339          21.1340          0.5981           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  CRVUSDT          Sell             59               89               Success          116              0.8170           0.8360           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0002           43.0650          51.1268          42.3634          0.6321           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  DOTUSDT          Sell             59               89               Success          78               3.7090           3.7820           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0013           43.0650          54.4990          68.2657          0.6933           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  DAMUSDT          Sell             66               89               Success          26               0.0695           0.0757           Yes              -5               40               True             2                True             True             True             True             Bearish          -7               0.0003           43.0650          51.9468          95.4480          0.8039           False            False            False            False            Sell             True             base_ok,vol_ok,profit_window  N/A            
  OPUSDT           Sell             31               80               Success          36               0.6852           0.6984           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0000          43.0650          53.5643          58.0593          0.6241           False            False            False            False            Sell             True             vol_ok           N/A            
  LDOUSDT          Sell             24               80               Success          91               1.2704           1.2942           Yes              5                20               False            1                False            False            False            True             Bearish          -7               -0.0004          43.0650          48.5826          -26.2302         0.4263           False            False            False            False            Sell             True                              N/A            
  WLDUSDT          Sell             59               89               Success          81               0.8979           0.9130           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0003           43.0650          55.0194          87.4527          0.7238           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  NEARUSDT         Sell             59               89               Success          81               2.4160           2.4620           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           43.0650          50.6412          39.0344          0.5828           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  SEIUSDT          Sell             59               89               Success          23               0.2976           0.3055           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           43.0650          50.9480          46.8399          0.5881           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XLMUSDT          Sell             31               80               Success          23               0.3896           0.3963           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0000          43.0650          49.4288          11.9366          0.5150           False            False            False            False            Sell             True             vol_ok           N/A            
  APTUSDT          Sell             59               89               Success          21               4.2806           4.3514           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0002           43.0650          52.4500          52.5740          0.6303           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  INJUSDT          Sell             59               89               Success          85               13.1620          13.4380          Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0087           43.0650          53.2824          90.6993          0.7205           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ETCUSDT          Sell             31               80               Success          32               20.4640          20.8210          Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0056          43.0650          48.4914          -20.2167         0.4459           False            False            False            False            Sell             True             vol_ok           N/A            
  FILUSDT          Sell             59               89               Success          100              2.3520           2.3920           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           43.0650          53.9379          56.0158          0.6392           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ONDOUSDT         Sell             59               89               Success          34               0.9072           0.9234           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0003           43.0650          57.4196          80.7539          0.7386           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  HBARUSDT         Sell             59               89               Success          22               0.2303           0.2356           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           43.0650          53.3839          50.6428          0.6038           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TIAUSDT          Sell             59               89               Success          100              1.6417           1.6741           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0007           43.0650          53.7002          84.7911          0.6868           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  1000SHIBUSDT     Sell             59               89               Success          34               0.0121           0.0123           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           43.0650          58.4801          90.8114          0.9201           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  BCHUSDT          Sell             31               80               Success          27               547.3000         555.4000         Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.1279          43.0650          50.5479          6.7971           0.4855           False            False            False            False            Sell             True             vol_ok           N/A            
  ETHFIUSDT        Sell             59               89               Success          85               1.0451           1.0711           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           43.0650          51.8419          61.4725          0.6185           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PLUMEUSDT        Sell             31               100              Success          35               0.0804           0.0827           Yes              0                20               False            1                False            True             False            True             Bearish          -7               -0.0000          43.0650          40.9480          -55.9564         0.2932           False            False            False            False            Sell             True             vol_ok           N/A            
  VIRTUALUSDT      Sell             31               80               Success          114              1.1626           1.1884           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0002          43.0650          55.1171          39.8898          0.6034           False            False            False            False            Sell             True             vol_ok           N/A            
  TAOUSDT          Sell             59               89               Fail             59               342.7200         347.9300         Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.1523           43.0650          54.1683          76.5311          0.7067           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  VINEUSDT         Sell             24               80               Fail             16               0.0704           0.0742           Yes              5                20               False            1                False            False            False            True             Bearish          -7               -0.0000          43.0650          52.5990          42.1699          0.5692           False            False            False            False            Sell             True                              N/A            
  POLUSDT          Sell             59               80               Success          87               0.2314           0.2374           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0001           43.0650          46.8881          3.8147           0.5340           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XCNUSDT          Sell             31               57               Success          27               0.0122           0.0127           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0000          43.0650          38.6557          -80.6244         0.3271           False            False            False            False            Sell             True             vol_ok           N/A            
  UMAUSDT          Sell             38               80               Fail             46               1.3640           1.5090           No               5                20               False            1                False            True             True             True             Bearish          -7               -0.0004          43.0650          46.6041          10.0236          0.4455           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  SKLUSDT          Sell             59               100              Success          78               0.0304           0.0316           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0000           43.0650          47.9839          66.2167          0.5858           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TONUSDT          Sell             24               80               Fail             33               3.2130           3.2673           Yes              5                20               False            1                False            False            False            True             Bearish          -7               -0.0014          43.0650          49.9704          -18.5901         0.4196           False            False            False            False            Sell             True                              N/A            
  MEMEUSDT         Sell             60               92               Fail             1                0.0021           0.0021           Yes              -5               60               True             2                True             False            False            True             Bearish          -7               0.0000           43.0650          66.1804          106.2688         0.6331           False            False            False            True             Sell             True             base_ok          N/A            
  CFXUSDT          Sell             59               89               Success          34               0.1642           0.1695           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           43.0650          53.5956          55.4008          0.6550           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  BROCCOLIF3BUSDT  Sell             38               80               Fail             29               0.0119           0.0123           No               5                20               False            1                False            True             True             True             Bearish          -7               -0.0000          43.0650          56.6981          8.4545           0.5396           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  USELESSUSDT      Sell             31               80               Fail             10               0.2630           0.2810           No               5                20               False            1                False            False            True             True             Bearish          -7               -0.0004          43.0650          55.3893          -22.9962         0.4510           False            False            False            False            Sell             True             profit_window    N/A            

