===== BACKTEST REPORT FOR: signals_2025-08-24_22-47-55.json =====
Signal Generation Time (UTC): 2025-08-24 17:17:55

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    ETHUSDT       Buy           43            Success       22            No            5.60%         25            20            False         True          True          66.78         236.78        0.995         26.64         3.06586     
    PROMPTUSDT    Buy           68            Success       0             No            14.00%        70            25            True          False         True          24.88         -231.93       -0.089        24.44         -0.00675    
    XRPUSDT       Buy           43            Success       26            No            5.60%         25            20            False         True          True          61.64         157.85        0.893         17.92         0.00157     
    DOGEUSDT      Buy           43            Success       22            No            5.60%         25            5             False         True          True          58.99         175.91        0.866         18.47         0.00020     
    LINKUSDT      Buy           43            Success       24            No            5.60%         25            5             False         True          True          59.30         115.92        0.755         29.10         0.02132     
    BNBUSDT       Buy           43            Success       63            No            5.60%         25            20            False         True          True          61.09         231.62        0.953         20.60         0.41874     
    ENAUSDT       Buy           43            Success       22            No            6.06%         25            5             False         True          True          53.36         139.90        0.779         16.01         0.00060     
    ADAUSDT       Buy           43            Success       19            No            5.60%         25            20            False         True          True          62.71         176.92        0.915         19.18         0.00099     
    1000PEPEUSDT  Buy           43            Success       17            No            5.76%         25            5             False         True          True          55.18         152.43        0.785         16.49         0.00001     
    SUIUSDT       Buy           43            Success       25            No            5.60%         25            20            False         True          True          62.91         162.89        0.891         24.49         0.00448     
    AVAXUSDT      Buy           43            Success       25            No            5.81%         25            5             False         True          True          59.72         111.08        0.765         33.96         0.02438     
    PENGUUSDT     Buy           43            Success       24            No            7.64%         25            20            False         True          True          60.68         199.05        0.943         20.60         0.00006     
    FARTCOINUSDT  Buy           43            Success       22            No            8.00%         25            20            False         True          True          62.04         161.80        0.873         19.84         0.00134     
    XPLUSDT       Buy           43            Success       3             No            11.20%        25            5             False         True          True          58.62         147.81        0.877         17.26         0.00150     
    LTCUSDT       Buy           43            Success       26            No            5.60%         25            20            False         True          True          60.06         158.41        0.855         19.99         0.07776     
    DOTUSDT       Buy           43            Success       22            No            5.60%         25            5             False         True          True          58.58         170.23        0.843         18.70         0.00307     
    XNYUSDT       Buy           43            Success       15            No            11.20%        25            5             False         True          True          54.41         151.75        0.903         20.45         0.00004     
    OPUSDT        Buy           43            Success       22            No            6.74%         25            5             False         True          True          55.14         116.38        0.713         16.45         0.00051     
    1000BONKUSDT  Buy           43            Success       22            No            6.22%         25            5             False         True          True          57.11         192.30        0.879         16.44         0.00003     
    ETCUSDT       Buy           43            Success       21            No            5.60%         25            5             False         True          True          59.10         197.78        0.893         16.57         0.01493     
    LDOUSDT       Buy           43            Success       24            No            5.60%         25            5             False         True          True          55.24         153.88        0.709         27.94         0.00014     
    FILUSDT       Buy           43            Success       22            No            5.60%         25            5             False         True          True          55.00         139.00        0.775         15.41         0.00146     
    WLDUSDT       Buy           43            Success       22            No            5.66%         25            20            False         True          True          60.23         185.31        0.900         22.73         0.00098     
    TRXUSDT       Buy           43            Inconclusive  126           No            5.60%         25            20            False         True          True          61.35         145.99        0.843         28.33         0.00008     
    ETHFIUSDT     Buy           43            Success       22            No            7.92%         25            20            False         True          True          60.18         210.89        0.874         27.85         0.00059     
    1000SHIBUSDT  Buy           43            Success       28            No            5.60%         25            5             False         True          True          59.77         176.03        0.893         16.71         0.00001     
    NEARUSDT      Buy           43            Success       23            No            5.93%         25            20            False         True          True          63.86         166.88        0.900         32.48         0.00274     
    XLMUSDT       Buy           43            Success       26            No            5.60%         25            20            False         True          True          61.12         148.87        0.880         18.27         0.00028     
    SEIUSDT       Buy           43            Success       22            No            6.26%         25            20            False         True          True          61.84         180.26        0.943         17.89         0.00032     
    HBARUSDT      Buy           43            Success       25            No            5.60%         25            20            False         True          True          62.87         217.65        0.988         16.36         0.00022     
    APTUSDT       Buy           43            Success       25            No            5.60%         25            5             False         True          True          59.48         186.43        0.891         17.13         0.00277     
    PENDLEUSDT    Buy           43            Success       25            No            7.25%         25            20            False         True          True          62.71         200.41        0.943         34.14         0.00527     
    INJUSDT       Buy           43            Success       22            No            6.23%         25            5             False         True          True          59.24         177.43        0.880         22.26         0.01136     

--- SELL SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    MEMEUSDT      Sell          43            Fail          85            No            11.20%        20            25            False         True          True          37.14         -115.16       0.121         28.74         -0.00000    
    QTUMUSDT      Sell          68            Fail          0             No            14.00%        25            70            True          False         True          71.29         318.13        1.307         22.87         0.00113     
    NEOUSDT       Sell          49            Fail          25            No            11.20%        25            55            False         False         True          67.70         175.00        1.013         33.53         0.02028     

