===== BACKTEST REPORT FOR: signals_2025-08-23_18-48-58.json =====
Signal Generation Time (UTC): 2025-08-23 13:18:58

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    BIOUSDT       Buy           41            Fail          11            Yes           11.04%        35            10            False         False         True          62.06         111.03        0.842         21.60         0.00020     
    BNBUSDT       Buy           47            Inconclusive  180           No            5.60%         35            -5            False         True          True          57.50         104.06        0.732         9.27          0.17108     
    MEMEUSDT      Buy           72            Fail          155           No            14.00%        80            15            True          False         True          27.05         -179.59       -0.021        35.63         -0.00001    
    AVAXUSDT      Buy           47            Fail          20            No            7.31%         35            60            False         True          True          72.62         178.14        1.035         35.97         0.03721     
    ARBUSDT       Buy           47            Fail          19            Yes           7.10%         35            -5            False         True          True          55.79         156.49        0.783         12.16         0.00019     
    AAVEUSDT      Buy           47            Success       8             No            6.92%         35            10            False         True          True          68.18         135.41        0.909         41.33         0.14616     
    API3USDT      Buy           47            Success       0             No            6.73%         35            60            False         True          True          73.15         289.80        1.271         19.40         0.00293     
    TRXUSDT       Buy           47            Inconclusive  180           No            5.60%         35            10            False         True          True          68.38         140.57        0.933         24.08         0.00008     
    XNYUSDT       Buy           49            Success       1             No            11.20%        40            20            False         False         True          27.09         -115.70       0.124         57.85         0.00001     
    BOMEUSDT      Buy           41            Success       25            No            11.20%        35            30            False         False         True          58.00         209.32        1.142         25.84         0.00001     
    PENDLEUSDT    Buy           47            Fail          12            Yes           5.60%         35            10            False         True          True          66.67         167.76        0.929         25.33         0.00184     
    CUDISUSDT     Buy           45            Fail          39            Yes           11.20%        45            15            False         False         True          27.17         -154.68       0.100         57.07         -0.00003    

--- SELL SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   

