===== BACKTEST REPORT FOR: signals_2025-08-24_12-21-50_STRONG.json =====
Signal Generation Time (UTC): 2025-08-24 06:51:50

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    DOGSUSDT      Buy           41            Inconclusive  180           No            6.52%         35            25            False         False         True          21.00         -131.10       0.114         41.39         -0.00000    
    BERAUSDT      Buy           41            Fail          8             No            7.63%         35            25            False         False         True          26.22         -131.85       0.064         28.56         -0.00582    
    UMAUSDT       Buy           68            Success       23            No            8.40%         70            25            True          False         True          18.58         -204.63       -0.038        54.39         -0.00337    
    ONDOUSDT      Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          29.79         -120.58       0.115         35.52         -0.00078    
    FILUSDT       Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          26.88         -100.05       0.173         44.61         -0.00155    
    BANDUSDT      Buy           41            Success       20            No            6.81%         35            25            False         False         True          25.19         -158.82       0.059         31.91         -0.00052    
    WCTUSDT       Buy           41            Success       38            No            5.60%         35            25            False         False         True          14.31         -135.69       0.086         35.36         -0.00051    
    WLDUSDT       Buy           41            Success       33            No            5.60%         35            25            False         False         True          23.60         -113.15       0.144         54.60         -0.00056    
    1000SHIBUSDT  Buy           41            Fail          70            No            5.60%         35            25            False         False         True          18.93         -108.47       0.159         52.07         -0.00001    
    NEARUSDT      Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          23.15         -116.59       0.131         45.03         -0.00191    
    APTUSDT       Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          22.45         -108.63       0.153         47.56         -0.00297    
    ETHFIUSDT     Buy           41            Success       38            No            5.60%         35            25            False         False         True          24.36         -107.31       0.157         57.68         -0.00109    
    TIAUSDT       Buy           41            Success       38            No            5.60%         35            25            False         False         True          26.11         -111.61       0.140         46.00         -0.00169    
    SEIUSDT       Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          27.31         -116.83       0.138         35.05         -0.00025    
    HBARUSDT      Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          26.44         -124.63       0.115         46.10         -0.00014    

--- SELL SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    XRPUSDT       Sell          43            Inconclusive  180           No            5.60%         20            25            False         True          True          36.03         -136.91       0.135         23.70         -0.00126    
    ADAUSDT       Sell          43            Fail          39            No            5.60%         20            25            False         True          True          32.14         -116.95       0.141         29.50         -0.00084    
    SUIUSDT       Sell          43            Inconclusive  180           No            5.60%         20            25            False         True          True          33.65         -114.73       0.143         31.00         -0.00215    
    BOMEUSDT      Sell          43            Fail          0             Yes           10.56%        20            25            False         True          True          32.99         -123.79       0.142         32.70         -0.00000    
    XPLUSDT       Sell          41            Success       6             No            11.20%        25            35            False         False         True          73.17         132.97        0.933         39.49         0.00273     
    SAPIENUSDT    Strong Sell   75            Fail          0             Yes           14.00%        25            70            True          True          True          76.98         288.85        1.118         36.71         0.00143     
    HYPEUSDT      Sell          43            Fail          38            No            5.60%         20            25            False         True          True          31.87         -107.19       0.150         36.13         -0.01356    
    LTCUSDT       Sell          43            Success       67            No            5.60%         20            25            False         True          True          32.84         -127.23       0.113         27.93         -0.06895    
    ETCUSDT       Sell          43            Inconclusive  180           No            5.60%         20            25            False         True          True          32.18         -101.73       0.175         43.96         -0.00972    
    TRXUSDT       Sell          49            Inconclusive  180           No            5.60%         25            55            False         False         True          68.34         200.03        1.032         32.73         0.00010     
    BCHUSDT       Sell          43            Inconclusive  180           No            5.60%         20            25            False         True          True          39.30         -127.11       0.145         26.26         -0.16049    

