===== BACKTEST REPORT FOR: signals_2025-08-24_04-50-02.json =====
Signal Generation Time (UTC): 2025-08-23 23:20:02

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    XRPUSDT       Buy           43            Success       149           No            5.60%         25            20            False         True          True          66.12         109.86        0.864         32.94         0.00064     
    AAVEUSDT      Buy           43            Fail          59            No            5.60%         25            20            False         True          True          64.28         136.74        0.916         18.44         0.16811     
    MEMEUSDT      Buy           43            Fail          14            No            8.19%         25            20            False         True          True          60.71         128.92        0.835         17.02         0.00001     
    LINKUSDT      Buy           43            Fail          100           No            5.60%         25            20            False         True          True          68.73         166.85        0.998         28.19         0.01091     
    XNYUSDT       Buy           43            Success       8             No            11.20%        25            20            False         True          True          66.07         159.51        0.990         21.68         0.00004     
    TRUMPUSDT     Buy           43            Fail          125           No            5.60%         25            20            False         True          True          63.88         155.31        0.995         21.07         0.00371     
    LTCUSDT       Buy           43            Inconclusive  180           No            5.60%         25            20            False         True          True          67.72         102.27        0.874         32.01         0.05092     
    ETCUSDT       Buy           43            Fail          156           No            5.60%         25            20            False         True          True          68.30         114.49        0.868         21.56         0.01158     
    LDOUSDT       Buy           43            Fail          161           No            5.60%         25            20            False         True          True          64.91         142.51        0.898         31.83         0.00094     
    TRXUSDT       Buy           43            Inconclusive  180           No            5.60%         25            20            False         True          True          69.70         137.05        0.938         38.98         0.00007     
    OPUSDT        Buy           43            Fail          32            No            5.60%         25            20            False         True          True          63.46         135.92        0.899         19.97         0.00079     
    BCHUSDT       Buy           43            Success       136           No            5.60%         25            20            False         True          True          68.92         130.60        0.897         28.03         0.22092     
    CRVUSDT       Buy           43            Fail          111           No            5.60%         25            5             False         True          True          55.52         144.55        0.862         20.62         0.00042     
    BRUSDT        Buy           43            Fail          52            Yes           11.20%        25            20            False         True          True          66.75         151.36        0.965         25.14         0.00055     
    1000SHIBUSDT  Buy           43            Inconclusive  180           No            5.60%         25            20            False         True          True          66.78         153.36        0.999         24.79         0.00001     
    MYXUSDT       Buy           53            Success       40            No            6.14%         50            15            False         True          True          46.08         -144.26       -0.086        24.10         -0.00109    
    XLMUSDT       Buy           43            Inconclusive  180           No            5.60%         25            20            False         True          True          68.14         133.87        0.904         25.83         0.00028     
    PENDLEUSDT    Buy           43            Fail          15            No            5.60%         25            20            False         True          True          66.44         132.51        0.879         26.98         0.00410     
    APTUSDT       Buy           43            Fail          161           No            5.60%         25            20            False         True          True          61.84         121.86        0.955         14.25         0.00151     
    WLDUSDT       Buy           43            Fail          109           No            5.60%         25            20            False         True          True          61.82         136.69        0.934         21.15         0.00067     
    DOLOUSDT      Buy           43            Success       16            No            11.20%        25            5             False         True          True          59.95         113.75        0.899         15.45         0.00105     
    HBARUSDT      Buy           43            Fail          109           No            5.60%         25            20            False         True          True          62.15         139.67        0.946         28.16         0.00005     
    SEIUSDT       Buy           43            Fail          107           No            5.60%         25            20            False         True          True          61.78         113.50        0.885         24.39         0.00013     
    NEARUSDT      Buy           43            Fail          125           No            5.60%         25            20            False         True          True          65.72         141.21        0.960         23.08         0.00194     
