===== BACKTEST REPORT FOR: signals_2025-08-20_05-14-13.json =====
Signal Generation Time (UTC): 2025-08-19 23:44:13

--- STRONG BUY SIGNALS ---
(None)

--- BUY SIGNALS ---
(None)

--- STRONG SELL SIGNALS ---
(None)

--- SELL SIGNALS ---
  Coin             Signal           Confidence       POP              Outcome          Duration(min)    MaxProfitPrice   MaxDrawdownPrice  Did_TP_Hit_Later  Buy_Score        Sell_Score       Base_Score_OK    Num_Conf         Confluence_OK    Vol_Profile_OK   Min_Profit_OK    Profit_Ceiling_OK  Regime           RegimeScore      MACD_Hist        ADX15m           RSI              CCI              %B               Overshoot_OK     BB_Touch         RSI_Extreme      CCI_Extreme      Initial_Signal   Aligned          Vetoes_Passed    Downgrade_Reason
  API3USDT         Sell             38               80               Success          20               1.2400           1.3806           Yes              5                20               False            1                False            True             True             True             Bearish          -7               -0.0000          43.8007          55.2966          53.2883          0.7124           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  AIOTUSDT         Sell             38               57               Success          3                1.4625           1.7485           Yes              15               20               False            1                False            True             True             True             Bearish          -7               -0.0012          43.8007          39.1192          -82.4795         0.2121           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  MYXUSDT          Sell             59               100              Fail             28               1.0988           1.1432           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0013           43.8007          44.0473          -3.3436          0.4153           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ARBUSDT          Sell             31               57               Success          12               0.4713           0.4810           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0004          43.8007          41.8306          -145.8333        0.1708           False            False            False            True             Sell             True             vol_ok           N/A            
  CRVUSDT          Sell             31               57               Fail             128              0.8170           0.8390           No               15               20               False            1                False            True             False            True             Bearish          -7               -0.0004          43.8007          41.9783          -200.5179        0.0803           False            False            False            True             Sell             True             vol_ok           N/A            
  DAMUSDT          Sell             66               89               Success          57               0.0681           0.0755           Yes              -5               40               True             2                True             True             True             True             Bearish          -7               0.0003           43.8007          49.4938          33.8635          0.6010           False            False            False            False            Sell             True             base_ok,vol_ok,profit_window  N/A            
  WLDUSDT          Sell             31               57               Fail             55               0.8916           0.9093           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0006          43.8007          40.9523          -150.2473        0.1586           False            False            False            True             Sell             True             vol_ok           N/A            
  UMAUSDT          Sell             31               80               Fail             20               1.3780           1.4800           Yes              5                20               False            1                False            False            True             True             Bearish          -7               -0.0019          43.8007          57.1324          22.5916          0.6070           False            False            False            False            Sell             True             profit_window    N/A            
  PLUMEUSDT        Sell             59               80               Fail             27               0.0804           0.0831           No               -10              40               True             2                True             True             False            True             Bearish          -7               0.0001           43.8007          43.6700          -77.7680         0.3283           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  POLUSDT          Sell             31               57               Success          12               0.2314           0.2359           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0001          43.8007          40.1385          -118.3704        0.1854           False            False            False            True             Sell             True             vol_ok           N/A            
  SKLUSDT          Sell             31               57               Success          41               0.0304           0.0311           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0000          43.8007          37.2438          -86.3749         0.2452           False            False            False            False            Sell             True             vol_ok           N/A            
  MUSDT            Sell             31               80               Inconclusive     0                0.4038           0.4339           No               5                20               False            1                False            False            True             True             Bearish          -7               -0.0031          43.8007          42.1434          -45.8173         0.3531           False            False            False            False            Sell             True             profit_window    N/A            
  USELESSUSDT      Sell             31               80               Fail             21               0.2677           0.2846           No               5                20               False            1                False            False            True             True             Bearish          -7               -0.0008          43.8007          47.9678          -74.1897         0.2774           False            False            False            False            Sell             True             profit_window    N/A            

