===== BACKTEST REPORT FOR: signals_2025-08-24_03-10-32.json =====
Signal Generation Time (UTC): 2025-08-23 21:40:32

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    PENGUUSDT     Buy           45            Success       77            No            5.60%         30            15            False         True          True          60.21         131.96        0.881         24.17         -0.00000    

--- SELL SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    AAVEUSDT      Sell          43            Fail          23            No            5.60%         5             25            False         True          True          41.69         -141.45       0.137         13.78         -0.23245    
    MEMEUSDT      Sell          49            Success       0             No            8.51%         25            55            False         False         True          60.69         189.72        1.041         9.64          0.00000     
    ADAUSDT       Sell          43            Fail          80            No            5.60%         20            25            False         True          True          36.89         -141.97       0.102         24.10         -0.00039    
    ENAUSDT       Sell          43            Fail          97            No            5.60%         20            25            False         True          True          34.39         -106.34       0.164         33.93         -0.00096    
    BIOUSDT       Sell          43            Fail          9             No            10.41%        5             25            False         True          True          40.89         -106.08       0.156         19.03         -0.00025    
    PUMPUSDT      Sell          43            Inconclusive  180           No            5.60%         20            25            False         True          True          38.66         -134.48       0.130         18.03         -0.00000    
    BCHUSDT       Sell          43            Fail          159           No            5.60%         5             25            False         True          True          43.70         -151.05       0.124         20.54         -0.21977    
    MYXUSDT       Sell          68            Success       174           No            8.40%         25            70            True          False         True          70.91         227.30        1.121         30.87         0.00074     
    AIOTUSDT      Sell          43            Fail          80            No            5.60%         20            25            False         True          True          33.18         -195.09       0.019         25.68         -0.00129    
    SEIUSDT       Sell          43            Fail          77            No            5.60%         5             25            False         True          True          44.68         -127.44       0.183         18.92         -0.00030    
    WLDUSDT       Sell          43            Fail          83            No            5.60%         20            25            False         True          True          36.69         -103.79       0.182         23.54         -0.00068    
    FILUSDT       Sell          43            Fail          79            No            5.60%         20            25            False         True          True          34.18         -124.14       0.130         24.19         -0.00181    

