===== BACKTEST REPORT FOR: signals_2025-08-24_12-00-20.json =====
Signal Generation Time (UTC): 2025-08-24 06:30:20

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    DOGEUSDT      Buy           41            Inconclusive  180           No            8.40%         35            25            False         False         True          21.80         -152.64       0.029         27.68         -0.00023    
    AVAXUSDT      Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          22.47         -112.95       0.153         40.51         -0.00770    
    BNBUSDT       Buy           68            Inconclusive  180           No            8.40%         70            25            True          False         True          24.84         -168.26       -0.034        25.57         -0.58325    
    1000PEPEUSDT  Buy           41            Fail          23            No            5.60%         35            25            False         False         True          24.51         -133.73       0.089         32.72         -0.00001    
    ARBUSDT       Buy           41            Fail          30            No            5.60%         35            25            False         False         True          24.88         -157.33       0.057         42.17         -0.00062    
    PENGUUSDT     Buy           41            Fail          161           No            8.40%         35            25            False         False         True          26.57         -189.21       0.025         33.58         -0.00005    
    XPLUSDT       Buy           43            Success       2             No            11.20%        25            20            False         True          True          68.22         143.25        0.904         29.20         0.00264     
    WIFUSDT       Buy           41            Fail          91            No            5.60%         35            25            False         False         True          22.50         -135.01       0.086         27.33         -0.00088    
    PUMPUSDT      Buy           41            Success       55            No            6.66%         35            25            False         False         True          25.41         -126.89       0.133         38.93         -0.00000    
    TRUMPUSDT     Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          23.09         -123.05       0.122         42.28         -0.00550    
    DOTUSDT       Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          26.93         -151.44       0.067         40.47         -0.00292    
    1000BONKUSDT  Buy           41            Fail          28            No            5.60%         35            25            False         False         True          23.60         -141.15       0.084         31.64         -0.00003    
    ETCUSDT       Buy           68            Inconclusive  180           No            8.40%         70            25            True          False         True          26.12         -183.86       -0.084        40.97         -0.01304    
    OPUSDT        Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          25.32         -142.74       0.080         42.62         -0.00079    
    LDOUSDT       Buy           41            Fail          92            No            8.40%         35            25            False         False         True          20.73         -180.83       0.010         39.77         -0.00229    
    API3USDT      Buy           68            Fail          8             No            8.40%         70            25            True          False         True          28.49         -274.03       -0.096        25.92         -0.00099    
    DOGSUSDT      Buy           41            Inconclusive  180           No            6.98%         35            25            False         False         True          26.68         -126.14       0.113         31.72         -0.00000    
    UMAUSDT       Buy           68            Fail          15            Yes           8.40%         70            25            True          False         True          25.87         -203.58       -0.047        43.59         -0.00062    
    FILUSDT       Buy           41            Inconclusive  180           No            8.40%         35            25            False         False         True          17.06         -169.78       0.009         38.72         -0.00291    
    BANDUSDT      Buy           75            Fail          27            Yes           8.40%         65            30            True          False         True          27.75         -192.45       -0.028        29.99         0.00035     
    WCTUSDT       Buy           68            Fail          27            No            8.40%         70            25            True          False         True          20.67         -191.17       -0.021        25.67         -0.00034    
    WLDUSDT       Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          25.05         -114.22       0.148         51.29         -0.00071    
    XLMUSDT       Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          29.83         -167.99       0.052         26.82         -0.00016    
    1000SHIBUSDT  Buy           41            Fail          92            No            5.60%         35            25            False         False         True          15.39         -131.17       0.104         44.46         -0.00001    
    NEARUSDT      Buy           41            Inconclusive  180           No            5.60%         35            25            False         False         True          26.24         -145.96       0.093         36.43         -0.00220    
    APTUSDT       Buy           41            Fail          92            No            5.60%         35            25            False         False         True          22.48         -134.80       0.094         40.93         -0.00350    
    ETHFIUSDT     Buy           41            Fail          24            No            5.60%         35            25            False         False         True          23.87         -136.43       0.117         54.14         -0.00138    
    TIAUSDT       Buy           41            Fail          28            No            5.60%         35            25            False         False         True          27.15         -117.98       0.138         37.91         -0.00210    
