===== BACKTEST REPORT FOR: signals_2025-08-24_12-00-20.json =====
Signal Generation Time (UTC): 2025-08-24 06:30:20

--- BUY SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    SEIUSDT       Buy           41            Fail          91            No            5.60%         35            25            False         False         True          27.75         -124.89       0.114         26.18         -0.00028    
    HBARUSDT      Buy           47            Fail          90            No            5.60%         35            25            False         True          True          25.81         -136.18       0.094         39.07         -0.00015    

--- SELL SIGNALS ---
    Coin          Signal        Confidence    Outcome       Duration(min)  Did_TP_Hit_Later  Estimated_Profit(%)  Buy_Score     Sell_Score    Confluence_OK  Vol_Profile_OK  Min_Profit_OK  RSI           CCI           %B            ADX15m        MACD_Hist   
    FHEUSDT       Sell          43            Fail          15            Yes           11.20%        20            25            False         True          True          38.50         -106.93       0.142         17.77         -0.00018    
    LINKUSDT      Sell          43            Success       162           No            5.60%         20            25            False         True          True          36.32         -146.49       0.104         22.03         -0.01197    
    ENAUSDT       Sell          43            Inconclusive  180           No            5.60%         20            25            False         True          True          33.43         -116.11       0.183         43.24         -0.00033    
    ADAUSDT       Sell          43            Success       91            No            5.60%         20            25            False         True          True          35.06         -128.83       0.120         19.33         -0.00082    
    SUIUSDT       Sell          43            Success       87            No            5.60%         20            25            False         True          True          34.28         -110.13       0.168         24.29         -0.00300    
    XNYUSDT       Sell          43            Success       43            No            11.20%        20            25            False         True          True          38.47         -167.06       0.086         26.70         -0.00001    
    FARTCOINUSDT  Sell          43            Success       24            No            5.60%         20            25            False         True          True          31.69         -147.44       0.107         24.69         -0.00123    
    HYPEUSDT      Sell          43            Fail          98            No            5.60%         20            25            False         True          True          33.15         -139.50       0.150         34.17         -0.02055    
    BRUSDT        Sell          41            Success       11            No            11.20%        25            35            False         False         True          73.88         143.72        0.889         35.65         0.00044     
    UNIUSDT       Sell          43            Success       28            No            5.60%         20            25            False         True          True          30.41         -154.65       0.039         20.02         -0.01032    
    DOLOUSDT      Sell          43            Fail          19            Yes           11.20%        5             25            False         True          True          42.10         -116.08       0.122         7.13          -0.00042    
    CRVUSDT       Sell          43            Success       17            No            5.60%         20            25            False         True          True          32.47         -140.12       0.113         30.05         -0.00101    
    BERAUSDT      Sell          43            Success       12            No            7.08%         20            25            False         True          True          33.18         -159.70       0.062         22.15         -0.00510    
    ONDOUSDT      Sell          43            Success       87            No            5.60%         20            25            False         True          True          35.60         -131.57       0.161         24.42         -0.00071    
    INJUSDT       Sell          43            Success       90            No            5.60%         20            25            False         True          True          32.49         -138.79       0.105         26.40         -0.01247    

