===== BACKTEST REPORT FOR: signals_2025-08-20_05-00-55.json =====
Signal Generation Time (UTC): 2025-08-19 23:30:55

--- STRONG BUY SIGNALS ---
(None)

--- BUY SIGNALS ---
(None)

--- STRONG SELL SIGNALS ---
(None)

--- SELL SIGNALS ---
  Coin             Signal           Confidence       POP              Outcome          Duration(min)    MaxProfitPrice   MaxDrawdownPrice  Did_TP_Hit_Later  Buy_Score        Sell_Score       Base_Score_OK    Num_Conf         Confluence_OK    Vol_Profile_OK   Min_Profit_OK    Profit_Ceiling_OK  Regime           RegimeScore      MACD_Hist        ADX15m           RSI              CCI              %B               Overshoot_OK     BB_Touch         RSI_Extreme      CCI_Extreme      Initial_Signal   Aligned          Vetoes_Passed    Downgrade_Reason
  API3USDT         Sell             38               80               Fail             27               1.3103           1.3806           Yes              5                20               False            1                False            True             True             True             Bearish          -7               -0.0006          43.5209          53.3526          -3.6088          0.5628           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  ENAUSDT          Sell             31               80               Success          23               0.6341           0.6436           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0004          43.5209          44.8988          -81.8496         0.2838           False            False            False            False            Sell             True             vol_ok           N/A            
  MYXUSDT          Sell             59               100              Fail             42               1.0988           1.1432           Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0010           43.5209          45.5142          -6.5423          0.4668           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  BIOUSDT          Sell             59               89               Success          17               0.1207           0.1262           Yes              5                40               True             2                True             True             False            True             Bearish          -7               0.0000           43.5209          39.9045          -63.3656         0.3631           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ARBUSDT          Sell             31               57               Success          22               0.4713           0.4810           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0004          43.5209          40.0750          -121.8391        0.1583           False            False            False            True             Sell             True             vol_ok           N/A            
  XNYUSDT          Sell             66               89               Success          55               0.0105           0.0113           Yes              5                40               True             2                True             True             True             True             Bearish          -7               0.0000           43.5209          39.8822          -64.9099         0.3511           False            False            False            False            Sell             True             base_ok,vol_ok,profit_window  N/A            
  DAMUSDT          Sell             74               92               Success          34               0.0681           0.0754           Yes              -5               60               True             2                True             True             True             True             Bearish          -7               0.0004           43.5209          61.6810          140.2168         0.8979           False            False            False            True             Sell             True             base_ok,vol_ok,profit_window  N/A            
  UMAUSDT          Sell             59               89               Fail             34               1.3780           1.4800           Yes              -5               40               True             2                True             False            True             True             Bearish          -7               0.0012           43.5209          56.9918          36.3841          0.6192           False            False            False            False            Sell             True             base_ok,profit_window  N/A            
  PLUMEUSDT        Sell             59               80               Fail             41               0.0804           0.0831           No               -10              40               True             2                True             True             False            True             Bearish          -7               0.0001           43.5209          44.9747          -36.1458         0.4206           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  POLUSDT          Sell             31               57               Success          22               0.2314           0.2359           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0002          43.5209          40.0702          -117.3568        0.2117           False            False            False            True             Sell             True             vol_ok           N/A            
  EPICUSDT         Sell             38               80               Fail             47               2.9398           3.0370           No               5                20               False            1                False            True             True             True             Bearish          -7               -0.0064          43.5209          46.7604          -80.0400         0.2620           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  USELESSUSDT      Sell             31               80               Fail             35               0.2671           0.2846           No               5                20               False            1                False            False            True             True             Bearish          -7               -0.0008          43.5209          48.6091          -69.0454         0.3063           False            False            False            False            Sell             True             profit_window    N/A            

