===== BACKTEST REPORT FOR: signals_2025-08-20_00-52-54.json =====
Signal Generation Time (UTC): 2025-08-19 19:22:54

--- STRONG BUY SIGNALS ---
(None)

--- BUY SIGNALS ---
(None)

--- STRONG SELL SIGNALS ---
(None)

--- SELL SIGNALS ---
  Coin             Signal           Confidence       POP              Outcome          Duration(min)    MaxProfitPrice   MaxDrawdownPrice  Did_TP_Hit_Later  Buy_Score        Sell_Score       Base_Score_OK    Num_Conf         Confluence_OK    Vol_Profile_OK   Min_Profit_OK    Profit_Ceiling_OK  Regime           RegimeScore      MACD_Hist        ADX15m           RSI              CCI              %B               Overshoot_OK     BB_Touch         RSI_Extreme      CCI_Extreme      Initial_Signal   Aligned          Vetoes_Passed    Downgrade_Reason
  ETHUSDT          Sell             31               67               Success          51               4114.180000      4167.180000      Yes              10               20               False            1                False            True             False            True             Bearish          -7               -0.7738          55.1629          48.4415          -35.1457         0.4423           False            False            False            False            Sell             True             vol_ok           N/A            
  BTCUSDT          Sell             59               80               Fail             13               112858.800000    113524.500000    No               -10              40               True             2                True             True             False            True             Bearish          -7               9.0941           55.1629          46.9871          -27.4260         0.4624           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  SOLUSDT          Sell             31               67               Fail             104              175.8400         179.2800         No               10               20               False            1                False            True             False            True             Bearish          -7               -0.0556          55.1629          48.9900          -26.6127         0.4604           False            False            False            False            Sell             True             vol_ok           N/A            
  XRPUSDT          Sell             31               100              Success          35               2.8700           2.9173           Yes              0                20               False            1                False            True             False            True             Bearish          -7               -0.0014          55.1629          44.2370          -61.4966         0.3497           False            False            False            False            Sell             True             vol_ok           N/A            
  DOGEUSDT         Sell             31               67               Inconclusive     0                0.2110           0.2142           No               10               20               False            1                False            True             False            True             Bearish          -7               -0.0000          55.1629          50.0172          -16.5541         0.5138           False            False            False            False            Sell             True             vol_ok           N/A            
  LINKUSDT         Sell             59               89               Inconclusive     0                23.7330          24.0520          No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0111           55.1629          51.3307          -0.6304          0.5520           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ADAUSDT          Sell             59               80               Inconclusive     0                0.8521           0.8636           No               -10              40               True             2                True             True             False            True             Bearish          -7               0.0008           55.1629          44.3694          -19.1636         0.5190           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  API3USDT         Sell             38               80               Fail             145              1.2919           1.3870           No               5                20               False            1                False            True             True             True             Bearish          -7               -0.0005          55.1629          50.0156          -20.3852         0.4886           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  SUIUSDT          Sell             31               100              Inconclusive     0                3.4230           3.4800           No               0                20               False            1                False            True             False            True             Bearish          -7               -0.0011          55.1629          46.4184          -40.4081         0.4194           False            False            False            False            Sell             True             vol_ok           N/A            
  AIOTUSDT         Sell             31               80               Fail             37               1.6960           2.1320           Yes              5                20               False            1                False            False            True             True             Bearish          -7               -0.0026          55.1629          48.4064          -49.2509         0.3721           False            False            False            False            Sell             True             profit_window    N/A            
  ENAUSDT          Sell             59               89               Fail             93               0.6335           0.6474           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           55.1629          55.6497          27.7040          0.6763           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  1000PEPEUSDT     Sell             31               100              Inconclusive     0                0.0102           0.0104           No               0                20               False            1                False            True             False            True             Bearish          -7               -0.0000          55.1629          46.9492          -32.3524         0.4470           False            False            False            False            Sell             True             vol_ok           N/A            
