===== BACKTEST REPORT FOR: signals_2025-08-20_02-04-21_STRONG.json =====
Signal Generation Time (UTC): 2025-08-19 20:34:21

--- STRONG BUY SIGNALS ---
(None)

--- BUY SIGNALS ---
(None)

--- STRONG SELL SIGNALS ---
  Coin             Signal           Confidence       POP              Outcome          Duration(min)    MaxProfitPrice   MaxDrawdownPrice  Did_TP_Hit_Later  Buy_Score        Sell_Score       Base_Score_OK    Num_Conf         Confluence_OK    Vol_Profile_OK   Min_Profit_OK    Profit_Ceiling_OK  Regime           RegimeScore      MACD_Hist        ADX15m           RSI              CCI              %B               Overshoot_OK     BB_Touch         RSI_Extreme      CCI_Extreme      Initial_Signal   Aligned          Vetoes_Passed    Downgrade_Reason
  DOGEUSDT         Sell             59               89               Fail             40               0.2103           0.2142           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           49.3187          51.6477          40.7496          0.6364           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  LINKUSDT         Sell             59               89               Success          161              23.5920          24.0520          Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0190           49.3187          53.9880          73.2059          0.7207           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ADAUSDT          Sell             59               80               Fail             40               0.8469           0.8636           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0006           49.3187          48.2684          18.0889          0.6458           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  API3USDT         Sell             66               89               Success          29               1.2919           1.3870           Yes              -5               40               True             2                True             True             True             True             Bearish          -7               0.0004           49.3187          48.2895          20.5442          0.5004           False            False            False            False            Sell             True             base_ok,vol_ok,profit_window  N/A            
  SUIUSDT          Sell             59               89               Inconclusive     0                3.4270           3.4800           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0017           49.3187          51.8725          50.3969          0.6944           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ENAUSDT          Sell             63               91               Fail             40               0.6376           0.6474           No               -5               50               True             2                True             True             False            True             Bearish          -7               0.0004           49.3187          57.5554          113.1034         0.8713           False            False            False            True             Sell             True             base_ok,vol_ok   N/A            
  1000PEPEUSDT     Sell             59               89               Inconclusive     0                0.0102           0.0104           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           49.3187          53.2933          57.1775          0.6408           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  BNBUSDT          Sell             59               89               Fail             15               828.3700         837.6100         Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0041           49.3187          53.8343          37.8321          0.6375           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  FARTCOINUSDT     Sell             59               89               Success          170              0.8574           0.8814           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0012           49.3187          54.4356          95.4338          0.8616           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  AVAXUSDT         Sell             59               89               Inconclusive     0                22.4240          22.7360          No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0121           49.3187          53.3863          60.3754          0.7133           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  MYXUSDT          Sell             31               80               Success          100              1.1144           1.1660           Yes              5                20               False            1                False            False            True             True             Bearish          -7               -0.0016          49.3187          46.5316          -95.8148         0.2377           False            False            False            False            Sell             True             profit_window    N/A            
  BIOUSDT          Sell             59               80               Fail             82               0.1254           0.1301           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0001           49.3187          47.3081          -8.1854          0.4685           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PENGUUSDT        Sell             59               89               Success          104              0.0298           0.0308           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           49.3187          56.9149          88.0052          0.7548           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ARBUSDT          Sell             59               89               Inconclusive     0                0.4768           0.4840           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0002           49.3187          51.4315          36.3201          0.6641           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  HYPEUSDT         Sell             24               80               Success          88               40.9740          43.1170          Yes              5                20               False            1                False            False            False            True             Bearish          -7               -0.0555          49.3187          50.6194          -34.9569         0.4707           False            False            False            False            Sell             True                              N/A            
  LTCUSDT          Sell             59               89               Fail             20               112.8900         115.4700         No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0620           49.3187          56.2430          87.8368          0.7893           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  WIFUSDT          Sell             59               89               Inconclusive     0                0.8267           0.8379           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0009           49.3187          57.3172          99.3363          0.8429           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PUMPUSDT         Sell             31               80               Inconclusive     0                0.0028           0.0029           No               5                20               False            1                False            True             False            True             Bearish          -7               -0.0000          49.3187          54.8313          17.5326          0.0012           False            False            False            False            Sell             True             vol_ok           N/A            
  TRUMPUSDT        Sell             52               89               Success          170              8.6240           8.7110           Yes              -5               40               True             2                True             False            False            True             Bearish          -7               0.0032           49.3187          54.7186          64.6695          0.7365           False            False            False            False            Sell             True             base_ok          N/A            
  UNIUSDT          Sell             59               89               Inconclusive     0                9.9820           10.1140          No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0045           49.3187          53.2357          52.2492          0.6926           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TRXUSDT          Sell             52               89               Fail             18               0.3486           0.3511           No               -5               40               True             2                True             False            False            True             Bearish          -7               0.0000           49.3187          50.7198          24.9634          0.6107           False            False            False            False            Sell             True             base_ok          N/A            
  AAVEUSDT         Sell             59               89               Fail             120              278.4000         281.4200         No               -5               40               True             2                True             True             False            True             Bearish          -7               0.1676           49.3187          57.8299          95.9265          0.8174           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  1000BONKUSDT     Sell             59               89               Inconclusive     0                0.0215           0.0218           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           49.3187          54.1160          60.8801          0.8333           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XNYUSDT          Sell             38               100              Success          106              0.0110           0.0117           Yes              0                20               False            1                False            True             True             True             Bearish          -7               -0.0000          49.3187          42.2335          -77.8176         0.1969           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  CRVUSDT          Sell             59               89               Inconclusive     0                0.8260           0.8400           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0010           49.3187          52.1342          68.8229          0.7906           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  DOTUSDT          Sell             59               89               Success          170              3.7220           3.7820           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0022           49.3187          52.9978          58.3664          0.7327           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PROVEUSDT        Sell             31               80               Success          47               1.1467           1.1888           Yes              5                20               False            1                False            True             False            True             Bearish          -7               -0.0002          49.3187          50.2997          14.8244          0.5406           False            False            False            False            Sell             True             vol_ok           N/A            
  DAMUSDT          Sell             66               89               Success          134              0.0699           0.0757           Yes              5                40               True             2                True             True             True             True             Bearish          -7               0.0000           49.3187          39.6561          -67.4225         0.2960           False            False            False            False            Sell             True             base_ok,vol_ok,profit_window  N/A            
  OPUSDT           Sell             59               89               Success          170              0.6885           0.6992           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0004           49.3187          57.0920          71.1199          0.7867           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  LDOUSDT          Sell             52               89               Success          91               1.2752           1.2973           Yes              -5               40               True             2                True             False            False            True             Bearish          -7               0.0003           49.3187          56.8942          69.8488          0.7880           False            False            False            False            Sell             True             base_ok          N/A            
  NEARUSDT         Sell             59               89               Success          155              2.4250           2.4660           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0010           49.3187          53.4119          51.7607          0.6924           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  WLDUSDT          Sell             59               89               Inconclusive     0                0.9018           0.9130           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0006           49.3187          54.4253          64.1802          0.7575           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  SEIUSDT          Sell             59               89               Success          107              0.3004           0.3067           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           49.3187          52.4300          27.6518          0.6466           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XLMUSDT          Sell             59               89               Success          107              0.3914           0.3980           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           49.3187          53.7466          48.1732          0.6932           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  APTUSDT          Sell             59               89               Success          104              4.3045           4.3620           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0014           49.3187          55.6989          64.3048          0.7466           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  INJUSDT          Sell             59               100              Success          170              13.2370          13.4560          Yes              0                40               True             2                True             True             False            True             Bearish          -7               0.0116           49.3187          49.9663          41.6610          0.6824           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  FILUSDT          Sell             59               89               Success          175              2.3630           2.3920           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0014           49.3187          57.3692          91.5684          0.8565           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ETCUSDT          Sell             59               89               Success          97               20.5820          20.9220          Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0124           49.3187          56.6146          92.0040          0.8189           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  HBARUSDT         Sell             59               89               Success          149              0.2315           0.2356           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           49.3187          56.4813          84.8630          0.8396           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ONDOUSDT         Sell             59               89               Success          170              0.9107           0.9234           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0006           49.3187          56.1805          83.8365          0.8132           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  1000SHIBUSDT     Sell             59               89               Inconclusive     0                0.0121           0.0123           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0000           49.3187          54.5558          65.4361          0.6784           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  TIAUSDT          Sell             59               89               Inconclusive     0                1.6523           1.6741           No               -5               40               True             2                True             True             False            True             Bearish          -7               0.0012           49.3187          53.2834          64.1357          0.7435           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  BCHUSDT          Sell             59               89               Success          97               549.0100         557.0700         Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0414           49.3187          56.7749          55.9170          0.6739           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  ETHFIUSDT        Sell             59               89               Success          170              1.0539           1.0732           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0003           49.3187          53.9954          45.7855          0.7010           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  PLUMEUSDT        Sell             31               57               Success          34               0.0804           0.0836           Yes              15               20               False            1                False            True             False            True             Bearish          -7               -0.0000          49.3187          39.4753          -67.1775         0.2400           False            False            False            False            Sell             True             vol_ok           N/A            
  VIRTUALUSDT      Sell             63               91               Fail             20               1.1710           1.1886           No               -5               50               True             2                True             True             False            True             Bearish          -7               0.0017           49.3187          59.2657          136.1029         0.9730           False            False            False            True             Sell             True             base_ok,vol_ok   N/A            
  TAOUSDT          Sell             59               89               Fail             120              342.4700         347.9300         No               -5               40               True             2                True             True             False            True             Bearish          -7               0.1204           49.3187          50.8726          34.1812          0.6554           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  VINEUSDT         Sell             31               80               Fail             86               0.0697           0.0742           Yes              5                20               False            1                False            False            True             True             Bearish          -7               -0.0000          49.3187          52.0798          16.2790          0.5153           False            False            False            False            Sell             True             profit_window    N/A            
  ZORAUSDT         Sell             59               80               Success          62               0.0864           0.0985           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0002           49.3187          47.9479          61.3711          0.7509           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  POLUSDT          Sell             59               80               Success          170              0.2333           0.2371           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0004           49.3187          47.7653          93.7444          0.8033           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  XCNUSDT          Sell             59               80               Success          44               0.0123           0.0129           Yes              -10              40               True             2                True             True             False            True             Bearish          -7               0.0000           49.3187          45.9657          -19.7905         0.6729           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            
  SKLUSDT          Sell             31               67               Success          27               0.0307           0.0316           Yes              10               20               False            1                False            True             False            True             Bearish          -7               -0.0000          49.3187          47.8398          -26.5721         0.4525           False            False            False            False            Sell             True             vol_ok           N/A            
  MEMEUSDT         Sell             99               95               Success          1                0.0021           0.0021           Yes              -5               95               True             3                True             True             False            True             Bearish          -7               0.0000           49.3187          67.3735          190.7077         1.3006           True             True             False            True             Sell             True             base_ok,vol_ok   N/A            
  UMAUSDT          Sell             38               80               Fail             14               1.3510           1.5090           No               5                20               False            1                False            True             True             True             Bearish          -7               -0.0021          49.3187          48.0545          -44.9568         0.3850           False            False            False            False            Sell             True             vol_ok,profit_window  N/A            
  TONUSDT          Sell             24               80               Fail             110              3.2229           3.2673           No               5                20               False            1                False            False            False            True             Bearish          -7               -0.0002          49.3187          56.0998          42.0830          0.6645           False            False            False            False            Sell             True                              N/A            
  CFXUSDT          Sell             59               89               Success          148              0.1658           0.1695           Yes              -5               40               True             2                True             True             False            True             Bearish          -7               0.0001           49.3187          54.5995          53.1536          0.7243           False            False            False            False            Sell             True             base_ok,vol_ok   N/A            

