Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
BAKEUSDT,Buy,44,0.106,0.1067632,0.10282,Bullish,2025-09-11T06:32:06.512609+00:00,2025-09-11T12:02:06.512609+05:30,Success,1,1.0,,5.04%,33.38864248507788,-0.0023975733754337536,-0.0024039644657375325,6.3910903037789e-06,0.11774305326710195,0.11244499999999999,0.10714694673289803,-0.10824228023715306,-202.37871674491433,10.0,0.0,3.0,0.11736298771066599,0.003793314513910953,0.11317656250000001,-2.0312499999994293e-05,-0.0179476205596846,,-19.50849795311781,,falling,-21982854.0,26.0,0.04043592133691826,8.0,5.0,0.0,5.0,-0.10824228023715306,33.38864248507788,-202.37871674491433,6.3910903037789e-06,0.003793314513910953,0.11317656250000001,,-19.50849795311781,,0.0,3.0,falling,-21982854.0,-2.0312499999994293e-05,-0.0179476205596846,5.0400000000000365,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 19.96}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
ENAUSDT,Buy,42,0.7852,0.79085344,0.761644,Bullish,2025-09-11T06:32:14.309345+00:00,2025-09-11T12:02:14.309345+05:30,Fail,324,,324.0,5.04%,58.68819662944536,-9.126886200550022e-05,-0.001100632697681975,0.0010093638356764747,0.7853299629196542,0.780025,0.7747200370803458,0.987750817336284,160.38144776766197,10.0,0.0,3.0,0.7828927298049367,0.0027474519581461125,0.7823968750000001,0.0008500000000000174,0.10864051572292097,,-1.34152604168329,,rising,1930898.0,8.0,13.817163111591375,15.0,0.0,0.0,5.0,0.987750817336284,58.68819662944536,160.38144776766197,0.0010093638356764747,0.0027474519581461125,0.7823968750000001,,-1.34152604168329,,0.0,3.0,rising,1930898.0,0.0008500000000000174,0.10864051572292097,5.040000000000008,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
AVNTUSDT,Buy,54,0.30463,0.30682334,0.2954911,Bullish,2025-09-11T06:32:15.423957+00:00,2025-09-11T12:02:15.423957+05:30,Success,1,1.0,,5.04%,29.420774860846194,-0.009490572221206584,-0.00732836155044843,-0.0021622106707581534,0.34913182312064656,0.32563050000000004,0.30212917687935353,0.05320600690880764,-139.2040014488641,10.0,0.0,3.0,0.33518362404639596,0.007655894807424295,0.31243343749999997,-0.004387968750000026,-1.404449147668462,,-32.675768437262015,,falling,-20500560.0,24.0,0.0,8.0,5.0,12.0,5.0,0.05320600690880764,29.420774860846194,-139.2040014488641,-0.0021622106707581534,0.007655894807424295,0.31243343749999997,,-32.675768437262015,,0.0,3.0,falling,-20500560.0,-0.004387968750000026,-1.404449147668462,5.039999999999977,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.004387968750000026,-1.404449147668462,,,,,,,,,
WLFIUSDT,Buy,49,0.1997,0.20113784,0.193709,Bullish,2025-09-11T06:32:16.537958+00:00,2025-09-11T12:02:16.537958+05:30,Success,1,1.0,,5.04%,57.52828051969103,-4.9191744700444184e-05,-0.0002521544766777513,0.0002029627319773071,0.19991219806740207,0.19866,0.19740780193259794,0.9152697672492309,129.79952429493807,10.0,3.0,0.0,0.19931920678515608,0.0007643114844785541,0.1988984375,0.00035781249999999876,0.17989708943791918,,-2.2222164518021974,,falling,-44651677.0,8.0,11.373194262256371,15.0,10.0,0.0,5.0,0.9152697672492309,57.52828051969103,129.79952429493807,0.0002029627319773071,0.0007643114844785541,0.1988984375,,-2.2222164518021974,,3.0,0.0,falling,-44651677.0,0.00035781249999999876,0.17989708943791918,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.63}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
HYPEUSDT,Buy,41,55.34,55.738448,53.6798,Bullish,2025-09-11T06:32:18.711714+00:00,2025-09-11T12:02:18.711714+05:30,Fail,294,,294.0,5.04%,39.07255263484206,-0.10902058989354657,-0.07489334484597238,-0.034127245047574195,55.93685855779785,55.5683,55.19974144220215,0.19027988203000992,-114.56089023956572,10.0,0.0,3.0,55.61047526336479,0.14397176502988715,55.380453125,-0.051593749999995,-0.09316238327545283,,-18.752902714990732,,falling,-109938.98,18.0,5.0,8.0,5.0,0.0,5.0,0.19027988203000992,39.07255263484206,-114.56089023956572,-0.034127245047574195,0.14397176502988715,55.380453125,,-18.752902714990732,,0.0,3.0,falling,-109938.98,-0.051593749999995,-0.09316238327545283,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 15.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
SUIUSDT,Buy,45,3.6248,3.65089856,3.516056,Bullish,2025-09-11T06:32:20.972221+00:00,2025-09-11T12:02:20.972221+05:30,Success,357,357.0,,5.04%,56.81264582121668,0.0005745205241893814,-0.00047454934783492205,0.0010490698720243034,3.625912368637072,3.6145300000000007,3.6031476313629294,0.9511363288020255,139.95636851820714,10.0,3.0,0.0,3.615464546077432,0.007951920379727608,3.6158015625,0.0003531249999997321,0.009766160943732158,,1.5366642987435322,,falling,-1440052.5,8.0,7.166238559527144,15.0,10.0,0.0,5.0,0.9511363288020255,56.81264582121668,139.95636851820714,0.0010490698720243034,0.007951920379727608,3.6158015625,,1.5366642987435322,,3.0,0.0,falling,-1440052.5,0.0003531249999997321,0.009766160943732158,5.039999999999977,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.83}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
LINKUSDT,Buy,49,23.848,24.0197056,23.13256,Bullish,2025-09-11T06:32:23.176902+00:00,2025-09-11T12:02:23.176902+05:30,Success,340,340.0,,5.04%,63.54449927947419,0.014475891768348959,-0.0005342004038191199,0.015010092172168078,23.8352331449153,23.728,23.620766855084703,1.059528493241448,211.63607965637433,10.0,3.0,0.0,23.73015598685401,0.051786336068759896,23.766578125000002,0.010593750000005286,0.04457414922875139,,7.027391052349772,,falling,-49485.799999999974,8.0,10.956317814292136,15.0,10.0,0.0,5.0,1.059528493241448,63.54449927947419,211.63607965637433,0.015010092172168078,0.051786336068759896,23.766578125000002,,7.027391052349772,,3.0,0.0,falling,-49485.799999999974,0.010593750000005286,0.04457414922875139,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.04}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
1000PEPEUSDT,Buy,46,0.0106235,0.01069999,0.01030479,Bullish,2025-09-11T06:32:25.351565+00:00,2025-09-11T12:02:25.351565+05:30,Success,358,358.0,,5.04%,58.311730297847156,4.011875566905382e-06,1.6565410724629434e-07,3.846221459659088e-06,0.01062568232077125,0.010585625,0.010545567679228748,0.9727600257676533,146.80115204319335,10.0,3.0,0.0,0.010583023889494288,2.5177439270009408e-05,0.010599239062499998,3.7515624999994585e-06,0.03539463991592046,,3.374301372399576,,rising,75057265.0,8.0,12.666350419590689,15.0,5.0,0.0,5.0,0.9727600257676533,58.311730297847156,146.80115204319335,3.846221459659088e-06,2.5177439270009408e-05,0.010599239062499998,,3.374301372399576,,3.0,0.0,rising,75057265.0,3.7515624999994585e-06,0.03539463991592046,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.33}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,
SOMIUSDT,Buy,40,0.9605,0.9674156,0.931685,Bullish,2025-09-11T06:32:26.501210+00:00,2025-09-11T12:02:26.501210+05:30,Success,3,3.0,,5.04%,55.0893331400666,0.001691927939035054,-0.0015798438061896322,0.0032717717452246864,0.9784334537806124,0.9466100000000001,0.9147865462193877,0.7182352691156058,69.86628462273119,10.0,3.0,0.0,0.954644033744243,0.011206157795914676,0.96449375,0.008067187500000017,0.8364167730480386,,3.656454192016313,,rising,2819455.0,4.0,11.007086935186535,15.0,5.0,0.0,5.0,0.7182352691156058,55.0893331400666,69.86628462273119,0.0032717717452246864,0.011206157795914676,0.96449375,,3.656454192016313,,3.0,0.0,rising,2819455.0,0.008067187500000017,0.8364167730480386,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.99}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
LTCUSDT,Buy,45,116.82,117.661104,113.3154,Bullish,2025-09-11T06:32:27.615146+00:00,2025-09-11T12:02:27.615146+05:30,Fail,469,,469.0,5.04%,64.09222311645561,0.10778785812466651,0.03889093699681155,0.06889692112785496,116.86971773203851,116.3615,115.8532822679615,0.9510861891426984,139.50895967449102,10.0,3.0,0.0,116.40249470713765,0.20193357381508417,116.64937499999999,0.11749999999999261,0.10072921522296423,,14.442211031938774,,rising,1846.8449999999993,8.0,12.188465522740145,15.0,5.0,0.0,5.0,0.9510861891426984,64.09222311645561,139.50895967449102,0.06889692112785496,0.20193357381508417,116.64937499999999,,14.442211031938774,,3.0,0.0,rising,1846.8449999999993,0.11749999999999261,0.10072921522296423,5.040000000000009,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.81}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
