Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
SOLUSDT,Buy,44,224.38,225.995536,217.6486,Bullish,2025-09-10T23:18:15.398904+00:00,2025-09-11T04:48:15.398904+05:30,Inconclusive,600,,,5.04%,66.3799948302526,0.4269153660240761,0.3953364070606843,0.0315789589633918,224.52543448926122,223.6835,222.8415655107388,0.9136307568366525,125.37711359012494,10.0,3.0,0.0,223.10062481654256,0.42608995858860554,224.17328125000003,0.13062500000003752,0.05826965607661484,,30.193432177241085,,rising,231924.56999999998,8.0,10.77872066648057,15.0,5.0,0.0,5.0,0.9136307568366525,66.3799948302526,125.37711359012494,0.0315789589633918,0.42608995858860554,224.17328125000003,,30.193432177241085,,3.0,0.0,rising,231924.56999999998,0.13062500000003752,0.05826965607661484,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.22}]}",False,not_in_gap_or_already_strong,44,Buy,44
WLDUSDT,Buy,44,1.8842,1.89776624,1.827674,Bullish,2025-09-10T23:18:19.812996+00:00,2025-09-11T04:48:19.812996+05:30,Fail,126,,126.0,5.04%,65.63930179378036,0.011521833577623264,0.007927609740743902,0.0035942238368793615,1.896314266445117,1.8571300000000002,1.8179457335548834,0.8454192518560402,118.85381510158119,10.0,3.0,0.0,1.8504825131124745,0.012390065046603754,1.8864828125,0.005973437500000012,0.31664415177384564,,29.639759454475534,,rising,12084056.0,8.0,10.962140373003919,15.0,5.0,0.0,5.0,0.8454192518560402,65.63930179378036,118.85381510158119,0.0035942238368793615,0.012390065046603754,1.8864828125,,29.639759454475534,,3.0,0.0,rising,12084056.0,0.005973437500000012,0.31664415177384564,5.040000000000023,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.04}]}",False,not_in_gap_or_already_strong,44,Buy,44
SUIUSDT,Buy,42,3.6106,3.63659632,3.502282,Bullish,2025-09-10T23:18:30.459758+00:00,2025-09-11T04:48:30.459758+05:30,Success,71,71.0,,5.04%,64.35968261756025,0.006749840458911027,0.0066810756749640324,6.87647839469948e-05,3.614219346117447,3.6027949999999995,3.591370653882552,0.8415950427167269,123.13784900796931,10.0,3.0,0.0,3.5919657486257615,0.005908685904632183,3.6073484375,0.001109374999999968,0.030753197791139854,,29.331401611089312,,falling,-89284.29999999999,8.0,4.279309958485703,15.0,10.0,0.0,5.0,0.8415950427167269,64.35968261756025,123.13784900796931,6.87647839469948e-05,0.005908685904632183,3.6073484375,,29.331401611089312,,3.0,0.0,falling,-89284.29999999999,0.001109374999999968,0.030753197791139854,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 15.72}]}",False,not_in_gap_or_already_strong,42,Buy,42
LTCUSDT,Buy,45,116.64,117.479808,113.1408,Bullish,2025-09-10T23:18:37.536280+00:00,2025-09-11T04:48:37.536280+05:30,Success,38,38.0,,5.04%,70.6628802766484,0.2132195967053292,0.18561775188701232,0.027601844818316873,116.70478389842705,116.15799999999999,115.61121610157292,0.9407591384700463,159.78298914945344,10.0,3.0,0.0,115.88573738556164,0.19043323376634494,116.31875,0.0010937499999954525,0.0009403041212147247,,29.43732271212227,,rising,44909.929000000004,8.0,12.478616954288563,15.0,5.0,0.0,5.0,0.9407591384700463,70.6628802766484,159.78298914945344,0.027601844818316873,0.19043323376634494,116.31875,,29.43732271212227,,3.0,0.0,rising,44909.929000000004,0.0010937499999954525,0.0009403041212147247,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.52}]}",False,not_in_gap_or_already_strong,45,Buy,45
WIFUSDT,Buy,41,0.8929,0.89932888,0.866113,Bullish,2025-09-10T23:18:45.511512+00:00,2025-09-11T04:48:45.511512+05:30,Success,246,246.0,,5.04%,64.15125617846343,0.0016230125253841043,0.0013012886064600036,0.00032172391892410076,0.894297630246197,0.889725,0.885152369753803,0.8471743645400398,112.80159827878336,10.0,3.0,0.0,0.8886535451873505,0.001816687802881226,0.8925953125,0.0006609374999999584,0.07404671419893417,,26.987296150952783,,rising,1511853.8,8.0,8.25024819450678,15.0,5.0,0.0,5.0,0.8471743645400398,64.15125617846343,112.80159827878336,0.00032172391892410076,0.001816687802881226,0.8925953125,,26.987296150952783,,3.0,0.0,rising,1511853.8,0.0006609374999999584,0.07404671419893417,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.75}]}",False,not_in_gap_or_already_strong,41,Buy,41
XNYUSDT,Buy,46,0.014032,0.01413303,0.01361104,Bullish,2025-09-10T23:18:47.285027+00:00,2025-09-11T04:48:47.285027+05:30,Success,1,1.0,,5.04%,71.57507833052077,0.00038901964704316297,0.0002878241177035821,0.00010119552933958084,0.014374672402870398,0.0132972,0.012219727597129602,0.8409832112834092,126.44941301751643,10.0,3.0,0.0,0.013079564312861775,0.0002804210305417325,0.013974218750000001,0.000150781249999999,1.0789959188237195,,46.52564888976979,,rising,276931055.0,8.0,12.660879319422158,15.0,5.0,0.0,5.0,0.8409832112834092,71.57507833052077,126.44941301751643,0.00010119552933958084,0.0002804210305417325,0.013974218750000001,,46.52564888976979,,3.0,0.0,rising,276931055.0,0.000150781249999999,1.0789959188237195,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.34}]}",False,not_in_gap_or_already_strong,46,Buy,46
MUSDT,Buy,41,1.981,1.9952632,1.92157,Bullish,2025-09-10T23:18:52.607508+00:00,2025-09-11T04:48:52.607508+05:30,Success,5,5.0,,5.04%,38.09349820282343,-0.002862003837436955,0.006713349242819457,-0.009575353080256411,2.084738196301295,2.025325,1.965911803698705,0.12697681020879645,-121.56989114610792,10.0,3.0,0.0,1.998902109106632,0.018735091352656198,1.9924578124999996,-0.014603125000000272,-0.7329201606370411,,-4.1124650257425355,,falling,-716553.0,18.0,0.0,8.0,10.0,0.0,5.0,0.12697681020879645,38.09349820282343,-121.56989114610792,-0.009575353080256411,0.018735091352656198,1.9924578124999996,,-4.1124650257425355,,3.0,0.0,falling,-716553.0,-0.014603125000000272,-0.7329201606370411,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
TAUSDT,Buy,41,0.13172,0.13266838,0.1277684,Bullish,2025-09-10T23:18:54.381792+00:00,2025-09-11T04:48:54.381792+05:30,Success,35,35.0,,5.04%,64.47197846729856,0.001534644153750403,0.001281130249708829,0.00025351390404157394,0.13465514426099473,0.128771,0.12288685573900528,0.7505886896373837,82.92062975174483,10.0,3.0,0.0,0.12924315184555946,0.0019214100147850466,0.13263859375,-0.000105468750000004,-0.07951588373953489,,23.245374815855733,,rising,13955903.0,4.0,12.166598305504536,15.0,5.0,0.0,5.0,0.7505886896373837,64.47197846729856,82.92062975174483,0.00025351390404157394,0.0019214100147850466,0.13263859375,,23.245374815855733,,3.0,0.0,rising,13955903.0,-0.000105468750000004,-0.07951588373953489,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.83}]}",False,not_in_gap_or_already_strong,41,Buy,41
PLUMEUSDT,Buy,48,0.12133,0.12220358,0.1176901,Bullish,2025-09-10T23:18:59.239161+00:00,2025-09-11T04:48:59.239161+05:30,Success,5,5.0,,5.04%,74.17427201375088,0.0008305311143523841,0.0005831891900358832,0.00024734192431650093,0.12079272793404458,0.118588,0.11638327206595542,1.1218454344545328,223.36769759450047,10.0,3.0,0.0,0.11742627081677089,0.000984424643612148,0.11923328125,0.0006134374999999942,0.5144851282871108,,26.21974048034552,,rising,12182984.0,8.0,15.03012756955607,15.0,5.0,0.0,5.0,1.1218454344545328,74.17427201375088,223.36769759450047,0.00024734192431650093,0.000984424643612148,0.11923328125,,26.21974048034552,,3.0,0.0,rising,12182984.0,0.0006134374999999942,0.5144851282871108,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,48,Buy,48
ARKMUSDT,Buy,43,0.622,0.6264784,0.60334,Bullish,2025-09-10T23:19:13.394180+00:00,2025-09-11T04:49:13.394180+05:30,Success,37,37.0,,5.04%,68.38917389423965,0.002187305815944285,0.002101547952678111,8.575786326617393e-05,0.6228701872392624,0.6173150000000001,0.6117598127607378,0.9216779559550983,123.59577590147057,10.0,3.0,0.0,0.6137771231482937,0.0022461392253196565,0.6208015625,0.000232812499999957,0.037501919141828356,,26.35275243221849,,rising,1425549.0,8.0,9.916322859770755,15.0,5.0,0.0,5.0,0.9216779559550983,68.38917389423965,123.59577590147057,8.575786326617393e-05,0.0022461392253196565,0.6208015625,,26.35275243221849,,3.0,0.0,rising,1425549.0,0.000232812499999957,0.037501919141828356,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.08}]}",False,not_in_gap_or_already_strong,43,Buy,43
