Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,note,IND__rsi5m,IND__macd5m_histogram,IND__boll5m_upper,IND__boll5m_middle,IND__boll5m_lower,IND__boll5m_percent_b,IND__cci5m,IND__marketTrend,IND__volProfile_bullish_score,IND__volProfile_bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m_trend,IND__cvd5m_value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct,CONFLUENCE_FLAGS,WBS_missing_points,WBS_top_missing_1,WBS_top_missing_2,WBS_top_missing_3
TAUSDT,Buy,44,0.1039,0.1055624,0.10221431,Bullish,2025-09-07T04:53:11.600595+00:00,2025-09-07T10:23:11.600595+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.23}]}",Success,20,20.0,,11.20%,,66.46757001562298,6.91153864414058e-05,0.10417955433944419,0.1026395,0.1010994456605558,0.9092388066173452,137.2268735960798,5.0,3.0,0.0,0.10217886843971082,0.0009364932167341687,0.10379359375,,28.821221693209154,,rising,0.0022900000000000004,8.0,10.771256048579147,15.0,5.0,0.0,5.0,0.9092388066173452,66.46757001562298,137.2268735960798,6.91153864414058e-05,0.0009364932167341687,0.10379359375,,28.821221693209154,,3.0,0.0,,11.199999999999962,,21,base_score,confluence_bonus,momentum_score
AVAXUSDT,Buy,45,24.556,24.7328032,24.359552,Bullish,2025-09-07T04:53:12.750371+00:00,2025-09-07T10:23:12.750371+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",Inconclusive,300,,,5.04%,,49.636065506902874,-0.010348363285511785,24.654311521051817,24.5877,24.521088478948187,0.2620531741397836,-105.242849563502,5.0,3.0,0.0,24.52859198619153,0.033920274987339766,24.558437499999997,,3.77317063312682,,falling,-0.004999999999999005,6.0,9.0,15.0,10.0,0.0,5.0,0.2620531741397836,49.636065506902874,-105.242849563502,-0.010348363285511785,0.033920274987339766,24.558437499999997,,3.77317063312682,,3.0,0.0,,5.039999999999954,,20,base_score,confluence_bonus,momentum_score
REDUSDT,Buy,45,0.6728,0.68176058,0.66383942,Bullish,2025-09-07T04:53:13.886580+00:00,2025-09-07T10:23:13.886580+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.07}]}",Fail,29,,29.0,9.32%,,64.49793565438614,0.001645836537827794,0.6723964684732016,0.661785,0.6511735315267984,1.0190139342079507,220.64896755162164,5.0,3.0,0.0,0.6602738908942474,0.0049781011833572595,0.665946875,,17.981306023536494,,rising,0.012899999999999912,8.0,11.934767786545468,15.0,5.0,0.0,5.0,1.0190139342079507,64.49793565438614,220.64896755162164,0.001645836537827794,0.0049781011833572595,0.665946875,,17.981306023536494,,3.0,0.0,,9.322841098439536,,20,base_score,confluence_bonus,momentum_score
LINEAUSDT,Buy,50,0.03039,0.03087624,0.02984933,Bullish,2025-09-07T04:53:23.056412+00:00,2025-09-07T10:23:23.056412+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 15, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Fail,47,,47.0,11.20%,,66.70908462713939,9.701596398717614e-05,0.030170189910726664,0.029573,0.028975810089273333,1.1840370084332716,243.4394193188162,5.0,3.0,0.0,0.02963065009378876,0.00030037207583505376,0.029846562500000003,,11.155563509717306,,rising,0.0010299999999999997,8.0,16.751663097240886,15.0,5.0,0.0,5.0,1.1840370084332716,66.70908462713939,243.4394193188162,9.701596398717614e-05,0.00030037207583505376,0.029846562500000003,,11.155563509717306,,3.0,0.0,,11.199999999999974,,15,base_score,confluence_bonus,volume_score
TAKEUSDT,Buy,52,0.16685,0.1695196,0.163513,Bullish,2025-09-07T04:53:28.813884+00:00,2025-09-07T10:23:28.813884+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 13, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Success,10,10.0,,11.20%,,74.75796445575864,0.0008141137274662335,0.16711087256983423,0.159717,0.15232312743016577,0.9823588676048768,154.9094844549391,5.0,3.0,0.0,0.15895913502917428,0.0018874431753688448,0.16477718749999998,,32.4712645667623,,rising,0.010919999999999985,8.0,19.351956400155643,15.0,5.0,0.0,5.0,0.9823588676048768,74.75796445575864,154.9094844549391,0.0008141137274662335,0.0018874431753688448,0.16477718749999998,,32.4712645667623,,3.0,0.0,,11.199999999999976,,13,base_score,confluence_bonus,volume_score
XPLUSDT,Buy,47,0.718,0.72575076,0.71024924,Bullish,2025-09-07T04:53:29.969462+00:00,2025-09-07T10:23:29.969462+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.23}]}",Fail,4,,4.0,7.56%,,84.77640780565035,0.0017534496832893572,0.7215081888808564,0.7029850000000001,0.6844618111191437,0.9053027828139741,133.54188092789465,5.0,3.0,0.0,0.6967442257429015,0.004305979064628291,0.7166843749999999,,55.839095084769276,,rising,0.024499999999999966,8.0,13.77310659604364,15.0,5.0,0.0,5.0,0.9053027828139741,84.77640780565035,133.54188092789465,0.0017534496832893572,0.004305979064628291,0.7166843749999999,,55.839095084769276,,3.0,0.0,,7.55645351174319,,18,base_score,confluence_bonus,momentum_score
TRUMPUSDT,Buy,47,8.503,8.5642216,8.434976,Bullish,2025-09-07T04:53:34.519242+00:00,2025-09-07T10:23:34.519242+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.66}]}",Fail,293,,293.0,5.04%,,68.77134669855043,0.003635788535074704,8.524614357352611,8.45585,8.387085642647389,0.8428374947083667,108.35240946176297,5.0,3.0,0.0,8.431223778004632,0.01635518796890829,8.493265625000001,,32.24578686552743,,rising,0.0990000000000002,8.0,14.33524438897766,15.0,5.0,0.0,5.0,0.8428374947083667,68.77134669855043,108.35240946176297,0.003635788535074704,0.01635518796890829,8.493265625000001,,32.24578686552743,,3.0,0.0,,5.039999999999972,,18,base_score,confluence_bonus,momentum_score
MEMEUSDT,Buy,42,0.00258,0.00259858,0.00255936,Bullish,2025-09-07T04:53:37.948253+00:00,2025-09-07T10:23:37.948253+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.09}]}",Success,75,75.0,,5.04%,,65.28714409059964,1.5789027858479542e-06,0.0025845869622407327,0.0025639499999999997,0.002543313037759267,0.8888653720633563,123.56864225493958,5.0,3.0,0.0,0.002558058846521456,7.718947078362782e-06,0.0025789375,,20.496172561813243,,rising,1.1999999999999858e-05,8.0,8.90917562663071,15.0,5.0,0.0,5.0,0.8888653720633563,65.28714409059964,123.56864225493958,1.5789027858479542e-06,7.718947078362782e-06,0.0025789375,,20.496172561813243,,3.0,0.0,,5.04000000000005,,23,base_score,confluence_bonus,momentum_score
HEMIUSDT,Buy,47,0.036562,0.03704324,0.03608076,Bullish,2025-09-07T04:53:43.706794+00:00,2025-09-07T10:23:43.706794+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.77}]}",Success,18,18.0,,9.21%,,58.06846927277205,0.00011400662328561674,0.036760155214747854,0.03612385,0.035487544785252144,0.8442923221787687,117.2950743923852,5.0,3.0,0.0,0.036444987947166586,0.00026735634753106665,0.03638973437499999,,6.348352858963508,,rising,0.0002649999999999944,8.0,14.234127538478816,15.0,5.0,0.0,5.0,0.8442923221787687,58.06846927277205,117.2950743923852,0.00011400662328561674,0.00026735634753106665,0.03638973437499999,,6.348352858963508,,3.0,0.0,,9.213637051833654,,18,base_score,confluence_bonus,momentum_score
MYXUSDT,Buy,41,1.4624,1.4857984,1.433152,Bullish,2025-09-07T04:53:46.004819+00:00,2025-09-07T10:23:46.004819+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.18}]}",Success,6,6.0,,11.20%,,68.05306502359366,0.0038619390275234124,1.4838200646724489,1.414025,1.3442299353275513,0.8465502913925632,111.7211961700774,5.0,3.0,0.0,1.3735288418776483,0.02423685250900583,1.4566546875,,35.01553849183995,,rising,0.10309999999999997,8.0,7.824198568115303,15.0,5.0,0.0,5.0,0.8465502913925632,68.05306502359366,111.7211961700774,0.0038619390275234124,0.02423685250900583,1.4566546875,,35.01553849183995,,3.0,0.0,,11.200000000000019,,24,base_score,confluence_bonus,momentum_score
TIAUSDT,Buy,44,1.6326,1.64435472,1.6195392,Bullish,2025-09-07T04:53:47.164409+00:00,2025-09-07T10:23:47.164409+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.35}]}",Fail,125,,125.0,5.04%,,72.34948197410915,0.0001763440146648333,1.6324218450914518,1.62594,1.619458154908548,1.0137426077015608,139.66609823365496,5.0,3.0,0.0,1.62055512078814,0.002568570684525938,1.6310796874999998,,33.57291195626127,,rising,0.011400000000000077,8.0,10.647708734454048,15.0,5.0,0.0,5.0,1.0137426077015608,72.34948197410915,139.66609823365496,0.0001763440146648333,0.002568570684525938,1.6310796874999998,,33.57291195626127,,3.0,0.0,,5.040000000000046,,21,base_score,confluence_bonus,momentum_score
CRVUSDT,Buy,44,0.77,0.775544,0.76384,Bullish,2025-09-07T04:53:49.441187+00:00,2025-09-07T10:23:49.441187+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.18}]}",Success,67,67.0,,5.04%,,65.15455614129846,0.00017987950079750956,0.7694512381646488,0.76605,0.7626487618353512,1.0806708923025257,188.03418803418919,5.0,3.0,0.0,0.7642079840313252,0.0023759025645895167,0.76715625,,17.26081262613748,,rising,0.007000000000000006,8.0,10.817039167970297,15.0,5.0,0.0,5.0,1.0806708923025257,65.15455614129846,188.03418803418919,0.00017987950079750956,0.0023759025645895167,0.76715625,,17.26081262613748,,3.0,0.0,,5.039999999999994,,21,base_score,confluence_bonus,momentum_score
ARIAUSDT,Buy,41,0.11892,0.12082272,0.11666769,Bullish,2025-09-07T04:53:51.746588+00:00,2025-09-07T10:23:51.746588+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.54}]}",Success,128,128.0,,11.20%,,59.016309371567914,0.00023266506865754727,0.12042779018016886,0.11729300000000001,0.11415820981983116,0.7595070015040614,105.0482274834029,5.0,3.0,0.0,0.1170614490949158,0.001251281259178685,0.11985328124999999,,20.888623030896504,,rising,0.00358,8.0,8.462595125452715,15.0,5.0,0.0,5.0,0.7595070015040614,59.016309371567914,105.0482274834029,0.00023266506865754727,0.001251281259178685,0.11985328124999999,,20.888623030896504,,3.0,0.0,,11.199999999999982,,24,base_score,confluence_bonus,momentum_score
PIPPINUSDT,Buy,47,0.02137,0.0216057,0.0211343,Bullish,2025-09-07T04:54:02.061076+00:00,2025-09-07T10:24:02.061076+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.36}]}",Success,7,7.0,,7.72%,,71.73384674426345,5.25899799354568e-05,0.02135540229009447,0.020948500000000002,0.020541597709905535,1.017937610896885,207.6961026147037,5.0,3.0,0.0,0.020887564047880846,0.00013094524396138496,0.02116203125,,24.340687689525904,,rising,0.00039000000000000146,8.0,13.638834372809807,15.0,5.0,0.0,5.0,1.017937610896885,71.73384674426345,207.6961026147037,5.25899799354568e-05,0.00013094524396138496,0.02116203125,,24.340687689525904,,3.0,0.0,,7.720683546623566,,18,base_score,confluence_bonus,momentum_score
