Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
ETHUSDT,Sell,41,4714.1,4680.15848,4855.523,Bullish,2025-09-13T10:46:46.692994+00:00,2025-09-13T16:16:46.692994+05:30,Success,185,185.0,,5.04%,41.66044883289305,-1.0247024877044169,0.8580069585374258,-1.8827094462418428,4736.895873546215,4723.6615,4710.427126453786,0.13876265217197667,-108.73942101390524,10.0,0.0,3.0,4721.184136419532,6.103451424024167,4723.985624999999,-3.4021874999998545,-0.07201942956801134,,-4.144668546056642,,falling,-454.2689999999993,8.0,16.403192648007106,7.0,5.0,0.0,5.0,0.13876265217197667,41.66044883289305,-108.73942101390524,-1.8827094462418428,6.103451424024167,4723.985624999999,,-4.144668546056642,,0.0,3.0,falling,-454.2689999999993,-3.4021874999998545,-0.07201942956801134,5.040000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,,,
SOLUSDT,Sell,40,242.33,240.585224,249.5999,Bullish,2025-09-13T10:46:49.545235+00:00,2025-09-13T16:16:49.545235+05:30,Success,183,183.0,,5.04%,41.829372246361416,-0.08313382948742287,0.010339655511076046,-0.09347348499849892,243.40113129086185,242.823,242.24486870913816,0.0736262612035263,-163.51761138325278,10.0,0.0,3.0,242.6911047250446,0.40362226503601845,242.64484375,-0.1567187499999818,-0.06458771081962536,,-6.249191187068083,,falling,-159320.73,8.0,14.55807702967967,7.0,5.0,0.0,5.0,0.0736262612035263,41.829372246361416,-163.51761138325278,-0.09347348499849892,0.40362226503601845,242.64484375,,-6.249191187068083,,0.0,3.0,falling,-159320.73,-0.1567187499999818,-0.06458771081962536,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,,,
AVAXUSDT,Buy,53,30.188,30.4053536,29.28236,Bullish,2025-09-13T10:46:59.377594+00:00,2025-09-13T16:16:59.377594+05:30,Success,55,55.0,,5.04%,29.607293828388663,-0.1850768847273514,-0.154162820038326,-0.03091406468902541,31.034936212071866,30.483450000000005,29.931963787928144,0.2321329223354114,-82.04062479050637,10.0,0.0,3.0,30.573481239913864,0.11767838469699701,30.031484375,-0.0383281249999996,-0.12762647533968124,,-43.66315091050508,,falling,-786972.0,18.0,5.0,8.0,5.0,12.0,5.0,0.2321329223354114,29.607293828388663,-82.04062479050637,-0.03091406468902541,0.11767838469699701,30.031484375,,-43.66315091050508,,0.0,3.0,falling,-786972.0,-0.0383281249999996,-0.12762647533968124,5.0399999999999805,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 12, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 15.0}]}",False,hma_not_aligned,,Buy,53,1.0,-0.0383281249999996,-0.12762647533968124,,,,,,,,,
ADAUSDT,Buy,40,0.9447,0.95150184,0.916359,Bullish,2025-09-13T10:47:03.614470+00:00,2025-09-13T16:17:03.614470+05:30,Success,160,160.0,,5.04%,53.469862988075306,0.003006207991220977,0.003995100818726183,-0.0009888928275052057,0.9533668052938675,0.94644,0.9395131947061324,0.3744009737403463,-30.25687887095174,10.0,3.0,0.0,0.9388059997321345,0.002955627923941328,0.9500453124999999,-0.0014109374999999869,-0.14851265317937,,28.535463552890604,,falling,-3917443.0,6.0,4.0,15.0,10.0,0.0,5.0,0.3744009737403463,53.469862988075306,-30.25687887095174,-0.0009888928275052057,0.002955627923941328,0.9500453124999999,,28.535463552890604,,3.0,0.0,falling,-3917443.0,-0.0014109374999999869,-0.14851265317937,5.039999999999962,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
ENAUSDT,Sell,40,0.7661,0.76058408,0.789083,Bullish,2025-09-13T10:47:05.274188+00:00,2025-09-13T16:17:05.274188+05:30,Success,100,100.0,,5.04%,41.753209567534505,0.0003762101691416886,0.0014100457106531869,-0.0010338355415114983,0.7762268317736483,0.7706500000000001,0.7650731682263519,0.0920622869153203,-101.29236771518809,10.0,0.0,3.0,0.7677892687616822,0.002518521072174224,0.7698671875,-0.0015953125000000012,-0.2072191835036483,,5.621476383614865,,rising,9270923.0,8.0,14.851834582767998,7.0,5.0,0.0,5.0,0.0920622869153203,41.753209567534505,-101.29236771518809,-0.0010338355415114983,0.002518521072174224,0.7698671875,,5.621476383614865,,0.0,3.0,rising,9270923.0,-0.0015953125000000012,-0.2072191835036483,5.040000000000006,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,,,
LINKUSDT,Buy,41,25.287,25.4690664,24.52839,Bullish,2025-09-13T10:47:09.538106+00:00,2025-09-13T16:17:09.538106+05:30,Fail,374,,374.0,5.04%,37.71586813555559,-0.01282010513532228,0.020487719682972604,-0.03330782481829488,25.629718162791562,25.4538,25.27788183720844,0.025915922059630198,-164.51557391155222,10.0,3.0,0.0,25.351694084472786,0.0662402308526791,25.3703125,-0.034374999999993605,-0.13549300979242412,,-4.797527756847827,,falling,-613412.29,18.0,0.0,8.0,10.0,0.0,5.0,0.025915922059630198,37.71586813555559,-164.51557391155222,-0.03330782481829488,0.0662402308526791,25.3703125,,-4.797527756847827,,3.0,0.0,falling,-613412.29,-0.034374999999993605,-0.13549300979242412,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
PUMPUSDT,Buy,52,0.006359,0.00640478,0.00616823,Bullish,2025-09-13T10:47:10.923962+00:00,2025-09-13T16:17:10.923962+05:30,Success,4,4.0,,5.04%,59.1198843009479,1.0850184144575205e-05,3.500800086493269e-06,7.349384058081936e-06,0.006374672921178934,0.006298,0.006221327078821066,0.8977936347151984,110.8809721071514,10.0,3.0,0.0,0.00632095105631924,3.7396265206200106e-05,0.00634953125,-2.5000000000025e-07,-0.0039372985210561805,,8.397539735230367,,falling,-191224969.0,8.0,13.716653292017053,15.0,10.0,0.0,5.0,0.8977936347151984,59.1198843009479,110.8809721071514,7.349384058081936e-06,3.7396265206200106e-05,0.00634953125,,8.397539735230367,,3.0,0.0,falling,-191224969.0,-2.5000000000025e-07,-0.0039372985210561805,5.040000000000041,,"{""if_confidence_needed"": 65, ""missing_points"": 13, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.28}]}",False,hma_not_aligned,,Buy,52,,-2.5000000000025e-07,-0.0039372985210561805,,,,,,,,,
MOODENGUSDT,Buy,40,0.22132,0.2229135,0.2146804,Bullish,2025-09-13T10:47:15.120334+00:00,2025-09-13T16:17:15.120334+05:30,Success,7,7.0,,5.04%,52.314818328137136,0.0010851601004354117,0.0016027215333580228,-0.0005175614329226111,0.2308143441322501,0.2232905,0.2157666558677499,0.3690496529856533,-31.856698487610977,10.0,3.0,0.0,0.2177092173962833,0.00353133857991246,0.21810109374999997,0.0006696874999999602,0.3070537100412685,,8.936636732844397,,falling,-62042615.0,6.0,4.0,15.0,10.0,0.0,5.0,0.3690496529856533,52.314818328137136,-31.856698487610977,-0.0005175614329226111,0.00353133857991246,0.21810109374999997,,8.936636732844397,,3.0,0.0,falling,-62042615.0,0.0006696874999999602,0.3070537100412685,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
ARIAUSDT,Buy,43,0.14828,0.14934762,0.1438316,Bullish,2025-09-13T10:47:20.785442+00:00,2025-09-13T16:17:20.785442+05:30,Fail,6,,6.0,5.04%,64.58577147696994,0.0015213006445656263,0.0011431637441266422,0.00037813690043898406,0.15056697931130478,0.1450685,0.1395700206886952,0.7920352899570988,86.53054774587271,10.0,3.0,0.0,0.14477305740986068,0.0018561146337057355,0.14977218750000001,0.0006043750000000181,0.4035295271360165,,27.810489890822097,,rising,7319472.0,4.0,13.889399310653996,15.0,5.0,0.0,5.0,0.7920352899570988,64.58577147696994,86.53054774587271,0.00037813690043898406,0.0018561146337057355,0.14977218750000001,,27.810489890822097,,3.0,0.0,rising,7319472.0,0.0006043750000000181,0.4035295271360165,5.03999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.11}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
NAORISUSDT,Buy,42,0.08145,0.08203644,0.0790065,Bullish,2025-09-13T10:47:22.205313+00:00,2025-09-13T16:17:22.205313+05:30,Success,5,5.0,,5.04%,58.335140836870096,0.0004414324762215399,0.00016461068721023364,0.0002768217890113063,0.08238007228620343,0.0797475,0.07711492771379656,0.8233529443659183,104.5190034551737,10.0,3.0,0.0,0.0804563953968091,0.0012745931365607994,0.08138265625,0.00020125000000000004,0.24728856156006832,,10.565552941346438,,rising,1757803.0,8.0,9.21242641726279,15.0,5.0,0.0,5.0,0.8233529443659183,58.335140836870096,104.5190034551737,0.0002768217890113063,0.0012745931365607994,0.08138265625,,10.565552941346438,,3.0,0.0,rising,1757803.0,0.00020125000000000004,0.24728856156006832,5.039999999999946,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.79}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
