Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
XRPUSDT,Sell,41,3.1058,3.08343824,3.198974,Bearish,2025-09-14T03:40:48.174137+00:00,2025-09-14T09:10:48.174137+05:30,Success,36,36.0,,5.04%,44.05662038762022,-0.0009311219441148211,0.0003630527438898362,-0.0012941746880046573,3.1267167591205207,3.11486,3.1030032408794797,0.11793944247715558,-124.41557514542886,-10.0,0.0,3.0,3.1124697645365136,0.007079058716366582,3.1093828125,-0.002009375000000091,-0.06462295320866321,,-3.055938019388343,,falling,-6155445.000000001,8.0,8.387616172797308,15.0,5.0,0.0,5.0,0.11793944247715558,44.05662038762022,-124.41557514542886,-0.0012941746880046573,0.007079058716366582,3.1093828125,,-3.055938019388343,,0.0,3.0,falling,-6155445.000000001,-0.002009375000000091,-0.06462295320866321,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.61}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,
SOMIUSDT,Sell,60,1.229,1.2201512,1.26587,Bearish,2025-09-14T03:40:52.846745+00:00,2025-09-14T09:10:52.846745+05:30,Success,12,12.0,,5.04%,26.94188046955233,-0.01951088402818746,-0.01773793361203183,-0.0017729504161556296,1.2983807059292867,1.26146,1.2245392940707134,0.0604092719384916,-162.02175773132842,-10.0,0.0,3.0,1.2964356358024236,0.014154626427360975,1.2404625,-0.005674999999999875,-0.4574906536876266,,-40.87773745084149,,falling,-10299605.0,8.0,7.006141504765124,15.0,5.0,12.0,5.0,0.0604092719384916,26.94188046955233,-162.02175773132842,-0.0017729504161556296,0.014154626427360975,1.2404625,,-40.87773745084149,,0.0,3.0,falling,-10299605.0,-0.005674999999999875,-0.4574906536876266,5.039999999999994,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 12.99}]}",True,,,Sell,60,1.0,52.0,60.0,-0.005674999999999875,-0.4574906536876266,False,0.25051179206376034,-0.4574906536876266,False,conditions_not_met
SUIUSDT,Sell,41,3.779,3.7517912,3.89237,Bearish,2025-09-14T03:40:57.485246+00:00,2025-09-14T09:10:57.485246+05:30,Success,20,20.0,,5.04%,42.75904247412044,-0.0013704122187228052,0.00020741445506918048,-0.0015778266737919856,3.808647720620724,3.791545,3.7744422793792762,0.13324548537619627,-117.73922966218026,-10.0,0.0,3.0,3.7916225254478158,0.010517482602173573,3.7876765625000006,-0.0042671874999999915,-0.11265976462318358,,-3.196713675403001,,falling,-1471180.1000000003,8.0,7.600466157479716,15.0,5.0,0.0,5.0,0.13324548537619627,42.75904247412044,-117.73922966218026,-0.0015778266737919856,0.010517482602173573,3.7876765625000006,,-3.196713675403001,,0.0,3.0,falling,-1471180.1000000003,-0.0042671874999999915,-0.11265976462318358,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.4}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,
LINKUSDT,Sell,42,24.822,24.6432816,25.56666,Bearish,2025-09-14T03:41:06.829927+00:00,2025-09-14T09:11:06.829927+05:30,Success,16,16.0,,5.04%,44.72689675391332,-0.002760413809742346,0.007863086594268702,-0.010623500404011048,24.984097901043356,24.8843,24.784502098956644,0.18786918688332463,-104.34254814323867,-10.0,0.0,3.0,24.845856710871733,0.05262774524615061,24.839984375,-0.008843750000000483,-0.035602880688206884,,-1.1875288951687344,,falling,-277184.7,8.0,8.844669071489704,15.0,5.0,0.0,5.0,0.18786918688332463,44.72689675391332,-104.34254814323867,-0.010623500404011048,0.05262774524615061,24.839984375,,-1.1875288951687344,,0.0,3.0,falling,-277184.7,-0.008843750000000483,-0.035602880688206884,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.16}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,,,,,,
MOODENGUSDT,Sell,46,0.21173,0.21020554,0.2180819,Bearish,2025-09-14T03:41:09.548207+00:00,2025-09-14T09:11:09.548207+05:30,Success,25,25.0,,5.04%,34.36001532760234,-0.0013181895318266912,-0.00047577902843297013,-0.0008424105033937211,0.2233299050126147,0.21732500000000005,0.21132009498738538,0.034130849010394114,-170.4641350210974,-10.0,0.0,3.0,0.21700953861595967,0.0021603907406254562,0.21409703125,-0.0010431250000000059,-0.487220674621104,,-15.000030311793685,,falling,-40263633.0,8.0,13.358423780133412,15.0,5.0,0.0,5.0,0.034130849010394114,34.36001532760234,-170.4641350210974,-0.0008424105033937211,0.0021603907406254562,0.21409703125,,-15.000030311793685,,0.0,3.0,falling,-40263633.0,-0.0010431250000000059,-0.487220674621104,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.64}]}",False,not_in_gap_or_already_strong,46.0,Sell,46,,,,,,,,,,
LTCUSDT,Sell,63,116.73,115.889544,120.2319,Bearish,2025-09-14T03:41:11.855915+00:00,2025-09-14T09:11:11.855915+05:30,Success,465,465.0,,5.04%,25.384695563120417,-0.3785743489698632,-0.29391604935084076,-0.08465829961902244,118.96712342458822,117.772,116.57687657541179,0.06406176192261274,-152.0565791922615,-10.0,0.0,3.0,118.14828947154372,0.355827572552896,117.09718749999999,-0.056250000000019895,-0.048037020530505826,,-34.43733978695035,,falling,-140730.921,8.0,9.710066750250217,15.0,5.0,12.0,5.0,0.06406176192261274,25.384695563120417,-152.0565791922615,-0.08465829961902244,0.355827572552896,117.09718749999999,,-34.43733978695035,,0.0,3.0,falling,-140730.921,-0.056250000000019895,-0.048037020530505826,5.04000000000002,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 2, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 10.29}]}",True,,,Sell,63,1.0,55.0,63.0,-0.056250000000019895,-0.048037020530505826,False,0.4758388958541848,-0.048037020530505826,False,conditions_not_met
FARTCOINUSDT,Sell,41,0.9346,0.92787088,0.962638,Bearish,2025-09-14T03:41:14.208771+00:00,2025-09-14T09:11:14.208771+05:30,Success,13,13.0,,5.04%,43.51942851193567,-0.0006927120017740096,-4.914815737917916e-05,-0.0006435638443948304,0.9476545426670364,0.940065,0.9324754573329637,0.1399651309863398,-115.10402593893723,-10.0,0.0,3.0,0.9387247612150815,0.0041081972423772165,0.9365234375,-0.0012999999999999678,-0.1388112617309663,,-3.9013296354671745,,falling,-2568569.600000001,8.0,7.759686148014243,15.0,5.0,0.0,5.0,0.1399651309863398,43.51942851193567,-115.10402593893723,-0.0006435638443948304,0.0041081972423772165,0.9365234375,,-3.9013296354671745,,0.0,3.0,falling,-2568569.600000001,-0.0012999999999999678,-0.1388112617309663,5.040000000000025,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.24}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,
HUSDT,Strong Sell,66,0.06075,0.0603126,0.0625725,Bearish,2025-09-14T03:41:15.372856+00:00,2025-09-14T09:11:15.372856+05:30,Success,1,1.0,,5.04%,11.618321004564848,-0.006326564673677232,-0.005551524476429737,-0.0007750401972474947,0.08989005167659936,0.07181850000000001,0.053746948323400656,0.19375900315376668,-90.59393939393935,-10.0,0.0,3.0,0.0773365014606504,0.00243112679588954,0.05709390625000001,-0.0006564062499999981,-1.1496958136403534,,-71.48198868129418,,falling,-538361733.0,4.0,16.65117013451939,15.0,5.0,12.0,5.0,0.19375900315376668,11.618321004564848,-90.59393939393935,-0.0007750401972474947,0.00243112679588954,0.05709390625000001,,-71.48198868129418,,0.0,3.0,falling,-538361733.0,-0.0006564062499999981,-1.1496958136403534,5.039999999999972,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,66,1.0,58.0,66.0,-0.0006564062499999981,-1.1496958136403534,,,,,
TRUMPUSDT,Sell,64,9.077,9.0116456,9.34931,Bearish,2025-09-14T03:41:17.700913+00:00,2025-09-14T09:11:17.700913+05:30,Success,16,16.0,,5.04%,28.605566277785243,-0.01879987687907203,-0.013288295551037981,-0.005511581328034049,9.198099921752723,9.1342,9.070300078247277,0.05242511703418278,-146.64827816783557,-10.0,0.0,3.0,9.149144128551196,0.0202557629745826,9.090984375000001,-0.009562499999999474,-0.10518662892322343,,-25.736824639746718,,falling,-570697.25,8.0,10.5303860456307,15.0,5.0,12.0,5.0,0.05242511703418278,28.605566277785243,-146.64827816783557,-0.005511581328034049,0.0202557629745826,9.090984375000001,,-25.736824639746718,,0.0,3.0,falling,-570697.25,-0.009562499999999474,-0.10518662892322343,5.0400000000000285,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 1, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 9.47}]}",True,,,Sell,64,1.0,56.0,64.0,-0.009562499999999474,-0.10518662892322343,False,0.5441988371358916,-0.10518662892322343,False,conditions_not_met
PENGUUSDT,Sell,40,0.035735,0.03547771,0.03680705,Bearish,2025-09-14T03:41:18.841180+00:00,2025-09-14T09:11:18.841180+05:30,Success,16,16.0,,5.04%,38.295868974868434,-8.456849506583569e-05,-6.434319608680989e-05,-2.02252989790258e-05,0.036363053937122185,0.0359642,0.03556534606287782,0.21267677379127037,-100.81450103986192,-10.0,0.0,3.0,0.03603167376409293,0.00014050048667206015,0.03568989062500001,-2.66874999999972e-05,-0.07477607673390618,,-16.432510983723233,,falling,-182159548.0,8.0,7.4548433745258125,15.0,5.0,0.0,5.0,0.21267677379127037,38.295868974868434,-100.81450103986192,-2.02252989790258e-05,0.00014050048667206015,0.03568989062500001,,-16.432510983723233,,0.0,3.0,falling,-182159548.0,-2.66874999999972e-05,-0.07477607673390618,5.039999999999985,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.55}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
