Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
BTCUSDT,Buy,40,113786.2,114605.46064,110372.614,Bullish,2025-09-10T15:52:51.979460+00:00,2025-09-10T21:22:51.979460+05:30,Inconclusive,600,,,5.04%,50.53642607304631,58.45068854431156,107.04364867315431,-48.59296012884275,114152.70167362102,113908.705,113664.70832637898,0.24896174160496523,-71.44981475817225,5.0,3.0,0.0,113519.12345400562,168.25212510969155,113788.909375,-20.38593749998836,-0.017915575087203754,,7.881678711309649,,falling,-1230.0270000000005,6.0,4.0,15.0,10.0,0.0,5.0,0.24896174160496523,50.53642607304631,-71.44981475817225,-48.59296012884275,168.25212510969155,113788.909375,,7.881678711309649,,3.0,0.0,falling,-1230.0270000000005,-20.38593749998836,-0.017915575087203754,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
ETHUSDT,Buy,40,4401.86,4433.553392,4269.8042,Bullish,2025-09-10T15:52:52.886805+00:00,2025-09-10T21:22:52.886805+05:30,Inconclusive,600,,,5.04%,49.05128518183744,2.860160010396612,6.178685039926626,-3.318525029530014,4432.787370379097,4412.039500000001,4391.291629620904,0.2546856661911459,-81.541758491483,5.0,3.0,0.0,4389.839480007038,11.501648306862533,4405.8628125000005,-0.562343749998945,-0.012763532909002598,,5.695144281315344,,falling,-166497.57600000003,6.0,4.0,15.0,10.0,0.0,5.0,0.2546856661911459,49.05128518183744,-81.541758491483,-3.318525029530014,11.501648306862533,4405.8628125000005,,5.695144281315344,,3.0,0.0,falling,-166497.57600000003,-0.562343749998945,-0.012763532909002598,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
BAKEUSDT,Buy,41,0.1332,0.13415904,0.129204,Bullish,2025-09-10T15:52:57.361856+00:00,2025-09-10T21:22:57.361856+05:30,Fail,5,,5.0,5.04%,36.72122109618638,-0.00296894226807623,-0.002553071890257205,-0.00041587037781902524,0.14925882315975236,0.13953500000000002,0.12981117684024768,0.17425363995608933,-101.78117048346074,5.0,3.0,0.0,0.14375074329794774,0.007491668469287454,0.14096874999999998,-0.0024156250000000046,-1.7135890046552904,,-14.237743701872546,,falling,-378358882.0,18.0,0.0,8.0,10.0,0.0,5.0,0.17425363995608933,36.72122109618638,-101.78117048346074,-0.00041587037781902524,0.007491668469287454,0.14096874999999998,,-14.237743701872546,,3.0,0.0,falling,-378358882.0,-0.0024156250000000046,-1.7135890046552904,5.03999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
ENAUSDT,Buy,44,0.7963,0.80203336,0.772411,Bullish,2025-09-10T15:53:00.907495+00:00,2025-09-10T21:23:00.907495+05:30,Fail,214,,214.0,5.04%,31.254708320573897,-0.0037137623881801085,-0.002488799860377687,-0.0012249625278024216,0.8175492759759253,0.8070999999999999,0.7966507240240746,-0.016782216532638037,-197.1882752917418,5.0,0.0,3.0,0.809453648075421,0.004240572679980148,0.8043359375000001,-0.001376562499999956,-0.1711427322616622,,-21.72078678520676,,falling,-19471805.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.016782216532638037,31.254708320573897,-197.1882752917418,-0.0012249625278024216,0.004240572679980148,0.8043359375000001,,-21.72078678520676,,0.0,3.0,falling,-19471805.0,-0.001376562499999956,-0.1711427322616622,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
OPENUSDT,Buy,54,1.063,1.0706536,1.03111,Bullish,2025-09-10T15:53:03.599080+00:00,2025-09-10T21:23:03.599080+05:30,Fail,5,,5.0,5.04%,22.817213268135305,-0.017418849699768257,-0.01560168316670352,-0.0018171665330647367,1.1280195394132106,1.0936299999999999,1.0592404605867891,0.05466108993257704,-145.8200296454536,5.0,0.0,3.0,1.123785079017112,0.01140869854132131,1.0704796875,-0.0033562499999999496,-0.31352766794091547,,-44.09585736812289,,falling,-17490892.0,24.0,0.0,8.0,5.0,12.0,5.0,0.05466108993257704,22.817213268135305,-145.8200296454536,-0.0018171665330647367,0.01140869854132131,1.0704796875,,-44.09585736812289,,0.0,3.0,falling,-17490892.0,-0.0033562499999999496,-0.31352766794091547,5.040000000000025,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.0033562499999999496,-0.31352766794091547,,,,,,,,,
HYPEUSDT,Buy,40,55.332,55.7303904,53.67204,Bullish,2025-09-10T15:53:06.275079+00:00,2025-09-10T21:23:06.275079+05:30,Success,374,374.0,,5.04%,60.107743392280014,0.07027082363574522,0.03833129212652772,0.031939531509217495,55.3946614373537,55.0564,54.718138562646295,0.9073772082269976,168.27555945590348,5.0,3.0,0.0,54.948913281465344,0.21902841381073562,54.9675625,0.04657812499999636,0.08473747585222896,,9.69144545114481,,rising,210010.53000000003,8.0,7.4997685591769905,15.0,5.0,0.0,5.0,0.9073772082269976,60.107743392280014,168.27555945590348,0.031939531509217495,0.21902841381073562,54.9675625,,9.69144545114481,,3.0,0.0,rising,210010.53000000003,0.04657812499999636,0.08473747585222896,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.5}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
SOMIUSDT,Buy,62,1.0368,1.04426496,1.005696,Bullish,2025-09-10T15:53:08.065405+00:00,2025-09-10T21:23:08.065405+05:30,Fail,114,,114.0,5.04%,27.81622724742587,-0.014248575654996376,-0.008754835435034294,-0.005493740219962082,1.1218548732026485,1.0805799999999999,1.0393051267973512,-0.030346874538557122,-185.4499579478547,5.0,0.0,3.0,1.0954329006076111,0.01358561349049217,1.0652515624999999,-0.010110937500000139,-0.949159602852039,,-26.90859354311927,,falling,-11780158.0,32.0,0.0,8.0,5.0,12.0,5.0,-0.030346874538557122,27.81622724742587,-185.4499579478547,-0.005493740219962082,0.01358561349049217,1.0652515624999999,,-26.90859354311927,,0.0,3.0,falling,-11780158.0,-0.010110937500000139,-0.949159602852039,5.0400000000000515,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",False,hma_not_aligned,,Buy,62,1.0,-0.010110937500000139,-0.949159602852039,,,,,,,,,
1000PEPEUSDT,Buy,40,0.0105451,0.01062102,0.01022875,Bullish,2025-09-10T15:53:11.667272+00:00,2025-09-10T21:23:11.667272+05:30,Inconclusive,600,,,5.04%,49.41650474553674,2.0414028413084234e-06,6.686517762356549e-06,-4.645114921048126e-06,0.010599694373762241,0.01055635,0.01051300562623776,0.3702253715590504,-48.862836371996885,5.0,3.0,0.0,0.010526368738434636,3.4261293578842954e-05,0.0105509203125,-2.890624999999855e-06,-0.02739689917452265,,1.4403595827980484,,falling,-317704434.0,6.0,4.0,15.0,10.0,0.0,5.0,0.3702253715590504,49.41650474553674,-48.862836371996885,-4.645114921048126e-06,3.4261293578842954e-05,0.0105509203125,,1.4403595827980484,,3.0,0.0,falling,-317704434.0,-2.890624999999855e-06,-0.02739689917452265,5.040000000000025,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
ONDOUSDT,Buy,41,1.033,1.0404376,1.00201,Bullish,2025-09-10T15:53:15.245344+00:00,2025-09-10T21:23:15.245344+05:30,Fail,226,,226.0,5.04%,61.39212776683791,0.00217064782672316,0.0014041146516073203,0.0007665331751158396,1.0338483506958398,1.0263499999999999,1.01885164930416,0.9434308469787531,181.44025747620466,5.0,3.0,0.0,1.0241902573414332,0.0041159289955301865,1.03011875,0.0011937499999998824,0.11588469775934887,,12.808153796710858,,rising,4465215.8,8.0,8.469658301384374,15.0,5.0,0.0,5.0,0.9434308469787531,61.39212776683791,181.44025747620466,0.0007665331751158396,0.0041159289955301865,1.03011875,,12.808153796710858,,3.0,0.0,rising,4465215.8,0.0011937499999998824,0.11588469775934887,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.53}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
HIFIUSDT,Buy,44,0.07509,0.07563065,0.0728373,Bullish,2025-09-10T15:53:18.828743+00:00,2025-09-10T21:23:18.828743+05:30,Success,1,1.0,,5.04%,32.57205681583187,-0.002681044313835021,-0.002240009222211835,-0.0004410350916231858,0.0862663543359076,0.080806,0.07534564566409241,-0.02340925591689762,-254.87066959239314,5.0,0.0,3.0,0.08398534805448372,0.0029645144486864137,0.07843703125,-0.0007264062500000057,-0.9261011519989237,,-30.009195310225373,,falling,-57671173.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.02340925591689762,32.57205681583187,-254.87066959239314,-0.0004410350916231858,0.0029645144486864137,0.07843703125,,-30.009195310225373,,0.0,3.0,falling,-57671173.0,-0.0007264062500000057,-0.9261011519989237,5.040000000000044,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
