Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
ETHUSDT,Buy,42,4414.52,4446.304544,4282.0844,Bullish,2025-09-11T04:25:03.068549+00:00,2025-09-11T09:55:03.068549+05:30,Success,163,163.0,,5.04%,72.57735077957906,10.713481164751101,8.96915653269786,1.7443246320532406,4417.724323827218,4391.599499999999,4365.474676172781,0.9386728146300694,153.5047140717244,10.0,3.0,0.0,4378.550280869105,7.785372542435528,4408.35703125,2.8299999999999272,0.06419625225313191,,34.613005854481074,,rising,74424.917,8.0,9.37723672709198,15.0,5.0,0.0,5.0,0.9386728146300694,72.57735077957906,153.5047140717244,1.7443246320532406,7.785372542435528,4408.35703125,,34.613005854481074,,3.0,0.0,rising,74424.917,2.8299999999999272,0.06419625225313191,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.62}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
MYXUSDT,Buy,49,17.329,17.4537688,16.80913,Bullish,2025-09-11T04:25:06.582205+00:00,2025-09-11T09:55:06.582205+05:30,Success,1,1.0,,5.04%,35.830934014009316,-0.041031290299262224,0.10643358995420305,-0.14746488025346527,18.778750655622414,18.098300000000002,17.41784934437759,-0.06528713261090058,-212.3210134092997,10.0,3.0,0.0,17.664644929731487,0.2968961636538914,17.928421874999998,-0.16229687500000267,-0.9052490851206204,,-3.438926611140093,,falling,-2726994.0,26.0,0.0,8.0,10.0,0.0,5.0,-0.06528713261090058,35.830934014009316,-212.3210134092997,-0.14746488025346527,0.2968961636538914,17.928421874999998,,-3.438926611140093,,3.0,0.0,falling,-2726994.0,-0.16229687500000267,-0.9052490851206204,5.039999999999929,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
BAKEUSDT,Buy,41,0.1192,0.12005824,0.115624,Bullish,2025-09-11T04:25:07.443111+00:00,2025-09-11T09:55:07.443111+05:30,Fail,2,,2.0,5.04%,36.74303377654721,-0.0023667432775826697,-0.0015330387618519424,-0.0008337045157307272,0.13203086206779993,0.12464000000000001,0.1172491379322001,0.13197797834026062,-125.56561085972731,10.0,3.0,0.0,0.1251129354858029,0.00352699050965491,0.11940156249999999,-0.001134374999999993,-0.9500503814596171,,-18.758487036088017,,falling,-120307868.0,18.0,0.0,8.0,10.0,0.0,5.0,0.13197797834026062,36.74303377654721,-125.56561085972731,-0.0008337045157307272,0.00352699050965491,0.11940156249999999,,-18.758487036088017,,3.0,0.0,falling,-120307868.0,-0.001134374999999993,-0.9500503814596171,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
NAORISUSDT,Buy,44,0.07724,0.07779613,0.0749228,Bullish,2025-09-11T04:25:13.542141+00:00,2025-09-11T09:55:13.542141+05:30,Fail,1,,1.0,5.04%,33.38723478226446,-0.0013634519888712227,3.215059898314433e-05,-0.0013956025878543669,0.09594622200273115,0.0866585,0.07737077799726885,-0.0070403699222690375,-188.51929135469072,10.0,0.0,3.0,0.0858330976024179,0.004459803828966859,0.08687984375,-0.0025050000000000072,-2.8832924782970815,,-9.295793244199738,,falling,-118661167.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.0070403699222690375,33.38723478226446,-188.51929135469072,-0.0013956025878543669,0.004459803828966859,0.08687984375,,-9.295793244199738,,0.0,3.0,falling,-118661167.0,-0.0025050000000000072,-2.8832924782970815,5.040000000000027,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
PUMPUSDT,Buy,42,0.006034,0.00607744,0.00585298,Bullish,2025-09-11T04:25:16.985287+00:00,2025-09-11T09:55:16.985287+05:30,Success,5,5.0,,5.04%,68.80046201067942,5.69256835152342e-05,4.6481787745214414e-05,1.0443895770019786e-05,0.006054342492444011,0.00591305,0.00577175750755599,0.9280128331939803,136.1413783071022,10.0,3.0,0.0,0.005840546238613905,5.2834318101193264e-05,0.00601209375,2.462500000000121e-05,0.4095910846367159,,27.820553845758152,,rising,2357193320.0,8.0,8.744141828430523,15.0,5.0,0.0,5.0,0.9280128331939803,68.80046201067942,136.1413783071022,1.0443895770019786e-05,5.2834318101193264e-05,0.00601209375,,27.820553845758152,,3.0,0.0,rising,2357193320.0,2.462500000000121e-05,0.4095910846367159,5.040000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.26}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
XNYUSDT,Buy,43,0.014283,0.01438584,0.01385451,Bullish,2025-09-11T04:25:32.639598+00:00,2025-09-11T09:55:32.639598+05:30,Fail,14,,14.0,5.04%,54.23381075183995,3.2078783057797045e-05,-2.973802533302667e-05,6.181680839082372e-05,0.01471330387099519,0.0139965,0.01327969612900481,0.6998454609363591,66.07981759476097,10.0,3.0,0.0,0.014033271879218804,0.0002966020639633546,0.014248578125,0.00013470312499999984,0.9453794183410833,,2.5721391746702733,,falling,-176499859.0,4.0,9.001999586769799,15.0,10.0,0.0,5.0,0.6998454609363591,54.23381075183995,66.07981759476097,6.181680839082372e-05,0.0002966020639633546,0.014248578125,,2.5721391746702733,,3.0,0.0,falling,-176499859.0,0.00013470312499999984,0.9453794183410833,5.040000000000039,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
1000SATSUSDT,Buy,41,4.15e-05,4.18e-05,4.025e-05,Bullish,2025-09-11T04:25:37.835118+00:00,2025-09-11T09:55:37.835118+05:30,Success,38,38.0,,5.04%,64.42444109847175,1.0591741195377081e-07,6.734184205082173e-08,3.8575569902949085e-08,4.160576913250314e-05,4.117e-05,4.073423086749686e-05,0.8786408620826529,127.72585669781695,10.0,3.0,0.0,4.119770489840417e-05,2.130824376100183e-07,4.15046875e-05,3.593749999999664e-08,0.0865866054285956,,20.347644546149315,,rising,12945181212.0,8.0,8.344861491425185,15.0,5.0,0.0,5.0,0.8786408620826529,64.42444109847175,127.72585669781695,3.8575569902949085e-08,2.130824376100183e-07,4.15046875e-05,,20.347644546149315,,3.0,0.0,rising,12945181212.0,3.593749999999664e-08,0.0865866054285956,5.0399999999999645,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.66}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
BCHUSDT,Buy,49,587.09,591.317048,569.4773,Bullish,2025-09-11T04:25:40.457118+00:00,2025-09-11T09:55:40.457118+05:30,Success,3,3.0,,5.04%,80.59235470196239,2.448167607526557,1.5641222954376892,0.8840453120888676,589.5674865378936,581.0464999999999,572.5255134621062,0.8546244306996643,112.0286656700105,10.0,3.0,0.0,580.5704097834655,1.5298342129565183,587.77359375,1.3353124999999864,0.22718143758052867,,55.47497290716856,,rising,34508.42399999999,8.0,16.0,15.0,5.0,0.0,5.0,0.8546244306996643,80.59235470196239,112.0286656700105,0.8840453120888676,1.5298342129565183,587.77359375,,55.47497290716856,,3.0,0.0,rising,34508.42399999999,1.3353124999999864,0.22718143758052867,5.039999999999962,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
MUSDT,Buy,45,2.0106,2.02507632,1.950282,Bullish,2025-09-11T04:25:45.661696+00:00,2025-09-11T09:55:45.661696+05:30,Success,4,4.0,,5.04%,63.66584376170384,0.01005171993517684,0.004351048736864144,0.005700671198312695,2.0232296001306294,1.9762999999999997,1.9293703998693699,0.8654409999715065,115.08296151701113,10.0,3.0,0.0,1.980278627003296,0.017460947788047812,2.0086015625,0.010634374999999752,0.5294417369049393,,18.90191479301405,,rising,606265.0,8.0,11.835548815577848,15.0,5.0,0.0,5.0,0.8654409999715065,63.66584376170384,115.08296151701113,0.005700671198312695,0.017460947788047812,2.0086015625,,18.90191479301405,,3.0,0.0,rising,606265.0,0.010634374999999752,0.5294417369049393,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.16}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
TAUSDT,Buy,62,0.12502,0.12592014,0.1212694,Bullish,2025-09-11T04:25:46.551031+00:00,2025-09-11T09:55:46.551031+05:30,Success,1,1.0,,5.04%,28.759950346340844,-0.0010403996101103485,-0.0007462650482629496,-0.00029413456184739894,0.1316115764483061,0.128754,0.12589642355169392,-0.15335084949581204,-218.55048383870908,10.0,0.0,3.0,0.1295039079399256,0.0014824376658228713,0.12736703125,-0.00017124999999998392,-0.13445394645640207,,-24.339782330035508,,falling,-12936804.0,32.0,0.0,8.0,5.0,12.0,5.0,-0.15335084949581204,28.759950346340844,-218.55048383870908,-0.00029413456184739894,0.0014824376658228713,0.12736703125,,-24.339782330035508,,0.0,3.0,falling,-12936804.0,-0.00017124999999998392,-0.13445394645640207,5.039999999999953,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",False,hma_not_aligned,,Buy,62,1.0,-0.00017124999999998392,-0.13445394645640207,,,,,,,,,
