Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule
AVAXUSDT,Buy,60,28.726,28.9328272,27.86422,Bullish,2025-09-10T20:41:18.950333+00:00,2025-09-11T02:11:18.950333+05:30,Success,24,24,,5.04%,57.28851991975348,0.007841569337823984,-0.015356609714408196,0.02319817905223218,28.742941709051806,28.581300000000006,28.419658290948206,0.9475948715489715,131.4197417698903,10.0,3.0,0.0,28.590094281561857,0.10627720469110538,28.651593750000004,0.039515625000003496,0.13791772054566248,,1.4890819173093062,,falling,-499939.0,8.0,14.238717925182396,15.0,10.0,0.0,5.0,0.9475948715489715,57.28851991975348,131.4197417698903,0.02319817905223218,0.10627720469110538,28.651593750000004,,1.4890819173093062,,3.0,0.0,falling,-499939.0,0.039515625000003496,0.13791772054566248,5.039999999999983,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.76}]}",True,52.0,60.0,0.039515625000003496,0.13791772054566248,False,0.4365598270985329,0.13791772054566248,True,conditions_not_met,Buy,60,,,,,
SUIUSDT,Buy,48,3.5767,3.60245224,3.469399,Bullish,2025-09-10T20:41:29.938489+00:00,2025-09-11T02:11:29.938489+05:30,Success,86,86,,5.04%,57.374511283048626,0.0004485538888316931,-0.0031328092400868123,0.0035813631289185054,3.5834939709462903,3.5611949999999992,3.538896029053708,0.8476617830783777,115.24729294703118,10.0,0.0,3.0,3.571857020066548,0.0077210875563208155,3.57459375,0.0049890625000004185,0.1395700560378482,,0.8141287511614226,,falling,-1085805.2000000002,8.0,15.132203134217734,15.0,5.0,0.0,5.0,0.8476617830783777,57.374511283048626,115.24729294703118,0.0035813631289185054,0.0077210875563208155,3.57459375,,0.8141287511614226,,0.0,3.0,falling,-1085805.2000000002,0.0049890625000004185,0.1395700560378482,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,,,,,,,Buy,48,not_in_gap_or_already_strong,48.0,,,
FARTCOINUSDT,Buy,44,0.8778,0.88412016,0.851466,Bullish,2025-09-10T20:41:37.362225+00:00,2025-09-11T02:11:37.362225+05:30,Success,220,220,,5.04%,55.83311688835533,0.0008060089448854724,-0.0005667061300170522,0.0013727150749025246,0.8819948265700949,0.8710850000000001,0.8601751734299053,0.8077500800244889,117.2654690618782,10.0,3.0,0.0,0.8744788193909658,0.0048876134699715095,0.879309375,0.0020921874999999535,0.23793531144825492,,3.8823181217483884,,rising,4882814.600000001,8.0,10.740541575161146,15.0,5.0,0.0,5.0,0.8077500800244889,55.83311688835533,117.2654690618782,0.0013727150749025246,0.0048876134699715095,0.879309375,,3.8823181217483884,,3.0,0.0,rising,4882814.600000001,0.0020921874999999535,0.23793531144825492,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.26}]}",False,,,,,,,,,,Buy,44,not_in_gap_or_already_strong,44.0,,,
KAITOUSDT,Buy,44,1.2446,1.25356112,1.207262,Bullish,2025-09-10T20:41:40.942156+00:00,2025-09-11T02:11:40.942156+05:30,Success,42,42,,5.04%,56.67894043319404,0.0018319010869043417,-0.0004356185399895754,0.002267519626893917,1.2528892595406034,1.235245,1.2176007404593965,0.7651003851556373,95.71677659010058,10.0,0.0,3.0,1.2443190662731556,0.00490661724053301,1.2490343750000001,0.0034031250000001734,0.2724604757175056,,8.577213124384281,,falling,-154911.49999999988,4.0,15.091240334765192,15.0,5.0,0.0,5.0,0.7651003851556373,56.67894043319404,95.71677659010058,0.002267519626893917,0.00490661724053301,1.2490343750000001,,8.577213124384281,,0.0,3.0,falling,-154911.49999999988,0.0034031250000001734,0.2724604757175056,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,,,,,,,Buy,44,not_in_gap_or_already_strong,44.0,,,
DOTUSDT,Buy,49,4.188,4.2181536,4.06236,Bullish,2025-09-10T20:41:55.488957+00:00,2025-09-11T02:11:55.488957+05:30,Success,94,94,,5.04%,59.19171048373396,0.002001796044679871,-0.0009482489453147909,0.002950044989994662,4.1978899855583665,4.1716500000000005,4.145410014441635,0.8115474275630161,104.46373217606596,10.0,3.0,0.0,4.174042000415279,0.010337503980924435,4.183890625,0.0059531249999995595,0.1422868218501663,,4.461639180070232,,falling,-298464.80000000005,8.0,10.8489530829221,15.0,10.0,0.0,5.0,0.8115474275630161,59.19171048373396,104.46373217606596,0.002950044989994662,0.010337503980924435,4.183890625,,4.461639180070232,,3.0,0.0,falling,-298464.80000000005,0.0059531249999995595,0.1422868218501663,5.040000000000038,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.15}]}",False,,,,,,,,,,Buy,49,not_in_gap_or_already_strong,49.0,,,
WUSDT,Buy,40,0.09436,0.09503939,0.0915292,Bullish,2025-09-10T20:41:57.870913+00:00,2025-09-11T02:11:57.870913+05:30,Success,96,96,,5.04%,59.00841777145608,0.0005285512450135255,0.00029032933335627686,0.0002382219116572486,0.09591348125150602,0.0929715,0.09002951874849398,0.7359804297340811,66.29213483146013,10.0,3.0,0.0,0.09323951482205882,0.0007898950965327736,0.09562109375000001,0.00044562500000000504,0.46603210915479093,,17.192494865907975,,rising,17251732.799999997,4.0,11.238082505980904,15.0,5.0,0.0,5.0,0.7359804297340811,59.00841777145608,66.29213483146013,0.0002382219116572486,0.0007898950965327736,0.09562109375000001,,17.192494865907975,,3.0,0.0,rising,17251732.799999997,0.00044562500000000504,0.46603210915479093,5.040000000000006,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.76}]}",False,,,,,,,,,,Buy,40,not_in_gap_or_already_strong,40.0,,,
OGUSDT,Buy,42,24.411,24.5867592,23.67867,Bullish,2025-09-10T20:42:03.919988+00:00,2025-09-11T02:12:03.919988+05:30,Success,3,3,,5.04%,64.63029143403992,0.11503689853100241,0.12236514549932581,-0.007328246968323404,24.417881165017267,24.1886,23.959318834982735,0.9849940464652922,146.7077585363453,10.0,3.0,0.0,23.909080630670847,0.17458720802768135,24.274921875000004,-0.014546875000000625,-0.05992552756671075,,21.325806058802435,,rising,16394.699999999993,8.0,9.0,15.0,5.0,0.0,5.0,0.9849940464652922,64.63029143403992,146.7077585363453,-0.007328246968323404,0.17458720802768135,24.274921875000004,,21.325806058802435,,3.0,0.0,rising,16394.699999999993,-0.014546875000000625,-0.05992552756671075,5.040000000000048,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,,,,,,,,,,Buy,42,not_in_gap_or_already_strong,42.0,,,
BIDUSDT,Buy,48,0.1084,0.10918048,0.105148,Bullish,2025-09-10T20:42:06.309023+00:00,2025-09-11T02:12:06.309023+05:30,Success,14,14,,5.04%,64.06406392154183,0.0005518420258144724,-2.7251805090881766e-05,0.0005790938309053542,0.1091221228050629,0.105264,0.1014058771949371,0.9064152644240254,128.87356817120886,10.0,0.0,3.0,0.10687524756651123,0.0012140549964164196,0.10780343749999999,0.0009103124999999962,0.8444188062184903,,12.48228872177278,,falling,-5780470.0,8.0,15.44779436084246,15.0,5.0,0.0,5.0,0.9064152644240254,64.06406392154183,128.87356817120886,0.0005790938309053542,0.0012140549964164196,0.10780343749999999,,12.48228872177278,,0.0,3.0,falling,-5780470.0,0.0009103124999999962,0.8444188062184903,5.040000000000001,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,,,,,,,,,,Buy,48,not_in_gap_or_already_strong,48.0,,,
NEARUSDT,Strong Buy,67,2.694,2.7133968,2.61318,Bullish,2025-09-10T20:42:11.082023+00:00,2025-09-11T02:12:11.082023+05:30,Success,94,94,,5.04%,59.9442210795374,0.0015321165598587427,-0.0018581766265304712,0.003390293186389214,2.698838274387194,2.67685,2.6548617256128058,0.889980580058343,126.61498708010276,10.0,3.0,0.0,2.6858654990113564,0.007944299966029703,2.6920156250000002,0.0046874999999997335,0.17412603242225733,,4.473190186211818,,falling,-110045.0,8.0,14.242190856497288,15.0,10.0,0.0,5.0,0.889980580058343,59.9442210795374,126.61498708010276,0.003390293186389214,0.007944299966029703,2.6920156250000002,,4.473190186211818,,3.0,0.0,falling,-110045.0,0.0046874999999997335,0.17412603242225733,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,52.0,60.0,0.0046874999999997335,0.17412603242225733,True,0.8535159047081073,0.17412603242225733,True,,Buy,67,,,60.0,67.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
TAOUSDT,Strong Buy,70,340.93,343.384696,330.7021,Bullish,2025-09-10T20:42:14.657667+00:00,2025-09-11T02:12:14.657667+05:30,Success,68,68,,5.04%,58.916931371674124,-0.11656976578501599,-0.6068258107557493,0.4902560449707333,341.5503777236442,338.709,335.8676222763558,0.8908315289301746,126.24773195220708,10.0,3.0,0.0,340.4706996241504,0.9201068038259447,340.29687500000006,0.6062500000000455,0.17815326690850317,,-3.6631198624216985,,falling,-2568.5429999999997,8.0,17.0,15.0,10.0,0.0,5.0,0.8908315289301746,58.916931371674124,126.24773195220708,0.4902560449707333,0.9201068038259447,340.29687500000006,,-3.6631198624216985,,3.0,0.0,falling,-2568.5429999999997,0.6062500000000455,0.17815326690850317,5.040000000000026,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,55.0,63.0,0.6062500000000455,0.17815326690850317,True,1.0656502982744476,0.17815326690850317,True,,Buy,70,,,63.0,70.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
