Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,SUPERVISOR__reason
KAITOUSDT,Buy,54,1.2426,1.25154672,1.205322,Bullish,2025-09-10T16:26:59.881624+00:00,2025-09-10T21:56:59.881624+05:30,Success,27,27.0,,5.04%,22.503665469301694,-0.013462054109818933,-0.011343843090073257,-0.0021182110197456756,1.3015097027427944,1.26925,1.2369902972572056,0.08694597695955777,-143.04392846487352,5.0,0.0,3.0,1.2844389759190542,0.007420229709898701,1.2503031249999998,-0.0027999999999999137,-0.22394569316939952,,-46.31407750391595,,falling,-4947822.0,24.0,0.0,8.0,5.0,12.0,5.0,0.08694597695955777,22.503665469301694,-143.04392846487352,-0.0021182110197456756,0.007420229709898701,1.2503031249999998,,-46.31407750391595,,0.0,3.0,falling,-4947822.0,-0.0027999999999999137,-0.22394569316939952,5.03999999999998,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.0027999999999999137,-0.22394569316939952,,,,,,,,,,
PENGUUSDT,Buy,40,0.035039,0.03529128,0.03398783,Bullish,2025-09-10T16:27:03.041695+00:00,2025-09-10T21:57:03.041695+05:30,Success,28,28.0,,5.04%,47.39578010208414,-4.455845020109872e-07,5.471716935376857e-05,-5.5162753855779556e-05,0.0355620861949739,0.03519505,0.0348280138050261,0.287418785753412,-86.73591212989199,5.0,3.0,0.0,0.03493682681261469,0.00022031269952563453,0.035074609374999996,-4.839062500000546e-05,-0.1379648294372643,,0.14243790235510048,,falling,-140998614.0,6.0,4.0,15.0,10.0,0.0,5.0,0.287418785753412,47.39578010208414,-86.73591212989199,-5.5162753855779556e-05,0.00022031269952563453,0.035074609374999996,,0.14243790235510048,,3.0,0.0,falling,-140998614.0,-4.839062500000546e-05,-0.1379648294372643,5.039999999999948,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
NAORISUSDT,Buy,46,0.09652,0.09721494,0.0936244,Bullish,2025-09-10T16:27:04.038869+00:00,2025-09-10T21:57:04.038869+05:30,Success,1,1.0,,5.04%,88.32067812703252,0.010352249544294284,0.007736554562813424,0.00261569498148086,0.09656408252849741,0.071007,0.04544991747150259,0.9991375672781065,164.8775946877504,5.0,3.0,0.0,0.06138630874244589,0.00678359442340657,0.08682187499999998,0.004369843749999991,5.0331137746103645,,61.75048881469802,,rising,969401446.0,8.0,13.254191161389569,15.0,5.0,0.0,5.0,0.9991375672781065,88.32067812703252,164.8775946877504,0.00261569498148086,0.00678359442340657,0.08682187499999998,,61.75048881469802,,3.0,0.0,rising,969401446.0,0.004369843749999991,5.0331137746103645,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.75}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
LTCUSDT,Strong Buy,68,117.28,118.124416,113.7616,Bullish,2025-09-10T16:27:05.036459+00:00,2025-09-10T21:57:05.036459+05:30,Success,1,1.0,,5.04%,84.31870889733435,0.42637611128917285,0.16300701762732767,0.2633690936618452,116.29193050730517,114.62849999999999,112.96506949269481,1.2969975266040852,415.67924861220155,5.0,3.0,0.0,114.39771571287478,0.4150605062987949,114.87203124999999,0.24671874999999943,0.2147770413000331,,33.00238487173076,,rising,367835.897,8.0,20.0,15.0,5.0,0.0,5.0,1.2969975266040852,84.31870889733435,415.67924861220155,0.2633690936618452,0.4150605062987949,114.87203124999999,,33.00238487173076,,3.0,0.0,rising,367835.897,0.24671874999999943,0.2147770413000331,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,,0.24671874999999943,0.2147770413000331,53.0,61.0,True,61.0,68.0,1.2690636168224125,0.2147770413000331,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
ARBUSDT,Buy,41,0.5106,0.51427632,0.495282,Bullish,2025-09-10T16:27:07.051928+00:00,2025-09-10T21:57:07.051928+05:30,Success,25,25.0,,5.04%,34.43429819666828,-0.00129704708191547,-0.0005243070608566842,-0.0007727400210587859,0.5201620545959477,0.51534,0.5105179454040524,0.008508260775047545,-177.60019822832567,5.0,3.0,0.0,0.5143754837904398,0.0020565282979226993,0.5133140625,-0.000965625000000081,-0.18811582821191092,,-15.492789820611666,,falling,-8684698.1,18.0,0.0,8.0,10.0,0.0,5.0,0.008508260775047545,34.43429819666828,-177.60019822832567,-0.0007727400210587859,0.0020565282979226993,0.5133140625,,-15.492789820611666,,3.0,0.0,falling,-8684698.1,-0.000965625000000081,-0.18811582821191092,5.039999999999938,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
AAVEUSDT,Buy,42,302.63,304.808936,293.5511,Bullish,2025-09-10T16:27:09.164036+00:00,2025-09-10T21:57:09.164036+05:30,Inconclusive,600,,,5.04%,45.423374818005506,-0.06729830133667747,0.1527006376979715,-0.21999893903464895,305.0820389642931,303.63399999999996,302.18596103570684,0.1533242458395864,-104.60267352586061,5.0,3.0,0.0,302.5935001813149,0.9062622368096508,303.01953125,-0.16546875000005912,-0.05460662859502035,,-1.6544356682333,,falling,-11737.7,12.0,0.0,15.0,10.0,0.0,5.0,0.1533242458395864,45.423374818005506,-104.60267352586061,-0.21999893903464895,0.9062622368096508,303.01953125,,-1.6544356682333,,3.0,0.0,falling,-11737.7,-0.16546875000005912,-0.05460662859502035,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,,
BIDUSDT,Buy,59,0.10453,0.10528262,0.1013941,Bullish,2025-09-10T16:27:13.182914+00:00,2025-09-10T21:57:13.182914+05:30,Success,5,5.0,,5.04%,27.754944599137815,-0.0038079574233665092,-0.0040805601612427765,0.0002726027378762673,0.1168336792346638,0.107267,0.0977003207653362,0.35695140743912535,-49.317173881867085,5.0,0.0,3.0,0.1132597713181182,0.0020118723616953894,0.10150187499999999,0.0008179687499999949,0.8058656551910938,,-56.62847097422539,,falling,-56551122.0,18.0,3.2519288169539395,8.0,5.0,12.0,5.0,0.35695140743912535,27.754944599137815,-49.317173881867085,0.0002726027378762673,0.0020118723616953894,0.10150187499999999,,-56.62847097422539,,0.0,3.0,falling,-56551122.0,0.0008179687499999949,0.8058656551910938,5.039999999999984,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 16.75}]}",True,,,Buy,59,1.0,0.0008179687499999949,0.8058656551910938,51.0,59.0,False,,,0.27099406807949494,0.8058656551910938,True,,conditions_not_met
OGUSDT,Buy,43,23.229,23.3962488,22.53213,Bullish,2025-09-10T16:27:17.379727+00:00,2025-09-10T21:57:17.379727+05:30,Success,20,20.0,,5.04%,66.89196370858949,0.07825205987740347,0.04858246788796691,0.029669591989436556,23.247347517029695,22.9999,22.752452482970305,0.9629264474949367,182.25347143469048,5.0,3.0,0.0,22.947424977754018,0.117778533091315,23.091390625,0.036796875000000284,0.15935322214921946,,22.879577222415236,,rising,49013.6,8.0,10.045840350162974,15.0,5.0,0.0,5.0,0.9629264474949367,66.89196370858949,182.25347143469048,0.029669591989436556,0.117778533091315,23.091390625,,22.879577222415236,,3.0,0.0,rising,49013.6,0.036796875000000284,0.15935322214921946,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.95}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,,
PROMPTUSDT,Buy,43,0.1911,0.19247592,0.185367,Bullish,2025-09-10T16:27:19.383865+00:00,2025-09-10T21:57:19.383865+05:30,Fail,11,,11.0,5.04%,58.24004593479573,0.00016284373698158272,-0.00021438197027057282,0.0003772257072521555,0.1914924335417167,0.18902999999999998,0.18656756645828326,0.9203159120706447,144.57070707070815,5.0,3.0,0.0,0.18995274425587383,0.0015853198059354453,0.18964375000000003,0.0005546875000000118,0.29248920673632095,,3.356075800950232,,rising,2013888.0,8.0,9.710782733020615,15.0,5.0,0.0,5.0,0.9203159120706447,58.24004593479573,144.57070707070815,0.0003772257072521555,0.0015853198059354453,0.18964375000000003,,3.356075800950232,,3.0,0.0,rising,2013888.0,0.0005546875000000118,0.29248920673632095,5.040000000000011,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.29}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,,
XNYUSDT,Buy,40,0.014325,0.01442814,0.01389525,Bullish,2025-09-10T16:27:22.491033+00:00,2025-09-10T21:57:22.491033+05:30,Success,1,1.0,,5.04%,63.108724665114316,0.00011903976461167913,8.393570378305296e-05,3.5104060828626175e-05,0.014644998909495539,0.013712849999999999,0.012780701090504458,0.8283541898532518,96.47072015249638,5.0,3.0,0.0,0.013329479092050733,0.0004433996863312619,0.013015828125,8.181250000000202e-05,0.6285616190863924,,7.692048482412492,,rising,421965065.0,4.0,10.900085827434713,15.0,5.0,0.0,5.0,0.8283541898532518,63.108724665114316,96.47072015249638,3.5104060828626175e-05,0.0004433996863312619,0.013015828125,,7.692048482412492,,3.0,0.0,rising,421965065.0,8.181250000000202e-05,0.6285616190863924,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.1}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
NEARUSDT,Buy,41,2.684,2.7033248,2.60348,Bullish,2025-09-10T16:27:27.546501+00:00,2025-09-10T21:57:27.546501+05:30,Success,26,26.0,,5.04%,39.34286690947616,-0.003170365595913882,-0.0009821292524728434,-0.0021882363434410387,2.7120167779519124,2.6975000000000002,2.682983222048088,0.03502078613037529,-157.25077135865038,5.0,3.0,0.0,2.693553761560962,0.009007158716590703,2.6946875,-0.00290625000000011,-0.1078510959063012,,-9.807013544515618,,falling,-185061.0,18.0,0.0,8.0,10.0,0.0,5.0,0.03502078613037529,39.34286690947616,-157.25077135865038,-0.0021882363434410387,0.009007158716590703,2.6946875,,-9.807013544515618,,3.0,0.0,falling,-185061.0,-0.00290625000000011,-0.1078510959063012,5.0400000000000365,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
VIRTUALUSDT,Sell,40,1.2617,1.25261576,1.299551,Bullish,2025-09-10T16:27:33.101032+00:00,2025-09-10T21:57:33.101032+05:30,Success,62,62.0,,5.04%,30.90512374853637,-0.006328854357186664,-0.0036247892733791073,-0.0027040650838075567,1.2998576704733973,1.27882,1.2577823295266028,0.09311084319794839,-151.37664598976963,5.0,0.0,3.0,1.2791146382129894,0.00598652358069486,1.2656078125,-0.00435468750000001,-0.3440787467484134,,-26.618954952984648,,falling,-2183698.6,8.0,14.84060910085794,7.0,5.0,0.0,5.0,0.09311084319794839,30.90512374853637,-151.37664598976963,-0.0027040650838075567,0.00598652358069486,1.2656078125,,-26.618954952984648,,0.0,3.0,falling,-2183698.6,-0.00435468750000001,-0.3440787467484134,5.039999999999981,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,,,,
