Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct
MYXUSDT,Sell,41,17.597,17.4703016,18.12491,Bearish,2025-09-11T10:21:01.342762+00:00,2025-09-11T15:51:01.342762+05:30,Success,6,6.0,,5.04%,43.32723820212778,0.04287349029576859,0.13824555030434385,-0.09537206000857526,18.58022835348255,18.02375,17.46727164651745,0.11656190458324783,-135.14028725009484,-5.0,0.0,3.0,17.709738296752437,0.2922935141637663,17.9855,-0.13381250000000122,-0.7440021128131062,,5.780453602671363,,rising,984700.0,8.0,7.830927917625171,15.0,5.0,0.0,5.0,0.11656190458324783,43.32723820212778,-135.14028725009484,-0.09537206000857526,0.2922935141637663,17.9855,,5.780453602671363,,0.0,3.0,rising,984700.0,-0.13381250000000122,-0.7440021128131062,5.039999999999947,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.17}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,
WLFIUSDT,Sell,43,0.2001,0.19865928,0.206103,Bearish,2025-09-11T10:21:15.703329+00:00,2025-09-11T15:51:15.703329+05:30,Success,129,129.0,,5.04%,43.032621133919044,-0.00018284129171508567,-5.865072251668135e-06,-0.00017697621946341754,0.2025264700601937,0.201065,0.1996035299398063,0.1698529698678561,-114.3523920653417,-5.0,0.0,3.0,0.20059390974146937,0.0007043141379818169,0.20019687499999997,-6.0937500000024514e-05,-0.030438786819237073,,-7.452339194659786,,falling,-20663973.0,8.0,10.03058924714028,15.0,5.0,0.0,5.0,0.1698529698678561,43.032621133919044,-114.3523920653417,-0.00017697621946341754,0.0007043141379818169,0.20019687499999997,,-7.452339194659786,,0.0,3.0,falling,-20663973.0,-6.0937500000024514e-05,-0.030438786819237073,5.040000000000022,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.97}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,
HYPEUSDT,Strong Sell,68,54.312,53.9209536,55.94136,Bearish,2025-09-11T10:21:19.266119+00:00,2025-09-11T15:51:19.266119+05:30,Success,5,5.0,,5.04%,27.04644288102915,-0.23002780395184175,-0.19242995224000947,-0.037597851711832275,55.36738235596941,54.8054,54.243417644030586,0.06101824660589896,-149.01767086250075,-5.0,0.0,3.0,55.07183421128668,0.1621013672459157,54.475421875,-0.047187499999999716,-0.08662163297840401,,-36.480270606598644,,falling,-433782.64999999997,8.0,14.56656897109984,15.0,5.0,12.0,5.0,0.06101824660589896,27.04644288102915,-149.01767086250075,-0.037597851711832275,0.1621013672459157,54.475421875,,-36.480270606598644,,0.0,3.0,falling,-433782.64999999997,-0.047187499999999716,-0.08662163297840401,5.040000000000005,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,68,1.0,60.0,68.0,-0.047187499999999716,-0.08662163297840401
SOMIUSDT,Sell,48,0.957,0.9501096,0.98571,Bearish,2025-09-11T10:21:21.666752+00:00,2025-09-11T15:51:21.666752+05:30,Success,17,17.0,,5.04%,41.64466283706118,-0.0024668953403054195,0.00036433865329112104,-0.0028312339935965404,1.003620192638563,0.976145,0.9486698073614371,0.15159479950053087,-108.7628121842062,-5.0,0.0,3.0,0.9667013221647385,0.011440722523160933,0.954878125,-0.0019015624999999536,-0.19914190619875743,,-5.943677998027631,,rising,14842552.0,8.0,14.939276624247968,15.0,5.0,0.0,5.0,0.15159479950053087,41.64466283706118,-108.7628121842062,-0.0028312339935965404,0.011440722523160933,0.954878125,,-5.943677998027631,,0.0,3.0,rising,14842552.0,-0.0019015624999999536,-0.19914190619875743,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.06}]}",False,not_in_gap_or_already_strong,48.0,Sell,48,,,,,
OPENUSDT,Sell,43,0.9576,0.95070528,0.986328,Bearish,2025-09-11T10:21:26.442145+00:00,2025-09-11T15:51:26.442145+05:30,Success,35,35.0,,5.04%,40.504916529161314,-0.0013100092387873241,-0.0011260021041036977,-0.00018400713468362637,0.9670005244437556,0.961655,0.9563094755562445,0.12071074197996466,-127.64417724337663,-5.0,0.0,3.0,0.9658737008147047,0.004304497621649223,0.958925,-0.00013124999999991616,-0.013687201814523153,,-9.68906620103516,,falling,-4210162.0,8.0,10.025943471357994,15.0,5.0,0.0,5.0,0.12071074197996466,40.504916529161314,-127.64417724337663,-0.00018400713468362637,0.004304497621649223,0.958925,,-9.68906620103516,,0.0,3.0,falling,-4210162.0,-0.00013124999999991616,-0.013687201814523153,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.97}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,
NMRUSDT,Sell,48,18.75,18.615,19.3125,Bearish,2025-09-11T10:21:27.650235+00:00,2025-09-11T15:51:27.650235+05:30,Fail,17,,17.0,5.04%,34.249117950725434,-0.1427489359703209,-0.07384041773105729,-0.06890851823926361,19.80531111784967,19.3285,18.851688882150327,-0.10663434465299916,-217.68944227472582,-5.0,0.0,3.0,19.20752266700052,0.26544615215851813,19.109953125,-0.08974999999999866,-0.4696505502286451,,-13.720317894026973,,falling,-469108.7,8.0,15.23028220335518,15.0,5.0,0.0,5.0,-0.10663434465299916,34.249117950725434,-217.68944227472582,-0.06890851823926361,0.26544615215851813,19.109953125,,-13.720317894026973,,0.0,3.0,falling,-469108.7,-0.08974999999999866,-0.4696505502286451,5.040000000000059,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,48.0,Sell,48,,,,,
ACEUSDT,Sell,44,0.7365,0.7311972,0.758595,Bearish,2025-09-11T10:21:36.018945+00:00,2025-09-11T15:51:36.018945+05:30,Success,18,18.0,,5.04%,36.883652044820096,-0.00980786838768033,-0.0031664806189202538,-0.006641387768760076,0.8133357028064817,0.77209,0.7308442971935184,0.06856111572419206,-149.34008577622367,-5.0,0.0,3.0,0.7489327988316571,0.023569793115125477,0.7477640624999999,-0.003496874999999955,-0.4676441641644092,,-12.451837317521036,,falling,-24291975.93,8.0,10.762609483744434,15.0,5.0,0.0,5.0,0.06856111572419206,36.883652044820096,-149.34008577622367,-0.006641387768760076,0.023569793115125477,0.7477640624999999,,-12.451837317521036,,0.0,3.0,falling,-24291975.93,-0.003496874999999955,-0.4676441641644092,5.040000000000049,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.24}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,
OMNIUSDT,Sell,47,3.526,3.5006128,3.63178,Bearish,2025-09-11T10:21:56.407007+00:00,2025-09-11T15:51:56.407007+05:30,Success,13,13.0,,5.04%,35.617499578955076,-0.006105716927192972,-0.003887389305600241,-0.0022183276215927313,3.572377066246566,3.5461,3.519822933753434,0.1175372126516014,-109.22063666300872,-5.0,0.0,3.0,3.5504175987719973,0.0110250726099378,3.529859375,-0.0006093750000002451,-0.017263435600752372,,-17.809492566359953,,falling,-444401.13000000006,8.0,13.828980706234633,15.0,5.0,0.0,5.0,0.1175372126516014,35.617499578955076,-109.22063666300872,-0.0022183276215927313,0.0110250726099378,3.529859375,,-17.809492566359953,,0.0,3.0,falling,-444401.13000000006,-0.0006093750000002451,-0.017263435600752372,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.17}]}",False,not_in_gap_or_already_strong,47.0,Sell,47,,,,,
TAUSDT,Sell,40,0.12133,0.12045642,0.1249699,Bearish,2025-09-11T10:21:58.795989+00:00,2025-09-11T15:51:58.795989+05:30,Success,8,8.0,,5.04%,40.24799018256099,-0.0011224171061138127,-0.0008762381070738855,-0.0002461789990399273,0.1333442506887495,0.1247355,0.11612674931125049,0.30220707259820323,-61.91611365247116,-5.0,0.0,3.0,0.12497970807844543,0.002522434924519053,0.121560625,0.0005262500000000059,0.4329115616179218,,-12.105145473039967,,falling,-32629005.0,4.0,11.342298673209488,15.0,5.0,0.0,5.0,0.30220707259820323,40.24799018256099,-61.91611365247116,-0.0002461789990399273,0.002522434924519053,0.121560625,,-12.105145473039967,,0.0,3.0,falling,-32629005.0,0.0005262500000000059,0.4329115616179218,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.66}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,
QUSDT,Sell,40,0.015277,0.01516701,0.01573531,Bearish,2025-09-11T10:22:05.157428+00:00,2025-09-11T15:52:05.157428+05:30,Success,14,14.0,,5.04%,41.63379674126998,-9.137222042218673e-05,-6.749053010023867e-05,-2.3881690321948067e-05,0.015674822753688554,0.015424450000000001,0.01517407724631145,0.20553904562750525,-103.30824088748079,-5.0,0.0,3.0,0.01548001257886739,0.00018584120987637698,0.015298984374999998,-3.287500000000165e-05,-0.2148835451699823,,-14.339952049984838,,falling,-434320790.0,8.0,7.084141392041219,15.0,5.0,0.0,5.0,0.20553904562750525,41.63379674126998,-103.30824088748079,-2.3881690321948067e-05,0.00018584120987637698,0.015298984374999998,,-14.339952049984838,,0.0,3.0,falling,-434320790.0,-3.287500000000165e-05,-0.2148835451699823,5.040000000000025,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.92}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,
