Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule
AVAXUSDT,Buy,49,28.929,29.1372888,28.06113,Bullish,2025-09-11T02:26:40.406667+00:00,2025-09-11T07:56:40.406667+05:30,Success,60,60.0,,5.04%,35.755823080497834,-0.05129165338990305,-0.03221808190127781,-0.019073571488625235,29.23898478104692,29.0916,28.94421521895308,-0.05161733404562709,-248.64073609369348,5.0,3.0,0.0,29.096870592366198,0.08438216001007011,29.036421875,-0.02679687499999872,-0.09228711139188435,,-14.31971237256425,,falling,-90190.0,26.0,0.0,8.0,10.0,0.0,5.0,-0.05161733404562709,35.755823080497834,-248.64073609369348,-0.019073571488625235,0.08438216001007011,29.036421875,,-14.31971237256425,,3.0,0.0,falling,-90190.0,-0.02679687499999872,-0.09228711139188435,5.039999999999958,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
LTCUSDT,Buy,44,116.14,116.976208,112.6558,Bullish,2025-09-11T02:26:59.246003+00:00,2025-09-11T07:56:59.246003+05:30,Success,310,310.0,,5.04%,36.39797262590622,-0.10782674051591812,-0.04099624140840974,-0.06683049910750838,117.0406791714411,116.61299999999999,116.18532082855887,-0.0529846104103666,-240.58660325009163,5.0,0.0,3.0,116.52312652786108,0.22483993376865946,116.54390624999999,-0.04359374999999943,-0.03740543062499198,,-11.935961910368523,,falling,-35541.395,26.0,0.0,8.0,5.0,0.0,5.0,-0.0529846104103666,36.39797262590622,-240.58660325009163,-0.06683049910750838,0.22483993376865946,116.54390624999999,,-11.935961910368523,,0.0,3.0,falling,-35541.395,-0.04359374999999943,-0.03740543062499198,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,,
PENGUUSDT,Buy,44,0.034167,0.034413,0.03314199,Bullish,2025-09-11T02:27:01.662566+00:00,2025-09-11T07:57:01.662566+05:30,Success,86,86.0,,5.04%,33.81341730159926,-0.00010466036098326359,-6.928638539797859e-05,-3.5373975585285e-05,0.03473439917017023,0.0344566,0.03417880082982976,-0.021239857956609935,-222.07563764291865,5.0,0.0,3.0,0.034553225953765566,0.00014015556386451046,0.034350265625,-4.631250000000642e-05,-0.13482428492867415,,-20.42624795290566,,falling,-142389800.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.021239857956609935,33.81341730159926,-222.07563764291865,-3.5373975585285e-05,0.00014015556386451046,0.034350265625,,-20.42624795290566,,0.0,3.0,falling,-142389800.0,-4.631250000000642e-05,-0.13482428492867415,5.040000000000011,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,,
ARBUSDT,Buy,49,0.5242,0.52797424,0.508474,Bullish,2025-09-11T02:27:09.917228+00:00,2025-09-11T07:57:09.917228+05:30,Inconclusive,600,,,5.04%,75.72120890141122,0.0025951760647808797,0.0020501350026388755,0.0005450410621420042,0.5239600202428807,0.5181100000000001,0.5122599797571195,1.0205110193773572,183.36865475830155,5.0,3.0,0.0,0.515272919519432,0.0018198645027262105,0.52135625,0.0007890624999998819,0.15134804656122985,,37.589415529025736,,rising,7147193.199999999,8.0,16.18788979718677,15.0,5.0,0.0,5.0,1.0205110193773572,75.72120890141122,183.36865475830155,0.0005450410621420042,0.0018198645027262105,0.52135625,,37.589415529025736,,3.0,0.0,rising,7147193.199999999,0.0007890624999998819,0.15134804656122985,5.040000000000053,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
WIFUSDT,Buy,40,0.8936,0.90003392,0.866792,Bullish,2025-09-11T02:27:11.079529+00:00,2025-09-11T07:57:11.079529+05:30,Success,58,58.0,,5.04%,48.30117625264773,9.202225478821546e-05,0.00044629660689659596,-0.0003542743521083805,0.8972694632168793,0.8948050000000001,0.8923405367831209,0.2555248559306894,-140.47076689444617,5.0,3.0,0.0,0.8930596754871714,0.0018889015713286833,0.89405,-0.0002781249999999069,-0.03110843912531815,,1.4942633159942962,,rising,870216.5000000003,6.0,9.0,15.0,5.0,0.0,5.0,0.2555248559306894,48.30117625264773,-140.47076689444617,-0.0003542743521083805,0.0018889015713286833,0.89405,,1.4942633159942962,,3.0,0.0,rising,870216.5000000003,-0.0002781249999999069,-0.03110843912531815,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
XNYUSDT,Buy,40,0.014589,0.01469404,0.01415133,Bullish,2025-09-11T02:27:12.256799+00:00,2025-09-11T07:57:12.256799+05:30,Success,5,5.0,,5.04%,61.732875404455875,0.000240738664106609,0.00019946608919449443,4.127257491211457e-05,0.014908984984815719,0.014243,0.013577015015184282,0.7597656162591557,100.39747628594016,5.0,3.0,0.0,0.013948958395823833,0.00028480545200620813,0.014729031250000002,9.190625000000258e-05,0.6239802770464118,,26.976897492542452,,rising,120621694.0,8.0,7.477959396188659,15.0,5.0,0.0,5.0,0.7597656162591557,61.732875404455875,100.39747628594016,4.127257491211457e-05,0.00028480545200620813,0.014729031250000002,,26.976897492542452,,3.0,0.0,rising,120621694.0,9.190625000000258e-05,0.6239802770464118,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.52}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,,
TAUSDT,Buy,49,0.13233,0.13328278,0.1283601,Bullish,2025-09-11T02:27:22.921259+00:00,2025-09-11T07:57:22.921259+05:30,Fail,64,,64.0,5.04%,58.77043302123758,0.00032694735557564636,0.0002237727554712936,0.00010317460010435275,0.13278870618074112,0.13081700000000002,0.1288452938192589,0.8836778559550121,134.46789630474873,5.0,3.0,0.0,0.13061466664351398,0.0013213985735943668,0.13103015625000003,1.0625000000041851e-05,0.008108820369388706,,6.898851758015384,,falling,-1869350.0,8.0,10.873916358006142,15.0,10.0,0.0,5.0,0.8836778559550121,58.77043302123758,134.46789630474873,0.00010317460010435275,0.0013213985735943668,0.13103015625000003,,6.898851758015384,,3.0,0.0,falling,-1869350.0,1.0625000000041851e-05,0.008108820369388706,5.039999999999939,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.13}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
BCHUSDT,Buy,54,576.34,580.489648,559.0498,Bullish,2025-09-11T02:27:26.435017+00:00,2025-09-11T07:57:26.435017+05:30,Success,78,78.0,,5.04%,28.23447324677754,-0.790910384137419,-0.4654893102094145,-0.3254210739280045,581.3602805990674,578.841,576.3217194009326,0.003628138738142028,-174.5240010726677,5.0,0.0,3.0,579.1897567280005,0.7835446943071684,577.51453125,-0.4792187499999727,-0.08297951377305239,,-26.493775408861413,,falling,-6269.204000000001,24.0,0.0,8.0,5.0,12.0,5.0,0.003628138738142028,28.23447324677754,-174.5240010726677,-0.3254210739280045,0.7835446943071684,577.51453125,,-26.493775408861413,,0.0,3.0,falling,-6269.204000000001,-0.4792187499999727,-0.08297951377305239,5.039999999999948,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.4792187499999727,-0.08297951377305239,,,,,,,,,,
ETHFIUSDT,Buy,49,1.4195,1.4297204,1.376915,Bullish,2025-09-11T02:27:28.818843+00:00,2025-09-11T07:57:28.818843+05:30,Success,3,3.0,,5.04%,82.23073778861186,0.02617361955448727,0.018721786366792517,0.0074518331876947536,1.4230178931839192,1.355925,1.2888321068160808,0.9737834141816198,185.16075359125597,5.0,3.0,0.0,1.33211509887926,0.014722861271325513,1.3906749999999999,0.010714062499999955,0.7704217376453848,,59.55422743483266,,rising,14460709.6,8.0,16.0,15.0,5.0,0.0,5.0,0.9737834141816198,82.23073778861186,185.16075359125597,0.0074518331876947536,0.014722861271325513,1.3906749999999999,,59.55422743483266,,3.0,0.0,rising,14460709.6,0.010714062499999955,0.7704217376453848,5.039999999999954,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
BIOUSDT,Buy,59,0.14654,0.14759509,0.1421438,Bullish,2025-09-11T02:27:38.220357+00:00,2025-09-11T07:57:38.220357+05:30,Success,6,6.0,,5.04%,66.76888613543912,0.00042002623955456064,0.0003499418304607342,7.008440909382646e-05,0.14663514785364856,0.14556200000000002,0.1444888521463515,0.9556688049437595,128.68217054263903,5.0,3.0,0.0,0.14516684754902812,0.00041066876819555913,0.14630328124999997,8.515624999999583e-05,0.058205290593915396,,26.866279735687215,,falling,-2501896.0,8.0,13.095821130110533,15.0,10.0,0.0,5.0,0.9556688049437595,66.76888613543912,128.68217054263903,7.008440909382646e-05,0.00041066876819555913,0.14630328124999997,,26.866279735687215,,3.0,0.0,falling,-2501896.0,8.515624999999583e-05,0.058205290593915396,5.040000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.9}]}",True,,,Buy,59,,8.515624999999583e-05,0.058205290593915396,51.0,59.0,False,0.341318427509211,0.058205290593915396,True,conditions_not_met,,,
