Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,SUPERVISOR__reason
ETHUSDT,Buy,40,4655.25,4688.7678,4515.5925,Bullish,2025-09-13T20:09:24.009995+00:00,2025-09-14T01:39:24.009995+05:30,Success,366,366.0,,5.04%,62.16782403403408,2.01285729103256,0.9071851793467733,1.1056721116857868,4650.810140716348,4641.238,4631.665859283653,1.2319156923837296,294.4718304501837,10.0,0.0,3.0,4645.25722620738,7.82514872877337,4642.85359375,1.3173437499999636,0.02837357938172576,,6.712277679715187,,rising,8848.086000000001,8.0,12.391134354147738,15.0,0.0,0.0,5.0,1.2319156923837296,62.16782403403408,294.4718304501837,1.1056721116857868,7.82514872877337,4642.85359375,,6.712277679715187,,0.0,3.0,rising,8848.086000000001,1.3173437499999636,0.02837357938172576,5.039999999999943,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
BTCUSDT,Buy,46,115864.8,116699.02656,112388.856,Bullish,2025-09-13T20:09:24.985734+00:00,2025-09-14T01:39:24.985734+05:30,Inconclusive,600,,,5.04%,72.03610827594635,76.96848809844232,50.49305346224528,26.475434636197043,115842.71318822136,115625.835,115408.95681177865,1.0509198549650889,219.0721083053019,10.0,3.0,0.0,115603.55125402365,73.05990015941936,115737.61562499999,38.26093750000291,0.03305834260831128,,25.30282549366836,,rising,1395.4130000000002,8.0,12.697116063425224,15.0,5.0,0.0,5.0,1.0509198549650889,72.03610827594635,219.0721083053019,26.475434636197043,73.05990015941936,115737.61562499999,,25.30282549366836,,3.0,0.0,rising,1395.4130000000002,38.26093750000291,0.03305834260831128,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.3}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,
DOGEUSDT,Sell,41,0.28872,0.28664122,0.2973816,Bullish,2025-09-13T20:09:26.918262+00:00,2025-09-14T01:39:26.918262+05:30,Success,253,253.0,,5.04%,57.5010578800808,-0.0002925334255052814,-0.0007352208094507488,0.0004426873839454674,0.2879501839778931,0.2864915,0.2850328160221069,1.2638734756032461,357.47553732426337,10.0,0.0,3.0,0.28888799753379507,0.0014931771729211562,0.28672609375,0.00021921875000008306,0.07645580739896753,,-5.567457078415085,,rising,285859058.0,20.0,4.0,7.0,5.0,0.0,5.0,1.2638734756032461,57.5010578800808,357.47553732426337,0.0004426873839454674,0.0014931771729211562,0.28672609375,,-5.567457078415085,,0.0,3.0,rising,285859058.0,0.00021921875000008306,0.07645580739896753,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 20.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,,,
HIFIUSDT,Strong Buy,67,0.52162,0.52537566,0.5059714,Bullish,2025-09-13T20:09:28.849845+00:00,2025-09-14T01:39:28.849845+05:30,Success,1,1.0,,5.04%,74.36495131410479,0.014558160220541905,0.007651171347849001,0.006906988872692903,0.5265892197960554,0.472048,0.41750678020394466,0.954445281801207,152.53368701880802,10.0,3.0,0.0,0.47138995856177657,0.01628070373699946,0.5080721874999999,0.010524999999999896,2.07155602273543,,33.273647555619085,,rising,14620651.0,8.0,19.181853046555148,15.0,5.0,0.0,5.0,0.954445281801207,74.36495131410479,152.53368701880802,0.006906988872692903,0.01628070373699946,0.5080721874999999,,33.273647555619085,,3.0,0.0,rising,14620651.0,0.010524999999999896,2.07155602273543,5.040000000000064,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,67,52.0,60.0,0.010524999999999896,2.07155602273543,True,60.0,67.0,0.8484877538795955,2.07155602273543,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
1000PEPEUSDT,Buy,44,0.0119765,0.01206273,0.0116172,Bullish,2025-09-13T20:09:30.777625+00:00,2025-09-14T01:39:30.777625+05:30,Fail,487,,487.0,5.04%,62.54496120906937,6.500387890200424e-06,-8.61222458039242e-06,1.5112612470592843e-05,0.011948913901342487,0.011875545,0.011802176098657512,1.1879958548700345,318.23812004398565,10.0,0.0,3.0,0.011930724978975972,4.876315689224326e-05,0.011883198437499999,1.287343749999982e-05,0.10833310213330198,,3.4124238230005397,,rising,640966653.0,8.0,16.43804795279617,15.0,0.0,0.0,5.0,1.1879958548700345,62.54496120906937,318.23812004398565,1.5112612470592843e-05,4.876315689224326e-05,0.011883198437499999,,3.4124238230005397,,0.0,3.0,rising,640966653.0,1.287343749999982e-05,0.10833310213330198,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
SOMIUSDT,Buy,44,1.4654,1.47595088,1.421438,Bullish,2025-09-13T20:09:32.701679+00:00,2025-09-14T01:39:32.701679+05:30,Success,1,1.0,,5.04%,58.998118609232904,0.011146684667069362,0.0037704562525924055,0.0073762284144769565,1.4843946826124825,1.4277149999999998,1.3710353173875172,0.8324383470674265,141.4471081572906,10.0,3.0,0.0,1.41869488328178,0.02415822815324603,1.4493296875000001,0.016507812499999996,1.1389963679330204,,12.504474549189085,,rising,5828485.0,8.0,11.327916634633667,15.0,5.0,0.0,5.0,0.8324383470674265,58.998118609232904,141.4471081572906,0.0073762284144769565,0.02415822815324603,1.4493296875000001,,12.504474549189085,,3.0,0.0,rising,5828485.0,0.016507812499999996,1.1389963679330204,5.04000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.67}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
AVAXUSDT,Buy,41,29.747,29.9611784,28.85459,Bullish,2025-09-13T20:09:33.663893+00:00,2025-09-14T01:39:33.663893+05:30,Success,62,62.0,,5.04%,62.20982979739879,0.014557865589239327,0.0022913086647359015,0.012266556924503427,29.69898437631814,29.62315,29.547315623681857,1.3165821756113847,433.05367983092924,10.0,0.0,3.0,29.670863438277284,0.06827000728709422,29.627656250000005,0.009687500000001847,0.03269749020394364,,5.7581924431429465,,rising,74485.0,8.0,13.312250399360002,15.0,0.0,0.0,5.0,1.3165821756113847,62.20982979739879,433.05367983092924,0.012266556924503427,0.06827000728709422,29.627656250000005,,5.7581924431429465,,0.0,3.0,rising,74485.0,0.009687500000001847,0.03269749020394364,5.0400000000000365,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
ADAUSDT,Buy,45,0.9298,0.93649456,0.901906,Bullish,2025-09-13T20:09:34.627776+00:00,2025-09-14T01:39:34.627776+05:30,Inconclusive,600,,,5.04%,63.29191816067714,0.0005522364723032913,-0.00013129781163599116,0.0006835342839392824,0.9290358855647858,0.925205,0.9213741144352143,1.0997307831690504,230.0587741393889,10.0,0.0,3.0,0.9278229950946274,0.002161574146740098,0.926971875,0.0004484375000000096,0.048376602580311255,,6.497516667652382,,rising,8986529.0,8.0,16.58929451450145,15.0,0.0,0.0,5.0,1.0997307831690504,63.29191816067714,230.0587741393889,0.0006835342839392824,0.002161574146740098,0.926971875,,6.497516667652382,,0.0,3.0,rising,8986529.0,0.0004484375000000096,0.048376602580311255,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
SUIUSDT,Buy,47,3.8086,3.83602192,3.694342,Bullish,2025-09-13T20:09:35.591521+00:00,2025-09-14T01:39:35.591521+05:30,Success,69,69.0,,5.04%,65.111414972746,0.006437544553871355,0.0041690319003031264,0.0022685126535682285,3.8060164567464136,3.786345,3.766673543253586,1.0656673089057718,225.4710144927653,10.0,3.0,0.0,3.785341499469024,0.010899286499540157,3.7925890624999994,0.00259218749999901,0.0683487574657058,,15.212640739061273,,rising,1350912.0999999999,8.0,13.995217227103307,15.0,5.0,0.0,5.0,1.0656673089057718,65.111414972746,225.4710144927653,0.0022685126535682285,0.010899286499540157,3.7925890624999994,,15.212640739061273,,3.0,0.0,rising,1350912.0999999999,0.00259218749999901,0.0683487574657058,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.0}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,
BNBUSDT,Buy,42,932.43,939.143496,904.4571,Bullish,2025-09-13T20:09:37.544867+00:00,2025-09-14T01:39:37.544867+05:30,Success,553,553.0,,5.04%,61.09349996585292,0.29571328357235416,0.05634989103423599,0.23936339253811817,932.1496133623292,930.3145000000001,928.4793866376709,1.0763949092809384,227.69205649437578,10.0,0.0,3.0,931.0315925202342,1.236853635045919,930.059375,0.23156249999988177,0.024897603983603925,,5.384797234236435,,rising,8446.47,8.0,13.644625085895115,15.0,0.0,0.0,5.0,1.0763949092809384,61.09349996585292,227.69205649437578,0.23936339253811817,1.236853635045919,930.059375,,5.384797234236435,,0.0,3.0,rising,8446.47,0.23156249999988177,0.024897603983603925,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
