Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
ETHUSDT,Sell,45,4327.0,4295.8456,4456.81,Bearish,2025-09-10T18:49:43.401361+00:00,2025-09-11T00:19:43.401361+05:30,Inconclusive,600,,,5.04%,31.458799434401826,-11.542485945539738,-9.996439060190207,-1.546046885349531,4385.721452351753,4354.9085000000005,4324.095547648248,0.04713038073398185,-145.7918242520434,-10.0,0.0,3.0,4367.078792406968,11.787622357424421,4342.9021875,-3.7232812499996726,-0.0857325606069656,,-26.758135319788224,,falling,-25052.149999999998,8.0,12.147804037428983,15.0,5.0,0.0,5.0,0.04713038073398185,31.458799434401826,-145.7918242520434,-1.546046885349531,11.787622357424421,4342.9021875,,-26.758135319788224,,0.0,3.0,falling,-25052.149999999998,-3.7232812499996726,-0.0857325606069656,5.040000000000057,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.85}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,,,,,,
BTCUSDT,Sell,46,113341.7,112525.63976,116741.951,Bearish,2025-09-10T18:49:44.451954+00:00,2025-09-11T00:19:44.451954+05:30,Inconclusive,600,,,5.04%,39.009157623574616,-73.73211113415891,-47.66235963671101,-26.069751497447903,113928.8509759216,113600.31499999999,113271.77902407838,0.10641296699010704,-117.45533680854612,-10.0,0.0,3.0,113589.27967771905,142.43881846808162,113528.09531250001,-48.97656249998545,-0.043140477575327456,,-11.856658482803297,,falling,-3493.602,8.0,13.39258091767276,15.0,5.0,0.0,5.0,0.10641296699010704,39.009157623574616,-117.45533680854612,-26.069751497447903,142.43881846808162,113528.09531250001,,-11.856658482803297,,0.0,3.0,falling,-3493.602,-48.97656249998545,-0.043140477575327456,5.040000000000038,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.61}]}",False,not_in_gap_or_already_strong,46.0,Sell,46,,,,,,,,,,
DOGEUSDT,Sell,44,0.24335,0.24159788,0.2506505,Bearish,2025-09-10T18:49:50.584445+00:00,2025-09-11T00:19:50.584445+05:30,Success,36,36.0,,5.04%,39.42436059262371,-0.00037909404951691483,-0.00012153644344273996,-0.00025755760607417484,0.24727079096709645,0.244942,0.24261320903290354,0.15819173500468933,-107.79243988631711,-10.0,3.0,0.0,0.24436253707442537,0.0008808490821804821,0.2434325,-0.00025703124999998384,-0.1055862508087391,,-10.131396103470294,,falling,-302115219.0,8.0,16.01752737310982,15.0,0.0,0.0,5.0,0.15819173500468933,39.42436059262371,-107.79243988631711,-0.00025755760607417484,0.0008808490821804821,0.2434325,,-10.131396103470294,,3.0,0.0,falling,-302115219.0,-0.00025703124999998384,-0.1055862508087391,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,,,,,,,
XRPUSDT,Sell,42,2.9913,2.96976264,3.081039,Bearish,2025-09-10T18:49:51.624662+00:00,2025-09-11T00:19:51.624662+05:30,Success,48,48.0,,5.04%,41.43122241267876,-0.0023267408781131316,-0.0014759054801071997,-0.0008508353980059319,3.0100718969169376,2.9981,2.9861281030830624,0.2160015640303561,-89.12848158130295,-10.0,0.0,3.0,2.9973398612315747,0.005256329579257985,2.991571875,-0.001498437500000449,-0.050088634424016606,,-11.091053852220629,,falling,-4437802.1,4.0,12.884849540774987,15.0,5.0,0.0,5.0,0.2160015640303561,41.43122241267876,-89.12848158130295,-0.0008508353980059319,0.005256329579257985,2.991571875,,-11.091053852220629,,0.0,3.0,falling,-4437802.1,-0.001498437500000449,-0.050088634424016606,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.12}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,,,,,,
BNBUSDT,Sell,40,895.25,888.8042,922.1075,Bearish,2025-09-10T18:49:58.797759+00:00,2025-09-11T00:19:58.797759+05:30,Success,49,49.0,,5.04%,41.07289107153068,-0.5659806066223609,-0.45164910163679006,-0.11433150498557088,898.8387499030471,896.617,894.3952500969529,0.19235961299578938,-82.05582108929228,-10.0,0.0,3.0,896.7143425248577,1.2499529555921776,895.7165625,-0.3103125000000091,-0.034644050695446314,,-11.376262296435172,,falling,-280.83000000000027,4.0,11.195247515018455,15.0,5.0,0.0,5.0,0.19235961299578938,41.07289107153068,-82.05582108929228,-0.11433150498557088,1.2499529555921776,895.7165625,,-11.376262296435172,,0.0,3.0,falling,-280.83000000000027,-0.3103125000000091,-0.034644050695446314,5.039999999999971,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.8}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
SUIUSDT,Sell,46,3.5673,3.54161544,3.674319,Bearish,2025-09-10T18:50:01.823614+00:00,2025-09-11T00:20:01.823614+05:30,Success,46,46.0,,5.04%,36.47909599205039,-0.007150124319965201,-0.0056552844518973555,-0.0014948398680678454,3.6068053282215597,3.58271,3.5586146717784404,0.1802284688072479,-106.77128741644711,-10.0,0.0,3.0,3.584224867821996,0.008397736134434963,3.5674984375000003,-0.0015828125000001414,-0.0443675737419336,,-21.383957942207864,,falling,-687527.8999999998,8.0,13.272122421960594,15.0,5.0,0.0,5.0,0.1802284688072479,36.47909599205039,-106.77128741644711,-0.0014948398680678454,0.008397736134434963,3.5674984375000003,,-21.383957942207864,,0.0,3.0,falling,-687527.8999999998,-0.0015828125000001414,-0.0443675737419336,5.040000000000037,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.73}]}",False,not_in_gap_or_already_strong,46.0,Sell,46,,,,,,,,,,
LINKUSDT,Sell,40,23.443,23.2742104,24.14629,Bearish,2025-09-10T18:50:04.953428+00:00,2025-09-11T00:20:04.953428+05:30,Success,37,37.0,,5.04%,37.950781512587405,-0.03216816604702899,-0.024671388441734634,-0.007496777605294356,23.628924656139354,23.5247,23.420475343860645,0.10805819358732159,-130.04785926788105,-10.0,0.0,3.0,23.553546046367057,0.05445466421860551,23.466859375000002,-0.021046874999999687,-0.08968765126884255,,-15.333961099711896,,falling,-60978.340000000004,8.0,7.3040817551417465,15.0,5.0,0.0,5.0,0.10805819358732159,37.950781512587405,-130.04785926788105,-0.007496777605294356,0.05445466421860551,23.466859375000002,,-15.333961099711896,,0.0,3.0,falling,-60978.340000000004,-0.021046874999999687,-0.08968765126884255,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.7}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
ADAUSDT,Sell,43,0.8813,0.87495464,0.907739,Bearish,2025-09-10T18:50:07.960068+00:00,2025-09-11T00:20:07.960068+05:30,Success,35,35.0,,5.04%,34.095228624631474,-0.001447534439860454,-0.0009243794161220684,-0.0005231550237383856,0.8903353866657305,0.885435,0.8805346133342694,0.07809451763093221,-140.3997378768051,-10.0,0.0,3.0,0.8857814535668701,0.002045273056498055,0.8823578125,-0.0009671874999999108,-0.10961397817281873,,-18.921079307622605,,falling,-12841919.0,8.0,10.138896970177338,15.0,5.0,0.0,5.0,0.07809451763093221,34.095228624631474,-140.3997378768051,-0.0005231550237383856,0.002045273056498055,0.8823578125,,-18.921079307622605,,0.0,3.0,falling,-12841919.0,-0.0009671874999999108,-0.10961397817281873,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.86}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,,,,,,
LTCUSDT,Buy,41,115.67,116.502824,112.1999,Bearish,2025-09-10T18:50:11.138444+00:00,2025-09-11T00:20:11.138444+05:30,Success,263,263.0,,5.04%,44.12944906533472,0.023387364497395424,0.140752600934263,-0.11736523643686758,116.69663441432729,116.19850000000001,115.70036558567273,-0.030479309197833704,-211.0476190476181,-10.0,0.0,3.0,115.66403643020655,0.40580984324719344,116.05531250000001,-0.08890624999999375,-0.07660679040435459,,1.525793046071094,,falling,-22583.979000000007,20.0,4.0,7.0,5.0,0.0,5.0,-0.030479309197833704,44.12944906533472,-211.0476190476181,-0.11736523643686758,0.40580984324719344,116.05531250000001,,1.525793046071094,,0.0,3.0,falling,-22583.979000000007,-0.08890624999999375,-0.07660679040435459,5.040000000000013,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 20.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,
PYTHUSDT,Sell,49,0.17104,0.16980851,0.1761712,Bearish,2025-09-10T18:50:14.216583+00:00,2025-09-11T00:20:14.216583+05:30,Success,30,30.0,,5.04%,29.362390775939346,-0.00111050471761856,-0.0011233144003229066,1.2809682704346525e-05,0.17435892123797875,0.172388,0.17041707876202128,0.1580279378940458,-118.18432671081801,-10.0,0.0,3.0,0.17455428809023069,0.0006651898839863322,0.1710775,-0.00015562500000002033,-0.09096754394939155,,-38.563800020076194,,falling,-15304992.0,8.0,4.0,15.0,5.0,12.0,5.0,0.1580279378940458,29.362390775939346,-118.18432671081801,1.2809682704346525e-05,0.0006651898839863322,0.1710775,,-38.563800020076194,,0.0,3.0,falling,-15304992.0,-0.00015562500000002033,-0.09096754394939155,5.040000000000012,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,49.0,Sell,49,1.0,,,,,,,,,
