Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
ETHUSDT,Buy,46,4332.65,4363.84508,4202.6705,Bullish,2025-09-08T10:30:12.259914+00:00,2025-09-08T16:00:12.259914+05:30,Success,284,284.0,,5.04%,71.86942091344265,7.693623828883574,6.417524192607916,1.2760996362756583,4335.982382569673,4317.449,4298.915617430326,0.9100978313822142,134.83386923900773,10.0,3.0,0.0,4308.523285267154,7.285720691964841,4324.854218750001,2.9215625000006185,,34.10822144227121,,rising,142711.31699999992,8.0,13.203618635064139,15.0,5.0,0.0,5.0,0.9100978313822142,71.86942091344265,134.83386923900773,1.2760996362756583,7.285720691964841,4324.854218750001,,34.10822144227121,,3.0,0.0,rising,142711.31699999992,5.040000000000068,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.8}]}",False,not_in_gap_or_already_strong,46,Buy,46
SOLUSDT,Buy,48,213.65,215.18828,207.2405,Bullish,2025-09-08T10:30:14.008396+00:00,2025-09-08T16:00:14.008396+05:30,Success,20,20.0,,5.04%,82.25075121763035,1.2856066678827744,0.9480405490629056,0.33756611881986887,214.0758247291044,210.66299999999995,207.2501752708955,0.937614034867807,142.29340761374075,10.0,3.0,0.0,209.59895965387736,0.7211513979922033,213.00125,0.5898437500000284,,60.159836197105776,,rising,3220651.9,8.0,15.23423857214022,15.0,5.0,0.0,5.0,0.937614034867807,82.25075121763035,142.29340761374075,0.33756611881986887,0.7211513979922033,213.00125,,60.159836197105776,,3.0,0.0,rising,3220651.9,5.039999999999954,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,48,Buy,48
MYXUSDT,Buy,44,4.923,4.9584456,4.77531,Bullish,2025-09-08T10:30:14.894351+00:00,2025-09-08T16:00:14.894351+05:30,Success,1,1.0,,5.04%,82.73587011258057,0.17413129253259285,0.13821093931002468,0.035920353222568174,4.885865494298833,4.506375,4.126884505701168,1.0489267929751165,194.50217357245464,10.0,3.0,0.0,4.275461785374653,0.12015132743542276,4.725303125,0.0756828125000002,,56.72017799818849,,rising,30956700.0,8.0,11.175022496567749,15.0,5.0,0.0,5.0,1.0489267929751165,82.73587011258057,194.50217357245464,0.035920353222568174,0.12015132743542276,4.725303125,,56.72017799818849,,3.0,0.0,rising,30956700.0,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.82}]}",False,not_in_gap_or_already_strong,44,Buy,44
ENAUSDT,Buy,42,0.7813,0.78692536,0.757861,Bullish,2025-09-08T10:30:21.857606+00:00,2025-09-08T16:00:21.857606+05:30,Success,2,2.0,,5.04%,70.08173735979891,0.004127812484854054,0.003188267119189717,0.0009395453656643373,0.7828360198242634,0.7718499999999999,0.7608639801757364,0.9300920693374769,170.46871360653273,10.0,3.0,0.0,0.7674184244780082,0.004209318989409291,0.776440625,0.0014562499999999368,,30.572465968371993,,rising,52689068.0,8.0,9.356944634673194,15.0,5.0,0.0,5.0,0.9300920693374769,70.08173735979891,170.46871360653273,0.0009395453656643373,0.004209318989409291,0.776440625,,30.572465968371993,,3.0,0.0,rising,52689068.0,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.64}]}",False,not_in_gap_or_already_strong,42,Buy,42
SUIUSDT,Buy,41,3.4746,3.49961712,3.370362,Bullish,2025-09-08T10:30:24.444285+00:00,2025-09-08T16:00:24.444285+05:30,Success,161,161.0,,5.04%,70.84153268607987,0.01277240430701232,0.011331151877196488,0.001441252429815831,3.4797028367060214,3.4547800000000004,3.4298571632939794,0.8976272892565933,142.57164918017742,10.0,3.0,0.0,3.435342001441361,0.009118385946059649,3.4670140625,0.004960937499999929,,40.42380275395288,,rising,8534293.8,8.0,7.7934409137976255,15.0,5.0,0.0,5.0,0.8976272892565933,70.84153268607987,142.57164918017742,0.001441252429815831,0.009118385946059649,3.4670140625,,40.42380275395288,,3.0,0.0,rising,8534293.8,5.039999999999956,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.21}]}",False,not_in_gap_or_already_strong,41,Buy,41
LINKUSDT,Buy,43,23.14,23.306608,22.4458,Bullish,2025-09-08T10:30:25.303420+00:00,2025-09-08T16:00:25.303420+05:30,Inconclusive,300,,,5.04%,80.25183893888956,0.15883904063681697,0.13706059665745685,0.02177844397936013,23.268414796893147,22.873849999999997,22.479285203106848,0.8372703318893375,110.38517729624881,10.0,3.0,0.0,22.70647228140717,0.08653279784863346,23.134343750000003,0.04412500000000108,,54.213092175275776,,rising,2964606.5600000005,8.0,10.040283782559994,15.0,5.0,0.0,5.0,0.8372703318893375,80.25183893888956,110.38517729624881,0.02177844397936013,0.08653279784863346,23.134343750000003,,54.213092175275776,,3.0,0.0,rising,2964606.5600000005,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.96}]}",False,not_in_gap_or_already_strong,43,Buy,43
BNBUSDT,Buy,43,877.6,883.91872,851.272,Bullish,2025-09-08T10:30:26.166781+00:00,2025-09-08T16:00:26.166781+05:30,Inconclusive,300,,,5.04%,62.758965536892354,0.8173358994266664,0.5534689304243853,0.2638669690022811,878.8361578151653,875.7029999999999,872.5698421848344,0.8027297237978431,100.01162025021893,10.0,3.0,0.0,875.8170373360646,0.9836972334437073,877.79578125,0.3149999999999409,,20.894971366414964,,rising,16699.27,8.0,10.43776056366956,15.0,5.0,0.0,5.0,0.8027297237978431,62.758965536892354,100.01162025021893,0.2638669690022811,0.9836972334437073,877.79578125,,20.894971366414964,,3.0,0.0,rising,16699.27,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.56}]}",False,not_in_gap_or_already_strong,43,Buy,43
ADAUSDT,Buy,44,0.8555,0.8616596,0.829835,Bullish,2025-09-08T10:30:28.791874+00:00,2025-09-08T16:00:28.791874+05:30,Success,162,162.0,,5.04%,77.44524730914802,0.0027654793166927982,0.002098305512168291,0.0006671738045245074,0.8561511537495593,0.8492599999999999,0.8423688462504405,0.9527543737069503,148.23934028999017,10.0,3.0,0.0,0.8461937304114263,0.0023502246570248804,0.8529859375,0.0014593749999999295,,40.507565146929544,,rising,35830795.0,8.0,10.8130386006833,15.0,5.0,0.0,5.0,0.9527543737069503,77.44524730914802,148.23934028999017,0.0006671738045245074,0.0023502246570248804,0.8529859375,,40.507565146929544,,3.0,0.0,rising,35830795.0,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.19}]}",False,not_in_gap_or_already_strong,44,Buy,44
AVAXUSDT,Buy,42,25.341,25.5234552,24.58077,Bullish,2025-09-08T10:30:31.373710+00:00,2025-09-08T16:00:31.373710+05:30,Success,274,274.0,,5.04%,71.15245244613789,0.08455954092090678,0.0855232095262894,-0.0009636686053826199,25.403412864986286,25.2414,25.07938713501371,0.80738299704913,105.29755761953894,10.0,3.0,0.0,25.09274225307003,0.05351635297446113,25.339421875,0.01209375000000179,,39.05991085165491,,rising,704856.0,8.0,9.0,15.0,5.0,0.0,5.0,0.80738299704913,71.15245244613789,105.29755761953894,-0.0009636686053826199,0.05351635297446113,25.339421875,,39.05991085165491,,3.0,0.0,rising,704856.0,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
GPSUSDT,Buy,41,0.01626,0.01637707,0.0157722,Bullish,2025-09-08T10:30:34.829668+00:00,2025-09-08T16:00:34.829668+05:30,Success,1,1.0,,5.04%,45.91282072292753,3.505586014160636e-05,0.000126754083169701,-9.169822302809464e-05,0.01742293563705064,0.016705,0.015987064362949364,0.19008363909325324,-92.15697442615475,10.0,0.0,3.0,0.016199757847253173,0.00034844861828486033,0.016185,1.1406250000001866e-05,,3.297212533373713,,falling,-364895021.0,12.0,4.0,15.0,5.0,0.0,5.0,0.19008363909325324,45.91282072292753,-92.15697442615475,-9.169822302809464e-05,0.00034844861828486033,0.016185,,3.297212533373713,,0.0,3.0,falling,-364895021.0,5.039999999999971,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
