Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI<=30_and_CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence
ETHUSDT,Sell,49,4293.89,4262.973992,4422.7067,Bearish,2025-09-08T04:58:05.677966+00:00,2025-09-08T10:28:05.677966+05:30,Inconclusive,300,,,5.04%,38.91862243015599,-1.4691702172431178,0.5289264372287787,-1.9980966544718965,4321.672927629506,4306.253500000001,4290.834072370495,0.09909341977317118,-139.68125583833537,-10.0,0.0,3.0,4301.713740006966,6.845968103608315,4297.06578125,-0.953281249999236,,-5.8929620025345715,,rising,1537.0249999999905,8.0,16.00475359826029,15.0,5.0,0.0,5.0,0.09909341977317118,38.91862243015599,-139.68125583833537,-1.9980966544718965,6.845968103608315,4297.06578125,,-5.8929620025345715,,0.0,3.0,rising,1537.0249999999905,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Sell,49,,,,
BTCUSDT,Sell,43,110882.8,110084.44384,114209.284,Bearish,2025-09-08T04:58:06.833366+00:00,2025-09-08T10:28:06.833366+05:30,Inconclusive,300,,,5.04%,40.41603520140774,-26.705174353148323,-1.5687055835913144,-25.13646876955701,111232.78475541173,111039.52000000002,110846.2552445883,0.09454583515200812,-143.51082138278957,-10.0,0.0,3.0,111019.70752186433,106.82948269691009,111002.17968749999,-8.59218750000582,,-6.30993926409792,,rising,449.7320000000002,8.0,9.647085759845368,15.0,5.0,0.0,5.0,0.09454583515200812,40.41603520140774,-143.51082138278957,-25.13646876955701,106.82948269691009,111002.17968749999,,-6.30993926409792,,0.0,3.0,rising,449.7320000000002,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.35}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,
WLFIUSDT,Sell,46,0.2129,0.21136712,0.219287,Bearish,2025-09-08T04:58:12.561718+00:00,2025-09-08T10:28:12.561718+05:30,Success,2,2.0,,5.04%,29.549280263449177,-0.003964580329698764,-0.0038693879226986416,-9.519240700012199e-05,0.2298430400989389,0.21776500000000004,0.20568695990106117,0.2986014303584132,-62.09250516075003,-10.0,0.0,3.0,0.22202264471767155,0.002262702533076178,0.20856249999999998,0.00024687499999997975,,-47.877731425783985,,falling,-464528519.0,4.0,5.009685424666474,15.0,5.0,12.0,5.0,0.2986014303584132,29.549280263449177,-62.09250516075003,-9.519240700012199e-05,0.002262702533076178,0.20856249999999998,,-47.877731425783985,,0.0,3.0,falling,-464528519.0,5.039999999999956,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 14.99}]}",False,not_in_gap_or_already_strong,46.0,Sell,46,1.0,,,
XRPUSDT,Sell,44,2.8772,2.85648416,2.963516,Bearish,2025-09-08T04:58:13.702120+00:00,2025-09-08T10:28:13.702120+05:30,Inconclusive,300,,,5.04%,42.05246456925189,-0.0007575757329791877,0.0007383744938171457,-0.0014959502267963332,2.896854605852313,2.8858200000000003,2.8747853941476875,0.1094106071675682,-153.50140056022184,-10.0,0.0,3.0,2.881870639499135,0.005502050275496338,2.8822937500000005,-0.00021406249999955662,,-2.9659146893001003,,falling,-4208561.500000001,8.0,10.525350304959403,15.0,5.0,0.0,5.0,0.1094106071675682,42.05246456925189,-153.50140056022184,-0.0014959502267963332,0.005502050275496338,2.8822937500000005,,-2.9659146893001003,,0.0,3.0,falling,-4208561.500000001,5.039999999999956,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.47}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,
TAUSDT,Sell,54,0.13442,0.13345218,0.1384526,Bearish,2025-09-08T04:58:19.468239+00:00,2025-09-08T10:28:19.468239+05:30,Success,2,2.0,,5.04%,29.843041368119827,-0.014312216568194952,-0.010347504444100555,-0.003964712124094397,0.24236555771137663,0.16973549999999998,0.09710544228862335,0.2568809587048681,-76.25359482777263,-10.0,3.0,0.0,0.1653838929809935,0.011093674032440663,0.11639828125000001,4.0625000000002465e-05,,-32.33735521940416,,falling,-387469343.0,4.0,17.577238766887707,15.0,0.0,12.0,5.0,0.2568809587048681,29.843041368119827,-76.25359482777263,-0.003964712124094397,0.011093674032440663,0.11639828125000001,,-32.33735521940416,,3.0,0.0,falling,-387469343.0,5.04000000000003,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,hma_not_aligned,,Sell,54,1.0,4.0625000000002465e-05,,
SUIUSDT,Sell,46,3.3847,3.36033016,3.486241,Bearish,2025-09-08T04:58:25.191338+00:00,2025-09-08T10:28:25.191338+05:30,Inconclusive,300,,,5.04%,38.92004958467694,-0.002649649895990258,0.00038143927114487697,-0.003031089167135135,3.426932254460113,3.402055,3.377177745539887,0.15118739232607137,-114.6628277168056,-10.0,0.0,3.0,3.394465851516694,0.007732103954095348,3.3851953125000005,-0.0005812499999997556,,-8.934683928975685,,falling,-1142001.5,8.0,13.408324104684713,15.0,5.0,0.0,5.0,0.15118739232607137,38.92004958467694,-114.6628277168056,-0.003031089167135135,0.007732103954095348,3.3851953125000005,,-8.934683928975685,,0.0,3.0,falling,-1142001.5,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.59}]}",False,not_in_gap_or_already_strong,46.0,Sell,46,,,,
LINKUSDT,Sell,42,22.46,22.298288,23.1338,Bearish,2025-09-08T04:58:28.620461+00:00,2025-09-08T10:28:28.620461+05:30,Inconclusive,300,,,5.04%,41.84337254621204,0.0002974996786377915,0.02220400699087535,-0.021906507312237557,22.71068390847286,22.56935,22.42801609152714,0.11315015914599828,-143.7050132592534,-10.0,3.0,0.0,22.484265385152682,0.0577308198989045,22.488609375,-0.007078125000003155,,0.6325317593376393,,falling,-321340.56000000006,8.0,14.10702769187032,15.0,0.0,0.0,5.0,0.11315015914599828,41.84337254621204,-143.7050132592534,-0.021906507312237557,0.0577308198989045,22.488609375,,0.6325317593376393,,3.0,0.0,falling,-321340.56000000006,5.040000000000044,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,
PUMPUSDT,Strong Sell,69,0.004757,0.00472275,0.00489971,Bearish,2025-09-08T04:58:30.948988+00:00,2025-09-08T10:28:30.948988+05:30,Success,16,16.0,,5.04%,28.8148478869562,-2.445338808658524e-05,-1.6681807440962356e-05,-7.771580645622882e-06,0.0048970480790324865,0.00482595,0.004754851920967513,0.015106449159513837,-147.36573263280962,-10.0,0.0,3.0,0.004843287108627589,2.7930203996909895e-05,0.004776640625000001,-1.4124999999999381e-05,,-26.449625163994263,,falling,-1015909245.0,8.0,15.67800118880567,15.0,5.0,12.0,5.0,0.015106449159513837,28.8148478869562,-147.36573263280962,-7.771580645622882e-06,2.7930203996909895e-05,0.004776640625000001,,-26.449625163994263,,0.0,3.0,falling,-1015909245.0,5.039999999999955,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,69,1.0,-1.4124999999999381e-05,61.0,69.0
PTBUSDT,Sell,42,0.05112,0.05075194,0.0526536,Bearish,2025-09-08T04:58:34.371792+00:00,2025-09-08T10:28:34.371792+05:30,Success,6,6.0,,5.04%,40.08739451568331,-0.0001845032261805768,-0.0001815301815424795,-2.9730446380973094e-06,0.05274154645898424,0.0518375,0.050933453541015763,0.10317304886843635,-118.97959183673623,-10.0,0.0,3.0,0.052567868648323295,0.0006243610496282082,0.05202640625,-0.0001449999999999993,,-7.803163540464188,,rising,12439084.0,8.0,9.114281746686192,15.0,5.0,0.0,5.0,0.10317304886843635,40.08739451568331,-118.97959183673623,-2.9730446380973094e-06,0.0006243610496282082,0.05202640625,,-7.803163540464188,,0.0,3.0,rising,12439084.0,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.89}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,
LTCUSDT,Sell,44,113.06,112.245968,116.4518,Bearish,2025-09-08T04:58:35.510025+00:00,2025-09-08T10:28:35.510025+05:30,Success,64,64.0,,5.04%,31.751190907536767,-0.3538667085306457,-0.23845492116330008,-0.11541178736734564,115.76473814776892,114.1335,112.50226185223107,0.17095546365555475,-104.15007521458293,-10.0,0.0,3.0,114.19230690677429,0.36968716208424185,113.05703125,0.04343749999998181,,-25.582204113543728,,falling,-458307.093,8.0,11.492504963386077,15.0,5.0,0.0,5.0,0.17095546365555475,31.751190907536767,-104.15007521458293,-0.11541178736734564,0.36968716208424185,113.05703125,,-25.582204113543728,,0.0,3.0,falling,-458307.093,5.039999999999984,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.51}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,,
