Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope
BTCUSDT,Buy,42,112050.0,112856.76,108688.5,Bullish,2025-09-09T04:56:31.375801+00:00,2025-09-09T10:26:31.375801+05:30,Success,110,110.0,,5.04%,73.07411063447525,135.39187996773398,110.77513600377462,24.616743963959365,112109.26703259634,111731.44500000002,111353.6229674037,0.9215675271912157,112.37393627855589,10.0,0.0,3.0,111667.97041767683,123.0916407482528,112015.25625,28.467187499976717,,35.72097841662864,,rising,3451.336,8.0,13.799691120726333,15.0,0.0,0.0,5.0,0.9215675271912157,73.07411063447525,112.37393627855589,24.616743963959365,123.0916407482528,112015.25625,,35.72097841662864,,0.0,3.0,rising,3451.336,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
XRPUSDT,Buy,41,2.9637,2.98503864,2.874789,Bullish,2025-09-09T04:56:37.950081+00:00,2025-09-09T10:26:37.950081+05:30,Success,78,78.0,,5.04%,70.25815592300386,0.004330304684780462,0.002347235682093655,0.0019830690026868066,2.9679777900360444,2.94986,2.931742209963956,0.8819450377906397,117.2472139564723,10.0,0.0,3.0,2.952314762832939,0.005444309866951642,2.9625921875,0.002018750000000402,,26.337035642838853,,rising,9496481.899999999,8.0,12.741908015447295,15.0,0.0,0.0,5.0,0.8819450377906397,70.25815592300386,117.2472139564723,0.0019830690026868066,0.005444309866951642,2.9625921875,,26.337035642838853,,0.0,3.0,rising,9496481.899999999,5.0400000000000444,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
WLFIUSDT,Buy,59,0.2109,0.21241848,0.204573,Bullish,2025-09-09T04:56:41.232622+00:00,2025-09-09T10:26:41.232622+05:30,Success,29,29.0,,5.04%,72.2253039869163,0.0008371441822031533,0.00036527314556652807,0.0004718710366366253,0.21194472150310584,0.207825,0.20370527849689418,0.8732048389292546,113.30845771144156,10.0,3.0,0.0,0.20859307241873876,0.0013053693011250977,0.21077187500000003,0.0002625000000000266,,24.365201095832973,,rising,165893264.0,8.0,17.675632918223272,15.0,5.0,0.0,5.0,0.8732048389292546,72.2253039869163,113.30845771144156,0.0004718710366366253,0.0013053693011250977,0.21077187500000003,,24.365201095832973,,3.0,0.0,rising,165893264.0,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,59,51.0,59.0,0.0002625000000000266
LINKUSDT,Buy,41,23.251,23.4184072,22.55347,Bullish,2025-09-09T04:56:46.861735+00:00,2025-09-09T10:26:46.861735+05:30,Success,68,68.0,,5.04%,63.80378194675791,0.06587700278808484,0.05732351336399287,0.008553489424091967,23.38079456406676,23.1492,22.91760543593324,0.7197806334751781,71.20739535304465,10.0,3.0,0.0,23.103229487206352,0.07114049657018322,23.306875,-0.00029687500000008527,,25.540912763597778,,falling,-67882.52999999998,4.0,6.885610251197583,15.0,10.0,0.0,5.0,0.7197806334751781,63.80378194675791,71.20739535304465,0.008553489424091967,0.07114049657018322,23.306875,,25.540912763597778,,3.0,0.0,falling,-67882.52999999998,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.11}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
HYPEUSDT,Buy,59,53.032,53.4138304,51.44104,Bullish,2025-09-09T04:56:47.969311+00:00,2025-09-09T10:26:47.969311+05:30,Success,19,19.0,,5.04%,83.28020964374028,0.47243240579422974,0.37666443588329307,0.09576796991093667,53.37686093082932,52.02905,50.68123906917068,0.8720662806106179,107.92119459708776,10.0,3.0,0.0,51.63545287633816,0.2528606378017761,53.080015625,0.1298906250000016,,60.80579094790901,,rising,794019.57,8.0,18.08971557551903,15.0,5.0,0.0,5.0,0.8720662806106179,83.28020964374028,107.92119459708776,0.09576796991093667,0.2528606378017761,53.080015625,,60.80579094790901,,3.0,0.0,rising,794019.57,5.039999999999979,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,59,51.0,59.0,0.1298906250000016
PENGUUSDT,Buy,45,0.034333,0.0345802,0.03330301,Bullish,2025-09-09T04:56:51.233007+00:00,2025-09-09T10:26:51.233007+05:30,Success,4,4.0,,5.04%,76.440999507161,0.00019708469176991927,0.00013447892650573568,6.26057652641836e-05,0.03427772787513006,0.033688800000000005,0.03309987212486995,1.0469260559773443,200.83899100292413,10.0,3.0,0.0,0.03359445157849716,0.00019881059925983834,0.033958156249999996,5.8578125000000036e-05,,31.713777999045718,,rising,360260572.0,8.0,11.557637127669649,15.0,5.0,0.0,5.0,1.0469260559773443,76.440999507161,200.83899100292413,6.26057652641836e-05,0.00019881059925983834,0.033958156249999996,,31.713777999045718,,3.0,0.0,rising,360260572.0,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.44}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,
AVAXUSDT,Buy,45,25.296,25.4781312,24.53712,Bullish,2025-09-09T04:56:52.312076+00:00,2025-09-09T10:26:52.312076+05:30,Success,76,76.0,,5.04%,67.8954506762137,0.04738840857550031,0.023760443053168982,0.023627965522331325,25.307911937877723,25.11905,24.93018806212228,0.9684639001071887,140.88598402323487,10.0,0.0,3.0,25.145488949988284,0.06987875559959697,25.228921874999997,0.02609374999999403,,17.874230333914337,,rising,89876.0,8.0,17.11507256633549,15.0,0.0,0.0,5.0,0.9684639001071887,67.8954506762137,140.88598402323487,0.023627965522331325,0.06987875559959697,25.228921874999997,,17.874230333914337,,0.0,3.0,rising,89876.0,5.040000000000017,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,
BNBUSDT,Buy,46,876.97,883.284184,850.6609,Bullish,2025-09-09T04:56:53.395990+00:00,2025-09-09T10:26:53.395990+05:30,Success,115,115.0,,5.04%,60.77078046909418,0.36613577101331884,0.21799279306186492,0.14814297795145392,876.9134542992616,875.5609999999999,874.2085457007382,1.0209048471246975,186.49549684034014,10.0,0.0,3.0,875.7300677850604,0.9142353226805322,876.12921875,0.21796874999995453,,10.46544312518324,,falling,-5092.05,8.0,12.888967514852075,15.0,5.0,0.0,5.0,1.0209048471246975,60.77078046909418,186.49549684034014,0.14814297795145392,0.9142353226805322,876.12921875,,10.46544312518324,,0.0,3.0,falling,-5092.05,5.039999999999964,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.11}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,
QUSDT,Buy,47,0.016574,0.01669333,0.01607678,Bullish,2025-09-09T04:57:04.352372+00:00,2025-09-09T10:27:04.352372+05:30,Fail,1,,1.0,5.04%,60.11393818672503,5.429560200893163e-05,-0.00014229063195890282,0.00019658623396783445,0.01661873655169062,0.015661550000000003,0.014704363448309386,0.9766312263729546,156.29035484985712,10.0,3.0,0.0,0.016183011628319886,0.0004786616058345042,0.0161619375,0.00020748437500000064,,2.631623699602068,,rising,240100015.0,8.0,13.856795610340399,15.0,5.0,0.0,5.0,0.9766312263729546,60.11393818672503,156.29035484985712,0.00019658623396783445,0.0004786616058345042,0.0161619375,,2.631623699602068,,3.0,0.0,rising,240100015.0,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.14}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,
ARBUSDT,Buy,40,0.5184,0.52213248,0.502848,Bullish,2025-09-09T04:57:06.524873+00:00,2025-09-09T10:27:06.524873+05:30,Success,74,74.0,,5.04%,67.71202945521497,0.0024485080299742057,0.001807155513785296,0.0006413525161889097,0.5210830931679585,0.5132,0.5053169068320414,0.8298197731022509,97.71229158588652,10.0,3.0,0.0,0.5120490401471642,0.002202256919701492,0.519171875,0.0009890624999999709,,30.694647836319643,,rising,16604310.899999999,4.0,10.989402667251115,15.0,5.0,0.0,5.0,0.8298197731022509,67.71202945521497,97.71229158588652,0.0006413525161889097,0.002202256919701492,0.519171875,,30.694647836319643,,3.0,0.0,rising,16604310.899999999,5.0400000000000515,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.01}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
