Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
BNBUSDT,Buy,40,881.57,887.917304,855.1229,Bullish,2025-09-09T06:57:40.008731+00:00,2025-09-09T12:27:40.008731+05:30,Inconclusive,300,,,5.04%,67.40107564321902,1.6221671497690977,1.2908724668318812,0.33129468293721653,883.7496969883272,878.8520000000001,873.954303011673,0.7774773537928031,98.109799164527,10.0,3.0,0.0,877.7853262438647,1.120579276391863,882.4628125,0.36343750000003183,,45.64565408148206,,rising,23776.449999999997,4.0,11.09550190513494,15.0,5.0,0.0,5.0,0.7774773537928031,67.40107564321902,98.109799164527,0.33129468293721653,1.120579276391863,882.4628125,,45.64565408148206,,3.0,0.0,rising,23776.449999999997,5.040000000000006,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.9}]}",False,not_in_gap_or_already_strong,40,Buy,40
WIFUSDT,Buy,44,0.8977,0.90416344,0.870769,Bullish,2025-09-09T06:57:44.447240+00:00,2025-09-09T12:27:44.447240+05:30,Success,14,14.0,,5.04%,74.87378397963647,0.006352239097599854,0.005167230911885971,0.001185008185713883,0.9039045153318892,0.8850149999999999,0.8661254846681106,0.8357682761342565,101.13821138211435,10.0,3.0,0.0,0.8797822681873972,0.004089265469302199,0.9005984375,0.0014500000000000624,,45.80366532726989,,rising,12666252.000000002,8.0,10.954842298850872,15.0,5.0,0.0,5.0,0.8357682761342565,74.87378397963647,101.13821138211435,0.001185008185713883,0.004089265469302199,0.9005984375,,45.80366532726989,,3.0,0.0,rising,12666252.000000002,5.039999999999989,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.05}]}",False,not_in_gap_or_already_strong,44,Buy,44
1000BONKUSDT,Buy,43,0.023735,0.02390589,0.02302295,Bullish,2025-09-09T06:57:46.234061+00:00,2025-09-09T12:27:46.234061+05:30,Success,7,7.0,,5.04%,74.4435848508448,0.0001587545112006622,0.00013042468562846383,2.8329825572198365e-05,0.023871123225061686,0.0234269,0.022982676774938315,0.8467851100729996,108.61322081575265,10.0,3.0,0.0,0.023283310295915863,0.00011211206574565283,0.0237905625,3.854687499999995e-05,,43.34470641962539,,rising,322554390.0,8.0,10.064608739573819,15.0,5.0,0.0,5.0,0.8467851100729996,74.4435848508448,108.61322081575265,2.8329825572198365e-05,0.00011211206574565283,0.0237905625,,43.34470641962539,,3.0,0.0,rising,322554390.0,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.94}]}",False,not_in_gap_or_already_strong,43,Buy,43
ARBUSDT,Buy,45,0.5309,0.53472248,0.514973,Bullish,2025-09-09T06:57:48.003490+00:00,2025-09-09T12:27:48.003490+05:30,Success,94,94.0,,5.04%,80.810531751868,0.0040866502677185945,0.003382102829679683,0.0007045474380389114,0.5342688994094752,0.5224599999999999,0.5106511005905247,0.8573576040976348,102.28943499264842,10.0,3.0,0.0,0.5187970254725899,0.002191654110018652,0.5321328125,0.0009359374999999837,,51.42913870952316,,rising,24670111.2,8.0,11.7152404823542,15.0,5.0,0.0,5.0,0.8573576040976348,80.810531751868,102.28943499264842,0.0007045474380389114,0.002191654110018652,0.5321328125,,51.42913870952316,,3.0,0.0,rising,24670111.2,5.0399999999999485,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.28}]}",False,not_in_gap_or_already_strong,45,Buy,45
AAVEUSDT,Buy,48,306.63,308.837736,297.4311,Bullish,2025-09-09T06:57:49.788222+00:00,2025-09-09T12:27:49.788222+05:30,Success,19,19.0,,5.04%,82.88522058877805,1.5112397803691238,1.152561440975752,0.3586783393933717,307.8481765729651,302.9765,298.1048234270349,0.8749735789394102,106.35691342346938,10.0,3.0,0.0,302.22593371548794,0.800266457757356,306.8625,0.31921875000000455,,51.59187891058558,,rising,49258.7,8.0,14.756767401653345,15.0,5.0,0.0,5.0,0.8749735789394102,82.88522058877805,106.35691342346938,0.3586783393933717,0.800266457757356,306.8625,,51.59187891058558,,3.0,0.0,rising,49258.7,5.040000000000026,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.24}]}",False,not_in_gap_or_already_strong,48,Buy,48
LINEAUSDT,Buy,41,0.02886,0.02906779,0.0279942,Bullish,2025-09-09T06:57:50.671329+00:00,2025-09-09T12:27:50.671329+05:30,Success,16,16.0,,5.04%,64.76388643676114,0.00015211331409647338,0.00011676282868027619,3.535048541619719e-05,0.029075041805095,0.028511,0.027946958194905003,0.8093742315263478,107.00757575757584,10.0,3.0,0.0,0.028479447129871136,0.00024016483142448168,0.0288859375,-5.156249999999085e-06,,21.154213078256266,,rising,106993498.0,8.0,7.532622345064333,15.0,5.0,0.0,5.0,0.8093742315263478,64.76388643676114,107.00757575757584,3.535048541619719e-05,0.00024016483142448168,0.0288859375,,21.154213078256266,,3.0,0.0,rising,106993498.0,5.039999999999959,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.47}]}",False,not_in_gap_or_already_strong,41,Buy,41
ARKMUSDT,Buy,47,0.63,0.634536,0.6111,Bullish,2025-09-09T06:57:52.464801+00:00,2025-09-09T12:27:52.464801+05:30,Success,3,3.0,,5.04%,69.36665549259816,0.0070366863992968876,0.004524584391412163,0.0025121020078847246,0.6342208204844405,0.61047,0.5867191795155594,0.9111436910736281,135.02320798243372,10.0,3.0,0.0,0.6076268502770984,0.006102223261761542,0.6280421875,0.003329687499999956,,30.527299311002793,,rising,8948992.0,8.0,13.880079047096224,15.0,5.0,0.0,5.0,0.9111436910736281,69.36665549259816,135.02320798243372,0.0025121020078847246,0.006102223261761542,0.6280421875,,30.527299311002793,,3.0,0.0,rising,8948992.0,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.12}]}",False,not_in_gap_or_already_strong,47,Buy,47
DOTUSDT,Buy,41,4.112,4.1416064,3.98864,Bullish,2025-09-09T06:57:55.115047+00:00,2025-09-09T12:27:55.115047+05:30,Success,17,17.0,,5.04%,78.85651911192205,0.018865477012220744,0.014861386454375805,0.004004090557844939,4.135839180330127,4.07465,4.013460819669874,0.8052010159189098,85.90657165479189,10.0,3.0,0.0,4.063937463652528,0.011493518791251054,4.126078125,0.005046875000000561,,51.14271313327128,,rising,2075186.7000000002,4.0,12.36107506618679,15.0,5.0,0.0,5.0,0.8052010159189098,78.85651911192205,85.90657165479189,0.004004090557844939,0.011493518791251054,4.126078125,,51.14271313327128,,3.0,0.0,rising,2075186.7000000002,5.03999999999993,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.64}]}",False,not_in_gap_or_already_strong,41,Buy,41
TRXUSDT,Buy,47,0.33495,0.33736164,0.3249015,Bullish,2025-09-09T06:57:56.893173+00:00,2025-09-09T12:27:56.893173+05:30,Success,84,84.0,,5.04%,73.95321071847042,0.0011310279814850666,0.0008767673855073231,0.00025426059597774347,0.3360883843925154,0.33277049999999997,0.3294526156074845,0.8284472486317804,133.50567814606302,10.0,3.0,0.0,0.3319674987042574,0.0006299764130454628,0.33536125,0.0003842187500000538,,67.40646218929611,,rising,33270784.0,8.0,13.686480600068862,15.0,5.0,0.0,5.0,0.8284472486317804,73.95321071847042,133.50567814606302,0.00025426059597774347,0.0006299764130454628,0.33536125,,67.40646218929611,,3.0,0.0,rising,33270784.0,5.039999999999984,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.31}]}",False,not_in_gap_or_already_strong,47,Buy,47
UNIUSDT,Buy,42,9.713,9.7829336,9.42161,Bullish,2025-09-09T06:57:57.774622+00:00,2025-09-09T12:27:57.774622+05:30,Success,20,20.0,,5.04%,81.19179080005154,0.053568004269839875,0.0427416081678996,0.010826396101940278,9.770305929466113,9.596449999999999,9.422594070533885,0.8351913286993081,96.69887106103094,10.0,3.0,0.0,9.564083869785975,0.028633606583372096,9.734593749999998,0.008265624999998167,,49.43696957977481,,rising,1257030.0,4.0,13.07442468660079,15.0,5.0,0.0,5.0,0.8351913286993081,81.19179080005154,96.69887106103094,0.010826396101940278,0.028633606583372096,9.734593749999998,,49.43696957977481,,3.0,0.0,rising,1257030.0,5.040000000000044,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.93}]}",False,not_in_gap_or_already_strong,42,Buy,42
BIOUSDT,Buy,43,0.15901,0.16015487,0.1542397,Bullish,2025-09-09T06:58:00.453542+00:00,2025-09-09T12:28:00.453542+05:30,Success,28,28.0,,5.04%,71.33338291875559,0.0006846816877254525,0.0005210365586663012,0.0001636451290591513,0.15956748442474605,0.157363,0.15515851557525395,0.8735567331553586,116.11099510452036,10.0,3.0,0.0,0.15711213509159205,0.0006248621800963387,0.158915,7.531250000000766e-05,,31.701754201751132,,rising,14514664.0,8.0,10.285358951975791,15.0,5.0,0.0,5.0,0.8735567331553586,71.33338291875559,116.11099510452036,0.0001636451290591513,0.0006248621800963387,0.158915,,31.701754201751132,,3.0,0.0,rising,14514664.0,5.039999999999961,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.71}]}",False,not_in_gap_or_already_strong,43,Buy,43
1000SHIBUSDT,Buy,47,0.01305,0.01314396,0.0126585,Bullish,2025-09-09T06:58:03.112992+00:00,2025-09-09T12:28:03.112992+05:30,Inconclusive,300,,,5.04%,85.20701794649052,6.466689436670364e-05,5.198611396527521e-05,1.268078040142843e-05,0.013100864237992565,0.01291675,0.012732635762007434,0.8618677225967224,104.22546408554236,10.0,3.0,0.0,0.012869835543873512,3.095690661671731e-05,0.01306978125,1.8578125000001666e-05,,59.8295313295239,,rising,467513293.0,8.0,13.831044600235792,15.0,5.0,0.0,5.0,0.8618677225967224,85.20701794649052,104.22546408554236,1.268078040142843e-05,3.095690661671731e-05,0.01306978125,,59.8295313295239,,3.0,0.0,rising,467513293.0,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.17}]}",False,not_in_gap_or_already_strong,47,Buy,47
NMRUSDT,Buy,47,17.285,17.409452,16.76645,Bullish,2025-09-09T06:58:03.997108+00:00,2025-09-09T12:28:03.997108+05:30,Fail,112,,112.0,5.04%,77.77252865559308,0.15642815645867714,0.10544833329275097,0.05097982316592617,17.413089873634256,16.838649999999998,16.26421012636574,0.8885088940432697,106.16858455213114,10.0,3.0,0.0,16.828824542693106,0.12246870708271433,17.304874999999996,0.056796874999996305,,46.503787217885765,,rising,315810.80000000005,8.0,13.990435802967005,15.0,5.0,0.0,5.0,0.8885088940432697,77.77252865559308,106.16858455213114,0.05097982316592617,0.12246870708271433,17.304874999999996,,46.503787217885765,,3.0,0.0,rising,315810.80000000005,5.040000000000063,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.01}]}",False,not_in_gap_or_already_strong,47,Buy,47
NEARUSDT,Buy,41,2.697,2.7164184,2.61609,Bullish,2025-09-09T06:58:05.777953+00:00,2025-09-09T12:28:05.777953+05:30,Success,126,126.0,,5.04%,73.52297553491141,0.013352720374539828,0.011893732673405674,0.0014589877011341543,2.695248380510745,2.67185,2.648451619489255,1.0374303573798769,191.35802469135533,10.0,3.0,0.0,2.649209851681364,0.009457028055639163,2.6805468750000006,0.004093750000000451,,35.71401288166968,,rising,968677.0,8.0,7.702611922182051,15.0,5.0,0.0,5.0,1.0374303573798769,73.52297553491141,191.35802469135533,0.0014589877011341543,0.009457028055639163,2.6805468750000006,,35.71401288166968,,3.0,0.0,rising,968677.0,5.040000000000044,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.3}]}",False,not_in_gap_or_already_strong,41,Buy,41
AIOUSDT,Buy,44,0.10161,0.10234159,0.0985617,Bullish,2025-09-09T06:58:06.675974+00:00,2025-09-09T12:28:06.675974+05:30,Success,1,1.0,,5.04%,64.41627897817915,0.0006831821993042303,4.440612654061556e-05,0.0006387760727636148,0.10158174375694999,0.09804650000000001,0.09451125624305003,1.0039963641820264,183.75998695581384,10.0,3.0,0.0,0.09866778471593397,0.0020444347669589785,0.0996659375,0.0008056250000000043,,11.149423867680126,,rising,16171487.0,8.0,11.498711132334389,15.0,5.0,0.0,5.0,1.0039963641820264,64.41627897817915,183.75998695581384,0.0006387760727636148,0.0020444347669589785,0.0996659375,,11.149423867680126,,3.0,0.0,rising,16171487.0,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.5}]}",False,not_in_gap_or_already_strong,44,Buy,44
TAOUSDT,Buy,45,347.64,350.143008,337.2108,Bullish,2025-09-09T06:58:07.558750+00:00,2025-09-09T12:28:07.558750+05:30,Inconclusive,300,,,5.04%,69.06813132521398,1.5412607746073945,1.1724196311759842,0.3688411434314103,348.96477659461647,344.713,340.4612234053836,0.8442090541288201,127.91529546430206,10.0,3.0,0.0,343.6229064455079,1.161792567377471,347.63874999999996,0.5960937499999659,,39.699047030172935,,rising,2451.793999999999,8.0,11.619421651436454,15.0,5.0,0.0,5.0,0.8442090541288201,69.06813132521398,127.91529546430206,0.3688411434314103,1.161792567377471,347.63874999999996,,39.699047030172935,,3.0,0.0,rising,2451.793999999999,5.040000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.38}]}",False,not_in_gap_or_already_strong,45,Buy,45
