Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct
WLFIUSDT,Sell,44,0.1937,0.1906008,0.19682533,Bearish,2025-09-06T18:13:47.016311+00:00,2025-09-06T23:43:47.016311+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.53}]}",Fail,11,,11.0,11.20%,38.282954956723344,-0.000540592155615343,0.19986635344988635,0.196675,0.19348364655011363,0.03389681733530405,-170.65127782357712,-5.0,0.0,3.0,0.1956134210316221,0.001736292013206895,0.1951953125,,-7.391227190255062,,falling,-0.0023999999999999855,0.03389681733530405,38.282954956723344,-170.65127782357712,-0.000540592155615343,0.001736292013206895,0.1951953125,,-7.391227190255062,,0.0,3.0,falling,11.199999999999985
MITOUSDT,Sell,40,0.2123,0.2089032,0.21647004,Bearish,2025-09-06T18:14:04.398877+00:00,2025-09-06T23:44:04.398877+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.1}]}",Fail,9,,9.0,11.20%,43.245215363577316,-0.00018349737248629584,0.21851132281535537,0.21492549999999996,0.21133967718464455,0.1339055029773205,-94.9996035074984,-5.0,0.0,3.0,0.21515366079668913,0.0023166880751746195,0.21274296874999998,,-7.839751407627597,,falling,-0.0038900000000000046,0.1339055029773205,43.245215363577316,-94.9996035074984,-0.00018349737248629584,0.0023166880751746195,0.21274296874999998,,-7.839751407627597,,0.0,3.0,falling,11.200000000000017
TAUSDT,Buy,50,0.10729,0.10900664,0.1051442,Bearish,2025-09-06T18:14:08.255819+00:00,2025-09-06T23:44:08.255819+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 15, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}, {""component"": ""momentum_score"", ""gap"": 15.68}]}",Success,7,7.0,,11.20%,18.675277174758136,0.0006530277520951436,0.12332260585380801,0.11348549999999999,0.10364839414619197,0.18509538821310617,-117.3078933324532,-5.0,0.0,3.0,0.13016979792825514,0.003631999792959384,0.1081803125,,-61.52367376622168,,falling,-0.02102000000000001,0.18509538821310617,18.675277174758136,-117.3078933324532,0.0006530277520951436,0.003631999792959384,0.1081803125,,-61.52367376622168,,0.0,3.0,falling,11.200000000000037
DOLOUSDT,Sell,46,0.18901,0.18598584,0.19257628,Bearish,2025-09-06T18:14:12.125610+00:00,2025-09-06T23:44:12.125610+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.82}]}",Fail,23,,23.0,11.20%,36.8321522475733,-0.0007576213363553985,0.19917095946343205,0.19329,0.18740904053656793,0.13611379855505598,-131.24376600155412,-5.0,0.0,3.0,0.19267635356417043,0.0019812663988691454,0.1900246875,,-18.732144059380353,,falling,-0.005749999999999977,0.13611379855505598,36.8321522475733,-131.24376600155412,-0.0007576213363553985,0.0019812663988691454,0.1900246875,,-18.732144059380353,,0.0,3.0,falling,11.199999999999994
LINEAUSDT,Sell,42,0.0284,0.0279456,0.02891343,Bearish,2025-09-06T18:14:20.773705+00:00,2025-09-06T23:44:20.773705+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.91}]}",Success,54,54.0,,11.20%,39.56481008424146,-6.053002311011006e-05,0.029713325333740208,0.0289155,0.028117674666259793,0.17693429990287912,-102.31345715216743,-5.0,0.0,3.0,0.02890069176877053,0.00028523845071405803,0.028357968749999997,,-13.65317980604755,,falling,-0.0009999999999999974,0.17693429990287912,39.56481008424146,-102.31345715216743,-6.053002311011006e-05,0.00028523845071405803,0.028357968749999997,,-13.65317980604755,,0.0,3.0,falling,11.200000000000015
TAKEUSDT,Sell,45,0.16602,0.16336368,0.1693404,Bearish,2025-09-06T18:14:27.610635+00:00,2025-09-06T23:44:27.610635+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",Success,4,4.0,,11.20%,79.57186404153488,0.001444819538497563,0.16398218624276983,0.1554085,0.14683481375723018,1.1188411670037874,272.6685790407084,-5.0,3.0,0.0,0.15526744748510166,0.0023139358999413875,0.15881515625,,31.985936376378397,,rising,0.01308999999999999,1.1188411670037874,79.57186404153488,272.6685790407084,0.001444819538497563,0.0023139358999413875,0.15881515625,,31.985936376378397,,3.0,0.0,rising,11.199999999999957
ARIAUSDT,Sell,40,0.11482,0.11298288,0.1171164,Bearish,2025-09-06T18:14:29.511601+00:00,2025-09-06T23:44:29.511601+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.26}]}",Fail,11,,11.0,11.20%,38.30134320203589,-0.0001777744602209769,0.11982723489008676,0.1165605,0.11329376510991324,0.2336025024127737,-114.58432985745704,-5.0,0.0,3.0,0.11850564623058157,0.0015568827164153544,0.1142303125,,-28.284686779819584,,falling,-0.002779999999999991,0.2336025024127737,38.30134320203589,-114.58432985745704,-0.0001777744602209769,0.0015568827164153544,0.1142303125,,-28.284686779819584,,0.0,3.0,falling,11.199999999999985
EIGENUSDT,Sell,41,1.2886,1.27932208,1.2989088,Bearish,2025-09-06T18:14:32.427368+00:00,2025-09-06T23:44:32.427368+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Success,103,103.0,,5.04%,53.59475569219889,0.0008426399900921685,1.290819976728237,1.2848549999999999,1.2788900232717628,0.8139157259635238,107.3863961950609,-5.0,0.0,3.0,1.2891045789471756,0.00408901720112745,1.2858281249999997,,-2.558796314321222,,rising,0.006099999999999994,0.8139157259635238,53.59475569219889,107.3863961950609,0.0008426399900921685,0.00408901720112745,1.2858281249999997,,-2.558796314321222,,0.0,3.0,rising,5.039999999999967
IDOLUSDT,Sell,41,0.03696,0.03636864,0.03759508,Bearish,2025-09-06T18:14:34.350442+00:00,2025-09-06T23:44:34.350442+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",Fail,9,,9.0,11.20%,39.32371067075623,-5.928494282230466e-05,0.03825849478032052,0.0375325,0.036806505219679486,0.10571341866448936,-121.26130303733048,-5.0,3.0,0.0,0.03742722073693708,0.0003528247998686834,0.0371178125,,-8.66787737525475,,falling,-0.0008099999999999982,0.10571341866448936,39.32371067075623,-121.26130303733048,-5.928494282230466e-05,0.0003528247998686834,0.0371178125,,-8.66787737525475,,3.0,0.0,falling,11.199999999999983
GPSUSDT,Sell,41,0.01197,0.01177848,0.0122094,Bearish,2025-09-06T18:14:35.318616+00:00,2025-09-06T23:44:35.318616+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.23}]}",Success,65,65.0,,11.20%,39.03810772891384,-6.946638009015907e-05,0.013192574467437412,0.0123695,0.011546425532562589,0.257312360056668,-96.0892375419957,-5.0,0.0,3.0,0.01240420319703243,0.000214556046887975,0.011810468749999999,,-29.349676056474745,,falling,-0.00102,0.257312360056668,39.03810772891384,-96.0892375419957,-6.946638009015907e-05,0.000214556046887975,0.011810468749999999,,-29.349676056474745,,0.0,3.0,falling,11.200000000000035
