SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,Keltner_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Bollinger_buy_score,Bollinger_sell_score,Keltner_sell_score
signals_2025-09-05_08-54-59_STRONG.json,ETHUSDT,Buy,50,Success,91.0,True,50,50,,,Bullish,5.04%,0,0,2025-09-05T03:23:29.127888+00:00,2025-09-05T08:53:29.127888+05:30,41.817737209003546,-85.8841010401191,-154.8422073250815,-0.1565176651383076,,,rising,down,down,-1.7474813544140488,0.15242456882096622,-1.899905923235015,4334.0259375108835,4316.959,4299.892062489116,4331.798999999999,4316.958999999999,4302.118999999999,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,,,
signals_2025-09-05_08-54-59_STRONG.json,BTCUSDT,Sell,45,Inconclusive,,False,20,45,,,Bullish,5.04%,0,0,2025-09-05T03:23:30.305357+00:00,2025-09-05T08:53:30.305357+05:30,51.39364844362185,-74.04063205417683,-35.6992218747812,0.052215484860220686,,,falling,down,down,88.81852412871376,119.62796287129792,-30.809438742584163,111470.32034121838,111223.155,110975.98965878162,111498.055,111223.155,110948.255,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,,,
signals_2025-09-05_08-54-59_STRONG.json,SOLUSDT,Strong Sell,65,Inconclusive,,False,35,65,,,Bullish,5.04%,0,0,2025-09-05T03:23:31.471715+00:00,2025-09-05T08:53:31.471715+05:30,43.24728242795797,-90.344827586206,-154.81360839666445,-0.08043536824458462,,,falling,down,down,0.11350698182349106,0.2036822762128036,-0.09017529438931254,204.07329260534686,203.364,202.65470739465314,203.989,203.364,202.739,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,,
signals_2025-09-05_08-54-59_STRONG.json,WLFIUSDT,Sell,45,Fail,54.0,False,20,45,,,Bullish,5.04%,0,0,2025-09-05T03:23:32.636319+00:00,2025-09-05T08:53:32.636319+05:30,50.57442531439169,-27.868852459016537,37.79772885663967,-0.018257432042376124,,,falling,down,down,-0.0003354607617384042,-0.0006657331996385312,0.000330272437900127,0.1845453911304457,0.18160500000000002,0.17866460886955432,0.184055,0.181605,0.17915499999999998,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,0.0,,,
signals_2025-09-05_08-54-59_STRONG.json,ALPACAUSDT,Sell,50,Inconclusive,,False,35,50,,,Bullish,5.04%,0,0,2025-09-05T03:23:33.791040+00:00,2025-09-05T08:53:33.791040+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,1.19,1.19,1.19,1.1900000000000002,1.1900000000000002,1.1900000000000002,10.0,,,0.0,,0.0,0.0,0.0,10.0,0.0,,,0.0,,15.0,10.0,10.0,0.0,15.0,15.0,
signals_2025-09-05_08-54-59_STRONG.json,XRPUSDT,Strong Sell,65,Inconclusive,,False,25,65,,,Bullish,5.04%,0,0,2025-09-05T03:23:34.931820+00:00,2025-09-05T08:53:34.931820+05:30,45.87578449833172,-83.80281690140892,-190.2616322730093,-0.035677017274826604,,,falling,down,down,0.0012442369622429617,0.0021812054969379473,-0.0009369685346949856,2.8118293091713036,2.80575,2.799670690828697,2.8119000000000005,2.80575,2.7996,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,,
signals_2025-09-05_08-54-59_STRONG.json,MUSDT,Sell,45,Fail,54.0,False,20,45,,,Bullish,5.04%,0,0,2025-09-05T03:23:36.100478+00:00,2025-09-05T08:53:36.100478+05:30,56.914962776908816,-28.865979381442873,76.12259444048475,-0.002679867862010967,,,falling,down,down,0.00832709509309959,0.006488142858878828,0.0018389522342207622,1.3815662660381212,1.3558949999999999,1.3302237339618785,1.3761449999999997,1.3558949999999999,1.335645,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,0.0,,,
signals_2025-09-05_08-54-59_STRONG.json,DOGEUSDT,Strong Buy,75,Success,201.0,True,75,50,,,Bullish,5.04%,0,0,2025-09-05T03:23:37.278071+00:00,2025-09-05T08:53:37.278071+05:30,39.08456894553387,-93.80952380952296,-215.39302055590338,-0.20144843914693575,,,rising,down,down,1.679391225639648e-05,0.00022379216646259203,-0.00020699825420619555,0.21511270400742905,0.21414450000000002,0.21317629599257099,0.21505950000000001,0.21414450000000002,0.21322950000000002,10.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,15.0,,
signals_2025-09-05_08-54-59_STRONG.json,ENAUSDT,Sell,45,Fail,246.0,False,20,45,,,Bullish,5.04%,0,0,2025-09-05T03:23:38.452128+00:00,2025-09-05T08:53:38.452128+05:30,51.09334155890165,-45.76271186440726,-2.4164889836500474,0.14853902491407425,,,falling,down,down,0.0004641856035834113,0.0004841872423799242,-2.000163879651288e-05,0.6549688170859664,0.652465,0.6499611829140335,0.6547149999999999,0.652465,0.650215,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,,,
signals_2025-09-05_08-54-59_STRONG.json,PUMPUSDT,Sell,45,Success,126.0,True,35,45,,,Bullish,5.04%,0,0,2025-09-05T03:23:39.620649+00:00,2025-09-05T08:53:39.620649+05:30,48.70985409786609,-84.09090909090897,-60.786011794300315,0.028289574987248718,,,falling,down,down,1.8452282668994513e-05,2.843550525706019e-05,-9.983222588065678e-06,0.004456681336993942,0.00439045,0.0043242186630060575,0.00445045,0.004390450000000001,0.004330450000000001,10.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,,,
