Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct
BNBUSDT,Buy,40,895.64,902.088608,868.7708,Bullish,2025-09-11T07:38:51.245170+00:00,2025-09-11T13:08:51.245170+05:30,Success,216,216.0,,5.04%,46.912804219150765,0.24441725804877024,0.5482203463043913,-0.3038030882556211,898.4002058791692,896.606,894.8117941208308,0.2308001241063549,-97.45449052043752,5.0,3.0,0.0,895.3790378572562,0.9393118680684897,896.74265625,-0.45171875000005457,-0.050373286789886056,,6.551132158719844,,rising,2486.98,6.0,9.0,15.0,5.0,0.0,5.0,0.2308001241063549,46.912804219150765,-97.45449052043752,-0.3038030882556211,0.9393118680684897,896.74265625,,6.551132158719844,,3.0,0.0,rising,2486.98,-0.45171875000005457,-0.050373286789886056,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
PUMPUSDT,Buy,43,0.005905,0.00594752,0.00572785,Bullish,2025-09-11T07:38:55.322832+00:00,2025-09-11T13:08:55.322832+05:30,Success,143,143.0,,5.04%,57.77145652194964,-3.158071448785757e-07,-9.934722784933808e-06,9.618915640055232e-06,0.005899560684740615,0.00583845,0.005777339315259386,1.0445037989876251,193.66681964203644,5.0,3.0,0.0,0.0058521330643002325,4.710707952910929e-05,0.005833265625,3.6093749999997066e-06,0.061875718200295506,,-0.531795914517206,,rising,397223749.0,8.0,9.900621682961091,15.0,5.0,0.0,5.0,1.0445037989876251,57.77145652194964,193.66681964203644,9.618915640055232e-06,4.710707952910929e-05,0.005833265625,,-0.531795914517206,,3.0,0.0,rising,397223749.0,3.6093749999997066e-06,0.061875718200295506,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.1}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,
SOMIUSDT,Buy,40,0.9705,0.9774876,0.941385,Bullish,2025-09-11T07:39:03.482453+00:00,2025-09-11T13:09:03.482453+05:30,Success,1,1.0,,5.04%,56.179431752605495,0.004097916682084923,0.00279751161912867,0.0013004050629562532,0.9763226880079747,0.96258,0.9488373119920253,0.7881532344838268,185.76892029589553,5.0,3.0,0.0,0.95837341454338,0.011181339716468728,0.960378125,0.0011343749999997987,0.11811753833937011,,9.896949732364295,,rising,2829154.0,8.0,6.791232741545453,15.0,5.0,0.0,5.0,0.7881532344838268,56.179431752605495,185.76892029589553,0.0013004050629562532,0.011181339716468728,0.960378125,,9.896949732364295,,3.0,0.0,rising,2829154.0,0.0011343749999997987,0.11811753833937011,5.039999999999987,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.21}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
LTCUSDT,Buy,43,117.04,117.882688,113.5288,Bullish,2025-09-11T07:39:04.527291+00:00,2025-09-11T13:09:04.527291+05:30,Fail,402,,402.0,5.04%,64.30085005082924,0.115400833623724,0.10225157847893461,0.013149255144789387,117.0488811429651,116.731,116.41311885703489,0.9860307175155881,154.96254681647187,5.0,3.0,0.0,116.55540814341103,0.2177613455376927,116.70578125,-0.011093750000000568,-0.009505741601811665,,17.011518208751326,,rising,57398.697,8.0,10.44921093638412,15.0,5.0,0.0,5.0,0.9860307175155881,64.30085005082924,154.96254681647187,0.013149255144789387,0.2177613455376927,116.70578125,,17.011518208751326,,3.0,0.0,rising,57398.697,-0.011093750000000568,-0.009505741601811665,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.55}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,
BCHUSDT,Buy,41,599.62,603.937264,581.6314,Bullish,2025-09-11T07:39:07.509833+00:00,2025-09-11T13:09:07.509833+05:30,Inconclusive,600,,,5.04%,62.831404240520676,2.3387240350858747,2.0577897487863046,0.28093428629957007,602.1185527721591,595.717,589.3154472278409,0.8048479126013376,97.58368245101603,5.0,3.0,0.0,592.0162810916515,2.5154064974361443,598.94265625,0.7964062499999045,0.13296869770241956,,23.24398616684875,,rising,10393.795000000004,4.0,11.680450606318292,15.0,5.0,0.0,5.0,0.8048479126013376,62.831404240520676,97.58368245101603,0.28093428629957007,2.5154064974361443,598.94265625,,23.24398616684875,,3.0,0.0,rising,10393.795000000004,0.7964062499999045,0.13296869770241956,5.040000000000027,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.32}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
DOTUSDT,Buy,40,4.227,4.2574344,4.10019,Bullish,2025-09-11T07:39:15.703230+00:00,2025-09-11T13:09:15.703230+05:30,Inconclusive,600,,,5.04%,58.62943051700452,0.0010388370560576732,0.00041827197773278114,0.000620565078324892,4.2299583383290775,4.2193499999999995,4.2087416616709215,0.8605654232874413,81.94993412384424,5.0,3.0,0.0,4.219519262223856,0.008974070979785403,4.217921875,-0.001343750000000199,-0.0318581054799693,,3.9469012821827896,,falling,-72388.30000000002,4.0,5.659621582372814,15.0,10.0,0.0,5.0,0.8605654232874413,58.62943051700452,81.94993412384424,0.000620565078324892,0.008974070979785403,4.217921875,,3.9469012821827896,,3.0,0.0,falling,-72388.30000000002,-0.001343750000000199,-0.0318581054799693,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 14.34}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
KAITOUSDT,Buy,40,1.2389,1.24782008,1.201733,Bullish,2025-09-11T07:39:17.800746+00:00,2025-09-11T13:09:17.800746+05:30,Success,114,114.0,,5.04%,59.671944481306035,0.001171235268474069,0.0008841523143508359,0.00028708295412323314,1.2416263541129107,1.23528,1.2289336458870892,0.7852031210041993,76.50819433164898,5.0,3.0,0.0,1.2350086517576988,0.004210045677960298,1.2331406249999999,-0.00044375000000007603,-0.03598535244105481,,8.343796254577644,,rising,1254139.9,4.0,10.636559654216315,15.0,5.0,0.0,5.0,0.7852031210041993,59.671944481306035,76.50819433164898,0.00028708295412323314,0.004210045677960298,1.2331406249999999,,8.343796254577644,,3.0,0.0,rising,1254139.9,-0.00044375000000007603,-0.03598535244105481,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.36}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
WIFUSDT,Buy,40,0.8963,0.90275336,0.869411,Bullish,2025-09-11T07:39:20.843847+00:00,2025-09-11T13:09:20.843847+05:30,Inconclusive,600,,,5.04%,53.63923392155436,0.0002107307364545008,6.588334316199106e-05,0.00014484739329250976,0.8976830270869515,0.89509,0.8924969729130486,0.7333180409277006,74.43915703603568,5.0,3.0,0.0,0.8951915079741264,0.0019698614084317553,0.8954640625,-0.00021250000000005986,-0.02373071225290628,,2.5956996423333725,,falling,-1313497.9999999998,4.0,5.764762446809806,15.0,10.0,0.0,5.0,0.7333180409277006,53.63923392155436,74.43915703603568,0.00014484739329250976,0.0019698614084317553,0.8954640625,,2.5956996423333725,,3.0,0.0,falling,-1313497.9999999998,-0.00021250000000005986,-0.02373071225290628,5.039999999999972,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 14.24}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
UNIUSDT,Buy,40,9.908,9.9793376,9.61076,Bullish,2025-09-11T07:39:21.821740+00:00,2025-09-11T13:09:21.821740+05:30,Inconclusive,600,,,5.04%,46.540690096310435,0.010943189247734963,0.01767354866727396,-0.0067303594195389956,9.982007771641575,9.93205,9.882092228358426,0.2592967099038253,-83.13485312464428,5.0,3.0,0.0,9.894980243216338,0.02694113445118168,9.951062499999999,-0.010187500000000682,-0.1023760025625473,,11.640179304931566,,falling,-22152.0,6.0,4.0,15.0,10.0,0.0,5.0,0.2592967099038253,46.540690096310435,-83.13485312464428,-0.0067303594195389956,0.02694113445118168,9.951062499999999,,11.640179304931566,,3.0,0.0,falling,-22152.0,-0.010187500000000682,-0.1023760025625473,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
TIAUSDT,Buy,42,1.7822,1.79503184,1.728734,Bullish,2025-09-11T07:39:24.950424+00:00,2025-09-11T13:09:24.950424+05:30,Inconclusive,600,,,5.04%,64.04597544928043,0.004167707172316515,0.00296899575531214,0.001198711417004375,1.78661710422073,1.7724999999999997,1.7583828957792695,0.8435548767061002,120.98926130816645,5.0,3.0,0.0,1.7703915632501404,0.0057130022021695094,1.78116875,0.0012718750000000334,0.071406765922658,,24.815331443339677,,rising,2465426.0,8.0,9.035719047540356,15.0,5.0,0.0,5.0,0.8435548767061002,64.04597544928043,120.98926130816645,0.001198711417004375,0.0057130022021695094,1.78116875,,24.815331443339677,,3.0,0.0,rising,2465426.0,0.0012718750000000334,0.071406765922658,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.96}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
