Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason
FARTCOINUSDT,Sell,40,0.8691,0.86284248,0.895173,Bearish,2025-09-10T19:17:15.207213+00:00,2025-09-11T00:47:15.207213+05:30,Success,20,20.0,,5.04%,38.76883926806789,-0.002177481761854727,-0.0015897455275731551,-0.000587736234281572,0.8825314945401699,0.875915,0.8692985054598301,-0.015000802813708448,-249.91387371425418,-10.0,0.0,3.0,0.8767673451610705,0.005223417608295437,0.8747796875,-0.0005406250000000723,-0.061801274963883095,,-12.545154587200704,,rising,2824317.999999999,8.0,6.700467525391071,15.0,5.0,0.0,5.0,-0.015000802813708448,38.76883926806789,-249.91387371425418,-0.000587736234281572,0.005223417608295437,0.8747796875,,-12.545154587200704,,0.0,3.0,rising,2824317.999999999,-0.0005406250000000723,-0.061801274963883095,5.040000000000013,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.3}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
LTCUSDT,Sell,45,115.37,114.539336,118.8311,Bearish,2025-09-10T19:17:16.112891+00:00,2025-09-11T00:47:16.112891+05:30,Inconclusive,600,,,5.04%,40.36040425948739,-0.11483257518833057,0.005145083668203057,-0.11997765885653362,116.67033727102186,116.00500000000002,115.33966272897818,0.02279841543765358,-172.56126535876902,-10.0,0.0,3.0,115.6520288360421,0.35036142783238705,115.61703125,-0.10968750000000682,-0.0948714032994225,,-6.81982859087415,,rising,8007.859,8.0,12.218552568333358,15.0,5.0,0.0,5.0,0.02279841543765358,40.36040425948739,-172.56126535876902,-0.11997765885653362,0.35036142783238705,115.61703125,,-6.81982859087415,,0.0,3.0,rising,8007.859,-0.10968750000000682,-0.0948714032994225,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.78}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,,,,,,
1000SATSUSDT,Sell,42,4.07e-05,4.041e-05,4.192e-05,Bearish,2025-09-10T19:17:21.462212+00:00,2025-09-11T00:47:21.462212+05:30,Success,6,6.0,,5.04%,37.79181761046932,-2.0222340227998793e-07,-1.9781045018501263e-07,-4.412952094975302e-09,4.1475815611388566e-05,4.1085000000000004e-05,4.069418438861144e-05,0.007440351944865957,-159.2592592592578,-10.0,0.0,3.0,4.1600919628688435e-05,3.344084180280209e-07,4.08484375e-05,-9.21875000000014e-08,-0.22568182687526642,,-15.81216800076305,,falling,-13331915890.0,8.0,9.316711077143198,15.0,5.0,0.0,5.0,0.007440351944865957,37.79181761046932,-159.2592592592578,-4.412952094975302e-09,3.344084180280209e-07,4.08484375e-05,,-15.81216800076305,,0.0,3.0,falling,-13331915890.0,-9.21875000000014e-08,-0.22568182687526642,5.040000000000026,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.68}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,,,,,,
ARBUSDT,Sell,40,0.5095,0.5058316,0.524785,Bearish,2025-09-10T19:17:23.353948+00:00,2025-09-11T00:47:23.353948+05:30,Success,8,8.0,,5.04%,37.47354607084883,-0.000979981291109433,-0.0007460345840213955,-0.0002339467070880375,0.5152701402751305,0.512245,0.5092198597248694,0.0463020305923629,-174.35604437460808,-10.0,0.0,3.0,0.5130282690767646,0.0016152759262243427,0.5111734374999999,-0.00015781250000002078,-0.03087259400093942,,-14.700077384004581,,falling,-1109635.5999999996,8.0,7.476013527445516,15.0,5.0,0.0,5.0,0.0463020305923629,37.47354607084883,-174.35604437460808,-0.0002339467070880375,0.0016152759262243427,0.5111734374999999,,-14.700077384004581,,0.0,3.0,falling,-1109635.5999999996,-0.00015781250000002078,-0.03087259400093942,5.040000000000022,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.52}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
AAVEUSDT,Buy,59,299.72,301.877984,290.7284,Bearish,2025-09-10T19:17:24.263447+00:00,2025-09-11T00:47:24.263447+05:30,Success,377,377.0,,5.04%,28.978834636272268,-0.7497478712710972,-0.4610776410319332,-0.288670230239164,304.5010882066286,302.20500000000004,299.9089117933715,-0.04113774741451409,-210.20870701762198,-10.0,3.0,0.0,302.40533830764343,0.7670658227597685,301.02750000000003,-0.3214062499999386,-0.10676973034023089,,-24.395340795434773,,falling,-15404.800000000001,32.0,0.0,0.0,10.0,12.0,5.0,-0.04113774741451409,28.978834636272268,-210.20870701762198,-0.288670230239164,0.7670658227597685,301.02750000000003,,-24.395340795434773,,3.0,0.0,falling,-15404.800000000001,-0.3214062499999386,-0.10676973034023089,5.039999999999997,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""trend_score"", ""gap"": 15.0}]}",False,hma_not_aligned,,Buy,59,1.0,-0.3214062499999386,-0.10676973034023089,,,,,,,
1000BONKUSDT,Sell,40,0.023073,0.02290687,0.02376519,Bearish,2025-09-10T19:17:28.714024+00:00,2025-09-11T00:47:28.714024+05:30,Success,10,10.0,,5.04%,41.46451456727946,-6.062407665379313e-05,-4.64884163404713e-05,-1.4135660313321829e-05,0.023396357101290358,0.0231979,0.022999442898709643,0.1853224218536203,-121.65529860783857,-10.0,0.0,3.0,0.02323994498165294,0.00010426826646280146,0.023091812500000003,-1.1124999999997248e-05,-0.04817724897080836,,-16.51647018002138,,falling,-87397931.0,8.0,7.253682630666503,15.0,5.0,0.0,5.0,0.1853224218536203,41.46451456727946,-121.65529860783857,-1.4135660313321829e-05,0.00010426826646280146,0.023091812500000003,,-16.51647018002138,,0.0,3.0,falling,-87397931.0,-1.1124999999997248e-05,-0.04817724897080836,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.75}]}",False,not_in_gap_or_already_strong,40.0,Sell,40,,,,,,,,,,
UNIUSDT,Sell,43,9.66,9.590448,9.9498,Bearish,2025-09-10T19:17:32.359869+00:00,2025-09-11T00:47:32.359869+05:30,Success,19,19.0,,5.04%,33.77759955121688,-0.017679401822581653,-0.011495278198987519,-0.006184123623594134,9.76589814737587,9.7132,9.660501852624131,-0.004761577485368697,-187.4981854077815,-10.0,0.0,3.0,9.7196015140226,0.023752245305344553,9.690812499999998,-0.006484375000001208,-0.06691260407732798,,-19.313677107399798,,falling,-125681.0,8.0,10.24862892153034,15.0,5.0,0.0,5.0,-0.004761577485368697,33.77759955121688,-187.4981854077815,-0.006184123623594134,0.023752245305344553,9.690812499999998,,-19.313677107399798,,0.0,3.0,falling,-125681.0,-0.006484375000001208,-0.06691260407732798,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.75}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,,,,,,
PTBUSDT,Strong Sell,70,0.0419,0.04159832,0.043157,Bearish,2025-09-10T19:17:33.240267+00:00,2025-09-11T00:47:33.240267+05:30,Fail,10,,10.0,5.04%,15.856678279044743,-0.001828324389198381,-0.0014824630963295629,-0.0003458612928688182,0.05054598356746561,0.046009499999999995,0.04147301643253438,0.04706107286796186,-134.3355803243678,-10.0,0.0,3.0,0.048276691612995436,0.0010138497193735653,0.042822343750000005,-0.0006562499999999971,-1.5324943534880597,,-53.48404620525734,,falling,-269461273.0,8.0,17.187279505270695,15.0,5.0,12.0,5.0,0.04706107286796186,15.856678279044743,-134.3355803243678,-0.0003458612928688182,0.0010138497193735653,0.042822343750000005,,-53.48404620525734,,0.0,3.0,falling,-269461273.0,-0.0006562499999999971,-1.5324943534880597,5.039999999999976,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,70,1.0,-0.0006562499999999971,-1.5324943534880597,62.0,70.0,,,,,
NEARUSDT,Sell,43,2.678,2.6587184,2.75834,Bearish,2025-09-10T19:17:40.396347+00:00,2025-09-11T00:47:40.396347+05:30,Success,8,8.0,,5.04%,38.136369538811564,-0.004791488801457522,-0.0030887717983754852,-0.0017027170030820367,2.706050017661597,2.69115,2.676249982338403,0.05872535527617035,-176.43467643468568,-10.0,0.0,3.0,2.6927921569597277,0.007349967988775172,2.6837343750000002,-0.0020781249999997087,-0.07743407914576898,,-15.700911474720321,,falling,-230981.0,8.0,9.55991646989184,15.0,5.0,0.0,5.0,0.05872535527617035,38.136369538811564,-176.43467643468568,-0.0017027170030820367,0.007349967988775172,2.6837343750000002,,-15.700911474720321,,0.0,3.0,falling,-230981.0,-0.0020781249999997087,-0.07743407914576898,5.039999999999944,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.44}]}",False,not_in_gap_or_already_strong,43.0,Sell,43,,,,,,,,,,
TAOUSDT,Buy,41,339.29,341.732888,329.1113,Bearish,2025-09-10T19:17:43.042699+00:00,2025-09-11T00:47:43.042699+05:30,Success,105,105.0,,5.04%,35.4547835166986,-0.7920230107280304,-0.49603994247490274,-0.29598306825312765,343.8759382883519,341.6565,339.4370617116481,-0.03313038988735922,-237.83640254282227,-10.0,3.0,0.0,342.08186454491585,1.0499394034974643,341.024375,-0.5325000000000273,-0.15614719622315187,,-20.097314507280597,,falling,-7612.6140000000005,26.0,0.0,0.0,10.0,0.0,5.0,-0.03313038988735922,35.4547835166986,-237.83640254282227,-0.29598306825312765,1.0499394034974643,341.024375,,-20.097314507280597,,3.0,0.0,falling,-7612.6140000000005,-0.5325000000000273,-0.15614719622315187,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""trend_score"", ""gap"": 15.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,
LDOUSDT,Sell,42,1.2247,1.21588216,1.261441,Bearish,2025-09-10T19:17:43.917964+00:00,2025-09-11T00:47:43.917964+05:30,Success,6,6.0,,5.04%,37.446403557586514,-0.0026386663847728364,-0.001807967995731216,-0.0008306983890416205,1.240028728078456,1.231785,1.2235412719215437,0.07027937284129704,-173.86637053489267,-10.0,0.0,3.0,1.2323749570594147,0.003917662878495206,1.2271828124999997,-0.0008640625000002622,-0.07041025112142878,,-16.568594618926543,,falling,-533531.0,8.0,9.08894255461223,15.0,5.0,0.0,5.0,0.07027937284129704,37.446403557586514,-173.86637053489267,-0.0008306983890416205,0.003917662878495206,1.2271828124999997,,-16.568594618926543,,0.0,3.0,falling,-533531.0,-0.0008640625000002622,-0.07041025112142878,5.0400000000000444,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.91}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,,,,,,
BIOUSDT,Sell,45,0.14369,0.14265543,0.1480007,Bearish,2025-09-10T19:17:45.739834+00:00,2025-09-11T00:47:45.739834+05:30,Success,6,6.0,,5.04%,31.482724896924594,-0.0006847471813849759,-0.0005977993044426378,-8.694787694233817e-05,0.1465217613584303,0.14507299999999998,0.14362423864156965,0.022695717982710292,-170.98683947358165,-10.0,0.0,3.0,0.14605789510712827,0.0008028519551866146,0.14426484375,-0.0002003124999999939,-0.13885052989564126,,-32.14372223270495,,falling,-14532529.0,8.0,11.599170411350713,15.0,5.0,0.0,5.0,0.022695717982710292,31.482724896924594,-170.98683947358165,-8.694787694233817e-05,0.0008028519551866146,0.14426484375,,-32.14372223270495,,0.0,3.0,falling,-14532529.0,-0.0002003124999999939,-0.13885052989564126,5.040000000000065,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.4}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,,,,,,
