Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope
MYXUSDT,Buy,49,15.9492,16.06403424,15.470724,Bullish,2025-09-09T07:24:43.213365+00:00,2025-09-09T12:54:43.213365+05:30,Success,1,1.0,,5.04%,76.1230676268078,0.7835840685389606,0.4633794812015068,0.32020458733745377,16.32002163833937,13.87066,11.421298361660632,0.9243023911751183,155.89988143242132,10.0,3.0,0.0,13.576679809619185,0.6492463662979246,15.183582812500001,0.4650374999999993,,49.411800844154655,,rising,18062281.0,8.0,15.836662467468408,15.0,5.0,0.0,5.0,0.9243023911751183,76.1230676268078,155.89988143242132,0.32020458733745377,0.6492463662979246,15.183582812500001,,49.411800844154655,,3.0,0.0,rising,18062281.0,5.039999999999941,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,
XRPUSDT,Buy,43,3.0112,3.03288064,2.920864,Bullish,2025-09-09T07:24:49.140553+00:00,2025-09-09T12:54:49.140553+05:30,Success,67,67.0,,5.04%,73.41108275273727,0.013326924544514895,0.01131809670184649,0.002008827842668405,3.0224097269249275,2.9879100000000003,2.953410273075073,0.8375389035785673,118.18189528680367,10.0,3.0,0.0,2.974330865379035,0.00780822009041237,3.007390625,0.002828124999999737,,48.33842347765213,,rising,40342240.199999996,8.0,10.174501700232625,15.0,5.0,0.0,5.0,0.8375389035785673,73.41108275273727,118.18189528680367,0.002008827842668405,0.00780822009041237,3.007390625,,48.33842347765213,,3.0,0.0,rising,40342240.199999996,5.040000000000006,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.83}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,
ENAUSDT,Buy,49,0.8623,0.86850856,0.836431,Bullish,2025-09-09T07:24:53.899947+00:00,2025-09-09T12:54:53.899947+05:30,Fail,33,,33.0,5.04%,80.3073567848697,0.01649387294589566,0.009096999305088083,0.007396873640807577,0.8635243678871996,0.811885,0.7602456321128004,0.9881450147697964,179.6242878259493,10.0,3.0,0.0,0.8040674783867354,0.009861134263785432,0.832671875,0.010970312500000023,,59.087641121580006,,rising,285132908.0,8.0,16.0,15.0,5.0,0.0,5.0,0.9881450147697964,80.3073567848697,179.6242878259493,0.007396873640807577,0.009861134263785432,0.832671875,,59.087641121580006,,3.0,0.0,rising,285132908.0,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,
WLFIUSDT,Buy,46,0.2183,0.21987176,0.211751,Bullish,2025-09-09T07:24:55.068212+00:00,2025-09-09T12:54:55.068212+05:30,Success,2,2.0,,5.04%,78.50838952737197,0.0013139009785029243,0.001065514867391402,0.0002483861111115223,0.2164322479456192,0.21369500000000002,0.21095775205438086,1.3411733411600608,269.6832579185501,10.0,3.0,0.0,0.2119321509085912,0.0015371203149489425,0.21458281250000003,0.0005250000000000254,,36.6184758036946,,rising,130864695.0,8.0,12.878204333585003,15.0,5.0,0.0,5.0,1.3411733411600608,78.50838952737197,269.6832579185501,0.0002483861111115223,0.0015371203149489425,0.21458281250000003,,36.6184758036946,,3.0,0.0,rising,130864695.0,5.040000000000018,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.12}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,
ADAUSDT,Buy,43,0.8884,0.89479648,0.861748,Bullish,2025-09-09T07:25:01.036715+00:00,2025-09-09T12:55:01.036715+05:30,Inconclusive,300,,,5.04%,76.47427671483882,0.00529757702432454,0.00458864094288175,0.0007089360814427903,0.8924663855188183,0.8785149999999999,0.8645636144811816,0.8542658894583132,123.48018316753218,10.0,3.0,0.0,0.8728946777467926,0.0029069439899996577,0.8870859375000002,0.0005015625000001078,,55.54844150676441,,rising,69842258.0,8.0,9.85304223719459,15.0,5.0,0.0,5.0,0.8542658894583132,76.47427671483882,123.48018316753218,0.0007089360814427903,0.0029069439899996577,0.8870859375000002,,55.54844150676441,,3.0,0.0,rising,69842258.0,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.15}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,
BNBUSDT,Buy,42,884.55,890.91876,858.0135,Bullish,2025-09-09T07:25:06.954299+00:00,2025-09-09T12:55:06.954299+05:30,Inconclusive,300,,,5.04%,77.78623779601901,1.8195397118430492,1.5795002713577273,0.2400394404853219,885.3296725540969,880.9665000000001,876.6033274459033,0.9106530231809361,132.77300688226356,10.0,3.0,0.0,878.9286224255611,1.089070448967253,883.70640625,0.1765624999999318,,47.581620865544906,,rising,30739.110000000004,8.0,9.2897832065049,15.0,5.0,0.0,5.0,0.9106530231809361,77.78623779601901,132.77300688226356,0.2400394404853219,1.089070448967253,883.70640625,,47.581620865544906,,3.0,0.0,rising,30739.110000000004,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.71}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
MUSDT,Buy,44,1.9651,1.97924872,1.906147,Bullish,2025-09-09T07:25:08.147166+00:00,2025-09-09T12:55:08.147166+05:30,Success,47,47.0,,5.04%,68.02857364020012,0.019917353491018197,0.012491427920250053,0.0074259255707681444,1.9871007483497214,1.914255,1.8414092516502787,0.8489908550043368,112.11860480508273,10.0,3.0,0.0,1.917310804631388,0.024185420947387494,1.9691328124999998,0.01497343750000013,,26.859256429405125,,rising,1261789.0,8.0,11.368993663006185,15.0,5.0,0.0,5.0,0.8489908550043368,68.02857364020012,112.11860480508273,0.0074259255707681444,0.024185420947387494,1.9691328124999998,,26.859256429405125,,3.0,0.0,rising,1261789.0,5.039999999999962,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.63}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,
FARTCOINUSDT,Buy,41,0.8574,0.86357328,0.831678,Bullish,2025-09-09T07:25:09.320249+00:00,2025-09-09T12:55:09.320249+05:30,Inconclusive,300,,,5.04%,80.62731660086297,0.007425009440946484,0.006695354048334078,0.0007296553926124062,0.8611845551154947,0.8455450000000001,0.8299054448845055,0.8790069446494292,126.95566571739988,10.0,3.0,0.0,0.8357561333482003,0.004150992121074236,0.85500625,0.0010390624999999654,,57.661999890072245,,rising,23069213.5,8.0,8.21868529544833,15.0,5.0,0.0,5.0,0.8790069446494292,80.62731660086297,126.95566571739988,0.0007296553926124062,0.004150992121074236,0.85500625,,57.661999890072245,,3.0,0.0,rising,23069213.5,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.78}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
AAVEUSDT,Buy,45,308.87,311.093864,299.6039,Bullish,2025-09-09T07:25:17.637247+00:00,2025-09-09T12:55:17.637247+05:30,Inconclusive,300,,,5.04%,78.85411507103052,1.9862042790480814,1.6783896159453253,0.30781466310275607,310.46051315787753,305.4125,300.3644868421225,0.8424614686873881,114.10753042666131,10.0,3.0,0.0,303.5300508885949,0.8776591211258926,308.70375000000007,0.4212500000000432,,60.494851181800655,,rising,66600.00000000001,8.0,12.417336226152505,15.0,5.0,0.0,5.0,0.8424614686873881,78.85411507103052,114.10753042666131,0.30781466310275607,0.8776591211258926,308.70375000000007,,60.494851181800655,,3.0,0.0,rising,66600.00000000001,5.039999999999982,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.58}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,
ATHUSDT,Buy,41,0.04349,0.04380313,0.0421853,Bullish,2025-09-09T07:25:21.201231+00:00,2025-09-09T12:55:21.201231+05:30,Fail,50,,50.0,5.04%,64.34817392355882,0.00024975872052591247,0.0001633876858273795,8.637103469853296e-05,0.04348783156121416,0.042688000000000004,0.041888168438785844,1.0013555596521762,205.41434180615659,10.0,3.0,0.0,0.042525038317018427,0.0005102229094777991,0.04268609375,0.0001245312499999901,,14.350532450677033,,rising,57601754.0,8.0,8.062743546514522,15.0,5.0,0.0,5.0,1.0013555596521762,64.34817392355882,205.41434180615659,8.637103469853296e-05,0.0005102229094777991,0.04268609375,,14.350532450677033,,3.0,0.0,rising,57601754.0,5.0400000000000444,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.94}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
