UTC_Time,Coin,Signal,Confidence,POP,Outcome,Duration(min),Did_TP_Hit_Later,Estimated_Profit(%),Price,TP,SL,Buy_Score,Sell_Score,Base_Score_OK,Confluence_OK,Vol_Profile_OK,Min_Profit_OK,RSI,CCI,%B,ADX15m,MACD_Hist,Regime,RegimeScore,Num_Conf,Overshoot_OK
2025-08-23 13:18:58,BIOUSDT,Buy,41,,Fail,11,True,11.04,0.2323,0.2359,0.2293,35,10,,False,False,True,62.061290641694114,111.03213224706978,0.8415660023418384,21.601893945473215,0.00020064327305243886,Bullish,4.0,1,False
2025-08-23 13:18:58,BNBUSDT,Buy,47,,Inconclusive,180,False,5.6,892.19,899.3275,885.0525,35,-5,,False,True,True,57.49858223377935,104.06101722567547,0.7320409103732785,9.267631568736615,0.17108153989557534,Bullish,4.0,1,False
2025-08-23 13:18:58,MEMEUSDT,Buy,72,,Fail,155,False,14.0,0.0036,0.0037,0.0035,80,15,,True,False,True,27.052355460869265,-179.59183673469445,-0.02135735647354261,35.6267922669792,-1.1638376096161754e-05,Bullish,4.0,2,True
2025-08-23 13:18:58,AVAXUSDT,Buy,47,,Fail,20,False,7.31,26.522,26.7989,26.2954,35,60,,False,True,True,72.61872910069796,178.1448924987717,1.0352901304949576,35.971261239834845,0.0372118055358987,Bullish,4.0,1,False
2025-08-23 13:18:58,ARBUSDT,Buy,47,,Fail,19,True,7.1,0.591,0.597,0.5861,35,-5,,False,True,True,55.79348070737399,156.48710818141672,0.7834311981965867,12.162774111752935,0.0001895336165607239,Bullish,4.0,1,False
2025-08-23 13:18:58,AAVEUSDT,Buy,47,,Success,8,False,6.92,359.53,363.0843,356.6219,35,10,,False,True,True,68.17891242959836,135.41331980496724,0.9086316900662816,41.33129355653237,0.14615937374565302,Bullish,4.0,1,False
2025-08-23 13:18:58,API3USDT,Buy,47,,Success,0,False,6.73,1.4966,1.511,1.4846,35,60,,False,True,True,73.15481771344079,289.80351264593503,1.270906554651147,19.40370888291745,0.0029311018977135595,Bullish,4.0,1,False
2025-08-23 13:18:58,TRXUSDT,Buy,47,,Inconclusive,180,False,5.6,0.3634,0.3663,0.3605,35,10,,False,True,True,68.38291536764092,140.5747484178897,0.9326964101698856,24.076310312323283,7.848050835043382e-05,Bullish,4.0,1,False
2025-08-23 13:18:58,XNYUSDT,Buy,49,,Success,1,False,11.2,0.0063,0.0064,0.0061,40,20,,False,False,True,27.09156780204374,-115.70420476846637,0.12409248949576913,57.84959215512822,5.301184959651906e-06,Bullish,4.0,1,True
2025-08-23 13:18:58,BOMEUSDT,Buy,41,,Success,25,False,11.2,0.0023,0.0023,0.0022,35,30,,False,False,True,57.99732028588348,209.32038834951535,1.1423809463448793,25.838853340369166,5.2010262531705595e-06,Bullish,4.0,1,False
2025-08-23 13:18:58,PENDLEUSDT,Buy,47,,Fail,12,True,5.6,5.9409,5.9884,5.8934,35,10,,False,True,True,66.67435425674064,167.75522268518424,0.9290000456244881,25.333757685491552,0.001843384254086075,Bullish,4.0,1,False
2025-08-23 13:18:58,CUDISUSDT,Buy,45,,Fail,39,True,11.2,0.0927,0.0942,0.0911,45,15,,False,False,True,27.17289396995284,-154.68157218943213,0.10041615033916435,57.07352515205079,-3.096731233997573e-05,Bullish,4.0,1,True
