FileTimestampUTC,Coin,Signal,Outcome,Duration(min),Confidence,POP,Buy_Score,Sell_Score,Num_Conf,Confluence_OK,Vol_Profile_OK,Min_Profit_OK,Profit_Ceiling_OK,Regime,RegimeScore,ADX15m,MACD_Hist,RSI,CCI,PercentB,Overshoot_OK,Aligned,Initial_Signal,Vetoes_Passed,MaxProfitPrice,MaxDrawdownPrice,Did_TP_Hit_Later,DeservedStrongBuy,DeservedStrongSell
2025-08-21 22:40:02,XRPUSDT,Sell,Success,38,47,88,-5,35,1,False,True,True,True,Bearish,-3.0,16.045291243860337,-0.00034576875706601934,43.83091530829646,-114.75102255244094,0.2441,False,,Sell,,2.8367,2.8748,Yes,0,0
2025-08-21 22:40:02,MYXUSDT,Sell,Fail,1,77,84,15,80,2,True,True,True,False,Bearish,-3.0,16.045291243860337,0.0037507473386308495,78.63699166830472,270.917475867204,1.1971,True,,Sell,,1.1131,1.1704,Yes,0,0
2025-08-21 22:40:02,ASRUSDT,Sell,Success,22,72,84,15,80,2,True,True,True,False,Bearish,-3.0,16.045291243860337,0.01497656119064661,71.73566480978116,305.7744662559095,1.3228,True,,Sell,,3.319,3.503,Yes,0,1
2025-08-21 22:40:02,PUMPUSDT,Sell,Success,29,47,88,-5,35,1,False,True,True,True,Bearish,-3.0,16.045291243860337,-7.795910991103397e-07,41.13444670236434,-121.77777777778496,0.2101,False,,Sell,,0.002771,0.002854,Yes,0,0
2025-08-21 22:40:02,SKLUSDT,Sell,Fail,30,41,88,-5,35,1,False,True,True,False,Bearish,-3.0,16.045291243860337,-7.678387543309536e-05,43.19269716834234,-111.88097148274954,0.1582,False,,Sell,,0.0333,0.03473,No,0,0
2025-08-21 22:40:02,CFXUSDT,Sell,Success,45,47,78,10,35,1,False,True,True,True,Bearish,-3.0,16.045291243860337,-4.0649131610174375e-05,39.53001481268452,-146.06000659413525,0.0875,False,,Sell,,0.17364,0.17667,Yes,0,0
2025-08-21 22:40:02,NEOUSDT,Sell,Success,43,41,88,-5,35,1,False,False,True,True,Bearish,-3.0,16.045291243860337,-0.0012765434891094203,41.54379711245614,-112.114695340502,0.1433,False,,Sell,,6.518,6.779,Yes,0,0
2025-08-21 22:40:02,CRVUSDT,Sell,Success,59,41,88,-5,35,1,False,False,True,True,Bearish,-3.0,16.045291243860337,-0.0008301486729323955,44.60854419125113,-193.10897435897408,0.102,False,,Sell,,0.853,0.865,Yes,0,0
2025-08-21 22:40:02,XLMUSDT,Sell,Success,59,47,88,-5,35,1,False,True,True,True,Bearish,-3.0,16.045291243860337,-9.171244663058014e-05,44.13063611994849,-128.1637049003782,0.1667,False,,Sell,,0.38878,0.39331,Yes,0,0
2025-08-21 22:40:02,TAOUSDT,Sell,Success,58,47,88,-5,35,1,False,True,True,True,Bearish,-3.0,16.045291243860337,-0.1499354431108596,47.232179011080106,-102.02226766643875,0.2714,False,,Sell,,335.31,340.42,Yes,0,0
