Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
ADAUSDT,Buy,40,0.9416,0.94837952,0.913352,Bullish,2025-09-13T11:32:06.958986+00:00,2025-09-13T17:02:06.958986+05:30,Success,27,27.0,,5.04%,48.27394625372969,-1.8672134714292632e-05,0.000967256801462902,-0.0009859289361771946,0.9540705247997403,0.9452999999999999,0.9365294752002595,0.28906621413866546,-68.08052866144322,5.0,3.0,0.0,0.939542693365482,0.0026022813409538044,0.938378125,-0.00043749999999997957,-0.04662299645998031,,0.16756359869477375,,falling,-18904066.0,6.0,4.0,15.0,10.0,0.0,5.0,0.28906621413866546,48.27394625372969,-68.08052866144322,-0.0009859289361771946,0.0026022813409538044,0.938378125,,0.16756359869477375,,3.0,0.0,falling,-18904066.0,-0.00043749999999997957,-0.04662299645998031,5.040000000000029,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
MOODENGUSDT,Buy,42,0.22503,0.22665022,0.2182791,Bullish,2025-09-13T11:32:14.984982+00:00,2025-09-13T17:02:14.984982+05:30,Success,1,1.0,,5.04%,57.708748113852494,0.0013150722881829502,0.0012933331362229268,2.1739151960023344e-05,0.22701722897685883,0.22201500000000002,0.2170127710231412,0.8013656525868675,101.09289617486382,5.0,3.0,0.0,0.21957307945599874,0.0032091446199547105,0.22473328124999997,0.00034343749999998785,0.1528200443164169,,11.113442069420241,,falling,-17933001.0,8.0,4.162579038599988,15.0,10.0,0.0,5.0,0.8013656525868675,57.708748113852494,101.09289617486382,2.1739151960023344e-05,0.0032091446199547105,0.22473328124999997,,11.113442069420241,,3.0,0.0,falling,-17933001.0,0.00034343749999998785,0.1528200443164169,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 15.84}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
BAKEUSDT,Buy,44,0.1235,0.1243892,0.119795,Bullish,2025-09-13T11:32:17.254427+00:00,2025-09-13T17:02:17.254427+05:30,Success,1,1.0,,5.04%,36.97054139973295,-0.000640754477083727,-7.318108795131411e-05,-0.000567573389132413,0.1328032959355992,0.12855,0.1242967040644008,-0.09365725739097445,-220.39538070072294,5.0,0.0,3.0,0.12844834464793564,0.002644892455730235,0.1289625,-0.000712499999999977,-0.552486187845286,,-6.468051086463793,,falling,-50460685.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.09365725739097445,36.97054139973295,-220.39538070072294,-0.000567573389132413,0.002644892455730235,0.1289625,,-6.468051086463793,,0.0,3.0,falling,-50460685.0,-0.000712499999999977,-0.552486187845286,5.040000000000037,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
PUMPBTCUSDT,Buy,44,0.09557,0.0962581,0.0927029,Bullish,2025-09-13T11:32:20.727506+00:00,2025-09-13T17:02:20.727506+05:30,Fail,3,,3.0,5.04%,67.28118858484203,0.0004069061425372722,-0.00015930828908692683,0.000566214431624199,0.09432294505071555,0.0914185,0.08851405494928445,1.2146804170003536,283.0708567899469,5.0,3.0,0.0,0.09255987486713292,0.0019407503539785285,0.0915278125,0.0005815624999999935,0.6353942961326575,,7.373611246852624,,rising,31869443.0,8.0,11.002006379194054,15.0,5.0,0.0,5.0,1.2146804170003536,67.28118858484203,283.0708567899469,0.000566214431624199,0.0019407503539785285,0.0915278125,,7.373611246852624,,3.0,0.0,rising,31869443.0,0.0005815624999999935,0.6353942961326575,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
PENGUUSDT,Buy,46,0.037005,0.03727144,0.03589485,Bullish,2025-09-13T11:32:23.009036+00:00,2025-09-13T17:02:23.009036+05:30,Success,15,15.0,,5.04%,47.18229920065471,5.494173056744267e-05,9.412663850083468e-05,-3.918490793339201e-05,0.037324116964853195,0.0371469,0.0369696830351468,0.09964329566997274,-151.5905418048753,5.0,3.0,0.0,0.03692043270017933,0.00013160958904163126,0.03716,-9.5000000000095e-06,-0.02556512378904602,,10.647924205724088,,falling,-44028955.0,12.0,4.0,15.0,10.0,0.0,5.0,0.09964329566997274,47.18229920065471,-151.5905418048753,-3.918490793339201e-05,0.00013160958904163126,0.03716,,10.647924205724088,,3.0,0.0,falling,-44028955.0,-9.5000000000095e-06,-0.02556512378904602,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,
SOMIUSDT,Buy,49,1.1416,1.14981952,1.107352,Bullish,2025-09-13T11:32:26.480091+00:00,2025-09-13T17:02:26.480091+05:30,Success,3,3.0,,5.04%,87.55438573622985,0.02333891087049733,0.01100022204661907,0.012338688823878261,1.1291853531882423,1.0480800000000001,0.9669746468117579,1.076534077738024,209.9440119560125,5.0,3.0,0.0,1.0438341048227946,0.017184615888416375,1.0930109375000001,0.015996875000000133,1.4635603772263377,,50.48832745648647,,rising,25234911.0,8.0,16.0,15.0,5.0,0.0,5.0,1.076534077738024,87.55438573622985,209.9440119560125,0.012338688823878261,0.017184615888416375,1.0930109375000001,,50.48832745648647,,3.0,0.0,rising,25234911.0,0.015996875000000133,1.4635603772263377,5.039999999999954,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
1000SHIBUSDT,Buy,46,0.014426,0.01452987,0.01399322,Bullish,2025-09-13T11:32:31.043457+00:00,2025-09-13T17:02:31.043457+05:30,Success,27,27.0,,5.04%,44.564488575287776,7.70792574213662e-06,4.3629794852470835e-05,-3.5921869110334215e-05,0.014808428449748865,0.014574900000000002,0.014341371550251138,0.1811951602467937,-98.49145423355985,5.0,3.0,0.0,0.014397881642232723,6.241143979748398e-05,0.014384765625,-2.4734374999998282e-05,-0.1719484046164171,,3.3215074338974486,,falling,-246279033.0,12.0,4.0,15.0,10.0,0.0,5.0,0.1811951602467937,44.564488575287776,-98.49145423355985,-3.5921869110334215e-05,6.241143979748398e-05,0.014384765625,,3.3215074338974486,,3.0,0.0,falling,-246279033.0,-2.4734374999998282e-05,-0.1719484046164171,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,
HOLOUSDT,Buy,40,0.4156,0.41859232,0.403132,Bullish,2025-09-13T11:32:32.183994+00:00,2025-09-13T17:02:32.183994+05:30,Success,26,26.0,,5.04%,60.10485631466645,0.0002916617047438175,9.914191708673117e-05,0.0001925197876570863,0.4174042490756704,0.41346999999999995,0.4095357509243295,0.7706996886867266,86.03535895784226,5.0,3.0,0.0,0.4127775613946086,0.002005638407546101,0.41093124999999997,0.0003359374999999942,0.08175029278011693,,4.217919544672262,,rising,1707887.0,4.0,11.303742731683734,15.0,5.0,0.0,5.0,0.7706996886867266,60.10485631466645,86.03535895784226,0.0001925197876570863,0.002005638407546101,0.41093124999999997,,4.217919544672262,,3.0,0.0,rising,1707887.0,0.0003359374999999942,0.08175029278011693,5.039999999999988,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.7}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
LINEAUSDT,Buy,49,0.0245,0.0246764,0.023765,Bullish,2025-09-13T11:32:33.364980+00:00,2025-09-13T17:02:33.364980+05:30,Success,18,18.0,,5.04%,77.19711942443564,0.0002017683429439178,8.791835632624638e-05,0.00011384998661767142,0.02438979360765242,0.023661500000000002,0.022933206392347583,1.0756606890336569,232.98830745639415,5.0,3.0,0.0,0.023584239341557543,0.00019831760642871073,0.023955468750000004,0.00013703125000000607,0.5720249160225932,,32.50758826706984,,rising,244466745.0,8.0,16.0,15.0,5.0,0.0,5.0,1.0756606890336569,77.19711942443564,232.98830745639415,0.00011384998661767142,0.00019831760642871073,0.023955468750000004,,32.50758826706984,,3.0,0.0,rising,244466745.0,0.00013703125000000607,0.5720249160225932,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
VELVETUSDT,Buy,57,0.14014,0.14114901,0.1359358,Bullish,2025-09-13T11:32:41.390302+00:00,2025-09-13T17:02:41.390302+05:30,Success,2,2.0,,5.04%,27.715772602734887,-0.004662474908935066,-0.004997600378284552,0.00033512546934948585,0.15127992586418157,0.144969,0.1386580741358184,0.11740954465908328,-139.87088426755793,5.0,0.0,3.0,0.15567916537963483,0.0030902874383692703,0.14168468750000002,-0.00046562499999996954,-0.328634666325512,,-44.63776886402843,,falling,-14333950.0,24.0,2.602674160508486,8.0,5.0,12.0,5.0,0.11740954465908328,27.715772602734887,-139.87088426755793,0.00033512546934948585,0.0030902874383692703,0.14168468750000002,,-44.63776886402843,,0.0,3.0,falling,-14333950.0,-0.00046562499999996954,-0.328634666325512,5.040000000000029,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 8, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 17.4}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,57,1.0,-0.00046562499999996954,-0.328634666325512,,,,,,,,,
