Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__reason,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__rule
BNBUSDT,Buy,59,934.0,940.7248,905.98,Bullish,2025-09-14T21:47:35.704812+00:00,2025-09-15T03:17:35.704812+05:30,Inconclusive,600,,,5.04%,71.0363367803145,1.1848737301107803,0.7748977832827854,0.409975946827995,933.5556955458514,930.4190000000001,927.2823044541487,1.0708236498655719,215.29439923409547,10.0,3.0,0.0,929.4867140888754,1.0986533182216227,931.4375,0.7090625000000728,0.07612561229283477,,26.52103584562491,,rising,5053.490000000001,8.0,17.955894057461947,15.0,5.0,0.0,5.0,1.0708236498655719,71.0363367803145,215.29439923409547,0.409975946827995,1.0986533182216227,931.4375,,26.52103584562491,,3.0,0.0,rising,5053.490000000001,0.7090625000000728,0.07612561229283477,5.03999999999997,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,59,51.0,59.0,0.7090625000000728,0.07612561229283477,False,0.7463245047884955,0.07612561229283477,False,conditions_not_met,,,
ADAUSDT,Buy,49,0.8951,0.90154472,0.868247,Bullish,2025-09-14T21:47:36.791679+00:00,2025-09-15T03:17:36.791679+05:30,Success,454,454.0,,5.04%,65.51574854270771,0.0008084532949480527,0.00026612922470108655,0.0005423240702469662,0.8941438024009811,0.8907499999999999,0.8873561975990187,1.1408740825250216,249.73711882228534,10.0,3.0,0.0,0.8906837362279749,0.0018071137804861516,0.891059375,0.0007515625000000803,0.08434482831181483,,11.276138010728761,,rising,5768078.0,8.0,16.202522512127416,15.0,5.0,0.0,5.0,1.1408740825250216,65.51574854270771,249.73711882228534,0.0005423240702469662,0.0018071137804861516,0.891059375,,11.276138010728761,,3.0,0.0,rising,5768078.0,0.0007515625000000803,0.08434482831181483,5.039999999999968,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
FUSDT,Buy,41,0.018671,0.01880543,0.01811087,Bullish,2025-09-14T21:47:40.187687+00:00,2025-09-15T03:17:40.187687+05:30,Success,5,5.0,,5.04%,59.480492159019626,2.972412517746048e-06,-9.543578813909878e-05,9.840820065684483e-05,0.01863386731662523,0.0181521,0.01767033268337477,1.0385379851365617,173.57378792967992,10.0,0.0,3.0,0.01857510813006878,0.0002863240107030987,0.018380687500000006,0.00012103125000000395,0.6584696573509773,,-0.028685816562479243,,rising,23291322.0,8.0,13.24868585056711,15.0,0.0,0.0,5.0,1.0385379851365617,59.480492159019626,173.57378792967992,9.840820065684483e-05,0.0002863240107030987,0.018380687500000006,,-0.028685816562479243,,0.0,3.0,rising,23291322.0,0.00012103125000000395,0.6584696573509773,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
OPENUSDT,Strong Buy,67,1.0237,1.03107064,0.992989,Bullish,2025-09-14T21:47:41.312831+00:00,2025-09-15T03:17:41.312831+05:30,Fail,105,,105.0,5.04%,70.89336372802644,0.003725451990171269,0.0012508314128985192,0.00247462057727275,1.0210868019249397,1.005195,0.9893031980750605,1.0822184321011243,195.26298231958276,10.0,3.0,0.0,1.0050183363189404,0.006222419888753935,1.0132578125,0.003909375000000104,0.3858223397611458,,17.205526661007735,,rising,3035910.0,8.0,18.544661870518556,15.0,5.0,0.0,5.0,1.0822184321011243,70.89336372802644,195.26298231958276,0.00247462057727275,0.006222419888753935,1.0132578125,,17.205526661007735,,3.0,0.0,rising,3035910.0,0.003909375000000104,0.3858223397611458,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,67,52.0,60.0,0.003909375000000104,0.3858223397611458,True,0.7953884892098797,0.3858223397611458,False,,60.0,67.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
LINKUSDT,Buy,48,24.338,24.5132336,23.60786,Bullish,2025-09-14T21:47:43.491772+00:00,2025-09-15T03:17:43.491772+05:30,Inconclusive,600,,,5.04%,65.33784130363873,0.028031493012438347,0.015065075545183736,0.012966417467254611,24.3103218893317,24.2134,24.1164781106683,1.1427856537834147,290.0661143191884,10.0,3.0,0.0,24.189066637241503,0.05038114514846584,24.207203125,0.01793750000000216,0.07409984502289403,,13.536845889060356,,rising,253876.94,8.0,15.176795273252871,15.0,5.0,0.0,5.0,1.1427856537834147,65.33784130363873,290.0661143191884,0.012966417467254611,0.05038114514846584,24.207203125,,13.536845889060356,,3.0,0.0,rising,253876.94,0.01793750000000216,0.07409984502289403,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,
UNIUSDT,Strong Buy,67,9.506,9.5744432,9.22082,Bullish,2025-09-14T21:47:49.169937+00:00,2025-09-15T03:17:49.169937+05:30,Inconclusive,600,,,5.04%,70.45505467144434,0.016923426917841766,0.008408868905532716,0.00851455801230905,9.498235656873737,9.4426,9.386964343126264,1.0697784798684435,208.06864120122123,10.0,3.0,0.0,9.437414550657573,0.019470298714009165,9.4640625,0.014531250000000995,0.15354135710748945,,21.163395516028288,,rising,197727.0,8.0,19.495442072924376,15.0,5.0,0.0,5.0,1.0697784798684435,70.45505467144434,208.06864120122123,0.00851455801230905,0.019470298714009165,9.4640625,,21.163395516028288,,3.0,0.0,rising,197727.0,0.014531250000000995,0.15354135710748945,5.0400000000000595,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,67,52.0,60.0,0.014531250000000995,0.15354135710748945,True,0.8746201727436982,0.15354135710748945,False,,60.0,67.0,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support)
FARTCOINUSDT,Buy,47,0.8904,0.89681088,0.863688,Bullish,2025-09-14T21:47:50.255661+00:00,2025-09-15T03:17:50.255661+05:30,Success,393,393.0,,5.04%,62.00186734566055,0.0011974324831898198,0.0005380487695383299,0.0006593837136514898,0.8899196491114202,0.88452,0.8791203508885798,1.044479824398575,213.42902401965515,10.0,3.0,0.0,0.88342588209797,0.0032545591186227563,0.8829234375,0.000854687499999951,0.09680199479356905,,8.713790623716774,,rising,5766305.5,8.0,13.86247400979232,15.0,5.0,0.0,5.0,1.044479824398575,62.00186734566055,213.42902401965515,0.0006593837136514898,0.0032545591186227563,0.8829234375,,8.713790623716774,,3.0,0.0,rising,5766305.5,0.000854687499999951,0.09680199479356905,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.14}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,,,,,,,,,
UBUSDT,Buy,41,0.039066,0.03934728,0.03789402,Bullish,2025-09-14T21:47:51.346126+00:00,2025-09-15T03:17:51.346126+05:30,Success,24,24.0,,5.04%,57.86528240374614,5.417057822656307e-05,-9.92247957255089e-06,6.409305779911396e-05,0.039622192104612736,0.03866185,0.03770150789538726,0.7104198066807527,60.09717037672498,10.0,3.0,0.0,0.0386148410941049,0.0004460560975280395,0.038298750000000006,0.00024279687500000646,0.633955089918095,,3.395482863912785,,falling,-8799864.0,4.0,7.448520030783887,15.0,10.0,0.0,5.0,0.7104198066807527,57.86528240374614,60.09717037672498,6.409305779911396e-05,0.0004460560975280395,0.038298750000000006,,3.395482863912785,,3.0,0.0,falling,-8799864.0,0.00024279687500000646,0.633955089918095,5.040000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.55}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,
LTCUSDT,Buy,43,115.64,116.472608,112.1708,Bullish,2025-09-14T21:47:52.433605+00:00,2025-09-15T03:17:52.433605+05:30,Success,456,456.0,,5.04%,66.95183498988584,0.10055508045056172,0.060275700714471164,0.040279379736090554,115.5958562590723,115.30250000000001,115.00914374092771,1.075239132560685,252.02530897048476,10.0,3.0,0.0,115.2133179681788,0.15552742940942962,115.34968749999999,0.0645312499999875,0.055944018053787535,,17.357305086848427,,rising,17087.130999999998,8.0,10.215656732300893,15.0,5.0,0.0,5.0,1.075239132560685,66.95183498988584,252.02530897048476,0.040279379736090554,0.15552742940942962,115.34968749999999,,17.357305086848427,,3.0,0.0,rising,17087.130999999998,0.0645312499999875,0.055944018053787535,5.03999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.78}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
PENGUUSDT,Buy,44,0.03534,0.03559445,0.0342798,Bullish,2025-09-14T21:47:53.522468+00:00,2025-09-15T03:17:53.522468+05:30,Fail,589,,589.0,5.04%,66.87435416192918,0.00014713571174086032,0.00010795374594063504,3.918196580022528e-05,0.035417769676235736,0.0350064,0.034595030323764264,0.9054747095758627,141.15719998072905,10.0,3.0,0.0,0.034893856721585806,0.00013389477230432739,0.035290875000000006,6.335937500000222e-05,0.179534723919433,,29.322816764686827,,rising,194373325.0,8.0,11.023180688997032,15.0,5.0,0.0,5.0,0.9054747095758627,66.87435416192918,141.15719998072905,3.918196580022528e-05,0.00013389477230432739,0.035290875000000006,,29.322816764686827,,3.0,0.0,rising,194373325.0,6.335937500000222e-05,0.179534723919433,5.039999999999948,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.98}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,
HOLOUSDT,Buy,40,0.4398,0.44296656,0.426606,Bullish,2025-09-14T21:47:54.725023+00:00,2025-09-15T03:17:54.725023+05:30,Fail,174,,174.0,5.04%,53.292640779588965,0.0006548942520009371,0.0004295398772395263,0.0002253543747614108,0.44212826953697715,0.438095,0.4340617304630229,0.7113669796139982,71.82198722185294,10.0,3.0,0.0,0.43663353452779297,0.002930542044245423,0.43967031250000005,0.0009703125000000701,0.22069092963834577,,5.070081893939304,,falling,-2309442.0,4.0,5.8455647155427455,15.0,10.0,0.0,5.0,0.7113669796139982,53.292640779588965,71.82198722185294,0.0002253543747614108,0.002930542044245423,0.43967031250000005,,5.070081893939304,,3.0,0.0,falling,-2309442.0,0.0009703125000000701,0.22069092963834577,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 14.15}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
TRUMPUSDT,Buy,49,8.814,8.8774608,8.54958,Bullish,2025-09-14T21:47:55.803329+00:00,2025-09-15T03:17:55.803329+05:30,Inconclusive,600,,,5.04%,67.0187711319692,0.011405579747263417,0.0068931435290962035,0.004512436218167213,8.810363262501383,8.776599999999998,8.742836737498614,1.053856428987985,194.48917516550335,10.0,3.0,0.0,8.768055360283542,0.014498808842390111,8.789140624999998,0.007937500000000597,0.09031030835282146,,18.95209513003346,,rising,361715.2300000001,8.0,16.469473555605568,15.0,5.0,0.0,5.0,1.053856428987985,67.0187711319692,194.48917516550335,0.004512436218167213,0.014498808842390111,8.789140624999998,,18.95209513003346,,3.0,0.0,rising,361715.2300000001,0.007937500000000597,0.09031030835282146,5.0399999999999725,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
WIFUSDT,Buy,49,0.9407,0.94747304,0.912479,Bullish,2025-09-14T21:47:56.924728+00:00,2025-09-15T03:17:56.924728+05:30,Fail,547,,547.0,5.04%,64.77156159212326,0.0014140432641487344,0.0005460027007518714,0.000868040563396863,0.9395250344093329,0.93377,0.9280149655906671,1.1020815434883993,238.69223205506404,10.0,3.0,0.0,0.932969553501354,0.002964041156059814,0.93448125,0.0014156250000000314,0.1514877906860123,,12.008780460979347,,rising,2977510.9,8.0,16.028570935640644,15.0,5.0,0.0,5.0,1.1020815434883993,64.77156159212326,238.69223205506404,0.000868040563396863,0.002964041156059814,0.93448125,,12.008780460979347,,3.0,0.0,rising,2977510.9,0.0014156250000000314,0.1514877906860123,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,
