Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,CONFL_FLAG__RSI<=30_and_CVD_falling
BTCUSDT,Buy,42,111240.8,112041.73376,107903.576,Bullish,2025-09-07T20:57:30.806848+00:00,2025-09-08T02:27:30.806848+05:30,Inconclusive,300,,,5.04%,59.379219804866636,34.11787113544415,34.06673605667227,0.051135078771878284,111273.7534324904,111167.50999999998,111061.26656750956,0.8449154375101413,118.92878127219494,10.0,3.0,0.0,111111.30605859641,63.864347372793425,111142.35000000002,-8.273437499985448,,10.889332133636987,,rising,505.5090000000002,8.0,9.019216385056929,15.0,5.0,0.0,5.0,0.8449154375101413,59.379219804866636,118.92878127219494,0.051135078771878284,63.864347372793425,111142.35000000002,,10.889332133636987,,3.0,0.0,rising,505.5090000000002,5.039999999999999,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.98}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,
WLFIUSDT,Buy,43,0.2279,0.22954088,0.221063,Bullish,2025-09-07T20:57:33.291152+00:00,2025-09-08T02:27:33.291152+05:30,Success,21,21.0,,5.04%,62.700503295928804,0.00042859683541981997,9.441398439098297e-05,0.000334182851028837,0.22813853145057525,0.22547999999999999,0.22282146854942472,0.9551384937493135,125.58275058275204,10.0,3.0,0.0,0.22599742569295575,0.001444806100496063,0.22740781250000003,0.00040000000000001146,,9.628907033961774,,rising,169696101.0,8.0,9.55118671075541,15.0,5.0,0.0,5.0,0.9551384937493135,62.700503295928804,125.58275058275204,0.000334182851028837,0.001444806100496063,0.22740781250000003,,9.628907033961774,,3.0,0.0,rising,169696101.0,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.45}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,
SOLUSDT,Buy,60,204.25,205.7206,198.1225,Bullish,2025-09-07T20:57:34.660626+00:00,2025-09-08T02:27:34.660626+05:30,Success,107,107.0,,5.04%,72.98061375830254,0.35637056538317324,0.2006194603528494,0.15575110503032386,203.9925324670759,202.8375,201.6824675329241,1.1114546734672774,238.09523809524202,10.0,3.0,0.0,202.81996684835252,0.37273854720910304,203.24296875000002,0.1270312499999875,,24.97038121656359,,rising,379777.58999999997,8.0,19.02854829133294,15.0,5.0,0.0,5.0,1.1114546734672774,72.98061375830254,238.09523809524202,0.15575110503032386,0.37273854720910304,203.24296875000002,,24.97038121656359,,3.0,0.0,rising,379777.58999999997,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,60,52.0,60.0,0.1270312499999875,
SOMIUSDT,Buy,40,1.6701,1.68212472,1.619997,Bullish,2025-09-07T20:57:35.996016+00:00,2025-09-08T02:27:35.996016+05:30,Success,2,2.0,,5.04%,53.89584367398171,0.03457154137963325,0.052668827936108,-0.018097286556474745,1.778003039660758,1.6989750000000001,1.6199469603392422,0.31731167745048877,-71.57855873733816,10.0,3.0,0.0,1.5434299153816302,0.06079548999140451,1.6656625,0.006804687499999851,,15.04841578452053,,falling,-82907742.0,6.0,4.0,15.0,10.0,0.0,5.0,0.31731167745048877,53.89584367398171,-71.57855873733816,-0.018097286556474745,0.06079548999140451,1.6656625,,15.04841578452053,,3.0,0.0,falling,-82907742.0,5.040000000000043,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
XRPUSDT,Buy,40,2.8725,2.893182,2.786325,Bullish,2025-09-07T20:57:38.179363+00:00,2025-09-08T02:27:38.179363+05:30,Inconclusive,300,,,5.04%,62.79689625505303,0.0022473510138105723,0.0010095399102231265,0.0012378111035874458,2.876354871887372,2.86459,2.8528251281126282,0.836170256494259,105.48823948681611,10.0,0.0,3.0,2.8664849639119274,0.0037914286911776046,2.8730015625000003,0.0007515625000000803,,14.13613798238961,,rising,4290915.5,8.0,11.835427989250054,15.0,0.0,0.0,5.0,0.836170256494259,62.79689625505303,105.48823948681611,0.0012378111035874458,0.0037914286911776046,2.8730015625000003,,14.13613798238961,,0.0,3.0,rising,4290915.5,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
DOGEUSDT,Buy,47,0.22328,0.22488762,0.2165816,Bullish,2025-09-07T20:57:39.372692+00:00,2025-09-08T02:27:39.372692+05:30,Success,73,73.0,,5.04%,65.1340536886992,0.00031088325140668505,0.00022645609634903047,8.442715505765458e-05,0.22321632177289605,0.222411,0.22160567822710395,1.0395358906508652,197.6983148376572,10.0,3.0,0.0,0.22211013221506337,0.000438603490378743,0.22270328125,6.859374999998447e-05,,18.367161200657545,,rising,12175119.0,8.0,13.619780202008881,15.0,5.0,0.0,5.0,1.0395358906508652,65.1340536886992,197.6983148376572,8.442715505765458e-05,0.000438603490378743,0.22270328125,,18.367161200657545,,3.0,0.0,rising,12175119.0,5.04000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.38}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
MUSDT,Buy,54,1.7604,1.77307488,1.707588,Bullish,2025-09-07T20:57:44.633762+00:00,2025-09-08T02:27:44.633762+05:30,Success,13,13.0,,5.04%,29.196874772220085,-0.023213771486520818,-0.0228430209980663,-0.00037075048845451944,1.8410746568477245,1.7925099999999996,1.7439453431522747,0.169409792179929,-108.62334076003478,10.0,0.0,3.0,1.8279622792037211,0.01640358534877638,1.7577749999999999,-0.00020781250000001528,,-44.81087035777639,,falling,-4573849.0,24.0,0.0,8.0,5.0,12.0,5.0,0.169409792179929,29.196874772220085,-108.62334076003478,-0.00037075048845451944,0.01640358534877638,1.7577749999999999,,-44.81087035777639,,0.0,3.0,falling,-4573849.0,5.040000000000021,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,,,-0.00020781250000001528,1.0
REDUSDT,Buy,49,0.7267,0.73193224,0.704899,Bullish,2025-09-07T20:57:50.622137+00:00,2025-09-08T02:27:50.622137+05:30,Success,83,83.0,,5.04%,65.64856062317617,0.0033750849471085864,0.0015279593236421742,0.0018471256234664122,0.7260553682410111,0.713985,0.7019146317589888,1.026703069289909,203.84445913197015,10.0,3.0,0.0,0.715146958768204,0.006418566400051404,0.718615625,0.002464062499999864,,16.226611892738575,,falling,-114566.0,8.0,10.906684795352255,15.0,10.0,0.0,5.0,1.026703069289909,65.64856062317617,203.84445913197015,0.0018471256234664122,0.006418566400051404,0.718615625,,16.226611892738575,,3.0,0.0,falling,-114566.0,5.039999999999999,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.09}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,
SUIUSDT,Buy,42,3.3854,3.40977488,3.283838,Bullish,2025-09-07T20:57:53.999354+00:00,2025-09-08T02:27:53.999354+05:30,Success,143,143.0,,5.04%,59.8272050862256,0.0022008763309817603,0.0012102878890253022,0.0009905884419564581,3.388101152869091,3.378045,3.3679888471309094,0.8656965091793097,138.23857302119217,10.0,0.0,3.0,3.3791730291290687,0.005229536611421098,3.3787125000000002,0.00048437500000009237,,10.254501124198418,,rising,554722.5,8.0,13.546124135555964,15.0,0.0,0.0,5.0,0.8656965091793097,59.8272050862256,138.23857302119217,0.0009905884419564581,0.005229536611421098,3.3787125000000002,,10.254501124198418,,0.0,3.0,rising,554722.5,5.039999999999974,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,
LINKUSDT,Buy,43,22.256,22.4162432,21.58832,Bullish,2025-09-07T20:57:55.197440+00:00,2025-09-08T02:27:55.197440+05:30,Success,111,111.0,,5.04%,60.704203657950934,0.009427119533253148,0.0017465423891294706,0.0076805771441236775,22.26005653820074,22.2014,22.14274346179926,0.9654212614213893,152.55877199863912,10.0,0.0,3.0,22.21506330886408,0.03258148450150381,22.198703124999998,0.006171874999999716,,6.819084529975568,,rising,172861.14,8.0,14.657625927095502,15.0,0.0,0.0,5.0,0.9654212614213893,60.704203657950934,152.55877199863912,0.0076805771441236775,0.03258148450150381,22.198703124999998,,6.819084529975568,,0.0,3.0,rising,172861.14,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,
