SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Keltner_sell_score,Bollinger_buy_score,Keltner_buy_score,Bollinger_sell_score
signals_2025-09-05_09-27-03_STRONG.json,ETHUSDT,Strong Buy,60,Success,194.0,True,60,30,,,Bullish,5.04%,0,0,2025-09-05T03:55:44.120005+00:00,2025-09-05T09:25:44.120005+05:30,58.08023582852322,-10.0,117.37358995410156,0.20342635253471897,,,falling,up,up,1.1650288615646787,-0.712941784584114,1.8779706461487926,4331.561245362798,4313.871499999999,4296.1817546372,4327.806500000001,4313.8715,4299.9365,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_09-27-03_STRONG.json,BTCUSDT,Buy,40,Success,185.0,True,40,25,,,Bullish,5.04%,0,0,2025-09-05T03:55:45.561879+00:00,2025-09-05T09:25:45.561879+05:30,56.54152599550614,-48.21605550049629,26.594360391927825,0.02677726482324319,,,falling,up,up,45.875981718170806,60.62867766384925,-14.752695945678447,111423.29583634758,111218.89499999999,111014.4941636524,111409.29499999998,111218.89499999999,111028.495,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_09-27-03_STRONG.json,SOLUSDT,Buy,40,Success,110.0,True,40,25,,,Bullish,5.04%,0,0,2025-09-05T03:55:46.967586+00:00,2025-09-05T09:25:46.967586+05:30,53.80651212962216,-41.772151898733625,18.049695264890513,0.009227892341444286,,,falling,up,up,0.038456202237171055,0.05330287173565431,-0.014846669498483255,204.0475807412923,203.2425,202.4374192587077,203.9225,203.2425,202.5625,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_09-27-03_STRONG.json,WLFIUSDT,Strong Sell,60,Success,124.0,True,40,60,,,Bullish,5.04%,0,0,2025-09-05T03:55:48.373894+00:00,2025-09-05T09:25:48.373894+05:30,59.30058831273971,-1.7543859649120843,125.70621468926473,0.09520955410895017,,,falling,down,down,0.0005138234785782847,6.203089810320656e-05,0.0004517925804750781,0.18561430683027857,0.18199,0.17836569316972145,0.18484,0.18198999999999999,0.17913999999999997,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,15.0,10.0,10.0,0.0,10.0,,,
signals_2025-09-05_09-27-03_STRONG.json,ALPACAUSDT,Sell,50,Inconclusive,,False,35,50,,,Bullish,5.04%,0,0,2025-09-05T03:55:49.793089+00:00,2025-09-05T09:25:49.793089+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,1.19,1.19,1.19,1.1900000000000002,1.1900000000000002,1.1900000000000002,10.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,15.0,10.0,10.0,0.0,,15.0,10.0,15.0
signals_2025-09-05_09-27-03_STRONG.json,XRPUSDT,Sell,35,Inconclusive,,False,30,35,,,Bullish,5.04%,0,0,2025-09-05T03:55:51.152308+00:00,2025-09-05T09:25:51.152308+05:30,54.10843394860269,-37.85714285714401,16.525494103978197,-0.004774085769809492,,,falling,up,up,0.0005073669978661322,0.0006784316345381217,-0.0001710646366719895,2.811410960105149,2.8043799999999997,2.79734903989485,2.8107799999999994,2.8043799999999997,2.79798,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_09-27-03_STRONG.json,MUSDT,Sell,45,Success,10.0,True,20,45,,,Bullish,5.04%,0,0,2025-09-05T03:55:52.566088+00:00,2025-09-05T09:25:52.566088+05:30,59.55233449354433,-33.988764044943956,88.97941680960545,-0.03658220388225217,,,falling,down,down,0.008811523241293306,0.00838972274585428,0.00042180049543902656,1.388883485860765,1.36794,1.3469965141392348,1.39004,1.36794,1.34584,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-05_09-27-03_STRONG.json,DOGEUSDT,Buy,40,Success,194.0,True,40,25,,,Bullish,5.04%,0,0,2025-09-05T03:55:53.975291+00:00,2025-09-05T09:25:53.975291+05:30,56.115230156574846,-30.890052356021396,21.4476011373089,0.05574088523339772,,,falling,up,up,4.59311193265477e-06,5.210785727973525e-06,-6.176737953187554e-07,0.21505114210563586,0.213897,0.21274285789436415,0.21485200000000002,0.213897,0.212942,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,,,,
signals_2025-09-05_09-27-03_STRONG.json,ENAUSDT,Buy,50,Success,188.0,True,50,15,,,Bullish,5.04%,0,0,2025-09-05T03:55:55.375981+00:00,2025-09-05T09:25:55.375981+05:30,54.8967638657539,-37.777777777778056,71.96069107623472,0.1009189382716736,,,falling,up,up,0.0003537238851946123,0.00032639080140321145,2.7333083791400837e-05,0.6545831922604151,0.652565,0.6505468077395848,0.654615,0.652565,0.650515,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-05_09-27-03_STRONG.json,PUMPUSDT,Buy,40,Success,148.0,True,40,40,,,Bullish,5.04%,0,0,2025-09-05T03:55:56.777493+00:00,2025-09-05T09:25:56.777493+05:30,58.78283660633558,-13.978494623655873,36.18842585473187,0.023891284707503475,,,falling,up,up,1.741894653240015e-05,1.8764489911207815e-05,-1.345543378807666e-06,0.004454742010678221,0.00440155,0.004348357989321779,0.0044500500000000005,0.004401550000000001,0.004353050000000001,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,10.0,,,,
