Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,SUPERVISOR__reason
ETHUSDT,Buy,44,4667.83,4701.438376,4527.7951,Bullish,2025-09-14T09:32:44.114898+00:00,2025-09-14T15:02:44.114898+05:30,Inconclusive,600,,,5.04%,59.747617290505936,1.6306856415449147,-0.10788923663225608,1.7385748781771708,4669.548333243028,4657.278,4645.007666756973,0.9299801721357428,140.53835423460234,10.0,3.0,0.0,4660.868231851381,5.6416522151542905,4662.0540625,1.000468749999527,0.02145982729044183,,7.769648669476792,,rising,21962.599000000002,8.0,11.396024335596335,15.0,5.0,0.0,5.0,0.9299801721357428,59.747617290505936,140.53835423460234,1.7385748781771708,5.6416522151542905,4662.0540625,,7.769648669476792,,3.0,0.0,rising,21962.599000000002,1.000468749999527,0.02145982729044183,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.6}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,,,
SOLUSDT,Buy,48,247.41,249.191352,239.9877,Bullish,2025-09-14T09:32:45.318151+00:00,2025-09-14T15:02:45.318151+05:30,Inconclusive,600,,,5.04%,61.605952090752126,0.1107365854243767,-0.0013838667252202425,0.11212045214959694,247.2777064967439,246.56199999999998,245.84629350325608,1.0924216168624812,187.21287984153537,10.0,3.0,0.0,246.5975357904633,0.4823477595164148,246.71765625,0.07999999999998408,0.03242572956307584,,6.311954832956335,,rising,296154.09,8.0,14.578736085118589,15.0,5.0,0.0,5.0,1.0924216168624812,61.605952090752126,187.21287984153537,0.11212045214959694,0.4823477595164148,246.71765625,,6.311954832956335,,3.0,0.0,rising,296154.09,0.07999999999998408,0.03242572956307584,5.039999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.42}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,,
BTCUSDT,Buy,49,116015.7,116851.01304,112535.229,Bullish,2025-09-14T09:32:46.511473+00:00,2025-09-14T15:02:46.511473+05:30,Inconclusive,600,,,5.04%,73.8428201333517,57.33301021938678,45.87027347908193,11.462736740304848,116027.00990478937,115860.73000000001,115694.45009521065,0.9659913661734881,139.8328205532769,10.0,3.0,0.0,115811.56765369388,40.5935378266639,115941.0625,2.0968750000029104,0.0018085697636270241,,34.008439609319495,,rising,1301.1889999999999,8.0,15.777080700431412,15.0,5.0,0.0,5.0,0.9659913661734881,73.8428201333517,139.8328205532769,11.462736740304848,40.5935378266639,115941.0625,,34.008439609319495,,3.0,0.0,rising,1301.1889999999999,2.0968750000029104,0.0018085697636270241,5.039999999999962,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,,,
XRPUSDT,Buy,41,3.0921,3.11436312,2.999337,Bullish,2025-09-14T09:32:50.061417+00:00,2025-09-14T15:02:50.061417+05:30,Inconclusive,600,,,5.04%,61.267801481750645,-2.43332553195863e-05,-0.0012584433012503803,0.001234110045930794,3.0914950454448626,3.084025,3.0765549545551374,1.04049202642758,159.49016969425776,10.0,0.0,3.0,3.089110518059302,0.0038693703784186016,3.0851156250000003,-7.656249999987708e-05,-0.0024816736001548423,,-0.5044420605557286,,rising,1548447.1,8.0,12.654640989535897,15.0,0.0,0.0,5.0,1.04049202642758,61.267801481750645,159.49016969425776,0.001234110045930794,0.0038693703784186016,3.0851156250000003,,-0.5044420605557286,,0.0,3.0,rising,1548447.1,-7.656249999987708e-05,-0.0024816736001548423,5.039999999999968,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
1000PEPEUSDT,Buy,48,0.0117696,0.01185434,0.01141651,Bullish,2025-09-14T09:32:52.462157+00:00,2025-09-14T15:02:52.462157+05:30,Fail,198,,198.0,5.04%,63.909703724657604,1.5241493326144731e-05,7.087193453940116e-06,8.154299872204615e-06,0.01177440075779223,0.011702790000000001,0.011631179242207771,0.9664801913829775,138.16897433796657,10.0,3.0,0.0,0.0117101438562154,3.261631711964307e-05,0.011723909375,1.2359374999999784e-06,0.010542025364299427,,13.907392602177381,,falling,-364140286.0,8.0,10.000162317990497,15.0,10.0,0.0,5.0,0.9664801913829775,63.909703724657604,138.16897433796657,8.154299872204615e-06,3.261631711964307e-05,0.011723909375,,13.907392602177381,,3.0,0.0,falling,-364140286.0,1.2359374999999784e-06,0.010542025364299427,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,,
WLFIUSDT,Buy,46,0.2384,0.24011648,0.231248,Bullish,2025-09-14T09:32:55.043285+00:00,2025-09-14T15:02:55.043285+05:30,Success,3,3.0,,5.04%,72.59832229558955,0.0025159243938639997,0.0020880856065839974,0.0004278387872800023,0.2366694046505449,0.23113999999999998,0.22561059534945507,1.1564902063447788,232.0465588125372,10.0,3.0,0.0,0.2277121917164852,0.002667647037472292,0.234040625,0.00047343750000000684,0.2022885984003875,,30.783613586056273,,rising,229879830.0,8.0,12.849133993547191,15.0,5.0,0.0,5.0,1.1564902063447788,72.59832229558955,232.0465588125372,0.0004278387872800023,0.002667647037472292,0.234040625,,30.783613586056273,,3.0,0.0,rising,229879830.0,0.00047343750000000684,0.2022885984003875,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.15}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,,
LINEAUSDT,Buy,62,0.02809,0.02829225,0.0272473,Bullish,2025-09-14T09:32:59.858241+00:00,2025-09-14T15:02:59.858241+05:30,Success,1,1.0,,5.04%,23.603090793547693,-0.00047819813530474223,-0.0003507152782282108,-0.00012748285707653143,0.030933637783964987,0.0297645,0.028595362216035012,-0.2161260302105444,-201.78421804918935,10.0,0.0,3.0,0.030028762223414215,0.0004702459212966363,0.029057968749999996,-0.00013218750000000556,-0.4549096364487128,,-31.267288406121942,,falling,-1046011883.0,32.0,0.0,8.0,5.0,12.0,5.0,-0.2161260302105444,23.603090793547693,-201.78421804918935,-0.00012748285707653143,0.0004702459212966363,0.029057968749999996,,-31.267288406121942,,0.0,3.0,falling,-1046011883.0,-0.00013218750000000556,-0.4549096364487128,5.039999999999966,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",False,hma_not_aligned,,Buy,62,1.0,-0.00013218750000000556,-0.4549096364487128,,,,,,,,,,
BNBUSDT,Buy,41,940.66,947.432752,912.4402,Bullish,2025-09-14T09:33:02.246982+00:00,2025-09-14T15:03:02.246982+05:30,Inconclusive,600,,,5.04%,58.232274210816435,0.2539717770008565,0.1062938848543339,0.1476778921465226,941.2871892647461,939.3120000000001,937.3368107352542,0.8412331223289692,104.25588157547612,10.0,3.0,0.0,939.0303928568909,0.913498894003045,939.7709375000001,-0.07296874999997272,-0.007764525065446888,,5.9967995385901265,,rising,3857.260000000001,8.0,7.879883637280822,15.0,5.0,0.0,5.0,0.8412331223289692,58.232274210816435,104.25588157547612,0.1476778921465226,0.913498894003045,939.7709375000001,,5.9967995385901265,,3.0,0.0,rising,3857.260000000001,-0.07296874999997272,-0.007764525065446888,5.039999999999976,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.12}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,,,
SUIUSDT,Strong Buy,67,3.7969,3.82423768,3.682993,Bullish,2025-09-14T09:33:03.451890+00:00,2025-09-14T15:03:03.451890+05:30,Fail,198,,198.0,5.04%,67.80505151429696,0.0073080767399509305,0.0032940915311322335,0.004013985208818697,3.7951549552440946,3.76677,3.7383850447559057,1.0307389027197493,204.1516555155253,10.0,3.0,0.0,3.7686446967770153,0.009581848569485017,3.7822046875,0.004546875000000394,0.12021758142883149,,19.48501856948405,,falling,-436315.5,8.0,14.053972812557854,15.0,10.0,0.0,5.0,1.0307389027197493,67.80505151429696,204.1516555155253,0.004013985208818697,0.009581848569485017,3.7822046875,,19.48501856948405,,3.0,0.0,falling,-436315.5,0.004546875000000394,0.12021758142883149,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,67,,0.004546875000000394,0.12021758142883149,52.0,60.0,True,60.0,67.0,0.8378310677131545,0.12021758142883149,True,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
FUSDT,Buy,48,0.020777,0.02092659,0.02015369,Bullish,2025-09-14T09:33:04.642741+00:00,2025-09-14T15:03:04.642741+05:30,Success,5,5.0,,5.04%,59.62297498984105,0.00038073140742650446,0.0002469949687229593,0.00013373643870354514,0.021285611329022798,0.0199163,0.018546988670977205,0.8142820707596986,127.80257843468272,10.0,3.0,0.0,0.019993579048265292,0.0005583666801763131,0.020872265625,0.00016635937500000114,0.7970355398349388,,21.575604324362917,,falling,-123433262.0,8.0,9.748327475184547,15.0,10.0,0.0,5.0,0.8142820707596986,59.62297498984105,127.80257843468272,0.00013373643870354514,0.0005583666801763131,0.020872265625,,21.575604324362917,,3.0,0.0,falling,-123433262.0,0.00016635937500000114,0.7970355398349388,5.040000000000044,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.25}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,,,
