Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope
NMRUSDT,Sell,44,17.349,17.2240872,17.86947,Bearish,2025-09-08T21:57:17.767527+00:00,2025-09-09T03:27:17.767527+05:30,Success,39,39.0,,5.04%,30.320978017723192,-0.07473518816552271,-0.0688877084457404,-0.00584747971978232,17.673051900279084,17.4754,17.277748099720917,0.18024592776106893,-115.83555951320872,-5.0,0.0,3.0,17.658175571708398,0.07427603606568385,17.491500000000002,-0.058640625000002444,,-27.656227480851186,,falling,-81807.50000000001,8.0,10.889431917862048,15.0,5.0,0.0,5.0,0.18024592776106893,30.320978017723192,-115.83555951320872,-0.00584747971978232,0.07427603606568385,17.491500000000002,,-27.656227480851186,,0.0,3.0,falling,-81807.50000000001,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.11}]}",False,not_in_gap_or_already_strong,44.0,Sell,44,,,
1000SHIBUSDT,Buy,42,0.012879,0.01297173,0.01249263,Bearish,2025-09-08T21:57:29.223797+00:00,2025-09-09T03:27:29.223797+05:30,Inconclusive,300,,,5.04%,59.03140946669888,1.0402230842991925e-05,1.3745421158761661e-06,9.02768872711576e-06,0.012907409675212202,0.012828500000000001,0.0127495903247878,0.8199861098413846,113.15403422982686,-5.0,3.0,0.0,0.012847985530209525,2.5540831105320872e-05,0.01289159375,6.609375000000972e-06,,9.425606277782924,,falling,-32816461.0,8.0,12.483064962034103,7.0,10.0,0.0,5.0,0.8199861098413846,59.03140946669888,113.15403422982686,9.02768872711576e-06,2.5540831105320872e-05,0.01289159375,,9.425606277782924,,3.0,0.0,falling,-32816461.0,5.040000000000029,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
TRUMPUSDT,Buy,45,8.631,8.6931432,8.37207,Bearish,2025-09-08T21:57:30.368207+00:00,2025-09-09T03:27:30.368207+05:30,Inconclusive,300,,,5.04%,66.31077127924955,0.009613020374953152,0.003944357105082745,0.005668663269870406,8.640450352313824,8.5947,8.548949647686175,0.8967182564081804,128.42204206321145,-5.0,3.0,0.0,8.602044667741309,0.01165253522258562,8.628031250000001,0.006234375000000014,,19.087280096544898,,rising,97443.66,8.0,20.0,7.0,5.0,0.0,5.0,0.8967182564081804,66.31077127924955,128.42204206321145,0.005668663269870406,0.01165253522258562,8.628031250000001,,19.087280096544898,,3.0,0.0,rising,97443.66,5.03999999999996,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,
IPUSDT,Sell,41,8.4878,8.42668784,8.742434,Bearish,2025-09-08T21:57:32.676796+00:00,2025-09-09T03:27:32.676796+05:30,Inconclusive,300,,,5.04%,53.153021705221946,-0.0034618070412086865,-0.006316622924657914,0.002854815883449227,8.490969702939154,8.473794999999999,8.456620297060844,0.9077217536051962,155.82893966022507,-5.0,0.0,3.0,8.49072020207841,0.017258068715567076,8.475925,0.0028593749999998863,,-6.027378445609192,,falling,-4227.1,12.0,4.0,15.0,5.0,0.0,5.0,0.9077217536051962,53.153021705221946,155.82893966022507,0.002854815883449227,0.017258068715567076,8.475925,,-6.027378445609192,,0.0,3.0,falling,-4227.1,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,
TAOUSDT,Buy,58,342.37,344.835064,332.0989,Bearish,2025-09-08T21:57:37.890229+00:00,2025-09-09T03:27:37.890229+05:30,Success,124,124.0,,5.04%,64.35578018981965,0.22115652531977048,-0.22900226229627849,0.450158787616049,342.45007933285285,339.864,337.2779206671471,0.9845172319666415,159.15486859765412,-5.0,3.0,0.0,341.0889234237639,0.8098703918719111,341.67140625,0.4653124999999818,,5.802392881126057,,falling,-169.1999999999996,8.0,20.0,7.0,10.0,0.0,5.0,0.9845172319666415,64.35578018981965,159.15486859765412,0.450158787616049,0.8098703918719111,341.67140625,,5.802392881126057,,3.0,0.0,falling,-169.1999999999996,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",True,,,Buy,58,50.0,58.0,0.4653124999999818
VIRTUALUSDT,Buy,41,1.2716,1.28075552,1.233452,Bearish,2025-09-08T21:57:45.550838+00:00,2025-09-09T03:27:45.550838+05:30,Success,24,24.0,,5.04%,68.67275740409283,0.004475215836071911,0.0014254543614853352,0.0030497614745865756,1.2742226880213003,1.25307,1.2319173119786995,0.938005798160043,149.81855883877677,-5.0,3.0,0.0,1.255061806697519,0.00574337899818605,1.2677,0.003753125000000024,,19.303748960669033,,rising,861047.3,8.0,16.0,7.0,5.0,0.0,5.0,0.938005798160043,68.67275740409283,149.81855883877677,0.0030497614745865756,0.00574337899818605,1.2677,,19.303748960669033,,3.0,0.0,rising,861047.3,5.039999999999985,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,
OPUSDT,Buy,44,0.7543,0.75973096,0.731671,Bearish,2025-09-08T21:57:46.716921+00:00,2025-09-09T03:27:46.716921+05:30,Success,127,127.0,,5.04%,64.25411261464384,0.0010198566176965462,0.00016434021525841273,0.0008555164024381336,0.7544160951501722,0.748735,0.7430539048498279,0.9897823265494265,164.06737367436,-5.0,3.0,0.0,0.7493776833700001,0.002087203007762833,0.7515390625,0.0013390625000000433,,10.37186747467821,,rising,864259.2,8.0,18.837276768071945,7.0,5.0,0.0,5.0,0.9897823265494265,64.25411261464384,164.06737367436,0.0008555164024381336,0.002087203007762833,0.7515390625,,10.37186747467821,,3.0,0.0,rising,864259.2,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,
TIAUSDT,Buy,44,1.735,1.747492,1.68295,Bearish,2025-09-08T21:57:49.556693+00:00,2025-09-09T03:27:49.556693+05:30,Success,139,139.0,,5.04%,68.13824239459476,0.003432767489023103,0.001508215365982302,0.001924552123040801,1.7361516708853921,1.7215099999999999,1.7068683291146076,0.960671466583058,151.57925991909366,-5.0,3.0,0.0,1.7220145328711522,0.004627155668888811,1.731103125,0.0025609374999999712,,18.09600054593673,,rising,468238.0,8.0,18.982212455815507,7.0,5.0,0.0,5.0,0.960671466583058,68.13824239459476,151.57925991909366,0.001924552123040801,0.004627155668888811,1.731103125,,18.09600054593673,,3.0,0.0,rising,468238.0,5.039999999999979,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,
NEARUSDT,Buy,40,2.584,2.6026048,2.50648,Bearish,2025-09-08T21:57:50.991455+00:00,2025-09-09T03:27:50.991455+05:30,Success,132,132.0,,5.04%,72.77103572670205,0.007787988392369272,0.004583565532382981,0.0032044228599862907,2.591287460642117,2.56005,2.528812539357883,0.8833538243455812,118.94100086416915,-5.0,3.0,0.0,2.5593872352899254,0.00687916645384134,2.5854999999999997,0.004296874999999645,,28.79402398986885,,rising,768421.0,8.0,15.179573739886237,7.0,5.0,0.0,5.0,0.8833538243455812,72.77103572670205,118.94100086416915,0.0032044228599862907,0.00687916645384134,2.5854999999999997,,28.79402398986885,,3.0,0.0,rising,768421.0,5.039999999999964,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
TAKEUSDT,Sell,41,0.16996,0.16873629,0.1750588,Bearish,2025-09-08T21:57:52.327143+00:00,2025-09-09T03:27:52.327143+05:30,Success,3,3.0,,5.04%,51.499426463687385,-0.0004133094783655977,-0.0006177285996628459,0.00020441912129724813,0.17042100641023444,0.169173,0.16792499358976554,0.8153028676560091,103.29654979745813,-5.0,0.0,3.0,0.1711281414902573,0.0009637664418352039,0.16870125,0.00014937499999997939,,-11.037084798056837,,falling,-714801.0,12.0,4.0,15.0,5.0,0.0,5.0,0.8153028676560091,51.499426463687385,103.29654979745813,0.00020441912129724813,0.0009637664418352039,0.16870125,,-11.037084798056837,,0.0,3.0,falling,-714801.0,5.03999999999995,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,
ETCUSDT,Buy,45,20.815,20.964868,20.19055,Bearish,2025-09-08T21:57:54.635347+00:00,2025-09-09T03:27:54.635347+05:30,Inconclusive,300,,,5.04%,62.98341973966764,0.01582862902776938,-0.0006514682700288561,0.016480097297798237,20.83287396762247,20.723599999999998,20.614326032377527,0.9182148868053378,136.06410064400148,-5.0,3.0,0.0,20.762456359724418,0.035047783063756124,20.800140624999997,0.021249999999998437,,10.044378900134705,,rising,14390.179999999998,8.0,20.0,7.0,5.0,0.0,5.0,0.9182148868053378,62.98341973966764,136.06410064400148,0.016480097297798237,0.035047783063756124,20.800140624999997,,10.044378900134705,,3.0,0.0,rising,14390.179999999998,5.040000000000049,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,
