SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,Bollinger_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,Keltner_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Bollinger_sell_score,Keltner_sell_score
signals_2025-09-04_20-51-56_STRONG.json,ETHUSDT,Strong Buy,80,Inconclusive,,False,80.0,60,,,Bearish,5.04%,0,0,2025-09-04T15:20:56.615734+00:00,2025-09-04T20:50:56.615734+05:30,22.203896046206992,-91.45512553752276,-200.20379938775682,-0.3792922045566001,,,rising,down,down,-19.495762355314582,-15.326915620595514,-4.168846734719068,4386.839248592796,4343.6465,4300.4537514072035,4383.061500000001,4343.646500000001,4304.231500000001,-10.0,25.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,,
signals_2025-09-04_20-51-56_STRONG.json,BTCUSDT,Strong Sell,75,Inconclusive,,False,50.0,75,,,Bearish,5.04%,0,0,2025-09-04T15:20:57.485647+00:00,2025-09-04T20:50:57.485647+05:30,22.310200206475542,-95.20652173913139,-171.79740369552673,-0.3444186248385692,,,falling,down,down,-286.0705071808916,-236.17542250927164,-49.89508467161994,110524.01565020566,109892.85,109261.68434979435,110465.85,109892.85,109319.85,-10.0,25.0,15.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,
signals_2025-09-04_20-51-56_STRONG.json,SOLUSDT,Strong Buy,70,Inconclusive,,False,70.0,55,,,Bearish,5.04%,0,0,2025-09-04T15:20:58.342204+00:00,2025-09-04T20:50:58.342204+05:30,27.865507673606174,-92.56965944272415,-149.7410570360448,-0.28501978062257827,,,falling,up,up,-0.8074613844102316,-0.6143275249256863,-0.1931338594845453,207.53640358170247,205.5555,203.57459641829752,207.15050000000002,205.55550000000002,203.96050000000002,-10.0,25.0,15.0,0.0,,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,0.0,10.0,,
signals_2025-09-04_20-51-56_STRONG.json,ALPACAUSDT,Strong Sell,60,Inconclusive,,False,25.0,60,,,Bearish,5.04%,0,0,2025-09-04T15:20:59.196773+00:00,2025-09-04T20:50:59.196773+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,1.19,1.19,1.19,1.1900000000000002,1.1900000000000002,1.1900000000000002,-10.0,,,0.0,15.0,,0.0,0.0,0.0,10.0,0.0,,,0.0,,15.0,10.0,10.0,0.0,15.0,
signals_2025-09-04_20-51-56_STRONG.json,WLFIUSDT,Buy,40,Success,1.0,True,40.0,35,,,Bearish,5.04%,0,0,2025-09-04T15:21:00.263797+00:00,2025-09-04T20:51:00.263797+05:30,35.870259618054845,-42.25352112676063,-82.16592151018307,-0.007733229078048067,,,falling,up,up,-0.002384354591816712,-0.002597458815693088,0.0002131042238763762,0.16918850711323435,0.166535,0.16388149288676562,0.169135,0.16653500000000002,0.16393500000000003,-10.0,10.0,0.0,0.0,,0.0,0.0,10.0,10.0,,10.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,,
signals_2025-09-04_20-51-56_STRONG.json,XRPUSDT,Strong Sell,75,Success,257.0,True,25.0,75,,,Bearish,5.04%,0,0,2025-09-04T15:21:01.122162+00:00,2025-09-04T20:51:01.122162+05:30,33.87242617764984,-92.57294429708297,-126.40033819489189,-0.277099985662381,,,falling,down,down,-0.004461809239078018,-0.0026903555436092433,-0.001771453695468775,2.8438427310684,2.824165,2.8044872689315996,2.840715,2.824165,2.8076149999999997,-10.0,10.0,15.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,
signals_2025-09-04_20-51-56_STRONG.json,DOGEUSDT,Strong Buy,70,Success,126.0,True,70.0,55,,,Bearish,5.04%,0,0,2025-09-04T15:21:01.983253+00:00,2025-09-04T20:51:01.983253+05:30,25.41090603055764,-92.47311827956983,-169.31195259647728,-0.38791440178104775,,,falling,up,up,-0.0008113175168303621,-0.0005814215231208659,-0.00022989599370949623,0.21599790176856518,0.21389450000000002,0.21179109823143485,0.21560949999999995,0.21389449999999996,0.21217949999999997,-10.0,25.0,15.0,0.0,,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,0.0,10.0,,
signals_2025-09-04_20-51-56_STRONG.json,MUSDT,Strong Sell,55,Success,0.0,True,10.0,55,,,Bearish,5.04%,0,0,2025-09-04T15:21:02.841139+00:00,2025-09-04T20:51:02.841139+05:30,54.02763724068304,-52.984234234234286,18.843778118236756,0.1003639987828686,,,falling,down,down,0.034619775222643145,0.035615249713041114,-0.0009954744903979684,1.4735597514668224,1.389215,1.3048702485331778,1.4551149999999997,1.3892149999999999,1.323315,-10.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,,
signals_2025-09-04_20-51-56_STRONG.json,ENAUSDT,Strong Buy,70,Success,7.0,True,70.0,55,,,Bearish,5.04%,0,0,2025-09-04T15:21:03.700725+00:00,2025-09-04T20:51:03.700725+05:30,18.894961326278292,-94.6745562130177,-171.51701075090534,-0.4656638296772348,,,falling,up,up,-0.004799150133732111,-0.0037340348651101985,-0.0010651152686219122,0.6971017440386742,0.68678,0.6764582559613257,0.6955799999999999,0.68678,0.67798,-10.0,25.0,15.0,0.0,,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,0.0,10.0,,
signals_2025-09-04_20-51-56_STRONG.json,PUMPUSDT,Strong Sell,55,Success,26.0,True,10.0,55,,,Bearish,5.04%,0,0,2025-09-04T15:21:04.557073+00:00,2025-09-04T20:51:04.557073+05:30,46.24511232894753,-74.8091603053435,-86.79087133767462,0.049626763849357054,,,falling,down,down,-4.550287785501893e-06,5.135959906064627e-06,-9.68624769156652e-06,0.004437785207870607,0.00435895,0.004280114792129394,0.00442745,0.00435895,0.00429045,-10.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,,
