Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,would_be_strong_if,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,note,IND__rsi5m,IND__macd5m_histogram,IND__boll5m_upper,IND__boll5m_middle,IND__boll5m_lower,IND__boll5m_percent_b,IND__cci5m,IND__marketTrend,IND__volProfile_bullish_score,IND__volProfile_bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m_trend,IND__cvd5m_value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__estimated_profit_margin_pct,CONFLUENCE_FLAGS,WBS_missing_points,WBS_top_missing_1,WBS_top_missing_2,WBS_top_missing_3
NMRUSDT,Buy,41,19.12,19.42592,18.7376,Bullish,2025-09-07T02:24:24.949145+00:00,2025-09-07T07:54:24.949145+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",Success,21,21.0,,11.20%,,73.63454670146704,0.0998948870031599,19.32104363339222,18.31915,17.31725636660778,0.8996681749980159,140.23457274656036,10.0,0.0,3.0,18.306191515390573,0.2716616040624196,18.948234375,,33.243159236476615,,rising,1.4090000000000025,8.0,12.825234233414045,15.0,0.0,0.0,5.0,0.8996681749980159,73.63454670146704,140.23457274656036,0.0998948870031599,0.2716616040624196,18.948234375,,33.243159236476615,,0.0,3.0,,11.200000000000015,,24,base_score,confluence_bonus,volume_score
PUMPUSDT,Buy,43,0.00463,0.00468477,0.00457523,Bullish,2025-09-07T02:24:31.146178+00:00,2025-09-07T07:54:31.146178+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.28}]}",Success,16,16.0,,8.28%,,60.58508769450892,5.980826120979656e-06,0.004690351938239359,0.00456965,0.00444894806176064,0.7499959854841851,76.81825924033294,10.0,3.0,0.0,0.00456479848770663,3.042528063176622e-05,0.004672578125,,20.06716926323976,,rising,9.19999999999992e-05,4.0,13.717781526512713,15.0,5.0,0.0,5.0,0.7499959854841851,60.58508769450892,76.81825924033294,5.980826120979656e-06,3.042528063176622e-05,0.004672578125,,20.06716926323976,,3.0,0.0,,8.279881986182646,,22,base_score,confluence_bonus,momentum_score
BNBUSDT,Buy,40,862.17,868.377624,855.27264,Bullish,2025-09-07T02:24:33.849105+00:00,2025-09-07T07:54:33.849105+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Success,36,36.0,,5.04%,,49.18999893373742,-0.1517586892985755,863.4688343027353,862.4765,861.4841656972646,0.3455661569114517,-87.36859129873478,10.0,3.0,0.0,861.7860488422396,0.7101391235874907,862.6521875000001,,2.8899936551266903,,falling,-1.3100000000000591,6.0,4.0,15.0,10.0,0.0,5.0,0.3455661569114517,49.18999893373742,-87.36859129873478,-0.1517586892985755,0.7101391235874907,862.6521875000001,,2.8899936551266903,,3.0,0.0,,5.040000000000008,,25,base_score,confluence_bonus,momentum_score
PYTHUSDT,Buy,44,0.16841,0.17019472,0.16662528,Bullish,2025-09-07T02:24:34.729993+00:00,2025-09-07T07:54:34.729993+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",Success,7,7.0,,7.42%,,61.18168628355848,0.0003037306709748754,0.16890001604945484,0.1664155,0.16393098395054514,0.9013860164915501,113.64577205482027,10.0,0.0,3.0,0.16740796809213562,0.0009915117785334183,0.1677925,,5.895061426794703,,rising,0.0037800000000000056,8.0,16.351941006872586,15.0,0.0,0.0,5.0,0.9013860164915501,61.18168628355848,113.64577205482027,0.0003037306709748754,0.0009915117785334183,0.1677925,,5.895061426794703,,0.0,3.0,,7.418234314779988,,21,base_score,confluence_bonus,volume_score
REDUSDT,Buy,46,0.6585,0.669036,0.64627374,Bullish,2025-09-07T02:24:40.983341+00:00,2025-09-07T07:54:40.983341+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",Success,135,135.0,,11.20%,,46.707008289009465,-0.0014245747174000344,0.6715109735850058,0.66408,0.6566490264149942,0.12454448692568633,-140.25415444770292,10.0,3.0,0.0,0.6574322775717385,0.0067923693787583115,0.6629156249999999,,4.371688774504621,,falling,-0.018399999999999972,12.0,4.0,15.0,10.0,0.0,5.0,0.12454448692568633,46.707008289009465,-140.25415444770292,-0.0014245747174000344,0.0067923693787583115,0.6629156249999999,,4.371688774504621,,3.0,0.0,,11.19999999999999,,19,confluence_bonus,base_score,momentum_score
HYPEUSDT,Buy,40,47.071,47.4099112,46.694432,Bullish,2025-09-07T02:24:43.630552+00:00,2025-09-07T07:54:43.630552+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.95}]}",Fail,201,,201.0,5.04%,,73.28735758602937,0.016628526304537428,46.997339469652125,46.72255,46.44776053034787,1.1340308463077642,197.28364876227462,10.0,3.0,0.0,46.47421539099776,0.13082773478559973,46.86506250000001,,36.75306380885786,,rising,0.7239999999999966,8.0,7.050458925723338,15.0,5.0,0.0,5.0,1.1340308463077642,73.28735758602937,197.28364876227462,0.016628526304537428,0.13082773478559973,46.86506250000001,,36.75306380885786,,3.0,0.0,,5.039999999999975,,25,base_score,confluence_bonus,momentum_score
DOLOUSDT,Buy,49,0.20252,0.20576032,0.19875039,Bullish,2025-09-07T02:24:44.511516+00:00,2025-09-07T07:54:44.511516+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",Fail,36,,36.0,11.20%,,62.80457348457917,0.0005939731329499393,0.2024648959038251,0.19859100000000002,0.19471710409617493,1.0071122324325354,151.8759335387634,10.0,3.0,0.0,0.1987485442025541,0.002094226480949194,0.20002796875,,10.53651037660122,,rising,0.006330000000000002,8.0,15.806978767806145,15.0,5.0,0.0,5.0,1.0071122324325354,62.80457348457917,151.8759335387634,0.0005939731329499393,0.002094226480949194,0.20002796875,,10.53651037660122,,3.0,0.0,,11.199999999999969,,16,base_score,confluence_bonus,volume_score
MEMEUSDT,Buy,42,0.002566,0.00258448,0.00254547,Bullish,2025-09-07T02:25:02.217493+00:00,2025-09-07T07:55:02.217493+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.39}]}",Success,186,186.0,,5.04%,,66.93787567933512,1.7686701215253146e-06,0.002572285599649065,0.0025467999999999997,0.0025213144003509345,0.8766833086994816,131.66388425153013,10.0,3.0,0.0,0.0025383165005818495,9.204472348521213e-06,0.002562625,,29.264864588874207,,rising,3.899999999999997e-05,8.0,8.611680203855165,15.0,5.0,0.0,5.0,0.8766833086994816,66.93787567933512,131.66388425153013,1.7686701215253146e-06,9.204472348521213e-06,0.002562625,,29.264864588874207,,3.0,0.0,,5.040000000000019,,23,base_score,confluence_bonus,momentum_score
1000BONKUSDT,Buy,40,0.020219,0.02036458,0.02005725,Bullish,2025-09-07T02:25:03.096923+00:00,2025-09-07T07:55:03.096923+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.81}]}",Success,198,198.0,,5.04%,,66.94607992497347,4.133688081094783e-06,0.020287718674680696,0.020111999999999998,0.0199362813253193,0.8044639398585111,88.19616885420106,10.0,3.0,0.0,0.020039955503542876,4.5265025472621565e-05,0.020244,,36.13357331308652,,rising,0.00024400000000000116,4.0,11.191725574224648,15.0,5.0,0.0,5.0,0.8044639398585111,66.94607992497347,88.19616885420106,4.133688081094783e-06,4.5265025472621565e-05,0.020244,,36.13357331308652,,3.0,0.0,,5.040000000000059,,25,base_score,confluence_bonus,momentum_score
TIAUSDT,Buy,40,1.6187,1.63035464,1.6057504,Bullish,2025-09-07T02:25:09.295664+00:00,2025-09-07T07:55:09.295664+05:30,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.28}]}",Success,112,112.0,,5.04%,,64.90142134552497,0.00029403449277328733,1.6224594337823324,1.613635,1.6048105662176675,0.7869872518133019,100.76787512588359,10.0,3.0,0.0,1.609472983263292,0.0025932903965545664,1.6184390625000002,,26.934614965429155,,rising,0.010199999999999987,8.0,6.721186889032777,15.0,5.0,0.0,5.0,0.7869872518133019,64.90142134552497,100.76787512588359,0.00029403449277328733,0.0025932903965545664,1.6184390625000002,,26.934614965429155,,3.0,0.0,,5.039999999999973,,25,base_score,confluence_bonus,momentum_score
