SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,MACD_sell_score,Bollinger_buy_score,Keltner_buy_score,Bollinger_sell_score,Keltner_sell_score
signals_2025-09-04_22-27-48_STRONG.json,ETHUSDT,Sell,45,Success,162.0,True,30,45,,,Bearish,5.04%,0,0,2025-09-04T16:56:49.421491+00:00,2025-09-04T22:26:49.421491+05:30,37.39229249448274,-66.0859465737511,-71.54335961187442,0.05724247822958145,,,falling,down,down,-11.087477029560432,-13.43348471999386,2.346007690433428,4315.015485466099,4302.1835,4289.3515145339015,4315.9285,4302.1835,4288.4385,-10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-04_22-27-48_STRONG.json,BTCUSDT,Buy,45,Success,69.0,True,45,45,,,Bearish,5.04%,0,0,2025-09-04T16:56:50.306328+00:00,2025-09-04T22:26:50.306328+05:30,38.38380691395033,-86.2151633203475,-83.97700998517847,0.10290432809647745,,,falling,down,down,-132.386169510748,-152.6262722570623,20.240102746314307,109636.50782192395,109464.81499999999,109293.12217807602,109601.61499999999,109464.81499999999,109328.01499999998,-10.0,10.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-04_22-27-48_STRONG.json,SOLUSDT,Sell,45,Success,93.0,True,30,45,,,Bearish,5.04%,0,0,2025-09-04T16:56:51.141919+00:00,2025-09-04T22:26:51.141919+05:30,47.71863423007519,-34.3065693430655,169.11976911977303,0.24772178499038794,,,falling,down,down,-0.2878076257981945,-0.4576559560837213,0.16984833028552676,204.55787841427278,204.011,203.4641215857272,204.55100000000004,204.01100000000002,203.471,-10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-04_22-27-48_STRONG.json,ALPACAUSDT,Strong Sell,60,Inconclusive,,False,25,60,,,Bearish,5.04%,0,0,2025-09-04T16:56:51.975299+00:00,2025-09-04T22:26:51.975299+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,1.19,1.19,1.19,1.1900000000000002,1.1900000000000002,1.1900000000000002,-10.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,15.0,10.0,10.0,0.0,15.0,10.0,15.0,
signals_2025-09-04_22-27-48_STRONG.json,WLFIUSDT,Buy,40,Success,0.0,True,40,25,,,Bearish,5.04%,0,0,2025-09-04T16:56:52.822563+00:00,2025-09-04T22:26:52.822563+05:30,59.2704414100585,-31.578947368421247,65.35947712418286,0.17239379861981682,,,falling,up,up,0.001962235384342065,0.001599945367028064,0.00036229001731400085,0.1814379456607895,0.17404,0.1666420543392105,0.18048999999999998,0.17404,0.16759000000000002,-10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-04_22-27-48_STRONG.json,XRPUSDT,Strong Sell,65,Inconclusive,,False,35,65,,,Bearish,5.04%,0,0,2025-09-04T16:56:53.663445+00:00,2025-09-04T22:26:53.663445+05:30,37.50236321079137,-90.81081081081082,-135.1636747624102,0.09944119174279745,,,falling,down,down,-0.005124235294284407,-0.005036222235465967,-8.80130588184402e-05,2.8172908632647102,2.80895,2.8006091367352894,2.817,2.8089500000000003,2.8009000000000004,-10.0,10.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,10.0,10.0,10.0,,,,
signals_2025-09-04_22-27-48_STRONG.json,DOGEUSDT,Sell,45,Success,160.0,True,30,45,,,Bearish,5.04%,0,0,2025-09-04T16:56:54.529135+00:00,2025-09-04T22:26:54.529135+05:30,39.97335664231592,-57.36434108527123,-11.160058737158499,0.12241323913371774,,,falling,down,down,-0.0004118747504986142,-0.0005187032983062712,0.00010682854780765698,0.2126286744032824,0.21220500000000003,0.21178132559671767,0.21265500000000004,0.21220500000000003,0.21175500000000003,-10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-04_22-27-48_STRONG.json,MUSDT,Buy,40,Success,1.0,True,40,40,,,Bearish,5.04%,0,0,2025-09-04T16:56:55.368684+00:00,2025-09-04T22:26:55.368684+05:30,52.93000335608784,-12.268743914313479,65.56812309812123,0.09726387020082851,,,falling,up,up,-0.0012846041343956838,-0.002183362217848792,0.0008987580834531081,1.398889591852318,1.3551250000000001,1.3113604081476822,1.394425,1.3551250000000001,1.3158250000000002,-10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,,,,
signals_2025-09-04_22-27-48_STRONG.json,ENAUSDT,Strong Sell,75,Success,35.0,True,50,75,,,Bearish,5.04%,0,0,2025-09-04T16:56:56.216165+00:00,2025-09-04T22:26:56.216165+05:30,17.29253856206573,-99.60629921259847,-148.2200355090115,-0.24053688723138814,,,falling,down,down,-0.007716692713217621,-0.006429913851618242,-0.0012867788615993792,0.6872921766742641,0.67004,0.6527878233257358,0.6835899999999999,0.67004,0.65649,-10.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,,10.0,,
signals_2025-09-04_22-27-48_STRONG.json,PUMPUSDT,Strong Sell,65,Success,4.0,True,10,65,,,Bearish,5.04%,0,0,2025-09-04T16:56:57.085277+00:00,2025-09-04T22:26:57.085277+05:30,39.047133406174865,-61.06557377049165,-71.19860745259292,-0.07336236940706604,,,falling,down,down,-5.096571256591083e-05,-4.345219941164684e-05,-7.513513154263989e-06,0.004397196847383544,0.0042386,0.004080003152616456,0.004369100000000001,0.0042386,0.0041081,-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,10.0,,,,
signals_2025-09-04_22-27-48_STRONG.json,IDOLUSDT,Strong Sell,55,Success,32.0,True,10,55,,,Bearish,5.04%,0,0,2025-09-04T16:56:57.922912+00:00,2025-09-04T22:26:57.922912+05:30,49.870553256479276,-68.78850102669402,18.68380340354628,-0.09452729403803496,,,falling,down,down,0.00030851647810142824,0.0002781769542111826,3.0339523890245633e-05,0.041386604466613235,0.039703,0.03801939553338677,0.041223,0.039703,0.038183,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,15.0,10.0,10.0,0.0,,,,
signals_2025-09-04_22-27-48_STRONG.json,BNXUSDT,Strong Sell,70,Inconclusive,,False,25,70,,,Bearish,5.04%,0,0,2025-09-04T16:56:58.754734+00:00,2025-09-04T22:26:58.754734+05:30,,,,,,,falling,down,down,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,-10.0,,,,,0.0,0.0,0.0,0.0,,,,,15.0,10.0,10.0,0.0,15.0,10.0,15.0,10.0
signals_2025-09-04_22-27-48_STRONG.json,SUIUSDT,Sell,45,Inconclusive,,False,30,45,,,Bearish,5.04%,0,0,2025-09-04T16:56:59.802226+00:00,2025-09-04T22:26:59.802226+05:30,39.34144261184817,-79.4979079497901,-56.78515537670411,0.011149039984464752,,,falling,down,down,-0.0059026862239073274,-0.006444586966722347,0.0005419007428150192,3.272532042884865,3.2602200000000003,3.2479079571151357,3.27037,3.2602200000000003,3.2500700000000005,-10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,0.0,,,,
