Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope
BTCUSDT,Buy,42,111883.4,112688.96048,108526.898,Bullish,2025-09-09T04:28:00.569641+00:00,2025-09-09T09:58:00.569641+05:30,Success,106,106,,5.04%,70.45107009608445,110.14968216465786,63.15436129150157,46.99532087315629,111950.44369846483,111553.09000000001,111155.73630153519,0.9156372537567112,135.7685632143663,10.0,0.0,3.0,111596.51426960286,114.01776737385849,111806.5796875,39.24843750000582,,28.047282510953757,,rising,2439.632,8.0,13.892210020719526,15.0,0.0,0.0,5.0,0.9156372537567112,70.45107009608445,135.7685632143663,46.99532087315629,114.01776737385849,111806.5796875,,28.047282510953757,,0.0,3.0,rising,2439.632,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
SOLUSDT,Buy,46,215.15,216.69908,208.6955,Bullish,2025-09-09T04:28:02.476712+00:00,2025-09-09T09:58:02.476712+05:30,Success,105,105,,5.04%,71.55749407451724,0.5884998518701536,0.3509686076984077,0.23753124417174593,215.6036084319199,213.2385,210.87339156808008,0.9041040939607858,119.95415233927469,10.0,3.0,0.0,213.38994558638112,0.627660183916863,215.02078125,0.183749999999975,,27.400424242162575,,rising,1323268.07,8.0,13.082541805578348,15.0,5.0,0.0,5.0,0.9041040939607858,71.55749407451724,119.95415233927469,0.23753124417174593,0.627660183916863,215.02078125,,27.400424242162575,,3.0,0.0,rising,1323268.07,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.92}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,
XRPUSDT,Buy,47,2.9555,2.9767796,2.866835,Bullish,2025-09-09T04:28:06.278524+00:00,2025-09-09T09:58:06.278524+05:30,Success,104,104,,5.04%,64.29160818147137,0.0011409659550856155,-0.0010001925506478997,0.002141158505733515,2.9556002574522475,2.94268,2.929759742547753,0.9961201449499641,155.70478030233852,10.0,0.0,3.0,2.949967375431423,0.005331891115924083,2.9520421875,0.0017515624999999702,,6.434200647659255,,falling,-93995.00000000047,8.0,13.637819494124876,15.0,5.0,0.0,5.0,0.9961201449499641,64.29160818147137,155.70478030233852,0.002141158505733515,0.005331891115924083,2.9520421875,,6.434200647659255,,0.0,3.0,falling,-93995.00000000047,5.040000000000043,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.36}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,
WLFIUSDT,Buy,42,0.2088,0.21030336,0.202536,Bullish,2025-09-09T04:28:09.138399+00:00,2025-09-09T09:58:09.138399+05:30,Success,13,13,,5.04%,61.41840675363004,0.00012142457327793399,-0.0004659514936374438,0.0005873760669153778,0.2095222963734771,0.20605,0.20257770362652291,0.8959915433782804,136.29495315805332,10.0,0.0,3.0,0.2081423576761635,0.001428570022689848,0.2085890625,0.0003296875000000088,,2.4541021538791736,,rising,78166573.0,8.0,13.867927635374738,15.0,0.0,0.0,5.0,0.8959915433782804,61.41840675363004,136.29495315805332,0.0005873760669153778,0.001428570022689848,0.2085890625,,2.4541021538791736,,0.0,3.0,rising,78166573.0,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,
TAUSDT,Buy,61,0.1749,0.17615928,0.169653,Bullish,2025-09-09T04:28:10.112351+00:00,2025-09-09T09:58:10.112351+05:30,Success,1,1,,5.04%,75.88394308503509,0.002438343140212018,0.00048546027996981567,0.0019528828602422025,0.17217433335968269,0.16138550000000002,0.15059666664031734,1.1263188775583,209.45818492504753,10.0,3.0,0.0,0.16337181977121634,0.004038472970533407,0.16582390624999999,0.0026107812499999716,,21.095029149189497,,rising,11326288.0,8.0,20.0,15.0,5.0,0.0,5.0,1.1263188775583,75.88394308503509,209.45818492504753,0.0019528828602422025,0.004038472970533407,0.16582390624999999,,21.095029149189497,,3.0,0.0,rising,11326288.0,5.040000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,61,53.0,61.0,0.0026107812499999716
SUIUSDT,Buy,47,3.4709,3.49589048,3.366773,Bullish,2025-09-09T04:28:12.015345+00:00,2025-09-09T09:58:12.015345+05:30,Success,98,98,,5.04%,60.790111071032925,0.0028077881195738286,-0.0012530393225431975,0.0040608274421170265,3.4763780950482026,3.449835,3.423291904951798,0.8968075305789607,134.2832469775511,10.0,3.0,0.0,3.461397920350243,0.009557264171235575,3.4689796874999996,0.0037343750000000675,,7.511461524274616,,rising,621608.0000000001,8.0,14.197464134572405,15.0,5.0,0.0,5.0,0.8968075305789607,60.790111071032925,134.2832469775511,0.0040608274421170265,0.009557264171235575,3.4689796874999996,,7.511461524274616,,3.0,0.0,rising,621608.0000000001,5.040000000000008,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.8}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,
LINKUSDT,Buy,59,23.237,23.4043064,22.53989,Bullish,2025-09-09T04:28:13.914796+00:00,2025-09-09T09:58:13.914796+05:30,Success,96,96,,5.04%,64.5483350254413,0.06075512182447795,0.03241621116704547,0.028338910657432485,23.310892949847698,23.0492,22.7875070501523,0.8588174616650843,110.62552679402084,10.0,3.0,0.0,23.06366672010594,0.07844995749672584,23.252078125,0.03120312500000111,,20.188304975159493,,falling,-21139.259999999937,8.0,12.669652316978826,15.0,10.0,0.0,5.0,0.8588174616650843,64.5483350254413,110.62552679402084,0.028338910657432485,0.07844995749672584,23.252078125,,20.188304975159493,,3.0,0.0,falling,-21139.259999999937,5.040000000000033,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.33}]}",True,,,Buy,59,51.0,59.0,0.03120312500000111
HYPEUSDT,Buy,49,52.677,53.0562744,51.09669,Bullish,2025-09-09T04:28:14.862401+00:00,2025-09-09T09:58:14.862401+05:30,Success,28,28,,5.04%,86.34377804440905,0.3509537821890021,0.20949101851884588,0.1414627636701562,52.59414253890762,51.481399999999994,50.36865746109237,1.0372311914909453,182.5936261579814,10.0,3.0,0.0,51.32020968501494,0.2621669997445475,52.161171875,0.1556093750000045,,53.432793210579646,,rising,793847.96,8.0,16.0,15.0,5.0,0.0,5.0,1.0372311914909453,86.34377804440905,182.5936261579814,0.1414627636701562,0.2621669997445475,52.161171875,,53.432793210579646,,3.0,0.0,rising,793847.96,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,
ADAUSDT,Buy,45,0.8669,0.87314168,0.840893,Bullish,2025-09-09T04:28:15.812687+00:00,2025-09-09T09:58:15.812687+05:30,Success,103,103,,5.04%,61.33693706373167,0.0010896407313971679,0.00025156062945942443,0.0008380801019377435,0.8689844928376196,0.861435,0.8538855071623803,0.8619448430209503,106.43160300359467,10.0,3.0,0.0,0.863257243498934,0.0026145120269571646,0.8674703125000001,0.0005781249999999849,,10.950747124661472,,rising,11423008.0,8.0,11.693184134981752,15.0,5.0,0.0,5.0,0.8619448430209503,61.33693706373167,106.43160300359467,0.0008380801019377435,0.0026145120269571646,0.8674703125000001,,10.950747124661472,,3.0,0.0,rising,11423008.0,5.040000000000021,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.31}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,
BNBUSDT,Buy,40,875.92,882.226624,849.6424,Bullish,2025-09-09T04:28:19.614724+00:00,2025-09-09T09:58:19.614724+05:30,Success,135,135,,5.04%,55.68677759925843,0.202254909018734,0.06903025896041023,0.13322465005832376,876.4018744053083,875.1995,873.9971255946916,0.7996154928195021,137.88134816153195,10.0,0.0,3.0,875.6289227612756,0.9396986989927633,875.42078125,0.12374999999985903,,6.034520119909647,,falling,-674.8499999999995,8.0,7.40257106328546,15.0,5.0,0.0,5.0,0.7996154928195021,55.68677759925843,137.88134816153195,0.13322465005832376,0.9396986989927633,875.42078125,,6.034520119909647,,0.0,3.0,falling,-674.8499999999995,5.039999999999954,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.6}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,
