Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI__30___CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct
PUMPUSDT,Buy,42,0.00823,0.00828926,0.0079831,Bearish,2025-09-14T15:46:45.667612+00:00,2025-09-14T21:16:45.667612+05:30,Success,15,15.0,,5.04%,68.3756471200212,6.632757719990216e-05,3.631735031744606e-05,3.0010226882456106e-05,0.008237156571050824,0.0080178,0.007798443428949178,0.9836873565798809,163.37145377813687,-10.0,3.0,0.0,0.0080147280445049,9.499282873389446e-05,0.0081503125,4.7656249999999956e-05,0.5847168436793062,,22.786260176589053,,rising,5131092361.0,8.0,16.582103352207632,7.0,5.0,0.0,5.0,0.9836873565798809,68.3756471200212,163.37145377813687,3.0010226882456106e-05,9.499282873389446e-05,0.0081503125,,22.786260176589053,,3.0,0.0,rising,5131092361.0,4.7656249999999956e-05,0.5847168436793062,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,
HIFIUSDT,Sell,45,0.54405,0.54013284,0.5603715,Bearish,2025-09-14T15:46:51.193021+00:00,2025-09-14T21:16:51.193021+05:30,Success,4,4.0,,5.04%,38.633767703641006,-0.0008628717499928884,0.0013457297125733787,-0.002208601462566267,0.5900271607521793,0.563729,0.5374308392478208,0.12584835902698555,-109.39291739642972,-10.0,0.0,3.0,0.5685040494623149,0.01678245410535773,0.57897703125,-0.003523593749999887,-0.6085895570662825,,-1.6556852546482335,,falling,-1751861.0,8.0,12.158443620272932,15.0,5.0,0.0,5.0,0.12584835902698555,38.633767703641006,-109.39291739642972,-0.002208601462566267,0.01678245410535773,0.57897703125,,-1.6556852546482335,,0.0,3.0,falling,-1751861.0,-0.003523593749999887,-0.6085895570662825,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.84}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,
LINEAUSDT,Sell,45,0.02999,0.02977407,0.0308897,Bearish,2025-09-14T15:46:54.205249+00:00,2025-09-14T21:16:54.205249+05:30,Success,6,6.0,,5.04%,74.70103033939597,0.0002776871160728514,0.0001433407721505273,0.0001343463439223241,0.02992336146784041,0.028975,0.02802663853215959,1.0351335089094962,174.48828702622825,-10.0,3.0,0.0,0.02895880815022406,0.00037112033775910184,0.0294603125,0.00021593749999999912,0.7329776288014566,,26.757786065511418,,rising,778424595.0,32.0,0.0,8.0,0.0,0.0,5.0,1.0351335089094962,74.70103033939597,174.48828702622825,0.0001343463439223241,0.00037112033775910184,0.0294603125,,26.757786065511418,,3.0,0.0,rising,778424595.0,0.00021593749999999912,0.7329776288014566,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,45.0,Sell,45,,,,,
FUSDT,Sell,41,0.019334,0.0191948,0.01991402,Bearish,2025-09-14T15:46:56.229125+00:00,2025-09-14T21:16:56.229125+05:30,Success,1,1.0,,5.04%,34.621516394126346,-0.0003438642058375581,-0.00016883101689087437,-0.00017503318894668371,0.021983429622587054,0.020362449999999997,0.01874147037741294,0.18276899176603845,-93.37344985935331,-10.0,0.0,3.0,0.020263813135414813,0.0004942572126386416,0.01904809375,-0.00029067187499999883,-1.525989313235078,,-23.801582609634487,,falling,-84090666.0,4.0,12.49921139702552,15.0,5.0,0.0,5.0,0.18276899176603845,34.621516394126346,-93.37344985935331,-0.00017503318894668371,0.0004942572126386416,0.01904809375,,-23.801582609634487,,0.0,3.0,falling,-84090666.0,-0.00029067187499999883,-1.525989313235078,5.040000000000025,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.5}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,
QUSDT,Sell,42,0.030872,0.03064972,0.03179816,Bearish,2025-09-14T15:47:07.715678+00:00,2025-09-14T21:17:07.715678+05:30,Success,1,1.0,,5.04%,59.69401573732657,-0.00020419203794739757,-0.0004331153729391692,0.00022892333499177164,0.03069178069869488,0.0292835,0.02787521930130512,1.0639855752735006,166.57181063960812,-10.0,0.0,3.0,0.029898754601448266,0.0010017400711191534,0.028560093749999994,0.00018587499999999507,0.6508206927716934,,-7.189760019722718,,falling,-118777959.0,20.0,4.0,8.0,5.0,0.0,5.0,1.0639855752735006,59.69401573732657,166.57181063960812,0.00022892333499177164,0.0010017400711191534,0.028560093749999994,,-7.189760019722718,,0.0,3.0,falling,-118777959.0,0.00018587499999999507,0.6508206927716934,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 20.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,
HUSDT,Strong Sell,66,0.05522,0.05482242,0.0568766,Bearish,2025-09-14T15:47:10.696670+00:00,2025-09-14T21:17:10.696670+05:30,Success,8,8.0,,5.04%,28.68554409514239,-0.0014092917256949347,-0.0010191406644005682,-0.00039015106129436654,0.06248950969568859,0.058252000000000005,0.05401449030431142,0.14224270647865558,-116.7906581444356,-10.0,0.0,3.0,0.05925411416888417,0.0010040598502706398,0.055176718750000006,-0.0007929687499999977,-1.437143722867713,,-39.78124355942466,,falling,-106960811.0,8.0,13.325764264491678,15.0,5.0,12.0,5.0,0.14224270647865558,28.68554409514239,-116.7906581444356,-0.00039015106129436654,0.0010040598502706398,0.055176718750000006,,-39.78124355942466,,0.0,3.0,falling,-106960811.0,-0.0007929687499999977,-1.437143722867713,5.039999999999993,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Sell,66,1.0,58.0,66.0,-0.0007929687499999977,-1.437143722867713
LTCUSDT,Sell,41,114.91,114.082648,118.3573,Bearish,2025-09-14T15:47:11.698456+00:00,2025-09-14T21:17:11.698456+05:30,Inconclusive,600,,,5.04%,55.12460680748954,-0.08649796538139753,-0.1839158745394948,0.09741790915809725,115.02178789098922,114.4965,113.97121210901078,0.8935936912816498,121.03746397694262,-10.0,0.0,3.0,115.01927780777577,0.3137600742575443,114.5775,0.09593750000000512,0.08373153542362603,,-8.188497992602754,,falling,-84149.35899999995,12.0,4.0,15.0,5.0,0.0,5.0,0.8935936912816498,55.12460680748954,121.03746397694262,0.09741790915809725,0.3137600742575443,114.5775,,-8.188497992602754,,0.0,3.0,falling,-84149.35899999995,0.09593750000000512,0.08373153542362603,5.040000000000029,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,
BTRUSDT,Sell,41,0.1403,0.13928984,0.144509,Bearish,2025-09-14T15:47:19.094089+00:00,2025-09-14T21:17:19.094089+05:30,Success,1,1.0,,5.04%,43.03937616374388,-0.002228854728750368,0.0005608815739472468,-0.0027897363026976145,0.18267066424679662,0.1536435,0.12461633575320336,0.2701549506085057,-64.94420946626381,-10.0,0.0,3.0,0.14070384181252216,0.008096680465333477,0.128616875,-0.0002462500000000034,-0.19146010195007723,,-8.154602235146386,,falling,-410823699.0,4.0,12.269274247811772,15.0,5.0,0.0,5.0,0.2701549506085057,43.03937616374388,-64.94420946626381,-0.0027897363026976145,0.008096680465333477,0.128616875,,-8.154602235146386,,0.0,3.0,falling,-410823699.0,-0.0002462500000000034,-0.19146010195007723,5.040000000000049,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.73}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,
TRUMPUSDT,Sell,41,8.716,8.6532448,8.97748,Bearish,2025-09-14T15:47:20.095303+00:00,2025-09-14T21:17:20.095303+05:30,Inconclusive,600,,,5.04%,52.186389344420434,-0.011513248342117421,-0.020509865545538374,0.008996617203420952,8.732905772877038,8.6875,8.642094227122962,0.8138367457941915,82.28957516651832,-10.0,0.0,3.0,8.741596231868101,0.028724422799104046,8.687687500000001,0.009484375000001322,0.1091703056768711,,-12.47816819012033,,falling,-676013.7799999999,12.0,4.0,15.0,5.0,0.0,5.0,0.8138367457941915,52.186389344420434,82.28957516651832,0.008996617203420952,0.028724422799104046,8.687687500000001,,-12.47816819012033,,0.0,3.0,falling,-676013.7799999999,0.009484375000001322,0.1091703056768711,5.039999999999983,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,
BAKEUSDT,Sell,42,0.1115,0.1106972,0.114845,Bearish,2025-09-14T15:47:31.641786+00:00,2025-09-14T21:17:31.641786+05:30,Success,1,1.0,,5.04%,41.45690538861727,-0.0005949960766755413,-0.00025341181074842157,-0.00034158426592711976,0.11668386388637238,0.11352499999999999,0.1103661361136276,0.17947336877413284,-109.49019607843208,-10.0,0.0,3.0,0.11330166525327894,0.0017279012791530384,0.11114218750000002,-4.2187499999984945e-05,-0.03795813358449953,,-9.156982229968905,,falling,-13753700.0,8.0,8.744496969334545,15.0,5.0,0.0,5.0,0.17947336877413284,41.45690538861727,-109.49019607843208,-0.00034158426592711976,0.0017279012791530384,0.11114218750000002,,-9.156982229968905,,0.0,3.0,falling,-13753700.0,-4.2187499999984945e-05,-0.03795813358449953,5.04000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.26}]}",False,not_in_gap_or_already_strong,42.0,Sell,42,,,,,
