Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI<=30_and_CVD_falling,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope
SOLUSDT,Buy,41,204.39,205.861608,198.2583,Bullish,2025-09-07T21:21:23.224096+00:00,2025-09-08T02:51:23.224096+05:30,Success,83,83.0,,5.04%,66.23548783019757,0.5771229699842024,0.44736223664413577,0.12976073334006666,205.16059540469868,203.471,201.78140459530132,0.7719585995097674,89.41969070586387,10.0,3.0,0.0,203.16158836893803,0.3913040542101238,204.79296875,0.28953125000001023,,36.27677513878574,,rising,120717.32,4.0,11.958664283323001,15.0,5.0,0.0,5.0,0.7719585995097674,66.23548783019757,89.41969070586387,0.12976073334006666,0.3913040542101238,204.79296875,,36.27677513878574,,3.0,0.0,rising,120717.32,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.04}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,
WLFIUSDT,Buy,43,0.2292,0.23085024,0.222324,Bullish,2025-09-07T21:21:24.281409+00:00,2025-09-08T02:51:24.281409+05:30,Success,64,64.0,,5.04%,67.04511023417669,0.0007553233896289424,0.00041200099370605135,0.00034332239592289106,0.2295101048012012,0.22636499999999998,0.22321989519879876,0.95070040256166,155.8520844235122,10.0,3.0,0.0,0.22634901989699102,0.0014748298252544227,0.228125,7.50000000000195e-05,,18.96802453435064,,rising,107351654.0,8.0,9.586907289949842,15.0,5.0,0.0,5.0,0.95070040256166,67.04511023417669,155.8520844235122,0.00034332239592289106,0.0014748298252544227,0.228125,,18.96802453435064,,3.0,0.0,rising,107351654.0,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.41}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,
SOMIUSDT,Buy,46,1.6438,1.65563536,1.594486,Bullish,2025-09-07T21:21:25.293672+00:00,2025-09-08T02:51:25.293672+05:30,Fail,2,,2.0,5.04%,48.70300123460128,0.021025885379979403,0.035367539818993474,-0.01434165443901407,1.7371773436011242,1.68307,1.628962656398876,0.13711025725550247,-140.94385375862714,10.0,3.0,0.0,1.5676093434436495,0.059526765711815637,1.6825265625,0.0006015624999999858,,10.477138953114276,,falling,-69355535.0,12.0,4.0,15.0,10.0,0.0,5.0,0.13711025725550247,48.70300123460128,-140.94385375862714,-0.01434165443901407,0.059526765711815637,1.6825265625,,10.477138953114276,,3.0,0.0,falling,-69355535.0,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,
DOGEUSDT,Buy,44,0.22399,0.22560273,0.2172703,Bullish,2025-09-07T21:21:28.423127+00:00,2025-09-08T02:51:28.423127+05:30,Success,59,59.0,,5.04%,68.74669071663214,0.0005509697391518076,0.00041767369282059064,0.00013329604633121694,0.22436548997923514,0.22291850000000002,0.2214715100207649,0.8702513546660398,123.08453733843758,10.0,3.0,0.0,0.2224633460181191,0.0004326109797780639,0.22391203124999998,0.00023624999999996565,,32.09047577809338,,rising,73244964.0,8.0,11.394877295047843,15.0,5.0,0.0,5.0,0.8702513546660398,68.74669071663214,123.08453733843758,0.00013329604633121694,0.0004326109797780639,0.22391203124999998,,32.09047577809338,,3.0,0.0,rising,73244964.0,5.040000000000024,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.61}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,
NMRUSDT,Buy,40,20.313,20.4592536,19.70361,Bullish,2025-09-07T21:21:29.476622+00:00,2025-09-08T02:51:29.476622+05:30,Success,7,7.0,,5.04%,63.19314751714431,0.06252317372290861,0.04024349798735753,0.022279675735551077,20.442513270104396,20.085050000000003,19.72758672989561,0.8188439471465503,107.61802999723108,10.0,3.0,0.0,19.971502482167907,0.17022198971829364,19.899296874999997,0.05748437499999781,,10.812462658447211,,rising,144504.3,8.0,7.141264054885858,15.0,5.0,0.0,5.0,0.8188439471465503,63.19314751714431,107.61802999723108,0.022279675735551077,0.17022198971829364,19.899296874999997,,10.812462658447211,,3.0,0.0,rising,144504.3,5.04000000000005,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.86}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,
TRXUSDT,Buy,49,0.32933,0.33170118,0.3194501,Bullish,2025-09-07T21:21:34.374478+00:00,2025-09-08T02:51:34.374478+05:30,Inconclusive,300,,,5.04%,62.992252444615154,0.0001419015504393606,-8.313173463903936e-06,0.00015021472390326453,0.32952859679108715,0.3285495,0.32757040320891284,0.8985816351891925,140.0903904571334,10.0,3.0,0.0,0.3287850631628275,0.00026747576094684675,0.32911531250000003,0.0001621875000000217,,11.949071899438685,,rising,9677875.0,8.0,16.0,15.0,5.0,0.0,5.0,0.8985816351891925,62.992252444615154,140.0903904571334,0.00015021472390326453,0.00026747576094684675,0.32911531250000003,,11.949071899438685,,3.0,0.0,rising,9677875.0,5.039999999999947,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,
SUIUSDT,Buy,47,3.3902,3.41460944,3.288494,Bullish,2025-09-07T21:21:43.139187+00:00,2025-09-08T02:51:43.139187+05:30,Success,124,124.0,,5.04%,59.61139863087928,0.004240148089457829,0.0030479450145990033,0.001192203074858826,3.394610872658033,3.38234,3.370069127341967,0.8202706204784279,107.23332395159392,10.0,3.0,0.0,3.3814066503940783,0.005520203500729823,3.3908578125,0.0022390625000006104,,18.641768527852708,,falling,-156380.69999999995,8.0,9.183300541878381,15.0,10.0,0.0,5.0,0.8202706204784279,59.61139863087928,107.23332395159392,0.001192203074858826,0.005520203500729823,3.3908578125,,18.641768527852708,,3.0,0.0,falling,-156380.69999999995,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.82}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,,,
PUMPUSDT,Buy,41,0.004919,0.00495442,0.00477143,Bullish,2025-09-07T21:21:45.191350+00:00,2025-09-08T02:51:45.191350+05:30,Success,101,101.0,,5.04%,63.62440665457573,2.9183322050418785e-05,2.4454529984315453e-05,4.728792066103331e-06,0.004952375249995854,0.00486415,0.004775924750004146,0.8108520520065243,102.69445856634417,10.0,3.0,0.0,0.004832193125219528,2.6739949780326465e-05,0.004930796875,6.171874999999667e-06,,26.340631768195305,,rising,1240418850.0,8.0,8.244249167213447,15.0,5.0,0.0,5.0,0.8108520520065243,63.62440665457573,102.69445856634417,4.728792066103331e-06,2.6739949780326465e-05,0.004930796875,,26.340631768195305,,3.0,0.0,rising,1240418850.0,5.040000000000028,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.76}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,
ADAUSDT,Buy,41,0.8303,0.83627816,0.805391,Bullish,2025-09-07T21:21:47.049503+00:00,2025-09-08T02:51:47.049503+05:30,Success,101,101.0,,5.04%,57.45325323442811,0.000858853280951144,0.0006743900563411431,0.0001844632246100009,0.8317783686570336,0.829055,0.8263316313429664,0.7285772065387863,76.58427897819155,10.0,3.0,0.0,0.828709708111663,0.001291833596214259,0.8309515624999999,0.00047343749999995133,,15.785167052797553,,falling,-2225031.0,4.0,7.427002830406151,15.0,10.0,0.0,5.0,0.7285772065387863,57.45325323442811,76.58427897819155,0.0001844632246100009,0.001291833596214259,0.8309515624999999,,15.785167052797553,,3.0,0.0,falling,-2225031.0,5.039999999999962,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.57}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,
HEMIUSDT,Sell,64,0.038797,0.03851766,0.03996091,Bullish,2025-09-07T21:21:48.306591+00:00,2025-09-08T02:51:48.306591+05:30,Success,9,9.0,,5.04%,27.201232929298115,-0.0004706995303050479,-0.0003054665693135435,-0.00016523296099150438,0.04157242622705252,0.0400709,0.03856937377294748,0.0757982854216757,-142.1273050189658,10.0,0.0,3.0,0.04017091298080182,0.0004142696115517546,0.039053437499999996,-0.00018142187500000406,,-32.78405994225275,,falling,-112054923.0,8.0,18.57248843076361,7.0,5.0,12.0,5.0,0.0757982854216757,27.201232929298115,-142.1273050189658,-0.00016523296099150438,0.0004142696115517546,0.039053437499999996,,-32.78405994225275,,0.0,3.0,falling,-112054923.0,5.040000000000043,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 1, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",True,,,Sell,64,1.0,56.0,64.0,-0.00018142187500000406
