SourceFile,Coin,Signal,Confidence,Outcome,Duration(min),Did_TP_Hit,Buy_Score,Sell_Score,Num_Confluence_Buy,Num_Confluence_Sell,Regime,Estimated_Profit,DeservedStrongBuy,DeservedStrongSell,SignalTimeUTC,SignalTimeIST,rsi5m,williamsR,cci5m,cmf5m,stc5m,tsi5m,cvd5m,hma5m,alma5m,macd5m_macd,macd5m_signal,macd5m_hist,boll_upper,boll_middle,boll_lower,keltner_upper,keltner_middle,keltner_lower,marketTrend,RSI_buy_score,WilliamsR_buy_score,CCI_buy_score,CMF_buy_score,CVD_buy_score,HMA_buy_score,ALMA_buy_score,MACD_buy_score,RSI_sell_score,WilliamsR_sell_score,CCI_sell_score,Bollinger_sell_score,CMF_sell_score,CVD_sell_score,HMA_sell_score,ALMA_sell_score,Keltner_sell_score,MACD_sell_score,Bollinger_buy_score,Keltner_buy_score
signals_2025-09-04_13-42-06_STRONG.json,ETHUSDT,Strong Sell,75,Inconclusive,,False,50.0,75,,,Bearish,5.04%,0,0,2025-09-04T08:10:45.455006+00:00,2025-09-04T13:40:45.455006+05:30,61.03174553465419,-12.921922945789202,189.31890365838657,0.14101661094164286,,,falling,up,up,1.1340591623074943,-1.739143276896217,2.873202439203711,4385.384711842286,4369.384499999999,4353.384288157712,4385.344499999999,4369.3845,4353.424500000001,-10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,10.0,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,BTCUSDT,Strong Sell,85,Inconclusive,,False,30.0,85,,,Bearish,5.04%,0,0,2025-09-04T08:10:46.628446+00:00,2025-09-04T13:40:46.628446+05:30,59.14405606180698,-2.9435592762608946,241.4373947220462,0.030620601121342947,,,falling,down,down,-22.768769477450405,-74.61724484908811,51.848475371637704,110619.31727379527,110418.6,110217.88272620474,110620.90000000002,110418.60000000002,110216.30000000002,-10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,15.0,0.0,15.0,10.0,10.0,10.0,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,SOLUSDT,Strong Sell,60,Inconclusive,,False,30.0,60,,,Bearish,5.04%,0,0,2025-09-04T08:10:47.810564+00:00,2025-09-04T13:40:47.810564+05:30,58.572427988515955,-17.91044776119292,181.75853018373633,0.15640037997656228,,,falling,down,down,0.07128275430147823,-0.030828248210846787,0.10211100251232502,207.4888991022422,206.815,206.1411008977578,207.495,206.815,206.135,-10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,,0.0,15.0,10.0,10.0,,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,ALPACAUSDT,Strong Sell,60,Inconclusive,,False,25.0,60,,,Bearish,5.04%,0,0,2025-09-04T08:10:48.940475+00:00,2025-09-04T13:40:48.940475+05:30,,,0.0,,,,falling,down,down,0.0,0.0,0.0,1.19,1.19,1.19,1.1900000000000002,1.1900000000000002,1.1900000000000002,-10.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,15.0,,15.0,10.0,10.0,,0.0,15.0,10.0
signals_2025-09-04_13-42-06_STRONG.json,WLFIUSDT,Buy,40,Success,17.0,True,40.0,25,,,Bearish,5.04%,0,0,2025-09-04T08:10:50.107467+00:00,2025-09-04T13:40:50.107467+05:30,44.98170379825965,-30.882352941176737,5.366075488858891,0.09856497121494343,,,falling,up,up,-0.0019524839728601584,-0.002709075678090627,0.0007565917052304687,0.18519152385444473,0.18188500000000002,0.1785784761455553,0.185235,0.18188500000000002,0.17853500000000003,-10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,XRPUSDT,Strong Sell,60,Inconclusive,,False,30.0,60,,,Bearish,5.04%,0,0,2025-09-04T08:10:51.285322+00:00,2025-09-04T13:40:51.285322+05:30,58.12685633875237,-17.241379310343067,188.18970600624493,0.09378023091277311,,,falling,down,down,4.754849447641263e-05,-0.0019364008948097988,0.0019839493892862114,2.8295775924279147,2.8204149999999997,2.8112524075720846,2.8292649999999995,2.8204149999999997,2.811565,-10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,,0.0,15.0,10.0,10.0,,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,DOGEUSDT,Strong Sell,105,Inconclusive,,False,20.0,105,,,Bearish,5.04%,0,0,2025-09-04T08:10:52.470630+00:00,2025-09-04T13:40:52.470630+05:30,62.841266613716,-13.333333333333108,189.4420203622879,-0.033735691740128776,,,falling,down,down,9.951016509626709e-05,-8.027900356036523e-05,0.0001797891686566323,0.2157821058938448,0.2148625,0.21394289410615522,0.21576250000000002,0.2148625,0.2139625,-10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,15.0,10.0,15.0,10.0,10.0,10.0,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,ENAUSDT,Strong Sell,95,Success,23.0,True,30.0,95,,,Bearish,5.04%,0,0,2025-09-04T08:10:53.635093+00:00,2025-09-04T13:40:53.635093+05:30,65.49827341101441,-4.672897196261197,222.64694476760263,0.12302695641076236,,,falling,down,down,0.00045986834926670106,-0.000749551206101258,0.001209419555367959,0.7103943271321757,0.70458,0.6987656728678243,0.7101299999999999,0.70458,0.69903,-10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,15.0,0.0,15.0,10.0,10.0,10.0,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,MUSDT,Strong Sell,90,Success,0.0,True,50.0,90,,,Bearish,5.04%,0,0,2025-09-04T08:10:54.813720+00:00,2025-09-04T13:40:54.813720+05:30,71.1153762848342,-1.090512540894341,235.75482973433196,0.2366570555317867,,,falling,up,up,0.007111012730254274,-0.00032205923008871845,0.007433071960342992,1.1413979023907088,1.0996549999999998,1.0579120976092908,1.139005,1.099655,1.060305,-10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,25.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,10.0,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,TAUSDT,Strong Sell,75,Success,6.0,True,35.0,75,,,Bearish,5.04%,0,0,2025-09-04T08:10:55.950332+00:00,2025-09-04T13:40:55.950332+05:30,29.626823157388003,-73.96825396825403,-164.08799644371024,-0.04263516297040808,,,falling,down,down,-0.0020397406429616127,-0.00197246171734839,-6.727892561322283e-05,0.14628553618193277,0.142392,0.1384984638180672,0.145932,0.142392,0.13885199999999998,-10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,10.0,15.0,10.0,10.0,,10.0,,10.0
signals_2025-09-04_13-42-06_STRONG.json,JELLYJELLYUSDT,Strong Sell,60,Success,1.0,True,30.0,60,,,Bearish,5.04%,0,0,2025-09-04T08:10:57.120822+00:00,2025-09-04T13:40:57.120822+05:30,60.88583814856265,-14.792899408284063,96.22883829538775,-0.11904438078336062,,,falling,up,up,0.0002180256153547777,0.00011289930011379465,0.00010512631524098307,0.039570956375741824,0.0384105,0.037250043624258176,0.039345500000000005,0.0384105,0.037475499999999995,-10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,15.0,0.0,,10.0,15.0,0.0,0.0,,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,AVAXUSDT,Strong Sell,95,Success,67.0,True,30.0,95,,,Bearish,5.04%,0,0,2025-09-04T08:10:58.885977+00:00,2025-09-04T13:40:58.885977+05:30,64.44369353402665,-11.0367892976593,257.24970013405493,0.1473612154818309,,,falling,down,down,0.007021340342134863,-0.026435409482509005,0.03345674982464387,24.88870910316248,24.7437,24.59869089683752,24.874200000000002,24.7437,24.6132,-10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,15.0,0.0,15.0,10.0,10.0,10.0,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,SUIUSDT,Strong Sell,95,Success,264.0,True,30.0,95,,,Bearish,5.04%,0,0,2025-09-04T08:11:00.066016+00:00,2025-09-04T13:41:00.066016+05:30,64.88732330373765,-9.550561797752984,218.7965946803944,0.3125415834043514,,,falling,down,down,0.0022459563823540307,-0.0018796281944927708,0.004125584576846801,3.3217349640102607,3.302285,3.282835035989739,3.3208349999999998,3.302285,3.283735,-10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,15.0,0.0,15.0,0.0,15.0,10.0,10.0,10.0,0.0,,
signals_2025-09-04_13-42-06_STRONG.json,BNXUSDT,Strong Sell,70,Inconclusive,,False,25.0,70,,,Bearish,5.04%,0,0,2025-09-04T08:11:01.219879+00:00,2025-09-04T13:41:01.219879+05:30,,,,,,,falling,down,down,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,-10.0,,,,,0.0,0.0,0.0,0.0,,,,15.0,,15.0,10.0,10.0,10.0,0.0,15.0,10.0
signals_2025-09-04_13-42-06_STRONG.json,TAKEUSDT,Sell,45,Success,0.0,True,20.0,45,,,Bearish,5.04%,0,0,2025-09-04T08:11:02.406535+00:00,2025-09-04T13:41:02.406535+05:30,41.017951672966234,-62.88901937756902,-47.64512595837898,-0.21673842501328258,,,falling,up,up,-0.004180952399784554,-0.004115934131433081,-6.501826835147301e-05,0.19719492522465334,0.182852,0.16850907477534663,0.19440200000000002,0.18285200000000001,0.171302,-10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,10.0,15.0,0.0,0.0,,10.0,,
