Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,CONFL_FLAG__RSI<=30_and_CVD_falling,HMA_GATEKEEPER__hma_slope
MYXUSDT,Buy,46,4.1663,4.19629736,4.041311,Bullish,2025-09-08T07:57:35.204888+00:00,2025-09-08T13:27:35.204888+05:30,Success,1,1.0,,5.04%,77.1993983255291,0.12044927585042098,0.0809642242083887,0.03948505164203228,4.221163267427008,3.8752400000000002,3.529316732572992,0.9207002352933875,142.44714447434941,10.0,3.0,0.0,3.79160060500432,0.10291763315195013,4.0931015625,0.07746875000000042,,46.7365168857206,,rising,22438869.0,8.0,13.20776362986947,15.0,5.0,0.0,5.0,0.9207002352933875,77.1993983255291,142.44714447434941,0.03948505164203228,0.10291763315195013,4.0931015625,,46.7365168857206,,3.0,0.0,rising,22438869.0,5.040000000000052,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.79}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,
XRPUSDT,Buy,46,2.9025,2.923398,2.815425,Bullish,2025-09-08T07:57:38.096243+00:00,2025-09-08T13:27:38.096243+05:30,Success,112,112.0,,5.04%,62.966200884236315,0.00535352166712455,0.0031872808807557585,0.0021662407863687915,2.909725113851407,2.8882,2.866674886148593,0.8321701362119686,107.22679021615274,10.0,3.0,0.0,2.8870900115399385,0.006042542021143401,2.9056328125,0.0036812500000000803,,22.134638751022955,,rising,7315143.699999999,8.0,12.603958183647553,15.0,5.0,0.0,5.0,0.8321701362119686,62.966200884236315,107.22679021615274,0.0021662407863687915,0.006042542021143401,2.9056328125,,22.134638751022955,,3.0,0.0,rising,7315143.699999999,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.4}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,
WLDUSDT,Buy,44,1.2341,1.24298552,1.197077,Bullish,2025-09-08T07:57:39.994938+00:00,2025-09-08T13:27:39.994938+05:30,Success,2,2.0,,5.04%,35.541389701298144,-0.004073242258581633,0.0015934032880474242,-0.005666645546629058,1.2943267535891458,1.264875,1.235423246410854,-0.02246464555750251,-199.7116383605817,10.0,0.0,3.0,1.242461976240903,0.012690802460034487,1.256090625,-0.0031703124999999943,,-8.465851626796894,,falling,-27114399.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.02246464555750251,35.541389701298144,-199.7116383605817,-0.005666645546629058,0.012690802460034487,1.256090625,,-8.465851626796894,,0.0,3.0,falling,-27114399.0,5.0399999999999885,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,
NMRUSDT,Buy,62,18.831,18.9665832,18.26607,Bullish,2025-09-08T07:57:41.933322+00:00,2025-09-08T13:27:41.933322+05:30,Inconclusive,300,,,5.04%,28.29123006665857,-0.06546540612671947,-0.03941363322728385,-0.026051772899435624,19.303133257242184,19.073050000000002,18.84296674275782,-0.02600524458245289,-181.92034750107865,10.0,0.0,3.0,19.150054227540476,0.08340417759908451,18.923249999999996,-0.04895312500000415,,-23.35595467118874,,falling,-118262.79999999996,32.0,0.0,8.0,5.0,12.0,5.0,-0.02600524458245289,28.29123006665857,-181.92034750107865,-0.026051772899435624,0.08340417759908451,18.923249999999996,,-23.35595467118874,,0.0,3.0,falling,-118262.79999999996,5.0399999999999725,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 8.0}]}",False,hma_not_aligned,,Buy,62,1.0,-0.04895312500000415
MUSDT,Buy,54,1.7259,1.73832648,1.674123,Bullish,2025-09-08T07:57:45.742225+00:00,2025-09-08T13:27:45.742225+05:30,Success,1,1.0,,5.04%,28.551301741949118,-0.019948635387855296,-0.0165333028603077,-0.003415332527547596,1.824141351568219,1.7728450000000002,1.7215486484317815,0.04241385045125178,-133.2189691395364,10.0,0.0,3.0,1.7937813356304013,0.019236630534027698,1.7331187500000003,-0.00652499999999967,,-32.00924151375265,,falling,-2926625.0,24.0,0.0,8.0,5.0,12.0,5.0,0.04241385045125178,28.551301741949118,-133.2189691395364,-0.003415332527547596,0.019236630534027698,1.7331187500000003,,-32.00924151375265,,0.0,3.0,falling,-2926625.0,5.040000000000007,RSI<=30 & CVD_falling,"{""if_confidence_needed"": 65, ""missing_points"": 11, ""top_missing_components"": [{""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""base_score"", ""gap"": 16.0}]}",False,hma_not_aligned,,Buy,54,1.0,-0.00652499999999967
SAPIENUSDT,Buy,47,0.29308,0.29519018,0.2842876,Bullish,2025-09-08T07:57:49.586941+00:00,2025-09-08T13:27:49.586941+05:30,Success,1,1.0,,5.04%,66.79819007842899,0.0022470703224163335,0.0012232000683045834,0.0010238702541117502,0.29267926280620404,0.28472400000000003,0.276768737193796,1.0251869236477922,190.68941869377684,10.0,3.0,0.0,0.2832393160019768,0.004708963597805745,0.28460859375,0.0016357812500000235,,16.055220719268867,,rising,9584764.0,8.0,14.218321524110387,15.0,5.0,0.0,5.0,1.0251869236477922,66.79819007842899,190.68941869377684,0.0010238702541117502,0.004708963597805745,0.28460859375,,16.055220719268867,,3.0,0.0,rising,9584764.0,5.040000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.78}]}",False,not_in_gap_or_already_strong,47.0,Buy,47,,
REDUSDT,Buy,46,0.727,0.7322344,0.70519,Bullish,2025-09-08T07:57:51.509171+00:00,2025-09-08T13:27:51.509171+05:30,Success,14,14.0,,5.04%,83.55400752946144,0.007682957736329876,0.005713934054438304,0.001969023681891572,0.7316453265953634,0.7092449999999999,0.6868446734046364,0.8963111860091153,144.44839214366195,10.0,3.0,0.0,0.7068684258292623,0.005327419427073945,0.723578125,0.0013046875000000124,,53.211156605014324,,rising,9860325.0,8.0,12.870442624667369,15.0,5.0,0.0,5.0,0.8963111860091153,83.55400752946144,144.44839214366195,0.001969023681891572,0.005327419427073945,0.723578125,,53.211156605014324,,3.0,0.0,rising,9860325.0,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.13}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,
HYPEUSDT,Buy,42,50.088,50.4486336,48.58536,Bullish,2025-09-08T07:57:56.295988+00:00,2025-09-08T13:27:56.295988+05:30,Success,13,13.0,,5.04%,63.61822401058586,0.21494914414935096,0.22701361691645222,-0.012064472767101264,50.23052643584428,49.855850000000004,49.481173564155725,0.8098006410209397,107.83508291495203,10.0,3.0,0.0,49.360085517272914,0.19819854717282753,50.059453125000005,0.04482812500000932,,28.4979514570457,,falling,-33017.10000000002,8.0,4.0,15.0,10.0,0.0,5.0,0.8098006410209397,63.61822401058586,107.83508291495203,-0.012064472767101264,0.19819854717282753,50.059453125000005,,28.4979514570457,,3.0,0.0,falling,-33017.10000000002,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,
BIOUSDT,Buy,41,0.16615,0.16734628,0.1611655,Bullish,2025-09-08T07:58:00.142521+00:00,2025-09-08T13:28:00.142521+05:30,Success,4,4.0,,5.04%,30.861098048889517,-0.0016453281823173016,-0.0013530786627516456,-0.000292249519565656,0.173656869388626,0.169151,0.16464513061137398,0.1669899034828543,-111.12257177239088,10.0,3.0,0.0,0.1699111691760001,0.001352110188044306,0.16569171874999997,-0.0002753125000000134,,-31.137621042656388,,falling,-71559388.0,18.0,0.0,8.0,10.0,0.0,5.0,0.1669899034828543,30.861098048889517,-111.12257177239088,-0.000292249519565656,0.001352110188044306,0.16569171874999997,,-31.137621042656388,,3.0,0.0,falling,-71559388.0,5.039999999999975,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,
TRXUSDT,Buy,46,0.33051,0.33288967,0.3205947,Bullish,2025-09-08T07:58:04.169458+00:00,2025-09-08T13:28:04.169458+05:30,Success,130,130.0,,5.04%,34.61685317156622,-0.00019858895980928715,-5.3836677898381124e-05,-0.00014475228191090602,0.33219998508666176,0.33126300000000003,0.3303260149133383,0.0981793036414422,-146.74751104124263,10.0,3.0,0.0,0.33104780156125585,0.00029295417657489414,0.33082828125,-0.00018374999999998254,,-19.423896100537696,,falling,-8245366.0,18.0,5.0,8.0,10.0,0.0,5.0,0.0981793036414422,34.61685317156622,-146.74751104124263,-0.00014475228191090602,0.00029295417657489414,0.33082828125,,-19.423896100537696,,3.0,0.0,falling,-8245366.0,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 15.0}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,
