Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule
BTCUSDT,Buy,44,115485.8,116317.29776,112021.226,Bullish,2025-09-12T05:29:22.952854+00:00,2025-09-12T10:59:22.952854+05:30,Inconclusive,600,,,5.04%,59.4233014213619,44.90846097630856,15.969511750425628,28.938949225882933,115559.93043929187,115302.71500000001,115045.49956070815,0.8558981539056194,118.61155258336322,10.0,3.0,0.0,115322.02462212622,103.0824312463513,115440.259375,4.41093749999709,0.00382096984524996,,9.563684239229131,,rising,646.7370000000002,8.0,10.737663955183187,15.0,5.0,0.0,5.0,0.8558981539056194,59.4233014213619,118.61155258336322,28.938949225882933,103.0824312463513,115440.259375,,9.563684239229131,,3.0,0.0,rising,646.7370000000002,4.41093749999709,0.00382096984524996,5.03999999999999,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.26}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
SOLUSDT,Buy,41,238.39,240.106408,231.2383,Bullish,2025-09-12T05:29:24.114017+00:00,2025-09-12T10:59:24.114017+05:30,Success,441,441.0,,5.04%,69.55990293147774,1.332233931826437,1.207125418864483,0.1251085129619538,239.7814657369302,236.615,233.44853426306983,0.7802809421397375,114.35900084353229,10.0,3.0,0.0,234.69264945711978,0.8575960053845134,238.7271875,0.1537500000000307,0.06440405955020548,,51.93496314310808,,rising,1785442.29,8.0,7.5011873798789885,15.0,5.0,0.0,5.0,0.7802809421397375,69.55990293147774,114.35900084353229,0.1251085129619538,0.8575960053845134,238.7271875,,51.93496314310808,,3.0,0.0,rising,1785442.29,0.1537500000000307,0.06440405955020548,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.5}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,
DOGEUSDT,Buy,40,0.26197,0.26385618,0.2541109,Bullish,2025-09-12T05:29:26.426608+00:00,2025-09-12T10:59:26.426608+05:30,Success,527,527.0,,5.04%,55.874325636245096,0.00046835834713032654,0.00036421471535063004,0.00010414363177969649,0.26282340438457424,0.261424,0.26002459561542574,0.6950829960298082,126.88931124988689,10.0,3.0,0.0,0.2605925695144846,0.0007350838109204637,0.2620421875,0.00017124999999995616,0.0653520723642853,,17.96136019276882,,rising,109086343.0,8.0,7.400220662706387,15.0,5.0,0.0,5.0,0.6950829960298082,55.874325636245096,126.88931124988689,0.00010414363177969649,0.0007350838109204637,0.2620421875,,17.96136019276882,,3.0,0.0,rising,109086343.0,0.00017124999999995616,0.0653520723642853,5.040000000000035,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.6}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,
XRPUSDT,Buy,40,3.0555,3.0774996,2.963835,Bullish,2025-09-12T05:29:28.771464+00:00,2025-09-12T10:59:28.771464+05:30,Inconclusive,600,,,5.04%,62.27018010448795,0.003928982993020913,0.002580389168418277,0.001348593824602636,3.0629027479013,3.04549,3.0280772520987003,0.7874330937523267,99.97554862766953,10.0,3.0,0.0,3.044464980113769,0.004449668615456075,3.0571125,0.00021249999999994884,0.0069510036022537225,,21.458767032649302,,rising,13055511.2,4.0,11.273856681829741,15.0,5.0,0.0,5.0,0.7874330937523267,62.27018010448795,99.97554862766953,0.001348593824602636,0.004449668615456075,3.0571125,,21.458767032649302,,3.0,0.0,rising,13055511.2,0.00021249999999994884,0.0069510036022537225,5.040000000000002,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.73}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,
WLDUSDT,Buy,48,1.6526,1.66449872,1.603022,Bullish,2025-09-12T05:29:31.057313+00:00,2025-09-12T10:59:31.057313+05:30,Success,40,40.0,,5.04%,65.4224803480957,0.005000896403420274,0.003010907259676129,0.0019899891437441452,1.6507029783656486,1.6343900000000002,1.6180770216343519,1.0581445518969785,174.69114420967531,10.0,3.0,0.0,1.6327741872275197,0.008200397714606488,1.6360484375000002,0.0025828125000000313,0.15786895062512665,,18.479713924278528,,rising,7405821.0,8.0,14.82407599143517,15.0,5.0,0.0,5.0,1.0581445518969785,65.4224803480957,174.69114420967531,0.0019899891437441452,0.008200397714606488,1.6360484375000002,,18.479713924278528,,3.0,0.0,rising,7405821.0,0.0025828125000000313,0.15786895062512665,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.18}]}",False,not_in_gap_or_already_strong,48.0,Buy,48,,,,,,,,,,,
HOLOUSDT,Buy,44,0.4717,0.47509624,0.457549,Bullish,2025-09-12T05:29:32.228247+00:00,2025-09-12T10:59:32.228247+05:30,Success,2,2.0,,5.04%,70.58484346166767,0.0034046314830705193,0.001845158193473754,0.0015594732895967654,0.47124336375106435,0.45965999999999996,0.44807663624893557,1.0197108654596856,176.3300083125506,10.0,3.0,0.0,0.4593982024687678,0.005343198032937567,0.46563281250000005,0.0015640625000000186,0.33590040435563556,,24.536191202616187,,rising,13624830.0,8.0,11.004673740259197,15.0,5.0,0.0,5.0,1.0197108654596856,70.58484346166767,176.3300083125506,0.0015594732895967654,0.005343198032937567,0.46563281250000005,,24.536191202616187,,3.0,0.0,rising,13624830.0,0.0015640625000000186,0.33590040435563556,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.0}]}",False,not_in_gap_or_already_strong,44.0,Buy,44,,,,,,,,,,,
HYPEUSDT,Buy,45,57.169,57.5806168,55.45393,Bullish,2025-09-12T05:29:37.987827+00:00,2025-09-12T10:59:37.987827+05:30,Fail,592,,592.0,5.04%,70.48684962675623,0.1129376495071952,0.060616940993741195,0.05232070851345401,57.18605886702286,56.78335,56.38064113297714,0.9788198517343638,146.18007945715658,10.0,3.0,0.0,56.74803220576074,0.14817756537232224,57.05684374999999,0.04449999999999221,0.07799239683669362,,25.6057259034472,,rising,207586.56999999995,8.0,12.47427207464056,15.0,5.0,0.0,5.0,0.9788198517343638,70.48684962675623,146.18007945715658,0.05232070851345401,0.14817756537232224,57.05684374999999,,25.6057259034472,,3.0,0.0,rising,207586.56999999995,0.04449999999999221,0.07799239683669362,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.53}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,
BNBUSDT,Buy,40,908.58,915.121776,881.3226,Bullish,2025-09-12T05:29:39.144470+00:00,2025-09-12T10:59:39.144470+05:30,Inconclusive,600,,,5.04%,59.48069024298249,1.0964752437480456,0.9795333340201869,0.11694190972785867,910.8794631809088,907.2515,903.6235368190911,0.683091714793432,68.25349043892051,10.0,3.0,0.0,905.9535978838844,1.1900508570255428,909.49625,-0.1340624999999136,-0.014740302667538608,,27.09752627343801,,falling,-1933.12,4.0,6.358391506463466,15.0,10.0,0.0,5.0,0.683091714793432,59.48069024298249,68.25349043892051,0.11694190972785867,1.1900508570255428,909.49625,,27.09752627343801,,3.0,0.0,falling,-1933.12,-0.1340624999999136,-0.014740302667538608,5.0400000000000205,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.64}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,
SUIUSDT,Buy,49,3.667,3.6934024,3.55699,Bullish,2025-09-12T05:29:40.314094+00:00,2025-09-12T10:59:40.314094+05:30,Inconclusive,600,,,5.04%,57.19428205099068,0.0020669308970155953,0.00027477639584459583,0.0017921545011709995,3.672848752667145,3.657725,3.642601247332855,0.8066368580646249,126.05206498336553,10.0,3.0,0.0,3.6595906875523765,0.006038635642175132,3.6630328125,0.0005218750000004491,0.014247074124467704,,7.749928390298769,,falling,-892962.4000000001,8.0,11.122752650896992,15.0,10.0,0.0,5.0,0.8066368580646249,57.19428205099068,126.05206498336553,0.0017921545011709995,0.006038635642175132,3.6630328125,,7.749928390298769,,3.0,0.0,falling,-892962.4000000001,0.0005218750000004491,0.014247074124467704,5.039999999999967,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.88}]}",False,not_in_gap_or_already_strong,49.0,Buy,49,,,,,,,,,,,
BAKEUSDT,Buy,45,0.1033,0.10404376,0.100201,Bullish,2025-09-12T05:29:48.389574+00:00,2025-09-12T10:59:48.389574+05:30,Success,1,1.0,,5.04%,37.34601438117815,0.00020346625404281393,0.0009856785617589243,-0.0007822123077161104,0.11428208827474186,0.10873000000000002,0.10317791172525818,0.010994806701582554,-158.4072601203216,10.0,3.0,0.0,0.10664127636697072,0.002729775211161071,0.11019375,-0.000971874999999997,-0.8819692586920738,,2.806416296682268,,falling,-31878632.0,18.0,4.0,8.0,10.0,0.0,5.0,0.010994806701582554,37.34601438117815,-158.4072601203216,-0.0007822123077161104,0.002729775211161071,0.11019375,,2.806416296682268,,3.0,0.0,falling,-31878632.0,-0.000971874999999997,-0.8819692586920738,5.039999999999973,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,
PTBUSDT,Buy,41,0.0629,0.06335288,0.061013,Bullish,2025-09-12T05:29:50.688844+00:00,2025-09-12T10:59:50.688844+05:30,Success,1,1.0,,5.04%,32.71676582584803,-0.001499679235427237,-0.0007472570174468602,-0.0007524222179803768,0.0737609396947213,0.06755449999999999,0.061348060305278666,0.1250265668448597,-115.5485830662473,10.0,3.0,0.0,0.06686745019702782,0.0016563755447405587,0.063125,-0.001139062499999996,-1.804455445544548,,-23.632850147306105,,falling,-215812967.0,18.0,0.0,8.0,10.0,0.0,5.0,0.1250265668448597,32.71676582584803,-115.5485830662473,-0.0007524222179803768,0.0016563755447405587,0.063125,,-23.632850147306105,,3.0,0.0,falling,-215812967.0,-0.001139062499999996,-1.804455445544548,5.04000000000003,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,
FUSDT,Buy,41,0.009199,0.00926523,0.00892303,Bullish,2025-09-12T05:29:51.833035+00:00,2025-09-12T10:59:51.833035+05:30,Fail,65,,65.0,5.04%,32.73296448453965,-0.0001472867909011414,-0.00013705404322449273,-1.0232747676648668e-05,0.00980658897921188,0.00947505,0.009143511020788121,0.0836839447110947,-141.2794087421937,10.0,3.0,0.0,0.009672177536379873,0.00017878532319275418,0.00928921875,-6.500000000001296e-06,-0.06997359169737818,,-25.615830305960845,,falling,-422815219.0,18.0,0.0,8.0,10.0,0.0,5.0,0.0836839447110947,32.73296448453965,-141.2794087421937,-1.0232747676648668e-05,0.00017878532319275418,0.00928921875,,-25.615830305960845,,3.0,0.0,falling,-422815219.0,-6.500000000001296e-06,-0.06997359169737818,5.039999999999975,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""momentum_score"", ""gap"": 20.0}]}",False,not_in_gap_or_already_strong,41.0,Buy,41,,,,,,,,,,,
