Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
SOLUSDT,Buy,42,223.86,225.471792,217.1442,Bullish,2025-09-10T22:52:21.550299+00:00,2025-09-11T04:22:21.550299+05:30,Inconclusive,600,,,5.04%,64.28451231808415,0.3452219187074377,0.3504473157463815,-0.005225397038943813,223.94909072502628,223.3645,222.7799092749737,0.9238007710246678,152.31741074597775,10.0,3.0,0.0,222.8354992479628,0.4229006630723921,223.69375000000002,-0.008593749999988631,-0.0038417479254510374,,25.024734651911594,,rising,259479.22000000003,8.0,9.0,15.0,5.0,0.0,5.0,0.9238007710246678,64.28451231808415,152.31741074597775,-0.005225397038943813,0.4229006630723921,223.69375000000002,,25.024734651911594,,3.0,0.0,rising,259479.22000000003,-0.008593749999988631,-0.0038417479254510374,5.040000000000026,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
NAORISUSDT,Buy,40,0.07416,0.07469395,0.0719352,Bullish,2025-09-10T22:52:45.217267+00:00,2025-09-11T04:22:45.217267+05:30,Fail,4,,4.0,5.04%,51.874785587983745,0.00021628114764481177,-0.0001295460722475247,0.0003458272198923365,0.07617119725955478,0.07321249999999999,0.0702538027404452,0.6601211473969109,106.70654110460653,10.0,0.0,3.0,0.07410751772316958,0.00305517159954157,0.07345171875000002,0.000574375000000002,0.7819762556611404,,1.9919921684660022,,falling,-70340739.0,8.0,6.716656988648845,15.0,5.0,0.0,5.0,0.6601211473969109,51.874785587983745,106.70654110460653,0.0003458272198923365,0.00305517159954157,0.07345171875000002,,1.9919921684660022,,0.0,3.0,falling,-70340739.0,0.000574375000000002,0.7819762556611404,5.04000000000004,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.28}]}",False,not_in_gap_or_already_strong,40,Buy,40
PUMPUSDT,Buy,42,0.005716,0.00575716,0.00554452,Bullish,2025-09-10T22:52:46.872935+00:00,2025-09-11T04:22:46.872935+05:30,Success,93,93.0,,5.04%,65.46876191383305,3.1028102458367096e-05,2.318389540873669e-05,7.844207049630406e-06,0.005738453959004144,0.00563735,0.005536246040995857,0.8889560842853658,111.09033102674334,10.0,3.0,0.0,0.005620143514181953,3.646518286109878e-05,0.005712140625,6.046874999998675e-06,0.10586005137082344,,21.690264342622495,,rising,1543318184.0,8.0,9.162759498786647,15.0,5.0,0.0,5.0,0.8889560842853658,65.46876191383305,111.09033102674334,7.844207049630406e-06,3.646518286109878e-05,0.005712140625,,21.690264342622495,,3.0,0.0,rising,1543318184.0,6.046874999998675e-06,0.10586005137082344,5.040000000000031,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.84}]}",False,not_in_gap_or_already_strong,42,Buy,42
HYPEUSDT,Buy,40,55.714,56.1151408,54.04258,Bullish,2025-09-10T22:52:48.542341+00:00,2025-09-11T04:22:48.542341+05:30,Success,11,11.0,,5.04%,64.2309894105968,0.20054132721070062,0.18527133394183917,0.015269993268861443,55.84122882097533,55.308550000000004,54.775871179024676,0.8805764224468522,92.88678473318319,10.0,3.0,0.0,55.08704892483928,0.23310304348672334,55.685734374999996,-0.001281250000012335,-0.002300858585044628,,26.0176878515701,,rising,340642.62,4.0,10.572179551887952,15.0,5.0,0.0,5.0,0.8805764224468522,64.2309894105968,92.88678473318319,0.015269993268861443,0.23310304348672334,55.685734374999996,,26.0176878515701,,3.0,0.0,rising,340642.62,-0.001281250000012335,-0.002300858585044628,5.0400000000000045,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.43}]}",False,not_in_gap_or_already_strong,40,Buy,40
ADAUSDT,Buy,42,0.8859,0.89227848,0.859323,Bullish,2025-09-10T22:52:58.550200+00:00,2025-09-11T04:22:58.550200+05:30,Success,272,272.0,,5.04%,60.43220504207347,0.001199152103780965,0.0012389753658259028,-3.982326204493786e-05,0.8872931458738545,0.884525,0.8817568541261455,0.7483611887991612,106.50631128446868,10.0,3.0,0.0,0.8830956364683556,0.0016123439557951852,0.8858265624999999,-0.00028125000000001066,-0.03175000749653075,,23.04742397945904,,falling,-708353.0,8.0,4.0,15.0,10.0,0.0,5.0,0.7483611887991612,60.43220504207347,106.50631128446868,-3.982326204493786e-05,0.0016123439557951852,0.8858265624999999,,23.04742397945904,,3.0,0.0,falling,-708353.0,-0.00028125000000001066,-0.03175000749653075,5.039999999999972,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
WIFUSDT,Buy,44,0.8909,0.89731448,0.864173,Bullish,2025-09-10T22:53:15.762993+00:00,2025-09-11T04:23:15.762993+05:30,Success,137,137.0,,5.04%,63.34056915190645,0.001035412467450203,0.0008737959971668147,0.00016161647028338825,0.891021886996831,0.888495,0.885968113003169,0.9758819850306164,172.88725584992898,10.0,3.0,0.0,0.8877036495502272,0.0018148744636482552,0.8899999999999999,0.0002640624999999952,0.029669943820224184,,17.48233639165337,,falling,-381840.7000000006,8.0,6.137225116388588,15.0,10.0,0.0,5.0,0.9758819850306164,63.34056915190645,172.88725584992898,0.00016161647028338825,0.0018148744636482552,0.8899999999999999,,17.48233639165337,,3.0,0.0,falling,-381840.7000000006,0.0002640624999999952,0.029669943820224184,5.04,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.86}]}",False,not_in_gap_or_already_strong,44,Buy,44
XNYUSDT,Buy,45,0.013364,0.01346022,0.01296308,Bullish,2025-09-10T22:53:16.954482+00:00,2025-09-11T04:23:16.954482+05:30,Success,5,5.0,,5.04%,70.28047448478137,0.00020530708457174376,0.0001469988254836417,5.830825908810207e-05,0.013648912778909275,0.012832099999999999,0.012015287221090723,0.8255948080968251,97.55387303436281,10.0,3.0,0.0,0.012850076334239407,0.0002087347294989478,0.013443078124999999,3.3328125000000805e-05,0.24792034004489436,,30.45812648479163,,rising,215100713.0,4.0,15.704194464781214,15.0,5.0,0.0,5.0,0.8255948080968251,70.28047448478137,97.55387303436281,5.830825908810207e-05,0.0002087347294989478,0.013443078124999999,,30.45812648479163,,3.0,0.0,rising,215100713.0,3.3328125000000805e-05,0.24792034004489436,5.039999999999977,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,45,Buy,45
TAUSDT,Buy,47,0.13159,0.13253745,0.1276423,Bullish,2025-09-10T22:53:26.595559+00:00,2025-09-11T04:23:26.595559+05:30,Success,8,8.0,,5.04%,65.43913509229093,0.0014901075367202143,0.0007648064072643067,0.0007253011294559076,0.13396296258541718,0.126423,0.11888303741458285,0.8426409575289772,98.58130723618255,10.0,3.0,0.0,0.12880828037114803,0.002047321552688581,0.13241421875,0.0005387500000000045,0.40686718170136427,,18.95627524616988,,rising,11367687.0,4.0,17.502439240226963,15.0,5.0,0.0,5.0,0.8426409575289772,65.43913509229093,98.58130723618255,0.0007253011294559076,0.002047321552688581,0.13241421875,,18.95627524616988,,3.0,0.0,rising,11367687.0,0.0005387500000000045,0.40686718170136427,5.039999999999944,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,47,Buy,47
BSWUSDT,Buy,41,0.01978,0.01992242,0.0191866,Bullish,2025-09-10T22:53:31.426207+00:00,2025-09-11T04:23:31.426207+05:30,Fail,69,,69.0,5.04%,59.94396162911444,5.456332359819044e-05,-1.7325924987677722e-05,7.188924858586816e-05,0.019877118137983714,0.019434,0.018990881862016286,0.8904150725745238,124.17311856663979,10.0,0.0,3.0,0.019734000460672276,0.00019969173743961496,0.019655625000000003,7.390625000000192e-05,0.3760055963623742,,7.047764578571926,,rising,20065443.0,8.0,12.640026814241947,15.0,0.0,0.0,5.0,0.8904150725745238,59.94396162911444,124.17311856663979,7.188924858586816e-05,0.00019969173743961496,0.019655625000000003,,7.047764578571926,,0.0,3.0,rising,20065443.0,7.390625000000192e-05,0.3760055963623742,5.039999999999978,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
PLUMEUSDT,Buy,42,0.11896,0.11981651,0.1153912,Bullish,2025-09-10T22:53:32.618951+00:00,2025-09-11T04:23:32.618951+05:30,Success,13,13.0,,5.04%,61.45095420129014,0.0004189974575629085,0.00045372468724121714,-3.472722967830862e-05,0.11927511246226116,0.118044,0.11681288753773883,0.8720212523547997,139.241724403386,10.0,3.0,0.0,0.11685731943961078,0.0009358001730540446,0.1175584375,-7.750000000000812e-05,-0.06592465981015451,,13.099560206102506,,rising,2796659.0,8.0,9.0,15.0,5.0,0.0,5.0,0.8720212523547997,61.45095420129014,139.241724403386,-3.472722967830862e-05,0.0009358001730540446,0.1175584375,,13.099560206102506,,3.0,0.0,rising,2796659.0,-7.750000000000812e-05,-0.06592465981015451,5.040000000000021,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
