Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__hma_slope_pct,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__hma_slope,SCORE__hma_slope_pct,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,HMA_GATEKEEPER__hma_slope,HMA_GATEKEEPER__hma_slope_pct,SUPERVISOR__applied,SUPERVISOR__before_confidence,SUPERVISOR__after_confidence,SUPERVISOR__hist_norm,SUPERVISOR__hma_slope_pct,SUPERVISOR__cvd_support,SUPERVISOR__rule,SUPERVISOR__reason
SOLUSDT,Buy,43,223.4,225.00848,216.698,Bullish,2025-09-10T21:38:03.769065+00:00,2025-09-11T03:08:03.769065+05:30,Success,170,170.0,,5.04%,67.63587212305512,0.3593600244016386,0.23357827320930757,0.12578175119233104,223.62103714790143,222.31949999999998,221.01796285209852,0.9150861163441174,130.53053053053173,10.0,0.0,3.0,222.2937084975497,0.5058658031389297,223.26515624999996,0.11015624999998863,0.04933875569757144,,20.569773017553878,,rising,507523.34,8.0,14.967515514755757,15.0,0.0,0.0,5.0,0.9150861163441174,67.63587212305512,130.53053053053173,0.12578175119233104,0.5058658031389297,223.26515624999996,,20.569773017553878,,0.0,3.0,rising,507523.34,0.11015624999998863,0.04933875569757144,5.039999999999956,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
AVAXUSDT,Strong Buy,68,29.23,29.440456,28.3531,Bullish,2025-09-10T21:38:13.363163+00:00,2025-09-11T03:08:13.363163+05:30,Success,9,9.0,,5.04%,74.95627102302663,0.12949193438329587,0.0814779755363813,0.048013958846914576,29.200650243196545,28.794600000000003,28.38854975680346,1.0361405482390624,163.15810904352443,10.0,3.0,0.0,28.718721450001333,0.10575293074312457,29.07025,0.05757812499999915,0.19806546211332599,,31.84045456056472,,rising,763900.0,8.0,19.896483002679034,15.0,5.0,0.0,5.0,1.0361405482390624,74.95627102302663,163.15810904352443,0.048013958846914576,0.10575293074312457,29.07025,,31.84045456056472,,3.0,0.0,rising,763900.0,0.05757812499999915,0.19806546211332599,5.040000000000015,,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,,Buy,68,53.0,61.0,0.05757812499999915,0.19806546211332599,True,61.0,68.0,0.9080402502232527,0.19806546211332599,False,hist_norm>=0.6 AND (hma_slope_pct>=0.15 OR cvd_support),
WLFIUSDT,Buy,42,0.2003,0.20174216,0.194291,Bullish,2025-09-10T21:38:17.112856+00:00,2025-09-11T03:08:17.112856+05:30,Success,69,69.0,,5.04%,61.39027221073544,0.00024560847539911723,7.809360569797058e-05,0.00016751486970114667,0.20034893796988595,0.19917,0.19799106203011407,0.9792448919553066,136.00891861761693,10.0,0.0,3.0,0.1997684516375649,0.0007568040237260034,0.199928125,5.625000000003544e-05,0.02813511105555331,,9.716043081436352,,rising,17907933.0,8.0,14.312282634325776,15.0,0.0,0.0,5.0,0.9792448919553066,61.39027221073544,136.00891861761693,0.00016751486970114667,0.0007568040237260034,0.199928125,,9.716043081436352,,0.0,3.0,rising,17907933.0,5.625000000003544e-05,0.02813511105555331,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42.0,Buy,42,,,,,,,,,,,,
BNBUSDT,Sell,41,891.88,885.458464,918.6364,Bullish,2025-09-10T21:38:18.362197+00:00,2025-09-11T03:08:18.362197+05:30,Inconclusive,600,,,5.04%,51.29736450499208,-0.4293396407297223,-0.6727756208992862,0.24343598016956391,891.8757037255891,891.1295,890.3832962744109,1.0028787543291107,244.16151688874947,10.0,0.0,3.0,892.7693340462531,0.9067537639238301,891.09421875,0.09359375000008185,0.010503238381612703,,-12.547215372829001,,rising,5165.67,20.0,4.0,7.0,5.0,0.0,5.0,1.0028787543291107,51.29736450499208,244.16151688874947,0.24343598016956391,0.9067537639238301,891.09421875,,-12.547215372829001,,0.0,3.0,rising,5165.67,0.09359375000008185,0.010503238381612703,5.039999999999957,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 20.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41.0,Sell,41,,,,,,,,,,,,
SUIUSDT,Buy,43,3.5969,3.62279768,3.488993,Bullish,2025-09-10T21:38:23.194091+00:00,2025-09-11T03:08:23.194091+05:30,Success,103,103.0,,5.04%,66.00801582422828,0.006512668402464339,0.004711925358095978,0.001800743044368361,3.6022531372291287,3.578995,3.555736862770871,0.8849190462591277,109.26527134995888,10.0,0.0,3.0,3.577443396150697,0.007660395597210131,3.5950156250000003,0.0016781250000001968,0.04667921297282809,,21.568061890708208,,rising,2069594.7999999996,8.0,14.641723396188617,15.0,0.0,0.0,5.0,0.8849190462591277,66.00801582422828,109.26527134995888,0.001800743044368361,0.007660395597210131,3.5950156250000003,,21.568061890708208,,0.0,3.0,rising,2069594.7999999996,0.0016781250000001968,0.04667921297282809,5.039999999999985,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,43.0,Buy,43,,,,,,,,,,,,
LINKUSDT,Buy,46,23.47,23.638984,22.7659,Bullish,2025-09-10T21:38:25.610845+00:00,2025-09-11T03:08:25.610845+05:30,Success,199,199.0,,5.04%,62.49728120775599,0.014054245045286962,-0.004225865110509529,0.01828011015579649,23.47748903195028,23.374450000000003,23.271410968049725,0.963659247333108,145.96615823313087,10.0,3.0,0.0,23.420034092684837,0.050889864596030454,23.429640624999998,0.02657812500000034,0.11343803955593254,,7.031125018230795,,rising,351134.48,8.0,12.621022029076833,15.0,5.0,0.0,5.0,0.963659247333108,62.49728120775599,145.96615823313087,0.01828011015579649,0.050889864596030454,23.429640624999998,,7.031125018230795,,3.0,0.0,rising,351134.48,0.02657812500000034,0.11343803955593254,5.039999999999948,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.38}]}",False,not_in_gap_or_already_strong,46.0,Buy,46,,,,,,,,,,,,
HYPEUSDT,Buy,45,55.117,55.5138424,53.46349,Bullish,2025-09-10T21:38:26.803045+00:00,2025-09-11T03:08:26.803045+05:30,Success,26,26.0,,5.04%,62.829035489726444,0.11399600601375681,0.09082425818073701,0.0231717478330198,55.2116989577968,54.873599999999996,54.535501042203194,0.8599537862910017,122.48545303407994,10.0,3.0,0.0,54.79972272758767,0.18574505995077809,55.06940625,0.012500000000002842,0.022698628605611382,,16.045267847682005,,rising,103742.74000000002,8.0,11.994006667740429,15.0,5.0,0.0,5.0,0.8599537862910017,62.829035489726444,122.48545303407994,0.0231717478330198,0.18574505995077809,55.06940625,,16.045267847682005,,3.0,0.0,rising,103742.74000000002,0.012500000000002842,0.022698628605611382,5.039999999999963,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.01}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
ADAUSDT,Buy,45,0.8851,0.89147272,0.858547,Bullish,2025-09-10T21:38:30.508326+00:00,2025-09-11T03:08:30.508326+05:30,Success,346,346.0,,5.04%,66.47860571207997,0.0010096288664408481,0.0003690470743936187,0.0006405817920472294,0.8849130824022783,0.88042,0.8759269175977217,1.0208005975615908,150.6808762581404,10.0,0.0,3.0,0.8814293631070295,0.001845910029590724,0.8834046875000001,0.000598437499999882,0.06774216941200938,,15.166335169122839,,rising,6392424.0,8.0,17.32866324072264,15.0,0.0,0.0,5.0,1.0208005975615908,66.47860571207997,150.6808762581404,0.0006405817920472294,0.001845910029590724,0.8834046875000001,,15.166335169122839,,0.0,3.0,rising,6392424.0,0.000598437499999882,0.06774216941200938,5.039999999999998,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,45.0,Buy,45,,,,,,,,,,,,
ONDOUSDT,Buy,58,1.02,1.027344,0.9894,Bullish,2025-09-10T21:38:32.909495+00:00,2025-09-11T03:08:32.909495+05:30,Inconclusive,600,,,5.04%,66.02258274880565,0.0014907456070074598,0.0006392565618003963,0.0008514890452070635,1.0197176413855602,1.0141,1.0084823586144398,1.025131420382725,162.2377622377635,10.0,3.0,0.0,1.0150494620047015,0.0024648094991117473,1.0175359375,0.0008187499999998682,0.08046398852619083,,15.04899186677865,,rising,4132425.0,8.0,17.29100061985887,15.0,5.0,0.0,5.0,1.025131420382725,66.02258274880565,162.2377622377635,0.0008514890452070635,0.0024648094991117473,1.0175359375,,15.04899186677865,,3.0,0.0,rising,4132425.0,0.0008187499999998682,0.08046398852619083,5.040000000000012,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,,Buy,58,50.0,58.0,0.0008187499999998682,0.08046398852619083,False,,,0.6909167183215724,0.08046398852619083,False,,conditions_not_met
PENGUUSDT,Buy,40,0.034767,0.03501732,0.03372399,Bullish,2025-09-10T21:38:37.846376+00:00,2025-09-11T03:08:37.846376+05:30,Inconclusive,600,,,5.04%,55.71450935578163,-3.0216147215787748e-05,-7.58412885856379e-05,4.562514136985015e-05,0.03481694012976005,0.034554999999999995,0.03429305987023994,0.9046726253709284,115.46139480970993,10.0,0.0,3.0,0.03472960846824655,0.00015211853329707026,0.034643203124999994,6.621874999999944e-05,0.1911449982297197,,-5.189039870040385,,rising,67730058.0,8.0,12.198356236698562,15.0,0.0,0.0,5.0,0.9046726253709284,55.71450935578163,115.46139480970993,4.562514136985015e-05,0.00015211853329707026,0.034643203124999994,,-5.189039870040385,,0.0,3.0,rising,67730058.0,6.621874999999944e-05,0.1911449982297197,5.040000000000052,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,40.0,Buy,40,,,,,,,,,,,,
