Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__confidence,ANALYSIS__engine,ANALYSIS__confidence
XRPUSDT,Buy,46,2.9654,2.98675088,2.876438,Bullish,2025-09-08T12:55:53.098702+00:00,2025-09-08T18:25:53.098702+05:30,Success,37,37.0,,5.04%,66.34664158245013,0.008794393500620057,0.0059833460125637405,0.0028110474880563164,2.9733483725304657,2.944375,2.9154016274695342,0.8628331492630328,113.70478306450742,10.0,3.0,0.0,2.936340697919383,0.00785044431253865,2.9637765624999997,0.006001562499999835,,32.76508541264647,,rising,14807647.900000002,8.0,12.593798902005707,15.0,5.0,0.0,5.0,0.8628331492630328,66.34664158245013,113.70478306450742,0.0028110474880563164,0.00785044431253865,2.9637765624999997,,32.76508541264647,,3.0,0.0,rising,14807647.900000002,5.039999999999992,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.41}]}",False,not_in_gap_or_already_strong,46,Buy,46
DOGEUSDT,Buy,44,0.2349,0.23659128,0.227853,Bullish,2025-09-08T12:55:54.897690+00:00,2025-09-08T18:25:54.897690+05:30,Success,11,11.0,,5.04%,61.919344199771096,0.000407097937914741,0.00020369821674418427,0.00020339972117055675,0.23541681772414988,0.23363349999999997,0.23185018227585005,0.8550965660378207,118.52876194108835,10.0,3.0,0.0,0.23352879459458606,0.0006772688597028336,0.23461750000000003,0.00031796875000000835,,17.040225283133882,,rising,149501415.0,8.0,11.207762822928647,15.0,5.0,0.0,5.0,0.8550965660378207,61.919344199771096,118.52876194108835,0.00020339972117055675,0.0006772688597028336,0.23461750000000003,,17.040225283133882,,3.0,0.0,rising,149501415.0,5.039999999999969,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.79}]}",False,not_in_gap_or_already_strong,44,Buy,44
WLDUSDT,Buy,42,1.2641,1.27320152,1.226177,Bullish,2025-09-08T12:55:55.782526+00:00,2025-09-08T18:25:55.782526+05:30,Success,6,6.0,,5.04%,62.16495620021162,0.006571877656303293,4.664615388878411e-05,0.006525231502414509,1.270961881168215,1.22789,1.1848181188317848,0.9203438417117618,143.12054135977144,10.0,0.0,3.0,1.2389259993514656,0.015920512417133756,1.24999375,0.006265624999999941,,10.068284794223173,,rising,35754241.0,8.0,13.836715801270838,15.0,0.0,0.0,5.0,0.9203438417117618,62.16495620021162,143.12054135977144,0.006525231502414509,0.015920512417133756,1.24999375,,10.068284794223173,,0.0,3.0,rising,35754241.0,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,42,Buy,42
LINKUSDT,Buy,44,23.082,23.2481904,22.38954,Bullish,2025-09-08T12:56:01.140524+00:00,2025-09-08T18:26:01.140524+05:30,Success,18,18.0,,5.04%,58.924357863583715,0.03890374668690555,0.03234112440125294,0.00656262228565261,23.14115164849837,22.99285,22.844548351501633,0.8005698213832774,105.11646831451432,10.0,3.0,0.0,22.92044935046412,0.06813562558561467,23.072906250000003,0.01914062500000213,,14.11023975513809,,falling,-47966.79999999999,8.0,6.311609139887546,15.0,10.0,0.0,5.0,0.8005698213832774,58.924357863583715,105.11646831451432,0.00656262228565261,0.06813562558561467,23.072906250000003,,14.11023975513809,,3.0,0.0,falling,-47966.79999999999,5.040000000000043,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.69}]}",False,not_in_gap_or_already_strong,44,Buy,44
ADAUSDT,Buy,41,0.8558,0.86196176,0.830126,Bullish,2025-09-08T12:56:02.903771+00:00,2025-09-08T18:26:02.903771+05:30,Success,19,19.0,,5.04%,58.920771282557745,0.0014391739530734693,0.0010232184746191031,0.00041595547845436616,0.8581049480819187,0.8523900000000001,0.8466750519180815,0.7983404180686012,101.61662817552188,10.0,3.0,0.0,0.8507710774284043,0.0024252732432098844,0.854803125,0.0007125000000000048,,16.061784559634866,,rising,7295832.0,8.0,8.116208971856809,15.0,5.0,0.0,5.0,0.7983404180686012,58.920771282557745,101.61662817552188,0.00041595547845436616,0.0024252732432098844,0.854803125,,16.061784559634866,,3.0,0.0,rising,7295832.0,5.040000000000013,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.88}]}",False,not_in_gap_or_already_strong,41,Buy,41
AVAXUSDT,Buy,42,25.25,25.4318,24.4925,Bullish,2025-09-08T12:56:06.460259+00:00,2025-09-08T18:26:06.460259+05:30,Success,19,19.0,,5.04%,57.63099165736444,0.008346002990979429,-0.000814622470529544,0.009160625461508972,25.269129441790668,25.1763,25.083470558209335,0.8969645759919298,127.04415372036317,10.0,3.0,0.0,25.16613093896263,0.04783998389821944,25.211140625,0.006609375000000028,,3.887316887389569,,rising,158083.0,8.0,8.59563304920757,15.0,5.0,0.0,5.0,0.8969645759919298,57.63099165736444,127.04415372036317,0.009160625461508972,0.04783998389821944,25.211140625,,3.887316887389569,,3.0,0.0,rising,158083.0,5.039999999999974,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.4}]}",False,not_in_gap_or_already_strong,42,Buy,42
HYPEUSDT,Buy,42,50.822,51.1879184,49.29734,Bullish,2025-09-08T12:56:09.168991+00:00,2025-09-08T18:26:09.168991+05:30,Success,8,8.0,,5.04%,55.13191082973167,0.06320445252416818,0.037304497002208364,0.02589995552195981,51.003252805351735,50.672,50.34074719464826,0.7264131768495203,73.9106092741758,10.0,3.0,0.0,50.591574168105474,0.17166353783808042,50.914015625,0.044234375000002046,,9.588304772500432,,falling,-10526.679999999986,4.0,7.621030653075269,15.0,10.0,0.0,5.0,0.7264131768495203,55.13191082973167,73.9106092741758,0.02589995552195981,0.17166353783808042,50.914015625,,9.588304772500432,,3.0,0.0,falling,-10526.679999999986,5.039999999999975,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.38}]}",False,not_in_gap_or_already_strong,42,Buy,42
FARTCOINUSDT,Buy,40,0.8073,0.81311256,0.783081,Bullish,2025-09-08T12:56:10.954423+00:00,2025-09-08T18:26:10.954423+05:30,Success,10,10.0,,5.04%,63.87307536278158,0.0027607451664829474,0.0022149222766245195,0.0005458228898584279,0.8088768785055124,0.79976,0.7906431214944877,0.9135187276786167,132.51904386656565,10.0,3.0,0.0,0.7946388547367237,0.00411080560287642,0.8030046875,0.0013390624999999323,,16.82596978455083,,rising,656548.6999999996,8.0,7.186662329017964,15.0,5.0,0.0,5.0,0.9135187276786167,63.87307536278158,132.51904386656565,0.0005458228898584279,0.00411080560287642,0.8030046875,,16.82596978455083,,3.0,0.0,rising,656548.6999999996,5.039999999999971,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.81}]}",False,not_in_gap_or_already_strong,40,Buy,40
PTBUSDT,Buy,41,0.05429,0.05468089,0.0526613,Bullish,2025-09-08T12:56:16.323649+00:00,2025-09-08T18:26:16.323649+05:30,Fail,74,,74.0,5.04%,44.25711954652923,2.569490171353689e-05,0.00020005066455651557,-0.00017435576284297868,0.056068483009319714,0.055042,0.05401551699068029,0.1337007075750919,-105.0955414012745,10.0,0.0,3.0,0.05428470476635456,0.000751709526295528,0.05507234375,-2.4062499999991105e-05,,1.258414243035595,,falling,-43745170.0,12.0,4.0,15.0,5.0,0.0,5.0,0.1337007075750919,44.25711954652923,-105.0955414012745,-0.00017435576284297868,0.000751709526295528,0.05507234375,,1.258414243035595,,0.0,3.0,falling,-43745170.0,5.039999999999986,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,41,Buy,41
SPKUSDT,Buy,43,0.06947,0.06997018,0.0673859,Bullish,2025-09-08T12:56:19.000827+00:00,2025-09-08T18:26:19.000827+05:30,Fail,70,,70.0,5.04%,62.07356088472417,0.00031258568801002806,0.0001639244321309889,0.00014866125587903917,0.06982853358282205,0.0684525,0.06707646641717795,0.8697220811694341,115.13943828133542,10.0,3.0,0.0,0.06859353094811264,0.0005785947523042424,0.0693271875,0.0002001562499999998,,14.775544301869248,,rising,34869248.0,8.0,10.166440547357137,15.0,5.0,0.0,5.0,0.8697220811694341,62.07356088472417,115.13943828133542,0.00014866125587903917,0.0005785947523042424,0.0693271875,,14.775544301869248,,3.0,0.0,rising,34869248.0,5.040000000000007,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.83}]}",False,not_in_gap_or_already_strong,43,Buy,43
