Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,CONFL_FLAG__RSI<=30_and_CVD_falling,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__hma_slope,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,__source_file,WOULD__missing_points,WOULD__top1,WOULD__top2,WOULD__top3
VIRTUALUSDT,Buy,41,1.2716,1.28075552,1.233452,Bearish,2025-09-08T21:57:45.550838+00:00,2025-09-09T03:27:45.550838+05:30,Success,24,24.0,,5.04%,68.67275740409283,0.004475215836071911,0.0014254543614853352,0.0030497614745865756,1.2742226880213003,1.25307,1.2319173119786995,0.938005798160043,149.81855883877677,-5.0,3.0,0.0,1.255061806697519,0.00574337899818605,1.2677,0.003753125000000024,,19.303748960669033,,rising,861047.3,8.0,16.0,7.0,5.0,0.0,5.0,0.938005798160043,68.67275740409283,149.81855883877677,0.0030497614745865756,0.00574337899818605,1.2677,,19.303748960669033,,3.0,0.0,rising,861047.3,5.039999999999985,,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,,Buy,41,41.0,,,signals_2025-09-09_03-27-58.csv,24,base_score:32.0,confluence_bonus:30.0,trend_score:8.0
OPUSDT,Buy,44,0.7543,0.75973096,0.731671,Bearish,2025-09-08T21:57:46.716921+00:00,2025-09-09T03:27:46.716921+05:30,Success,127,127.0,,5.04%,64.25411261464384,0.0010198566176965462,0.00016434021525841273,0.0008555164024381336,0.7544160951501722,0.748735,0.7430539048498279,0.9897823265494265,164.06737367436,-5.0,3.0,0.0,0.7493776833700001,0.002087203007762833,0.7515390625,0.0013390625000000433,,10.37186747467821,,rising,864259.2,8.0,18.837276768071945,7.0,5.0,0.0,5.0,0.9897823265494265,64.25411261464384,164.06737367436,0.0008555164024381336,0.002087203007762833,0.7515390625,,10.37186747467821,,3.0,0.0,rising,864259.2,5.039999999999986,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-09_03-27-58.csv,21,base_score:32.0,confluence_bonus:30.0,trend_score:8.0
TIAUSDT,Buy,44,1.735,1.747492,1.68295,Bearish,2025-09-08T21:57:49.556693+00:00,2025-09-09T03:27:49.556693+05:30,Success,139,139.0,,5.04%,68.13824239459476,0.003432767489023103,0.001508215365982302,0.001924552123040801,1.7361516708853921,1.7215099999999999,1.7068683291146076,0.960671466583058,151.57925991909366,-5.0,3.0,0.0,1.7220145328711522,0.004627155668888811,1.731103125,0.0025609374999999712,,18.09600054593673,,rising,468238.0,8.0,18.982212455815507,7.0,5.0,0.0,5.0,0.960671466583058,68.13824239459476,151.57925991909366,0.001924552123040801,0.004627155668888811,1.731103125,,18.09600054593673,,3.0,0.0,rising,468238.0,5.039999999999979,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-09_03-27-58.csv,21,base_score:32.0,confluence_bonus:30.0,trend_score:8.0
NEARUSDT,Buy,40,2.584,2.6026048,2.50648,Bearish,2025-09-08T21:57:50.991455+00:00,2025-09-09T03:27:50.991455+05:30,Success,132,132.0,,5.04%,72.77103572670205,0.007787988392369272,0.004583565532382981,0.0032044228599862907,2.591287460642117,2.56005,2.528812539357883,0.8833538243455812,118.94100086416915,-5.0,3.0,0.0,2.5593872352899254,0.00687916645384134,2.5854999999999997,0.004296874999999645,,28.79402398986885,,rising,768421.0,8.0,15.179573739886237,7.0,5.0,0.0,5.0,0.8833538243455812,72.77103572670205,118.94100086416915,0.0032044228599862907,0.00687916645384134,2.5854999999999997,,28.79402398986885,,3.0,0.0,rising,768421.0,5.039999999999964,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-09_03-27-58.csv,25,base_score:32.0,confluence_bonus:30.0,trend_score:8.0
TAKEUSDT,Sell,41,0.16996,0.16873629,0.1750588,Bearish,2025-09-08T21:57:52.327143+00:00,2025-09-09T03:27:52.327143+05:30,Success,3,3.0,,5.04%,51.499426463687385,-0.0004133094783655977,-0.0006177285996628459,0.00020441912129724813,0.17042100641023444,0.169173,0.16792499358976554,0.8153028676560091,103.29654979745813,-5.0,0.0,3.0,0.1711281414902573,0.0009637664418352039,0.16870125,0.00014937499999997939,,-11.037084798056837,,falling,-714801.0,12.0,4.0,15.0,5.0,0.0,5.0,0.8153028676560091,51.499426463687385,103.29654979745813,0.00020441912129724813,0.0009637664418352039,0.16870125,,-11.037084798056837,,0.0,3.0,falling,-714801.0,5.03999999999995,,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""base_score"", ""gap"": 28.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,,Sell,41,41.0,,,signals_2025-09-09_03-27-58.csv,24,confluence_bonus:30.0,base_score:28.0,momentum_score:16.0
ETCUSDT,Buy,45,20.815,20.964868,20.19055,Bearish,2025-09-08T21:57:54.635347+00:00,2025-09-09T03:27:54.635347+05:30,Inconclusive,300,,,5.04%,62.98341973966764,0.01582862902776938,-0.0006514682700288561,0.016480097297798237,20.83287396762247,20.723599999999998,20.614326032377527,0.9182148868053378,136.06410064400148,-5.0,3.0,0.0,20.762456359724418,0.035047783063756124,20.800140624999997,0.021249999999998437,,10.044378900134705,,rising,14390.179999999998,8.0,20.0,7.0,5.0,0.0,5.0,0.9182148868053378,62.98341973966764,136.06410064400148,0.016480097297798237,0.035047783063756124,20.800140624999997,,10.044378900134705,,3.0,0.0,rising,14390.179999999998,5.040000000000049,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""trend_score"", ""gap"": 8.0}]}",False,not_in_gap_or_already_strong,,Buy,45,45.0,,,signals_2025-09-09_03-27-58.csv,20,base_score:32.0,confluence_bonus:30.0,trend_score:8.0
BTCUSDT,Buy,44,112359.4,113168.38768,108988.618,Bullish,2025-09-08T22:20:52.329675+00:00,2025-09-09T03:50:52.329675+05:30,Inconclusive,300,,,5.04%,65.42438164058828,80.4372784494044,46.64217453802773,33.79510391137667,112479.9208575573,112135.38,111790.83914244271,0.8250993243417243,96.63097567589762,10.0,3.0,0.0,112163.737470796,74.19673882040193,112393.23437500001,30.08281250001164,,22.641470544683564,,rising,1768.832,4.0,14.931511367855647,15.0,5.0,0.0,5.0,0.8250993243417243,65.42438164058828,96.63097567589762,33.79510391137667,74.19673882040193,112393.23437500001,,22.641470544683564,,3.0,0.0,rising,1768.832,5.040000000000036,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.07}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-09_03-51-57.csv,21,base_score:36.0,confluence_bonus:30.0,momentum_score:5.07
MYXUSDT,Buy,42,12.899,12.9918728,12.51203,Bullish,2025-09-08T22:20:54.317719+00:00,2025-09-09T03:50:54.317719+05:30,Success,4,4.0,,5.04%,58.639379026770136,0.3268813241555666,0.1818425876213633,0.1450387365342033,13.637249811882551,11.864495,10.091740188117448,0.7917789287796155,101.35733353417191,10.0,3.0,0.0,11.63297151569809,0.7153493529319381,13.115226562499998,0.12767499999999998,,11.27255169955836,,rising,9861642.0,8.0,8.866055532941918,15.0,5.0,0.0,5.0,0.7917789287796155,58.639379026770136,101.35733353417191,0.1450387365342033,0.7153493529319381,13.115226562499998,,11.27255169955836,,3.0,0.0,rising,9861642.0,5.040000000000018,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.13}]}",False,not_in_gap_or_already_strong,,Buy,42,42.0,,,signals_2025-09-09_03-51-57.csv,23,base_score:32.0,confluence_bonus:30.0,momentum_score:11.13
XRPUSDT,Buy,43,2.9781,2.99954232,2.888757,Bullish,2025-09-08T22:20:58.108798+00:00,2025-09-09T03:50:58.108798+05:30,Inconclusive,300,,,5.04%,60.24973425649746,0.0016767793375342954,0.0005798744164435434,0.001096904921090752,2.9824735683390498,2.9699750000000003,2.9574764316609508,0.8250372274484684,107.84006025986879,10.0,3.0,0.0,2.9717908040193026,0.004691455030173376,2.9756421875,0.00020156250000002984,,8.773430905342178,,rising,7428610.399999999,8.0,9.611418618927946,15.0,5.0,0.0,5.0,0.8250372274484684,60.24973425649746,107.84006025986879,0.001096904921090752,0.004691455030173376,2.9756421875,,8.773430905342178,,3.0,0.0,rising,7428610.399999999,5.039999999999951,,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.39}]}",False,not_in_gap_or_already_strong,,Buy,43,43.0,,,signals_2025-09-09_03-51-57.csv,22,base_score:32.0,confluence_bonus:30.0,momentum_score:10.39
OPENUSDT,Buy,44,1.4537,1.46416664,1.410089,Bullish,2025-09-08T22:21:01.944046+00:00,2025-09-09T03:51:01.944046+05:30,Success,4,4.0,,5.04%,34.90182511622534,-0.027542740847775526,-0.00946690306341303,-0.018075837784362496,1.6719461570211103,1.566955,1.46196384297889,-0.039354947661108045,-194.69681941413765,10.0,0.0,3.0,1.5500127174980354,0.05974135101284453,1.5360156249999999,-0.02469218750000013,,-14.449674210504583,,falling,-14805386.0,26.0,0.0,8.0,5.0,0.0,5.0,-0.039354947661108045,34.90182511622534,-194.69681941413765,-0.018075837784362496,0.05974135101284453,1.5360156249999999,,-14.449674210504583,,0.0,3.0,falling,-14805386.0,5.039999999999986,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 20.0}, {""component"": ""base_score"", ""gap"": 14.0}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-09_03-51-57.csv,21,confluence_bonus:30.0,momentum_score:20.0,base_score:14.0
ENAUSDT,Buy,44,0.774,0.7795728,0.75078,Bullish,2025-09-08T22:21:02.889205+00:00,2025-09-09T03:51:02.889205+05:30,Success,25,25.0,,5.04%,59.510660858722964,0.001268117093120802,0.00041794018471139586,0.0008501769084094061,0.7766734136704718,0.7693749999999999,0.762076586329528,0.8168496750678874,109.9715099715104,10.0,3.0,0.0,0.7714330575429951,0.002978446642699481,0.77428125,0.0004093750000000451,,11.807313096555397,,rising,14864324.0,8.0,10.85063331647687,15.0,5.0,0.0,5.0,0.8168496750678874,59.510660858722964,109.9715099715104,0.0008501769084094061,0.002978446642699481,0.77428125,,11.807313096555397,,3.0,0.0,rising,14864324.0,5.04000000000004,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.15}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-09_03-51-57.csv,21,base_score:32.0,confluence_bonus:30.0,momentum_score:9.15
SUIUSDT,Buy,45,3.4882,3.51331504,3.383554,Bullish,2025-09-08T22:21:03.835714+00:00,2025-09-09T03:51:03.835714+05:30,Success,113,113.0,,5.04%,69.12436995688013,0.007906686666521168,0.005647505295282645,0.0022591813712385224,3.498029762566262,3.469515,3.441000237433738,0.8276373064054139,110.66969353007867,10.0,3.0,0.0,3.4677720705791866,0.007136139334611466,3.487253125,0.0012640625000002181,,28.51980182713933,,rising,2663949.7,8.0,11.5979952698999,15.0,5.0,0.0,5.0,0.8276373064054139,69.12436995688013,110.66969353007867,0.0022591813712385224,0.007136139334611466,3.487253125,,28.51980182713933,,3.0,0.0,rising,2663949.7,5.04000000000004,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.4}]}",False,not_in_gap_or_already_strong,,Buy,45,45.0,,,signals_2025-09-09_03-51-57.csv,20,base_score:32.0,confluence_bonus:30.0,momentum_score:8.4
LINKUSDT,Buy,40,23.116,23.2824352,22.42252,Bullish,2025-09-08T22:21:05.741049+00:00,2025-09-09T03:51:05.741049+05:30,Success,165,165.0,,5.04%,62.58394611487892,0.044251415785367954,0.02905147172598147,0.015199944059386482,23.215955407530426,23.0078,22.799644592469573,0.7599019676781255,80.92518890234633,10.0,3.0,0.0,23.02181748625089,0.05229391038507121,23.178921875,0.006890625000000483,,21.02427526980012,,rising,264335.66000000003,4.0,10.975929983798224,15.0,5.0,0.0,5.0,0.7599019676781255,62.58394611487892,80.92518890234633,0.015199944059386482,0.05229391038507121,23.178921875,,21.02427526980012,,3.0,0.0,rising,264335.66000000003,5.03999999999996,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.02}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-09_03-51-57.csv,25,base_score:36.0,confluence_bonus:30.0,momentum_score:9.02
PENGUUSDT,Buy,40,0.03393,0.0341743,0.0329121,Bullish,2025-09-08T22:21:07.730939+00:00,2025-09-09T03:51:07.730939+05:30,Fail,187,,187.0,5.04%,61.16011252092303,0.00012253511849019683,7.082757763116368e-05,5.170754085903315e-05,0.03423440595337854,0.0336366,0.03303879404662147,0.7453973553975431,75.24926218393513,10.0,3.0,0.0,0.03367684699905626,0.00017886551696126544,0.0341405625,5.404687499999811e-05,,20.980808995901874,,rising,224204803.0,4.0,10.9380672233516,15.0,5.0,0.0,5.0,0.7453973553975431,61.16011252092303,75.24926218393513,5.170754085903315e-05,0.00017886551696126544,0.0341405625,,20.980808995901874,,3.0,0.0,rising,224204803.0,5.039999999999958,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.06}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-09_03-51-57.csv,25,base_score:36.0,confluence_bonus:30.0,momentum_score:9.06
HYPEUSDT,Buy,45,50.947,51.3138184,49.41859,Bullish,2025-09-08T22:21:08.707349+00:00,2025-09-09T03:51:08.707349+05:30,Success,166,166.0,,5.04%,66.21512050011319,0.12494174391732571,0.06822233714713662,0.05671940677018909,50.99758792209556,50.531349999999996,50.06511207790443,0.9457488122499932,168.68910275569576,10.0,3.0,0.0,50.5684886784054,0.167376121084092,50.74415625,0.03803125000000307,,20.187812258020887,,rising,299873.32999999996,8.0,12.132974725830934,15.0,5.0,0.0,5.0,0.9457488122499932,66.21512050011319,168.68910275569576,0.05671940677018909,0.167376121084092,50.74415625,,20.187812258020887,,3.0,0.0,rising,299873.32999999996,5.039999999999996,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.87}]}",False,not_in_gap_or_already_strong,,Buy,45,45.0,,,signals_2025-09-09_03-51-57.csv,20,base_score:32.0,confluence_bonus:30.0,momentum_score:7.87
PUMPUSDT,Buy,40,0.004774,0.00480837,0.00463078,Bullish,2025-09-08T22:21:15.372922+00:00,2025-09-09T03:51:15.372922+05:30,Success,49,49.0,,5.04%,58.72470958752999,8.806463613606798e-06,1.3989104638540055e-06,7.407553149752792e-06,0.004783149515394178,0.00474025,0.004697350484605821,0.8933610868315279,192.9499072356166,10.0,0.0,3.0,0.004757388010731023,2.2731956068754015e-05,0.004749671875000001,9.203125000000097e-06,,10.578291137186522,,rising,371106049.0,8.0,11.820764524458786,15.0,0.0,0.0,5.0,0.8933610868315279,58.72470958752999,192.9499072356166,7.407553149752792e-06,2.2731956068754015e-05,0.004749671875000001,,10.578291137186522,,0.0,3.0,rising,371106049.0,5.039999999999972,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-09_03-51-57.csv,25,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
LTCUSDT,Buy,40,112.71,113.521512,109.3287,Bullish,2025-09-08T22:21:16.321084+00:00,2025-09-09T03:51:16.321084+05:30,Success,175,175.0,,5.04%,61.25939376453358,0.0851873988141989,0.026335394333231177,0.05885200448096772,112.84859562595548,112.349,111.84940437404452,0.8612921943717741,117.76753712237816,10.0,0.0,3.0,112.5010449578223,0.17235917199336326,112.70609375000001,0.02703125000000739,,12.745433206132912,,rising,2100.9490000000014,8.0,12.194795154838712,15.0,0.0,0.0,5.0,0.8612921943717741,61.25939376453358,117.76753712237816,0.05885200448096772,0.17235917199336326,112.70609375000001,,12.745433206132912,,0.0,3.0,rising,2100.9490000000014,5.039999999999959,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-09_03-51-57.csv,25,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
GPSUSDT,Buy,48,0.01532,0.0154303,0.0148604,Bullish,2025-09-08T22:21:20.138916+00:00,2025-09-09T03:51:20.138916+05:30,Success,13,13.0,,5.04%,59.41634154665214,2.3310892209410863e-05,-9.892748370100203e-06,3.3203640579511067e-05,0.015325086275949992,0.015132499999999998,0.014939913724050005,0.9867948120267086,163.75098502758087,10.0,0.0,3.0,0.015215219693468823,0.00013175089928873577,0.015199375,3.218749999999923e-05,,4.490745263581461,,falling,-2501034.0,8.0,15.048439731419705,15.0,5.0,0.0,5.0,0.9867948120267086,59.41634154665214,163.75098502758087,3.3203640579511067e-05,0.00013175089928873577,0.015199375,,4.490745263581461,,0.0,3.0,falling,-2501034.0,5.040000000000014,,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,,Buy,48,48.0,,,signals_2025-09-09_03-51-57.csv,17,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
AAVEUSDT,Buy,49,304.61,306.803192,295.4717,Bullish,2025-09-08T22:21:21.101158+00:00,2025-09-09T03:51:21.101158+05:30,Inconclusive,300,,,5.04%,69.58355009053315,0.6879547764187919,0.36803110910126285,0.319923667317529,305.3942602947302,302.64549999999997,299.89673970526974,0.8573429090499947,122.8815202637172,10.0,3.0,0.0,302.97585177008233,0.6300520984207122,304.44734374999996,0.2667187499999386,,27.954368975481614,,rising,17789.1,8.0,16.0,15.0,5.0,0.0,5.0,0.8573429090499947,69.58355009053315,122.8815202637172,0.319923667317529,0.6300520984207122,304.44734374999996,,27.954368975481614,,3.0,0.0,rising,17789.1,5.040000000000024,,,"{""if_confidence_needed"": 65, ""missing_points"": 16, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",False,not_in_gap_or_already_strong,,Buy,49,49.0,,,signals_2025-09-09_03-51-57.csv,16,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
ARBUSDT,Buy,46,0.5114,0.51508208,0.496058,Bullish,2025-09-08T22:21:25.881442+00:00,2025-09-09T03:51:25.881442+05:30,Success,100,100.0,,5.04%,69.0609836274422,0.0016594314583536773,0.0010766046914147589,0.0005828267669389185,0.513438591417865,0.50702,0.5006014085821351,0.8411963556216583,106.3126843657835,10.0,3.0,0.0,0.5068854939860197,0.0015936935149195271,0.511840625,0.0004515625000000023,,27.960354808117376,,rising,3737353.000000001,8.0,12.776996502517834,15.0,5.0,0.0,5.0,0.8411963556216583,69.0609836274422,106.3126843657835,0.0005828267669389185,0.0015936935149195271,0.511840625,,27.960354808117376,,3.0,0.0,rising,3737353.000000001,5.0400000000000444,,,"{""if_confidence_needed"": 65, ""missing_points"": 19, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.22}]}",False,not_in_gap_or_already_strong,,Buy,46,46.0,,,signals_2025-09-09_03-51-57.csv,19,base_score:32.0,confluence_bonus:30.0,momentum_score:7.22
DOTUSDT,Buy,45,4.064,4.0932608,3.94208,Bullish,2025-09-08T22:21:27.817057+00:00,2025-09-09T03:51:27.817057+05:30,Success,160,160.0,,5.04%,68.64510854231058,0.009446078872814567,0.006102713710812315,0.003343365162002252,4.074054724821258,4.037,3.9999452751787414,0.864326008764611,116.98924731182734,10.0,3.0,0.0,4.03703377517188,0.01010346229651985,4.062265625,0.0025156250000000213,,25.76244201368974,,rising,1292166.5999999999,8.0,11.941907589014619,15.0,5.0,0.0,5.0,0.864326008764611,68.64510854231058,116.98924731182734,0.003343365162002252,0.01010346229651985,4.062265625,,25.76244201368974,,3.0,0.0,rising,1292166.5999999999,5.040000000000053,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.06}]}",False,not_in_gap_or_already_strong,,Buy,45,45.0,,,signals_2025-09-09_03-51-57.csv,20,base_score:32.0,confluence_bonus:30.0,momentum_score:8.06
UNIUSDT,Buy,42,9.586,9.6550192,9.29842,Bullish,2025-09-08T22:21:33.511585+00:00,2025-09-09T03:51:33.511585+05:30,Inconclusive,300,,,5.04%,63.14077243500953,0.012080423878513713,0.0038686015007367907,0.008211822377776921,9.606887697798502,9.5381,9.469312302201498,0.8481727222526946,115.84989983047912,10.0,0.0,3.0,9.561359685764844,0.02012134481417797,9.580765625,0.0028593749999998863,,15.974294464234859,,rising,140870.0,8.0,13.794759688615658,15.0,0.0,0.0,5.0,0.8481727222526946,63.14077243500953,115.84989983047912,0.008211822377776921,0.02012134481417797,9.580765625,,15.974294464234859,,0.0,3.0,rising,140870.0,5.0399999999999725,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,42,42.0,,,signals_2025-09-09_03-51-57.csv,23,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
1000SHIBUSDT,Buy,43,0.012891,0.01298382,0.01250427,Bullish,2025-09-08T22:21:34.512450+00:00,2025-09-09T03:51:34.512450+05:30,Inconclusive,300,,,5.04%,59.4567760104561,1.4719767693247357e-05,9.651720362981567e-06,5.06804733026579e-06,0.012927610165665886,0.0128523,0.012776989834334115,0.7569374244354475,82.47648217020854,10.0,3.0,0.0,0.012855014941554409,2.522159586978203e-05,0.01289909375,2.812499999994139e-07,,14.577326803416918,,falling,-29295579.0,4.0,8.822578894466686,15.0,10.0,0.0,5.0,0.7569374244354475,59.4567760104561,82.47648217020854,5.06804733026579e-06,2.522159586978203e-05,0.01289909375,,14.577326803416918,,3.0,0.0,falling,-29295579.0,5.040000000000027,,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.18}]}",False,not_in_gap_or_already_strong,,Buy,43,43.0,,,signals_2025-09-09_03-51-57.csv,22,base_score:36.0,confluence_bonus:30.0,momentum_score:11.18
XLMUSDT,Buy,44,0.37796,0.38068131,0.3666212,Bullish,2025-09-08T22:21:39.282895+00:00,2025-09-09T03:51:39.282895+05:30,Inconclusive,300,,,5.04%,71.58648102214872,0.0007857927927140129,0.0004519511708760797,0.00033384162183793323,0.37866920263011944,0.375427,0.3721847973698806,0.8906295023742398,124.96954339457282,10.0,0.0,3.0,0.37565909527112484,0.0006633961098846241,0.37758109374999993,0.0002251562499999693,,27.948639493804706,,rising,6820750.0,8.0,16.0,15.0,0.0,0.0,5.0,0.8906295023742398,71.58648102214872,124.96954339457282,0.00033384162183793323,0.0006633961098846241,0.37758109374999993,,27.948639493804706,,0.0,3.0,rising,6820750.0,5.039999999999955,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-09_03-51-57.csv,21,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
