Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,CONFL_FLAG__RSI<=30_and_CVD_falling,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__hma_slope,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,__source_file,WOULD__missing_points,WOULD__top1,WOULD__top2,WOULD__top3
DOGEUSDT,Buy,42,0.22533,0.22695238,0.2185701,Bullish,2025-09-07T22:23:11.503272+00:00,2025-09-08T03:53:11.503272+05:30,Success,20,20.0,,5.04%,74.12361250722637,0.000627304847320237,0.0005380358266122346,8.926902070800237e-05,0.22539995951353858,0.22409999999999997,0.22280004048646135,0.9730916567747004,230.19559381258742,10.0,3.0,0.0,0.22322093408399055,0.0004518793394046061,0.22450421874999998,0.0001520312499999621,,40.036721231854536,,rising,135166658.0,8.0,8.741213660741707,15.0,5.0,0.0,5.0,0.9730916567747004,74.12361250722637,230.19559381258742,8.926902070800237e-05,0.0004518793394046061,0.22450421874999998,,40.036721231854536,,3.0,0.0,rising,135166658.0,5.040000000000027,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 11.26}]}",False,not_in_gap_or_already_strong,,Buy,42,42.0,,,signals_2025-09-08_03-54-05.csv,23,base_score:32.0,confluence_bonus:30.0,momentum_score:11.26
ENAUSDT,Buy,40,0.7416,0.74693952,0.719352,Bullish,2025-09-07T22:23:13.293319+00:00,2025-09-08T03:53:13.293319+05:30,Success,48,48.0,,5.04%,48.987532819636805,0.00040365930450392273,0.00081824128503452,-0.0004145819805305973,0.7451637577409952,0.742885,0.7406062422590048,0.21804813278685822,-74.12620220502116,10.0,3.0,0.0,0.7408244215018972,0.0020334366740055784,0.742609375,-0.0002062499999999634,,5.335313598623046,,falling,-5523874.0,6.0,4.0,15.0,10.0,0.0,5.0,0.21804813278685822,48.987532819636805,-74.12620220502116,-0.0004145819805305973,0.0020334366740055784,0.742609375,,5.335313598623046,,3.0,0.0,falling,-5523874.0,5.04000000000004,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 34.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 16.0}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-08_03-54-05.csv,25,base_score:34.0,confluence_bonus:30.0,momentum_score:16.0
MUSDT,Buy,48,1.8646,1.87802512,1.808662,Bullish,2025-09-07T22:23:14.181934+00:00,2025-09-08T03:53:14.181934+05:30,Success,1,1.0,,5.04%,68.56499777856874,0.013777393904433666,0.00470785698279075,0.009069536921642916,1.8753030547982878,1.803305,1.731306945201712,0.9256712224498714,128.55440024939963,10.0,0.0,3.0,1.8221290069114053,0.019239195222609178,1.8587921875000002,0.0072640625000002235,,19.07125690066262,,rising,4395032.0,8.0,20.0,15.0,0.0,0.0,5.0,0.9256712224498714,68.56499777856874,128.55440024939963,0.009069536921642916,0.019239195222609178,1.8587921875000002,,19.07125690066262,,0.0,3.0,rising,4395032.0,5.039999999999984,,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,48,48.0,,,signals_2025-09-08_03-54-05.csv,17,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
TRXUSDT,Buy,58,0.33004,0.33241629,0.3201388,Bullish,2025-09-07T22:23:17.703122+00:00,2025-09-08T03:53:17.703122+05:30,Inconclusive,300,,,5.04%,72.06965932421213,0.00031595370821130286,0.0002344196573114707,8.153405089983217e-05,0.33028659699564006,0.32933500000000004,0.32838340300436003,0.8704299210853409,144.2672741078192,10.0,3.0,0.0,0.32909166075263396,0.00024676276605734867,0.329696875,9.453125000002949e-05,,32.643886923908106,,rising,17136922.0,8.0,16.9299533428848,15.0,5.0,0.0,5.0,0.8704299210853409,72.06965932421213,144.2672741078192,8.153405089983217e-05,0.00024676276605734867,0.329696875,,32.643886923908106,,3.0,0.0,rising,17136922.0,5.040000000000009,,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,9.453125000002949e-05,Buy,58,,50.0,58.0,signals_2025-09-08_03-54-05.csv,7,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
BNBUSDT,Buy,41,875.1,881.40072,848.847,Bullish,2025-09-07T22:23:19.475952+00:00,2025-09-08T03:53:19.475952+05:30,Success,56,56.0,,5.04%,53.617338721490434,-0.026851861697650747,-0.08607511174334997,0.05922325004569923,875.3295035682377,874.7395,874.1494964317624,0.8055066269148355,131.14491593273374,10.0,3.0,0.0,874.8152513916083,0.5414481937474662,874.7953125,0.06281249999994998,,-1.4536176724640342,,rising,2091.6200000000003,8.0,7.625104335946329,15.0,5.0,0.0,5.0,0.8055066269148355,53.617338721490434,131.14491593273374,0.05922325004569923,0.5414481937474662,874.7953125,,-1.4536176724640342,,3.0,0.0,rising,2091.6200000000003,5.0399999999999645,,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 12.37}]}",False,not_in_gap_or_already_strong,,Buy,41,41.0,,,signals_2025-09-08_03-54-05.csv,24,base_score:32.0,confluence_bonus:30.0,momentum_score:12.37
1000PEPEUSDT,Buy,42,0.0098616,0.0099326,0.00956575,Bullish,2025-09-07T22:23:21.269783+00:00,2025-09-08T03:53:21.269783+05:30,Success,56,56.0,,5.04%,63.830346994009204,8.03318684290677e-06,4.484980654052029e-06,3.548206188854741e-06,0.009857979613204792,0.00982916,0.009800340386795208,1.0628111621325658,227.61090251704556,10.0,0.0,3.0,0.009826363781782772,1.7585887335031765e-05,0.0098291859375,4.6046874999997045e-06,,11.522135639427376,,rising,760059794.0,8.0,13.842345848700957,15.0,0.0,0.0,5.0,1.0628111621325658,63.830346994009204,227.61090251704556,3.548206188854741e-06,1.7585887335031765e-05,0.0098291859375,,11.522135639427376,,0.0,3.0,rising,760059794.0,5.039999999999979,,,"{""if_confidence_needed"": 65, ""missing_points"": 23, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,42,42.0,,,signals_2025-09-08_03-54-05.csv,23,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
LINKUSDT,Buy,47,22.328,22.4887616,21.65816,Bullish,2025-09-07T22:23:22.151824+00:00,2025-09-08T03:53:22.151824+05:30,Success,37,37.0,,5.04%,66.50857926172762,0.021083315772969513,0.014873480167494457,0.006209835605475056,22.314783809781453,22.25685,22.198916190218547,1.11406284403186,245.1620598145386,10.0,3.0,0.0,22.238489182011634,0.028186637587511103,22.26378125,0.00839062500000054,,15.773471998622291,,rising,177625.06000000003,8.0,14.287471911776949,15.0,5.0,0.0,5.0,1.11406284403186,66.50857926172762,245.1620598145386,0.006209835605475056,0.028186637587511103,22.26378125,,15.773471998622291,,3.0,0.0,rising,177625.06000000003,5.040000000000023,,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.71}]}",False,not_in_gap_or_already_strong,,Buy,47,47.0,,,signals_2025-09-08_03-54-05.csv,18,base_score:32.0,confluence_bonus:30.0,momentum_score:5.71
ADAUSDT,Buy,45,0.8322,0.83819184,0.807234,Bullish,2025-09-07T22:23:24.798769+00:00,2025-09-08T03:53:24.798769+05:30,Success,63,63.0,,5.04%,65.06753524510464,0.000643010977498415,0.0004915095582600454,0.00015150141923836956,0.8323471911024352,0.830135,0.8279228088975648,0.9667318292996755,172.78648629303896,10.0,3.0,0.0,0.8292248571461694,0.0011997076722900075,0.8292718749999999,0.00023906249999994245,,13.799777000825774,,rising,3961098.0,8.0,12.030766699007927,15.0,5.0,0.0,5.0,0.9667318292996755,65.06753524510464,172.78648629303896,0.00015150141923836956,0.0011997076722900075,0.8292718749999999,,13.799777000825774,,3.0,0.0,rising,3961098.0,5.039999999999975,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.97}]}",False,not_in_gap_or_already_strong,,Buy,45,45.0,,,signals_2025-09-08_03-54-05.csv,20,base_score:32.0,confluence_bonus:30.0,momentum_score:7.97
DOTUSDT,Buy,47,3.997,4.0257784,3.87709,Bullish,2025-09-07T22:23:30.998737+00:00,2025-09-08T03:53:30.998737+05:30,Success,252,252.0,,5.04%,62.112399721598884,0.0030505870249424305,0.001588051728448122,0.0014625352964943085,3.995472730253895,3.9838,3.972127269746105,1.0654204163415502,237.1308016877713,10.0,3.0,0.0,3.981225485469402,0.0070759191990761435,3.986828125,0.002718750000000103,,10.34467093204933,,rising,349568.9,8.0,13.960605983240495,15.0,5.0,0.0,5.0,1.0654204163415502,62.112399721598884,237.1308016877713,0.0014625352964943085,0.0070759191990761435,3.986828125,,10.34467093204933,,3.0,0.0,rising,349568.9,5.040000000000036,,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.04}]}",False,not_in_gap_or_already_strong,,Buy,47,47.0,,,signals_2025-09-08_03-54-05.csv,18,base_score:32.0,confluence_bonus:30.0,momentum_score:6.04
HYPEUSDT,Buy,47,47.137,47.4763864,45.72289,Bullish,2025-09-07T22:23:31.881475+00:00,2025-09-08T03:53:31.881475+05:30,Success,63,63.0,,5.04%,60.36750192441335,0.013057535385065933,-0.003112085694619831,0.016169621079685764,47.18674258205359,47.02785,46.86895741794641,0.8434710374433559,111.32982213473562,10.0,0.0,3.0,47.033203821974936,0.07980668206599764,46.925234375,0.020531250000004775,,3.704413479923601,,falling,-6060.490000000005,8.0,13.862636760058962,15.0,5.0,0.0,5.0,0.8434710374433559,60.36750192441335,111.32982213473562,0.016169621079685764,0.07980668206599764,46.925234375,,3.704413479923601,,0.0,3.0,falling,-6060.490000000005,5.040000000000033,,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.14}]}",False,not_in_gap_or_already_strong,,Buy,47,47.0,,,signals_2025-09-08_03-54-05.csv,18,base_score:32.0,confluence_bonus:30.0,momentum_score:6.14
LTCUSDT,Buy,41,114.65,115.47548,111.2105,Bullish,2025-09-07T22:23:36.326538+00:00,2025-09-08T03:53:36.326538+05:30,Success,287,287.0,,5.04%,63.576658087312026,0.06698078764880222,0.0062035061966914315,0.06077728145211079,114.63858655207538,114.24450000000002,113.85041344792465,1.0144808898762447,217.35136940548554,10.0,0.0,3.0,114.27467691398518,0.16285446953269558,114.17984374999999,0.07484374999999943,,9.752261532941695,,rising,15683.037,8.0,12.956799030669595,15.0,0.0,0.0,5.0,1.0144808898762447,63.576658087312026,217.35136940548554,0.06077728145211079,0.16285446953269558,114.17984374999999,,9.752261532941695,,0.0,3.0,rising,15683.037,5.039999999999993,,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,41,41.0,,,signals_2025-09-08_03-54-05.csv,24,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
WIFUSDT,Buy,41,0.8297,0.83567384,0.804809,Bullish,2025-09-07T22:23:37.211242+00:00,2025-09-08T03:53:37.211242+05:30,Success,37,37.0,,5.04%,66.97994252957548,0.0013623702944259852,0.0010599482849229002,0.00030242200950308506,0.8294073278461581,0.82569,0.821972672153842,1.0393659324593012,235.17382413087697,10.0,0.0,3.0,0.8242881059852981,0.001950564415391832,0.8254234375,0.0003609375000002135,,18.049758927565424,,rising,1566282.1,8.0,12.721040008112737,15.0,0.0,0.0,5.0,1.0393659324593012,66.97994252957548,235.17382413087697,0.00030242200950308506,0.001950564415391832,0.8254234375,,18.049758927565424,,0.0,3.0,rising,1566282.1,5.040000000000006,,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,41,41.0,,,signals_2025-09-08_03-54-05.csv,24,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
PENGUUSDT,Buy,43,0.029327,0.02953815,0.02844719,Bullish,2025-09-07T22:23:45.159586+00:00,2025-09-08T03:53:45.159586+05:30,Success,28,28.0,,5.04%,69.49925439035695,5.8882275426368896e-05,5.6450455338397416e-05,2.4318200879714806e-06,0.029314229505203643,0.029180650000000002,0.02904707049479636,1.0478011008383616,191.78242364716152,10.0,3.0,0.0,0.029048608078480816,7.379108500953183e-05,0.029125859375,1.2281250000002741e-05,,21.631367665275903,,rising,50160628.0,8.0,9.79093134494196,15.0,5.0,0.0,5.0,1.0478011008383616,69.49925439035695,191.78242364716152,2.4318200879714806e-06,7.379108500953183e-05,0.029125859375,,21.631367665275903,,3.0,0.0,rising,50160628.0,5.04,,,"{""if_confidence_needed"": 65, ""missing_points"": 22, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 10.21}]}",False,not_in_gap_or_already_strong,,Buy,43,43.0,,,signals_2025-09-08_03-54-05.csv,22,base_score:32.0,confluence_bonus:30.0,momentum_score:10.21
1000BONKUSDT,Buy,44,0.020649,0.02079767,0.02002953,Bullish,2025-09-07T22:23:46.929831+00:00,2025-09-08T03:53:46.929831+05:30,Success,25,25.0,,5.04%,74.3714961131821,4.6586702216674936e-05,4.332786022800522e-05,3.258841988669713e-06,0.020628036065122906,0.0205347,0.020441363934877093,1.1123035069535503,247.33118971061955,10.0,3.0,0.0,0.020457396764148456,5.1345339029969765e-05,0.020523640624999995,9.09374999999435e-06,,31.339603615392107,,rising,178710662.0,8.0,10.523258180891968,15.0,5.0,0.0,5.0,1.1123035069535503,74.3714961131821,247.33118971061955,3.258841988669713e-06,5.1345339029969765e-05,0.020523640624999995,,31.339603615392107,,3.0,0.0,rising,178710662.0,5.039999999999975,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 9.48}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-08_03-54-05.csv,21,base_score:32.0,confluence_bonus:30.0,momentum_score:9.48
LINEAUSDT,Buy,63,0.03013,0.03034694,0.0292261,Bullish,2025-09-07T22:23:49.600660+00:00,2025-09-08T03:53:49.600660+05:30,Success,84,84.0,,5.04%,66.3787162348957,-4.1028500651560385e-05,-0.00016167666737674702,0.00012064816672518664,0.029783335716334985,0.029213999999999997,0.02864466428366501,1.3044462816215125,319.93775793248045,10.0,3.0,0.0,0.029547325186942856,0.00025132028745286747,0.029316406250000003,0.00011875000000000427,,-5.071358006970715,,falling,-34935498.0,8.0,16.521377882983327,15.0,10.0,0.0,5.0,1.3044462816215125,66.3787162348957,319.93775793248045,0.00012064816672518664,0.00025132028745286747,0.029316406250000003,,-5.071358006970715,,3.0,0.0,falling,-34935498.0,5.0400000000000205,,,"{""if_confidence_needed"": 65, ""missing_points"": 2, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 3.48}]}",True,,0.00011875000000000427,Buy,63,,55.0,63.0,signals_2025-09-08_03-54-05.csv,2,base_score:32.0,confluence_bonus:30.0,momentum_score:3.48
TIAUSDT,Buy,45,1.6442,1.65603824,1.594874,Bullish,2025-09-07T22:23:50.482714+00:00,2025-09-08T03:53:50.482714+05:30,Success,40,40.0,,5.04%,63.89342762741176,0.0012355695879415762,0.000821766484685828,0.00041380310325574827,1.6440189398287484,1.63871,1.6334010601712519,1.0170523849480544,189.9939722724536,10.0,3.0,0.0,1.637646687119829,0.0030107720063927796,1.638640625,0.0004999999999999449,,10.539871759229042,,rising,213655.0,8.0,12.298580715195591,15.0,5.0,0.0,5.0,1.0170523849480544,63.89342762741176,189.9939722724536,0.00041380310325574827,0.0030107720063927796,1.638640625,,10.539871759229042,,3.0,0.0,rising,213655.0,5.039999999999953,,,"{""if_confidence_needed"": 65, ""missing_points"": 20, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.7}]}",False,not_in_gap_or_already_strong,,Buy,45,45.0,,,signals_2025-09-08_03-54-05.csv,20,base_score:32.0,confluence_bonus:30.0,momentum_score:7.7
XPLUSDT,Buy,48,0.7079,0.71299688,0.686663,Bullish,2025-09-07T22:23:58.374379+00:00,2025-09-08T03:53:58.374379+05:30,Success,4,4.0,,5.04%,68.67697385909295,0.0008669919443065055,-0.0015057101668434626,0.002372702111149968,0.7034298214438571,0.6921700000000001,0.680910178556143,1.1985013074333255,296.79487179487154,10.0,0.0,3.0,0.6976678849803295,0.004397297601740365,0.6959859375,0.002398437500000017,,5.039221053493762,,rising,544746.0,8.0,20.0,15.0,0.0,0.0,5.0,1.1985013074333255,68.67697385909295,296.79487179487154,0.002372702111149968,0.004397297601740365,0.6959859375,,5.039221053493762,,0.0,3.0,rising,544746.0,5.039999999999971,,,"{""if_confidence_needed"": 65, ""missing_points"": 17, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,48,48.0,,,signals_2025-09-08_03-54-05.csv,17,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
API3USDT,Buy,41,1.0222,1.02955984,0.991534,Bullish,2025-09-07T22:24:00.117702+00:00,2025-09-08T03:54:00.117702+05:30,Success,26,26.0,,5.04%,68.02155078950442,0.002105811620206177,0.0016921659241075472,0.00041364569609862994,1.0231878849958316,1.017895,1.0126021150041684,0.9066780218529603,117.432530999269,10.0,0.0,3.0,1.0169633849158808,0.0022954645680658306,1.0220578125,0.0007500000000000284,,31.02234223267386,,rising,2433111.8,8.0,13.32483116684832,15.0,0.0,0.0,5.0,0.9066780218529603,68.02155078950442,117.432530999269,0.00041364569609862994,0.0022954645680658306,1.0220578125,,31.02234223267386,,0.0,3.0,rising,2433111.8,5.039999999999928,,,"{""if_confidence_needed"": 65, ""missing_points"": 24, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",False,not_in_gap_or_already_strong,,Buy,41,41.0,,,signals_2025-09-08_03-54-05.csv,24,base_score:32.0,confluence_bonus:30.0,volume_score:10.0
ETHUSDT,Buy,47,4308.31,4339.329832,4179.0607,Bullish,2025-09-07T22:57:29.313224+00:00,2025-09-08T04:27:29.313224+05:30,Inconclusive,300,,,5.04%,65.1913197402919,4.683550000899231,3.533792341591024,1.1497576593082073,4309.263802489339,4294.973,4280.682197510661,0.9666287988358342,146.55807748639924,10.0,3.0,0.0,4291.6199621253,5.38837185517582,4305.200468749999,1.6043749999998909,,20.071112903712702,,rising,36602.643,8.0,14.121061531210264,15.0,5.0,0.0,5.0,0.9666287988358342,65.1913197402919,146.55807748639924,1.1497576593082073,5.38837185517582,4305.200468749999,,20.071112903712702,,3.0,0.0,rising,36602.643,5.039999999999992,,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.88}]}",False,not_in_gap_or_already_strong,,Buy,47,47.0,,,signals_2025-09-08_04-28-35.csv,18,base_score:32.0,confluence_bonus:30.0,momentum_score:5.88
BTCUSDT,Buy,40,111208.6,112009.30192,107872.342,Bullish,2025-09-07T22:57:30.271455+00:00,2025-09-08T04:27:30.271455+05:30,Inconclusive,300,,,5.04%,54.80679697542734,11.670018241362413,3.9665319846872076,7.703486256675205,111274.57982129745,111124.08,110973.58017870256,0.7807976756097263,76.22245714407813,10.0,3.0,0.0,111128.41827608421,80.90106111660003,111211.87031249999,17.29218749998836,,3.3384291577222447,,falling,-84.08299999999998,4.0,6.285305873723191,15.0,10.0,0.0,5.0,0.7807976756097263,54.80679697542734,76.22245714407813,7.703486256675205,80.90106111660003,111211.87031249999,,3.3384291577222447,,3.0,0.0,falling,-84.08299999999998,5.040000000000043,,,"{""if_confidence_needed"": 65, ""missing_points"": 25, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 13.71}]}",False,not_in_gap_or_already_strong,,Buy,40,40.0,,,signals_2025-09-08_04-28-35.csv,25,base_score:36.0,confluence_bonus:30.0,momentum_score:13.71
SOLUSDT,Buy,44,207.3,208.79256,201.081,Bullish,2025-09-07T22:57:32.180469+00:00,2025-09-08T04:27:32.180469+05:30,Success,283,283.0,,5.04%,73.0566577502565,0.7342856618290057,0.5615159020517421,0.1727697597772636,206.8317182686913,205.17249999999999,203.51328173130867,1.1411151685540615,226.4396074433848,10.0,3.0,0.0,204.32923821126843,0.5791682663812238,205.87218750000002,0.31593749999998977,,33.92618269692493,,rising,389387.77999999997,8.0,11.159360198655996,15.0,5.0,0.0,5.0,1.1411151685540615,73.0566577502565,226.4396074433848,0.1727697597772636,0.5791682663812238,205.87218750000002,,33.92618269692493,,3.0,0.0,rising,389387.77999999997,5.039999999999992,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.84}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-08_04-28-35.csv,21,base_score:32.0,confluence_bonus:30.0,momentum_score:8.84
DOGEUSDT,Buy,47,0.22759,0.22922865,0.2207623,Bullish,2025-09-07T22:57:37.108817+00:00,2025-09-08T04:27:37.108817+05:30,Success,220,220.0,,5.04%,75.85886350942899,0.0010895136880953171,0.0008156067252076124,0.00027390696288770477,0.22783821547277844,0.2251015,0.22236478452722158,0.9546508441876034,172.97958729628908,10.0,3.0,0.0,0.22404058626276854,0.0006440809990722032,0.22672640624999998,0.0004718749999999827,,47.92192473686677,,rising,245627643.0,8.0,14.206429189456616,15.0,5.0,0.0,5.0,0.9546508441876034,75.85886350942899,172.97958729628908,0.00027390696288770477,0.0006440809990722032,0.22672640624999998,,47.92192473686677,,3.0,0.0,rising,245627643.0,5.039999999999977,,,"{""if_confidence_needed"": 65, ""missing_points"": 18, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 5.79}]}",False,not_in_gap_or_already_strong,,Buy,47,47.0,,,signals_2025-09-08_04-28-35.csv,18,base_score:32.0,confluence_bonus:30.0,momentum_score:5.79
BNBUSDT,Buy,59,876.74,883.052528,850.4378,Bullish,2025-09-07T22:57:44.865569+00:00,2025-09-08T04:27:44.865569+05:30,Success,22,22.0,,5.04%,68.04568331216282,0.36690057922442065,0.14684017583236778,0.22006040339205288,876.5585581655534,875.1119999999999,873.6654418344463,1.0627150151190505,199.89602287498255,10.0,3.0,0.0,875.0738705811744,0.6134785501163852,875.7979687500001,0.30671875000007276,,16.260941049650405,,rising,8176.4400000000005,8.0,17.60902093546271,15.0,5.0,0.0,5.0,1.0627150151190505,68.04568331216282,199.89602287498255,0.22006040339205288,0.6134785501163852,875.7979687500001,,16.260941049650405,,3.0,0.0,rising,8176.4400000000005,5.040000000000035,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,0.30671875000007276,Buy,59,,51.0,59.0,signals_2025-09-08_04-28-35.csv,6,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
SUIUSDT,Buy,44,3.3996,3.42407712,3.297612,Bullish,2025-09-07T22:57:45.823523+00:00,2025-09-08T04:27:45.823523+05:30,Success,284,284.0,,5.04%,61.61839437000767,0.003138223870658763,0.0026071331533265266,0.0005310907173322363,3.398556576609433,3.3893,3.3800434233905667,1.0563611924036471,180.54754119382497,10.0,3.0,0.0,3.385946586102122,0.0060131341374692285,3.39354375,0.0006937499999999375,,13.420483551886688,,rising,802975.9000000001,8.0,11.119722747668192,15.0,5.0,0.0,5.0,1.0563611924036471,61.61839437000767,180.54754119382497,0.0005310907173322363,0.0060131341374692285,3.39354375,,13.420483551886688,,3.0,0.0,rising,802975.9000000001,5.039999999999957,,,"{""if_confidence_needed"": 65, ""missing_points"": 21, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 8.88}]}",False,not_in_gap_or_already_strong,,Buy,44,44.0,,,signals_2025-09-08_04-28-35.csv,21,base_score:32.0,confluence_bonus:30.0,momentum_score:8.88
