Coin,Signal,Confidence,Price,TP,SL,Regime,signal_time_utc,signal_time_ist,Outcome,Duration_min,Time_to_TP_min,Time_to_SL_min,Estimated_profit,IND__rsi5m,IND__macd5m__macd,IND__macd5m__signal,IND__macd5m__histogram,IND__boll5m__upper,IND__boll5m__middle,IND__boll5m__lower,IND__boll5m__percent_b,IND__cci5m,IND__marketTrend,IND__volProfile__bullish_score,IND__volProfile__bearish_score,IND__ema50_5m,IND__atr5m,IND__hma5m,IND__hma_slope,IND__alma5m,IND__tsi5m,IND__stc5m,IND__cvd5m__trend,IND__cvd5m__value,COMP__base_score,COMP__momentum_score,COMP__trend_score,COMP__volume_score,COMP__confluence_bonus,COMP__profit_check,SCORE__percent_b,SCORE__rsi,SCORE__cci,SCORE__macd_hist,SCORE__atr,SCORE__hma,SCORE__alma,SCORE__tsi,SCORE__stc,SCORE__volProfile_bull,SCORE__volProfile_bear,SCORE__cvd_trend,SCORE__cvd_value,SCORE__estimated_profit_margin_pct,CONFL__flags,CONFL_FLAG__RSI<=30_and_CVD_falling,WOULD_BE_STRONG,HMA_GATEKEEPER__applied,HMA_GATEKEEPER__reason,HMA_GATEKEEPER__hma_slope,ANALYSIS__engine,ANALYSIS__confidence,HMA_GATEKEEPER__confidence,HMA_GATEKEEPER__before_confidence,HMA_GATEKEEPER__after_confidence,__source_file,WOULD__missing_points,WOULD__top1,WOULD__top2,WOULD__top3
XLMUSDT,Buy,59,0.36179,0.36439489,0.3509363,Bullish,2025-09-07T23:23:00.050452+00:00,2025-09-08T04:53:00.050452+05:30,Success,258,258.0,,5.04%,68.93352931759028,0.0007604636452825,0.0005551400285965,0.000205323616686,0.3622242929303156,0.3597945,0.3573647070696844,0.910631699331835,137.4261089301065,10.0,3.0,0.0,0.3594362303926525,0.000569613036316,0.36149078125,0.0003001562499999,,28.9872165981465,,rising,2298561.0,8.0,17.651077988550423,15.0,5.0,0.0,5.0,0.910631699331835,68.93352931759028,137.4261089301065,0.000205323616686,0.000569613036316,0.36149078125,,28.9872165981465,,3.0,0.0,rising,2298561.0,5.040000000000053,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,0.0003001562499999,Buy,59,,51.0,59.0,signals_2025-09-08_04-53-01.csv,6,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
LTCUSDT,Sell,62,113.82,113.000496,117.2346,Bearish,2025-09-08T02:04:03.791196+00:00,2025-09-08T07:34:03.791196+05:30,Success,118,118.0,,5.04%,29.670685994719165,-0.2083297344219232,-0.1637661266539243,-0.0445636077679988,114.88636729785084,114.2695,113.65263270214916,0.1356590780820685,-106.86818698589369,-10.0,0.0,3.0,114.38373706794223,0.2165695463988093,113.83171875,-0.0568750000000051,,-30.5568110844522,,falling,-19103.364,8.0,8.93849021811431,15.0,5.0,12.0,5.0,0.1356590780820685,29.670685994719165,-106.86818698589369,-0.0445636077679988,0.2165695463988093,113.83171875,,-30.5568110844522,,0.0,3.0,falling,-19103.364,5.039999999999969,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 3, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 11.06}]}",True,,-0.0568750000000051,Sell,62,,54.0,62.0,signals_2025-09-08_07-34-41.csv,3,base_score:32.0,confluence_bonus:18.0,momentum_score:11.06
HYPEUSDT,Buy,58,48.807,49.1584104,47.34279,Bullish,2025-09-08T03:32:03.439000+00:00,2025-09-08T09:02:03.439000+05:30,Success,115,115.0,,5.04%,84.18155867975275,0.3487831522998732,0.2963338366273653,0.0524493156725078,49.0969201108336,48.12465,47.1523798891664,0.850905572637103,105.66058644039676,10.0,3.0,0.0,47.79582920501928,0.167001583609745,48.900953125,0.0632343749999932,,62.96499546664916,,rising,394240.4700000001,8.0,16.537554728114177,15.0,5.0,0.0,5.0,0.850905572637103,84.18155867975275,105.66058644039676,0.0524493156725078,0.167001583609745,48.900953125,,62.96499546664916,,3.0,0.0,rising,394240.4700000001,5.039999999999984,,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,0.0632343749999932,Buy,58,,50.0,58.0,signals_2025-09-08_09-02-37.csv,7,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
LTCUSDT,Buy,59,115.14,115.969008,111.6858,Bullish,2025-09-08T03:32:06.996279+00:00,2025-09-08T09:02:06.996279+05:30,Inconclusive,300,,,5.04%,68.72682780668276,0.2128221083609389,0.1353405121410969,0.077481596219842,115.47606641730393,114.4945,113.51293358269606,0.8288111678540371,94.37554803958446,10.0,3.0,0.0,114.5206847490948,0.2302143871430357,115.29796875,0.0393749999999926,,27.733027840433067,,falling,-4675.587000000001,4.0,17.07750693756962,15.0,10.0,0.0,5.0,0.8288111678540371,68.72682780668276,94.37554803958446,0.077481596219842,0.2302143871430357,115.29796875,,27.733027840433067,,3.0,0.0,falling,-4675.587000000001,5.040000000000012,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 36.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 2.92}]}",True,,0.0393749999999926,Buy,59,,51.0,59.0,signals_2025-09-08_09-02-37.csv,6,base_score:36.0,confluence_bonus:30.0,momentum_score:2.92
LINEAUSDT,Buy,59,0.03039,0.03060881,0.0294783,Bullish,2025-09-08T03:32:24.708219+00:00,2025-09-08T09:02:24.708219+05:30,Fail,39,,39.0,5.04%,68.64014634130095,0.0001705890991865,7.16269950095916e-05,9.89621041769585e-05,0.0303291051007146,0.0296469999999999,0.0289648948992853,1.0446374753843195,198.4936346064125,10.0,3.0,0.0,0.0296760754109686,0.0002506712250277,0.0299984375,7.484374999999766e-05,,18.66827306127485,,rising,83228740.0,8.0,18.47492277976305,15.0,5.0,0.0,5.0,1.0446374753843195,68.64014634130095,198.4936346064125,9.89621041769585e-05,0.0002506712250277,0.0299984375,,18.66827306127485,,3.0,0.0,rising,83228740.0,5.0400000000000205,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,7.484374999999766e-05,Buy,59,,51.0,59.0,signals_2025-09-08_09-02-37.csv,6,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
CRVUSDT,Buy,58,0.778,0.7836016,0.75466,Bullish,2025-09-08T03:32:28.245418+00:00,2025-09-08T09:02:28.245418+05:30,Inconclusive,300,,,5.04%,76.21336576163431,0.0033681402036306,0.0022613527582333,0.0011067874453972,0.7812142923680877,0.7683000000000001,0.7553857076319125,0.8755529038497499,115.98587997982864,10.0,3.0,0.0,0.7676235917560736,0.003130980698345,0.7781718750000001,0.0008906249999999,,38.28323837118344,,rising,4605418.8,8.0,17.48389091110482,15.0,5.0,0.0,5.0,0.8755529038497499,76.21336576163431,115.98587997982864,0.0011067874453972,0.003130980698345,0.7781718750000001,,38.28323837118344,,3.0,0.0,rising,4605418.8,5.039999999999986,,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,0.0008906249999999,Buy,58,,50.0,58.0,signals_2025-09-08_09-02-37.csv,7,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
PUMPUSDT,Strong Sell,69,0.004757,0.00472275,0.00489971,Bearish,2025-09-08T04:58:30.948988+00:00,2025-09-08T10:28:30.948988+05:30,Success,16,16.0,,5.04%,28.8148478869562,-2.445338808658524e-05,-1.6681807440962356e-05,-7.771580645622882e-06,0.0048970480790324,0.00482595,0.0047548519209675,0.0151064491595138,-147.36573263280962,-10.0,0.0,3.0,0.0048432871086275,2.793020399690989e-05,0.004776640625,-1.412499999999938e-05,,-26.449625163994263,,falling,-1015909245.0,8.0,15.67800118880567,15.0,5.0,12.0,5.0,0.0151064491595138,28.8148478869562,-147.36573263280962,-7.771580645622882e-06,2.793020399690989e-05,0.004776640625,,-26.449625163994263,,0.0,3.0,falling,-1015909245.0,5.039999999999955,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,-1.412499999999938e-05,Sell,69,,61.0,69.0,signals_2025-09-08_10-29-24_STRONG.csv,0,,,
PYTHUSDT,Sell,61,0.1631,0.16192568,0.167993,Bearish,2025-09-08T04:58:47.020246+00:00,2025-09-08T10:28:47.020246+05:30,Success,70,70.0,,5.04%,25.44779591991372,-0.0007617689757486,-0.0005103232567191,-0.0002514457190294,0.1677394850129387,0.1650634999999999,0.1623875149870612,0.1331257479944415,-114.64389034302172,-10.0,3.0,0.0,0.1651985716064573,0.0007031688358073,0.16303578125,-0.0002349999999999,,-36.06543789757377,,falling,-16869041.0,8.0,12.582145495368238,15.0,0.0,12.0,5.0,0.1331257479944415,25.44779591991372,-114.64389034302172,-0.0002514457190294,0.0007031688358073,0.16303578125,,-36.06543789757377,,3.0,0.0,falling,-16869041.0,5.040000000000028,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""volume_score"", ""gap"": 10.0}]}",True,,-0.0002349999999999,Sell,61,,53.0,61.0,signals_2025-09-08_10-29-24_STRONG.csv,4,base_score:32.0,confluence_bonus:18.0,volume_score:10.0
DOLOUSDT,Strong Sell,66,0.18822,0.18686482,0.1938666,Bearish,2025-09-08T04:58:57.358367+00:00,2025-09-08T10:28:57.358367+05:30,Success,4,4.0,,5.04%,29.640826959657478,-0.001427499694678,-0.0009478614530215,-0.0004796382416564,0.1974789857282823,0.192222,0.1869650142717176,0.1193636232956266,-129.3556706948417,-10.0,0.0,3.0,0.1926544899993898,0.0013063550787949,0.18871546875,-0.0003634375,,-30.1463809937348,,falling,-9005951.0,8.0,12.811783248375958,15.0,5.0,12.0,5.0,0.1193636232956266,29.640826959657478,-129.3556706948417,-0.0004796382416564,0.0013063550787949,0.18871546875,,-30.1463809937348,,0.0,3.0,falling,-9005951.0,5.040000000000035,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,-0.0003634375,Sell,66,,58.0,66.0,signals_2025-09-08_10-29-24_STRONG.csv,0,,,
ASRUSDT,Strong Sell,67,2.496,2.4780288,2.57088,Bearish,2025-09-08T04:59:21.314803+00:00,2025-09-08T10:29:21.314803+05:30,Success,77,77.0,,5.04%,26.86228025896192,-0.0142652857303904,-0.0097178497406579,-0.0045474359897324,2.600779275992847,2.547,2.4932207240071533,0.0258396560899809,-170.89363328079557,-10.0,0.0,3.0,2.552743785885057,0.0200397298360557,2.51,-0.0012812499999994,,-27.66992871267825,,falling,-584051.2000000001,8.0,14.446104545641928,15.0,5.0,12.0,5.0,0.0258396560899809,26.86228025896192,-170.89363328079557,-0.0045474359897324,0.0200397298360557,2.51,,-27.66992871267825,,0.0,3.0,falling,-584051.2000000001,5.039999999999959,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,-0.0012812499999994,Sell,67,,59.0,67.0,signals_2025-09-08_10-29-24_STRONG.csv,0,,,
PUMPUSDT,Sell,63,0.004721,0.00468701,0.00486263,Bearish,2025-09-08T05:26:46.447456+00:00,2025-09-08T10:56:46.447456+05:30,Success,9,9.0,,5.04%,28.11666919151436,-3.480948117846189e-05,-2.822105571826021e-05,-6.588425460201679e-06,0.0048972429822216,0.00479225,0.0046872570177783,0.1606916077038642,-117.90231253638034,-10.0,0.0,3.0,0.0048194695750679,2.5921959894938964e-05,0.004717859375,-8.296875000000058e-06,,-38.84484536879596,,falling,-1361182405.0,8.0,10.099932709012188,15.0,5.0,12.0,5.0,0.1606916077038642,28.11666919151436,-117.90231253638034,-6.588425460201679e-06,2.5921959894938964e-05,0.004717859375,,-38.84484536879596,,0.0,3.0,falling,-1361182405.0,5.039999999999967,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 2, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 9.9}]}",True,,-8.296875000000058e-06,Sell,63,,55.0,63.0,signals_2025-09-08_10-57-26.csv,2,base_score:32.0,confluence_bonus:18.0,momentum_score:9.9
BCHUSDT,Strong Sell,69,593.25,588.9786,611.0475,Bearish,2025-09-08T06:39:57.999480+00:00,2025-09-08T12:09:57.999480+05:30,Success,53,53.0,,5.04%,25.447160131424862,-2.122824981639269,-1.5461825334356356,-0.5766424482036334,604.5817769950746,598.517,592.4522230049255,0.0657713379834426,-125.2955082742306,-5.0,0.0,3.0,600.2240636233875,1.867799207401006,595.00359375,-1.1401562500000182,,-43.69868796070124,,falling,-46676.599,8.0,16.409478867990522,15.0,5.0,12.0,5.0,0.0657713379834426,25.447160131424862,-125.2955082742306,-0.5766424482036334,1.867799207401006,595.00359375,,-43.69868796070124,,0.0,3.0,falling,-46676.599,5.039999999999967,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 0, ""top_missing_components"": []}",True,,-1.1401562500000182,Sell,69,,61.0,69.0,signals_2025-09-08_12-10-26_STRONG.csv,0,,,
AVAXUSDT,Buy,58,24.827,25.0057544,24.08219,Bullish,2025-09-08T06:59:03.530986+00:00,2025-09-08T12:29:03.530986+05:30,Success,7,7.0,,5.04%,59.78656725763364,0.0064194972186122,-0.012056135543165,0.0184756327617773,24.83683998287936,24.72325,24.60966001712064,0.9566863968550368,151.63599182004714,10.0,3.0,0.0,24.753306097405723,0.054972924582806,24.76753125,0.0322343750000015,,2.5755859081222767,,rising,52425.0,8.0,17.066065061078145,15.0,5.0,0.0,5.0,0.9566863968550368,59.78656725763364,151.63599182004714,0.0184756327617773,0.054972924582806,24.76753125,,2.5755859081222767,,3.0,0.0,rising,52425.0,5.039999999999971,,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,0.0322343750000015,Buy,58,,50.0,58.0,signals_2025-09-08_12-29-56.csv,7,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
BTCUSDT,Buy,60,111450.0,112252.44,108106.5,Bullish,2025-09-08T07:26:57.692197+00:00,2025-09-08T12:56:57.692197+05:30,Inconclusive,300,,,5.04%,75.13155877676282,93.06271768597072,54.80964426160737,38.25307342436334,111401.10319426269,111095.88,110790.65680573734,1.0801000819342197,220.54589985448328,10.0,3.0,0.0,111063.44245771508,88.99231084179485,111239.2,29.63749999999709,,28.56614567482396,,rising,1988.933,8.0,19.31632680959163,15.0,5.0,0.0,5.0,1.0801000819342197,75.13155877676282,220.54589985448328,38.25307342436334,88.99231084179485,111239.2,,28.56614567482396,,3.0,0.0,rising,1988.933,5.040000000000014,,,"{""if_confidence_needed"": 65, ""missing_points"": 5, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,29.63749999999709,Buy,60,,52.0,60.0,signals_2025-09-08_12-58-07.csv,5,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
SOLUSDT,Buy,59,208.34,209.840048,202.0898,Bullish,2025-09-08T07:26:58.753434+00:00,2025-09-08T12:56:58.753434+05:30,Success,140,140.0,,5.04%,65.92204259697846,0.2023513729538422,0.0497690099636423,0.1525823629901998,208.31853813030125,207.3385,206.35846186969871,1.0109495074911814,207.8708375378505,10.0,3.0,0.0,207.3401174288236,0.4214758072067162,207.69796875,0.14453125,,13.091307166994664,,rising,303463.86,8.0,17.68846241978665,15.0,5.0,0.0,5.0,1.0109495074911814,65.92204259697846,207.8708375378505,0.1525823629901998,0.4214758072067162,207.69796875,,13.091307166994664,,3.0,0.0,rising,303463.86,5.039999999999975,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,0.14453125,Buy,59,,51.0,59.0,signals_2025-09-08_12-58-07.csv,6,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
XRPUSDT,Buy,59,2.897,2.9178584,2.81009,Bullish,2025-09-08T07:27:04.832676+00:00,2025-09-08T12:57:04.832676+05:30,Success,73,73.0,,5.04%,66.45013647968813,0.001426697239319,-0.0004567303900584,0.0018834276293775,2.8958474437907853,2.8828000000000005,2.869752556209216,1.0441678932554028,160.97899592458174,10.0,3.0,0.0,2.8831426070383825,0.0051335573335935,2.88104375,0.0027875000000001,,6.606161544863346,,rising,741967.2000000007,8.0,17.805251440217255,15.0,5.0,0.0,5.0,1.0441678932554028,66.45013647968813,160.97899592458174,0.0018834276293775,0.0051335573335935,2.88104375,,6.606161544863346,,3.0,0.0,rising,741967.2000000007,5.03999999999996,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,0.0027875000000001,Buy,59,,51.0,59.0,signals_2025-09-08_12-58-07.csv,6,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
AVAXUSDT,Buy,61,25.012,25.1920864,24.26164,Bullish,2025-09-08T07:27:20.204144+00:00,2025-09-08T12:57:20.204144+05:30,Success,108,108.0,,5.04%,73.83502602681551,0.065387768622795,0.0347470793914703,0.0306406892313246,25.066923862902517,24.80525,24.54357613709749,0.895052829707003,133.14770282242745,10.0,3.0,0.0,24.80245175633353,0.0560485582831929,24.99357812500001,0.0374687500000057,,29.97425911769949,,rising,738151.0,8.0,20.0,15.0,5.0,0.0,5.0,0.895052829707003,73.83502602681551,133.14770282242745,0.0306406892313246,0.0560485582831929,24.99357812500001,,29.97425911769949,,3.0,0.0,rising,738151.0,5.040000000000012,,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,0.0374687500000057,Buy,61,,53.0,61.0,signals_2025-09-08_12-58-07.csv,4,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
FARTCOINUSDT,Buy,61,0.7719,0.77745768,0.748743,Bullish,2025-09-08T07:27:28.376001+00:00,2025-09-08T12:57:28.376001+05:30,Success,63,63.0,,5.04%,69.63694813956471,0.0020879429213114,0.001139409030347,0.0009485338909643,0.7720611107311611,0.7642800000000001,0.756498889268839,0.9896473179262252,190.19329286667627,10.0,3.0,0.0,0.7633203386432047,0.0036187213515953,0.76834375,0.0010140625,,21.035239610391955,,falling,-858013.9000000018,8.0,15.290844519738709,15.0,10.0,0.0,5.0,0.9896473179262252,69.63694813956471,190.19329286667627,0.0009485338909643,0.0036187213515953,0.76834375,,21.035239610391955,,3.0,0.0,falling,-858013.9000000018,5.040000000000008,,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 4.71}]}",True,,0.0010140625,Buy,61,,53.0,61.0,signals_2025-09-08_12-58-07.csv,4,base_score:32.0,confluence_bonus:30.0,momentum_score:4.71
PENGUUSDT,Buy,61,0.031431,0.0316573,0.03048807,Bullish,2025-09-08T07:27:29.444231+00:00,2025-09-08T12:57:29.444231+05:30,Success,55,55.0,,5.04%,78.0243246631558,0.0001528622538384,7.885272384037666e-05,7.400952999802517e-05,0.0312501801726076,0.0307423499999999,0.0302345198273923,1.1780317881309916,264.5353551735316,10.0,3.0,0.0,0.0306685191175506,0.0001686043232405,0.0309649375,6.593750000000176e-05,,28.26814616202153,,rising,387348751.0,8.0,19.534894276810817,15.0,5.0,0.0,5.0,1.1780317881309916,78.0243246631558,264.5353551735316,7.400952999802517e-05,0.0001686043232405,0.0309649375,,28.26814616202153,,3.0,0.0,rising,387348751.0,5.039999999999996,,,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""volume_score"", ""gap"": 5.0}]}",True,,6.593750000000176e-05,Buy,61,,53.0,61.0,signals_2025-09-08_12-58-07.csv,4,base_score:32.0,confluence_bonus:30.0,volume_score:5.0
BCHUSDT,Buy,61,591.32,595.577504,573.5804,Bullish,2025-09-08T07:27:31.465147+00:00,2025-09-08T12:57:31.465147+05:30,Success,115,115.0,,5.04%,27.965563682228836,-2.3898759829394294,-2.348519280006112,-0.0413567029333172,600.8731484438565,594.1674999999999,587.4618515561433,0.28767899750183,-70.94427895246686,10.0,0.0,3.0,597.4183845456582,1.6018119640209465,590.28578125,0.0706249999999499,,-48.98087812144477,,falling,-39596.734,18.0,5.0,8.0,5.0,12.0,5.0,0.28767899750183,27.965563682228836,-70.94427895246686,-0.0413567029333172,1.6018119640209465,590.28578125,,-48.98087812144477,,0.0,3.0,falling,-39596.734,5.040000000000046,RSI<=30 & CVD_falling,1.0,"{""if_confidence_needed"": 65, ""missing_points"": 4, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 22.0}, {""component"": ""confluence_bonus"", ""gap"": 18.0}, {""component"": ""momentum_score"", ""gap"": 15.0}]}",True,,0.0706249999999499,Buy,61,,53.0,61.0,signals_2025-09-08_12-58-07.csv,4,base_score:22.0,confluence_bonus:18.0,momentum_score:15.0
WIFUSDT,Buy,59,0.8382,0.84423504,0.813054,Bullish,2025-09-08T07:27:34.520990+00:00,2025-09-08T12:57:34.520990+05:30,Success,67,67.0,,5.04%,56.16726289249793,0.0001640524347664,-0.0002748646818021,0.0004389171165686,0.8389874667819838,0.83517,0.8313525332180162,0.8968600348141593,167.46666666666377,10.0,3.0,0.0,0.8357728988032231,0.0026966340419809,0.8365015624999999,0.0003593749999999,,1.3720695085560592,,falling,-1491959.7000000004,8.0,12.906355342866306,15.0,10.0,0.0,5.0,0.8968600348141593,56.16726289249793,167.46666666666377,0.0004389171165686,0.0026966340419809,0.8365015624999999,,1.3720695085560592,,3.0,0.0,falling,-1491959.7000000004,5.039999999999993,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.09}]}",True,,0.0003593749999999,Buy,59,,51.0,59.0,signals_2025-09-08_12-58-07.csv,6,base_score:32.0,confluence_bonus:30.0,momentum_score:7.09
EIGENUSDT,Buy,59,1.4257,1.43596504,1.382929,Bullish,2025-09-08T08:37:18.220600+00:00,2025-09-08T14:07:18.220600+05:30,Success,37,37.0,,5.04%,59.8322023672839,0.001399140337938,-0.0008795381300256,0.0022786784679637,1.4289514034431112,1.41395,1.3989485965568889,0.8916300246359837,146.79996079584774,10.0,3.0,0.0,1.41801213129853,0.00625164072109,1.4195046875,0.0044531249999999,,5.678654921807526,,falling,-1211655.4,8.0,12.747828877407793,15.0,10.0,0.0,5.0,0.8916300246359837,59.8322023672839,146.79996079584774,0.0022786784679637,0.00625164072109,1.4195046875,,5.678654921807526,,3.0,0.0,falling,-1211655.4,5.039999999999974,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.25}]}",True,,0.0044531249999999,Buy,59,,51.0,59.0,signals_2025-09-08_14-07-18.csv,6,base_score:32.0,confluence_bonus:30.0,momentum_score:7.25
ASRUSDT,Buy,59,2.568,2.5864896,2.49096,Bullish,2025-09-08T08:59:39.362470+00:00,2025-09-08T14:29:39.362470+05:30,Fail,73,,73.0,5.04%,67.8645654680042,0.0132182293761062,0.0040890238011409,0.0091292055749653,2.5586217104351703,2.49925,2.4398782895648297,1.0789794457334203,323.7726098191212,10.0,3.0,0.0,2.50681755283648,0.0233419934995133,2.51425,0.0064062499999999,,19.75693761857328,,falling,-13814.000000000058,8.0,13.386556199826554,15.0,10.0,0.0,5.0,1.0789794457334203,67.8645654680042,323.7726098191212,0.0091292055749653,0.0233419934995133,2.51425,,19.75693761857328,,3.0,0.0,falling,-13814.000000000058,5.040000000000029,,,"{""if_confidence_needed"": 65, ""missing_points"": 6, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 6.61}]}",True,,0.0064062499999999,Buy,59,,51.0,59.0,signals_2025-09-08_14-29-46.csv,6,base_score:32.0,confluence_bonus:30.0,momentum_score:6.61
EIGENUSDT,Buy,58,1.4312,1.44150464,1.388264,Bullish,2025-09-08T08:59:46.070553+00:00,2025-09-08T14:29:46.070553+05:30,Success,17,17.0,,5.04%,63.42768611703576,0.0033678190366586,0.0012884011137372,0.0020794179229214,1.436160042188973,1.416995,1.397829957811027,0.87059662744111,113.59529312880976,10.0,3.0,0.0,1.4195811083840404,0.0059924142799124,1.4323468750000004,0.0019406250000002,,14.324209231980184,,falling,-733641.8000000003,8.0,12.328200925194157,15.0,10.0,0.0,5.0,0.87059662744111,63.42768611703576,113.59529312880976,0.0020794179229214,0.0059924142799124,1.4323468750000004,,14.324209231980184,,3.0,0.0,falling,-733641.8000000003,5.0399999999999885,,,"{""if_confidence_needed"": 65, ""missing_points"": 7, ""top_missing_components"": [{""component"": ""base_score"", ""gap"": 32.0}, {""component"": ""confluence_bonus"", ""gap"": 30.0}, {""component"": ""momentum_score"", ""gap"": 7.67}]}",True,,0.0019406250000002,Buy,58,,50.0,58.0,signals_2025-09-08_14-29-46.csv,7,base_score:32.0,confluence_bonus:30.0,momentum_score:7.67
